request_id,session_id,work_item_id,canonical_requirement_id,priority,primary_owner,integration_owner,work_type,axis,applicable_gates,dependencies,source_ledger
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-SEC-04-FAILURE_RECOVERY,EXS-SEC,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-SEC-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-SEC-05-OPERATIONS_SECURITY,EXS-SEC,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-SEC-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-FILE-01-CONTRACT_OWNERSHIP,EXS-FILE,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-FILE-02-IMPLEMENTATION_CONSUMER,EXS-FILE,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-FILE-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-FILE-03-VERIFICATION_EVIDENCE,EXS-FILE,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-FILE-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-FILE-02-IMPLEMENTATION_CONSUMER,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-FILE-04-FAILURE_RECOVERY,EXS-FILE,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-FILE-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-FILE-05-DATA_MIGRATION,EXS-FILE,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-FILE-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-UNKNOWN-01-CONTRACT_OWNERSHIP,EXS-UNKNOWN,P0,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-UNKNOWN-02-IMPLEMENTATION_CONSUMER,EXS-UNKNOWN,P0,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-UNKNOWN-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-UNKNOWN-03-VERIFICATION_EVIDENCE,EXS-UNKNOWN,P0,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-UNKNOWN-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-UNKNOWN-02-IMPLEMENTATION_CONSUMER,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-UNKNOWN-04-FAILURE_RECOVERY,EXS-UNKNOWN,P0,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-UNKNOWN-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-RECON-01-CONTRACT_OWNERSHIP,EXS-RECON,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-RECON-02-IMPLEMENTATION_CONSUMER,EXS-RECON,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-RECON-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-RECON-03-VERIFICATION_EVIDENCE,EXS-RECON,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-RECON-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-RECON-02-IMPLEMENTATION_CONSUMER,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-RECON-04-FAILURE_RECOVERY,EXS-RECON,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-RECON-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-TCP-01-CONTRACT_OWNERSHIP,EXS-TCP,P2,cpf-starter-integration-tcp + generated/customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-TCP-02-IMPLEMENTATION_CONSUMER,EXS-TCP,P2,cpf-starter-integration-tcp + generated/customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-TCP-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-TCP-03-VERIFICATION_EVIDENCE,EXS-TCP,P2,cpf-starter-integration-tcp + generated/customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-TCP-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-TCP-02-IMPLEMENTATION_CONSUMER,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-TCP-04-FAILURE_RECOVERY,EXS-TCP,P2,cpf-starter-integration-tcp + generated/customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-TCP-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-CORE-01-CONTRACT_OWNERSHIP,EVENT-CORE,P1,cpf-core contract + owning business adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-CORE-02-IMPLEMENTATION_CONSUMER,EVENT-CORE,P1,cpf-core contract + owning business adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-CORE-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-CORE-03-VERIFICATION_EVIDENCE,EVENT-CORE,P1,cpf-core contract + owning business adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-CORE-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-CORE-02-IMPLEMENTATION_CONSUMER,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-CORE-04-FAILURE_RECOVERY,EVENT-CORE,P1,cpf-core contract + owning business adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-CORE-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-CORE-05-GENERATION_COMPATIBILITY,EVENT-CORE,P1,cpf-core contract + owning business adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-CORE-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-OUTBOX-01-CONTRACT_OWNERSHIP,EVENT-OUTBOX,P0,cpf-core contract + owning business adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-OUTBOX-02-IMPLEMENTATION_CONSUMER,EVENT-OUTBOX,P0,cpf-core contract + owning business adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-OUTBOX-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-OUTBOX-03-VERIFICATION_EVIDENCE,EVENT-OUTBOX,P0,cpf-core contract + owning business adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-OUTBOX-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-OUTBOX-02-IMPLEMENTATION_CONSUMER,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-OUTBOX-04-FAILURE_RECOVERY,EVENT-OUTBOX,P0,cpf-core contract + owning business adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-OUTBOX-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-BROKER-01-CONTRACT_OWNERSHIP,EVENT-BROKER,P1,cpf-core contract + Starter Provider owner,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-09-SECURITY;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-BROKER-02-IMPLEMENTATION_CONSUMER,EVENT-BROKER,P1,cpf-core contract + Starter Provider owner,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-09-SECURITY;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-BROKER-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-BROKER-03-VERIFICATION_EVIDENCE,EVENT-BROKER,P1,cpf-core contract + Starter Provider owner,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-09-SECURITY;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-BROKER-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-BROKER-02-IMPLEMENTATION_CONSUMER,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-BROKER-04-FAILURE_RECOVERY,EVENT-BROKER,P1,cpf-core contract + Starter Provider owner,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-BROKER-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-BROKER-05-OPERATIONS_SECURITY,EVENT-BROKER,P1,cpf-core contract + Starter Provider owner,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-BROKER-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-BROKER-06-DATA_MIGRATION,EVENT-BROKER,P1,cpf-core contract + Starter Provider owner,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-09-SECURITY;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-BROKER-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-MQ-01-CONTRACT_OWNERSHIP,EVENT-MQ,P1,cpf-core contract + Starter Provider owner,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-MQ-02-IMPLEMENTATION_CONSUMER,EVENT-MQ,P1,cpf-core contract + Starter Provider owner,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-EVENT-MQ-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-MQ-03-VERIFICATION_EVIDENCE,EVENT-MQ,P1,cpf-core contract + Starter Provider owner,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-EVENT-MQ-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-MQ-02-IMPLEMENTATION_CONSUMER,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-MQ-04-FAILURE_RECOVERY,EVENT-MQ,P1,cpf-core contract + Starter Provider owner,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-EVENT-MQ-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-JMS-01-CONTRACT_OWNERSHIP,EVENT-JMS,P1,cpf-starter-messaging-jms,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-JMS-02-IMPLEMENTATION_CONSUMER,EVENT-JMS,P1,cpf-starter-messaging-jms,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-JMS-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-JMS-03-VERIFICATION_EVIDENCE,EVENT-JMS,P1,cpf-starter-messaging-jms,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-JMS-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-JMS-02-IMPLEMENTATION_CONSUMER,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EVENT-JMS-04-FAILURE_RECOVERY,EVENT-JMS,P1,cpf-starter-messaging-jms,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EVENT-JMS-01-CONTRACT_OWNERSHIP,31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv
