scenario_id,requirement_id,canonical_requirement_id,scenario_type,reason,integration_requests
CPF-SC-007961,CPF-FR-017824,EXS-RECON,SESSION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-007963,CPF-FR-017824,EXS-RECON,DEEP_LINK,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-007964,CPF-FR-017824,EXS-RECON,KEYBOARD,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-007968,CPF-FR-017824,EXS-RECON,PERFORMANCE,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-008375,CPF-FR-018420,EVENT-OUTBOX,LOAD,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008381,CPF-FR-018420,EVENT-OUTBOX,SESSION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008383,CPF-FR-018420,EVENT-OUTBOX,DEEP_LINK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008384,CPF-FR-018420,EVENT-OUTBOX,KEYBOARD,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008388,CPF-FR-018420,EVENT-OUTBOX,PERFORMANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008389,CPF-FR-018439,EVENT-OUTBOX,LOAD,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008395,CPF-FR-018439,EVENT-OUTBOX,SESSION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008397,CPF-FR-018439,EVENT-OUTBOX,DEEP_LINK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008398,CPF-FR-018439,EVENT-OUTBOX,KEYBOARD,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008402,CPF-FR-018439,EVENT-OUTBOX,PERFORMANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008403,CPF-FR-018458,EVENT-DLQ,LOAD,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008409,CPF-FR-018458,EVENT-DLQ,SESSION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008411,CPF-FR-018458,EVENT-DLQ,DEEP_LINK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008412,CPF-FR-018458,EVENT-DLQ,KEYBOARD,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008416,CPF-FR-018458,EVENT-DLQ,PERFORMANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008417,CPF-FR-018477,EVENT-DLQ,LOAD,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008423,CPF-FR-018477,EVENT-DLQ,SESSION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008425,CPF-FR-018477,EVENT-DLQ,DEEP_LINK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008426,CPF-FR-018477,EVENT-DLQ,KEYBOARD,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008430,CPF-FR-018477,EVENT-DLQ,PERFORMANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-008431,CPF-FR-018500,EXS-FILE,LOAD,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-008437,CPF-FR-018500,EXS-FILE,SESSION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-008439,CPF-FR-018500,EXS-FILE,DEEP_LINK,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-008440,CPF-FR-018500,EXS-FILE,KEYBOARD,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-008444,CPF-FR-018500,EXS-FILE,PERFORMANCE,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-008445,CPF-FR-018519,EXS-INST,LOAD,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-008451,CPF-FR-018519,EXS-INST,SESSION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-008453,CPF-FR-018519,EXS-INST,DEEP_LINK,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-008454,CPF-FR-018519,EXS-INST,KEYBOARD,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-008458,CPF-FR-018519,EXS-INST,PERFORMANCE,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-008459,CPF-FR-018540,EXS-SEC,LOAD,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-008465,CPF-FR-018540,EXS-SEC,SESSION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-008467,CPF-FR-018540,EXS-SEC,DEEP_LINK,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-008468,CPF-FR-018540,EXS-SEC,KEYBOARD,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-008472,CPF-FR-018540,EXS-SEC,PERFORMANCE,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-008473,CPF-FR-018561,EXS-UNKNOWN,LOAD,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-008479,CPF-FR-018561,EXS-UNKNOWN,SESSION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-008481,CPF-FR-018561,EXS-UNKNOWN,DEEP_LINK,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-008482,CPF-FR-018561,EXS-UNKNOWN,KEYBOARD,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-008486,CPF-FR-018561,EXS-UNKNOWN,PERFORMANCE,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-008487,CPF-FR-018580,EXS-RECON,LOAD,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-008493,CPF-FR-018580,EXS-RECON,SESSION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-008495,CPF-FR-018580,EXS-RECON,DEEP_LINK,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-008496,CPF-FR-018580,EXS-RECON,KEYBOARD,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-008500,CPF-FR-018580,EXS-RECON,PERFORMANCE,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-013182,CPF-FR-001855,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013183,CPF-FR-001856,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013184,CPF-FR-001857,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013195,CPF-FR-001868,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013196,CPF-FR-001869,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013197,CPF-FR-001870,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013198,CPF-FR-001871,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013199,CPF-FR-001872,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013200,CPF-FR-001873,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013201,CPF-FR-001874,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013202,CPF-FR-001875,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013203,CPF-FR-001876,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013204,CPF-FR-001877,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013205,CPF-FR-001878,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013206,CPF-FR-001879,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013207,CPF-FR-001880,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013208,CPF-FR-001881,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013209,CPF-FR-001882,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013210,CPF-FR-001883,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013211,CPF-FR-001884,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013214,CPF-FR-001887,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013215,CPF-FR-001888,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013216,CPF-FR-001889,CORE-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-013242,CPF-FR-001916,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013243,CPF-FR-001917,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013244,CPF-FR-001918,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013255,CPF-FR-001929,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013256,CPF-FR-001930,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013257,CPF-FR-001931,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013258,CPF-FR-001932,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013259,CPF-FR-001933,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013260,CPF-FR-001934,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013261,CPF-FR-001935,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013262,CPF-FR-001936,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013263,CPF-FR-001937,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013264,CPF-FR-001938,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013265,CPF-FR-001939,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013266,CPF-FR-001940,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013267,CPF-FR-001941,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013268,CPF-FR-001942,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013269,CPF-FR-001943,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013270,CPF-FR-001944,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013271,CPF-FR-001945,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013274,CPF-FR-001948,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013275,CPF-FR-001949,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013276,CPF-FR-001950,CORE-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-013302,CPF-FR-001977,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013303,CPF-FR-001978,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013304,CPF-FR-001979,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013315,CPF-FR-001990,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013316,CPF-FR-001991,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013317,CPF-FR-001992,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013318,CPF-FR-001993,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013319,CPF-FR-001994,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013320,CPF-FR-001995,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013321,CPF-FR-001996,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013322,CPF-FR-001997,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013323,CPF-FR-001998,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013324,CPF-FR-001999,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013325,CPF-FR-002000,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013326,CPF-FR-002001,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013327,CPF-FR-002002,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013328,CPF-FR-002003,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013329,CPF-FR-002004,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013330,CPF-FR-002005,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013331,CPF-FR-002006,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013334,CPF-FR-002009,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013335,CPF-FR-002010,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-013336,CPF-FR-002011,CORE-MESSAGE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-014502,CPF-FR-003197,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014503,CPF-FR-003198,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014504,CPF-FR-003199,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014515,CPF-FR-003210,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014516,CPF-FR-003211,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014517,CPF-FR-003212,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014518,CPF-FR-003213,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014519,CPF-FR-003214,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014520,CPF-FR-003215,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014521,CPF-FR-003216,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014522,CPF-FR-003217,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014523,CPF-FR-003218,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014524,CPF-FR-003219,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014525,CPF-FR-003220,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014526,CPF-FR-003221,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014527,CPF-FR-003222,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
