no,route_id,path,menu_id,label,group,risk,feature_flag,component,inputs_defaults,display_contract,actions,activation_permission,version_approval_idempotency,recovery_contract,source_ref,verification_status
32,batch-job-packs,/batch-job-packs,BATCH_JOB_PACKS,Job Packs,batch,MEDIUM,adm.route.batch-job-packs.enabled,cpf-admin/frontend/src/features/batch-job-packs/BatchJobPacksPage.vue,"Job ID, Definition Version>=1, Job명, Owner, 설명; Executor, Trigger, Timezone, Misfire; Typed Parameter; Agent Pool/Zone/Concurrency/Timeout/Attempts/Backoff/Skip/Restartable/Unknown Policy/Compensation; Dependency; Alert/SLA; Checksum, 사유, 시행기간. / Version1, Executor SPRING_BATCH, state DRAFT, owner BAT, CRON `0 0 1 * * *`, Asia/Seoul, Misfire FAIL_CLOSED, pool DEFAULT, concurrency1, timeout3600s, restartable=true, attempts1, backoff0, multiplier1, Unknown FAIL_CLOSED, failure/missed notification=true.","Job, Version, Executor, State, Trigger, Agent, Concurrency, Unknown, Checksum, Row Version; Validation errors/warnings/preview.","검증, Draft 저장, DRAFT→VALIDATED, VALIDATED→APPROVAL, PUBLISHED→RETIRED; Dependency 추가/삭제.",PUBLISHED/RETIRED는 입력 immutable. 자기 자신 Dependency 금지. 상태전환 사유>=5. Publish는 ADM 승인 실행에서만.,expectedRowVersion + definitionVersion + checksum.,Validation 실패 시 저장/전환하지 않는다. UNKNOWN policy와 compensation ref를 Definition에 명시한다.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
33,batch-executions,/batch-executions,BATCH_EXECUTIONS,Executions,batch,MEDIUM,adm.route.batch-executions.enabled,cpf-admin/frontend/src/features/batch-executions/BatchExecutionsPage.vue → BatchOperationsWorkbench.vue(mode=executions),"통합검색, Job ID, 실행상태(RUNNING/COMPLETED/FAILED/STOPPING/UNKNOWN), page size 20/50/100. / size=50, page=0.","Execution, Job, 상태, Worker/Server, 시작, Duration; 상세 Tab: 요약/Step Timeline/Parameter·Context/운영이력. Step Read/Write/Skip.","재실행, 중지, 상세.",재실행 HIGH approval+expectedVersion; 중지 CRITICAL approval+expectedVersion.,selected row/detail의 rowVersion/version/expectedVersion.,중지 응답 손실은 UNKNOWN 가능. Recovery Center에서 결과 확인 후 후속조치.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
34,batch-deployment,/batch-deployment,BATCH_DEPLOYMENT,Deployment / Rollback,batch,HIGH,adm.route.batch-deployment.enabled,cpf-admin/frontend/src/features/batch-deployment/BatchDeploymentPage.vue → BatchOperationsWorkbench.vue(mode=deployment),별도 검색 없음. / 현재 Deployment workspace.,"Plan, Artifact, 상태, Target count, 갱신; 상세/원본/운영이력.",조회/상세. 실제 배포 조치는 Runtime Command/계획 계약에 연결.,화면의 shared workbench에서 직접 위험조치 Button은 없음.,"Artifact version/hash, plan 상태.",부분 실패/Drift는 성공 대상을 보존하고 실패 Target/Artifact 상태를 확인해 Rollback 계획으로 이동.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
35,batch-recovery,/batch-recovery,BATCH_RECOVERY,Recovery / Unknown,monitoring,MEDIUM,adm.route.batch-recovery.enabled,cpf-admin/frontend/src/features/batch-recovery/BatchRecoveryPage.vue → BatchOperationsWorkbench.vue(mode=recovery),별도 검색 없음. / Unknown/Ghost candidates workspace.,"유형, Execution/Unknown, Job, 상태, 발생/Heartbeat; 상세/운영이력.","Unknown 실패 확정, Ghost 실패/폐기 확정.",CRITICAL approval. Ghost action은 expectedVersion 필요; Unknown resolve는 승인 필요.,Ghost의 current version/heartbeat/fencing을 사용.,Lease/Fencing/Worker를 재조회한 뒤 수동 판정. Blind retry 금지.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
36,batch-leases,/batch-leases,BATCH_LEASES,Lease / Fencing,monitoring,MEDIUM,adm.route.batch-leases.enabled,cpf-admin/frontend/src/features/batch-leases/BatchLeasesPage.vue → BatchOperationsWorkbench.vue(mode=leases),별도 검색 없음. / Lock/Lease workspace.,"Lock Key, Owner, 상태, Expires, Fencing; 상세/운영이력.",Lock 강제 해제.,CRITICAL approval+expectedVersion.,Lock version/fencing token.,실행이 살아 있으면 강제 해제가 중복실행을 만들 수 있으므로 Worker/Heartbeat를 대사 후 실행.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
37,batch-alerts,/batch-alerts,BATCH_ALERTS,Batch Alerts,monitoring,MEDIUM,adm.route.batch-alerts.enabled,cpf-admin/frontend/src/features/batch-alerts/BatchAlertsPage.vue → BatchOperationsWorkbench.vue(mode=alerts),별도 검색 없음. / Alert/Broker backlog workspace.,"유형, ID, 상태, Target, 발생시각; 상세/원본/운영이력.",조회/상세.,읽기 중심.,Unknown/DLQ/Outbox operation identifiers.,Incident/Recovery route로 Deep-dive하여 실제 mutation을 수행.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
38,batch-audit,/batch-audit,BATCH_AUDIT,Audit / Evidence,monitoring,MEDIUM,adm.route.batch-audit.enabled,cpf-admin/frontend/src/features/batch-audit/BatchAuditEvidencePage.vue → BatchOperationsWorkbench.vue(mode=audit),별도 검색 없음. / Operation audit workspace.,"시각, 조치, 대상, 결과, 사유(masked); 상세/운영이력.",조회/상세.,읽기 전용.,Audit evidence의 operation/target 식별자를 기준으로 조회.,위험조치 Request/Approval/Result와 불변 Audit를 연결해 증적 판정.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
39,workers,/workers,WORKER,Agent / Worker,batch,MEDIUM,adm.route.workers.enabled,cpf-admin/frontend/src/features/workers/WorkersPage.vue,별도 검색 없음. / Batch load 결과.,"Workers/Locks/Ghost KPI; Worker, Instance, Status, Heartbeat, Lease.","새로고침, Runtime Instance 조회.",조회 전용.,Lease/heartbeat를 읽는다.,Ghost/Lock 수치가 있으면 Batch Recovery/Lease 전용 화면에서 조치.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
40,downloads,/downloads,DOWNLOAD,다운로드,integration,MEDIUM,adm.route.downloads.enabled,cpf-admin/frontend/src/features/downloads/DownloadsPage.vue,"다운로드 유형(TRANSACTION_LOGS/ERROR_LOGS/BATCH_EXECUTIONS/NOTIFICATION_DELIVERY_LOGS), 대상화면, 시작/종료, 거래ID, TraceID, JobID, 건수, 사유. / 다운로드 유형 select 중 하나.",Download 정책/감사 결과 구조화 상세.,"조회, CSV 다운로드.",다운로드 정책과 서버 권한/감사 사유 적용.,Artifact 감사 ID/조건으로 추적.,다운로드 실패 시 같은 조건의 감사 이력부터 확인하고 대용량 결과는 제한 조건을 좁힌다.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
41,file-jobs,/file-jobs,FILE_JOB,대량파일 Job,batch,MEDIUM,adm.route.file-jobs.enabled,cpf-admin/frontend/src/features/file-jobs/FileJobsPage.vue,"Upload: Operation ID, Template, Version>=1, Format CSV/XLSX, Dry-run, 파일, 사유. Control: 승인ID(Apply/Rollback), 사유, 영향확인. Resolve: Row, Resolution, Business Key, 조건부 Rollback Token, 승인ID, 사유, 외부결과 확인. / Upload operationId UUID, template ADM_NOTIFICATION_RULE_IMPORT, version1, CSV, dryRun=true, reason 기본 문구.","Job, Template, State, Rows(success/total/fail), Checksum, 요청자, 관리; 상세 Operation/RequestHash/DryRun/Retention/Control/Audit/Error; Row/State/BusinessKey/Error.","Upload, Apply, Retry, Cancel, Rollback, UNKNOWN 결과확정, Artifact, 직접 상세/운영.",상태별: Apply VALIDATED/READY_TO_APPLY; Retry FAILED/PARTIAL_FAILED이면서 ROLLBACK_* 오류가 아닌 경우; Cancel RECEIVED/VALIDATED/READY_TO_APPLY; Rollback COMPLETED/PARTIAL_FAILED+supported; Resolve UNKNOWN_RESULT; Artifact !EXPIRED. Button별 permission.,Operation ID/Request Hash/Approval/Row 상태를 사용. UNKNOWN resolve는 row 단위.,DISPATCHING/UNKNOWN_RESULT/ROLLBACK_DISPATCHING/ROLLBACK_UNKNOWN_RESULT 행을 외부·DB 결과와 대사 후 SIDE_EFFECT_*로 확정. Apply/Rollback은 승인 필요.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
42,messages,/messages,MESSAGE,전문·Protocol Message,integration,MEDIUM,adm.route.messages.enabled,cpf-admin/frontend/src/features/operations/ProtocolMessageWorkbenchPage.vue,"Transaction ID, 최대 Event 20/50/100; Message Code<=80, Locale<=20, Format FIXED/INDEXED/NAMED, Use Y/N, External/Internal Message, Parameter Count0~99/Sample, Description, 사유>=5. / limit=100, locale ko-KR, format FIXED, useYn=Y, parameterCount=0.",Registry ID/Code/Locale/External/Use; Protocol Trace 시각/구간/Protocol·Channel/External/Status/Duration; 마스킹 상세.,"신규, 새로고침, 전문 흐름 추적, 등록/수정 저장, 비활성.",Trace는 transactionId 필요. 비활성은 기존 messageId + 영향확인 checkbox + valid reason.,Registry row 식별자 기반.,동일 Code/Locale Consumer 영향 확인 후 비활성. Trace는 transactionId로 재조회.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
43,codes,/codes,CODE,코드,framework,MEDIUM,adm.route.codes.enabled,cpf-admin/frontend/src/features/codes/CodesPage.vue,"Code ID, Parent ID, Code Key, Code Value, 설명, 사유. / 공백/0 입력 상태에서 사용자가 대상 지정.",Code 처리 결과 구조화 상세.,"조회, 등록, 수정, 상세, 비활성.",등록/수정/비활성은 CODE write.,Owner 상세 결과 재조회.,계층 Parent/Key 영향 확인 후 변경하고 Consumer 조회 결과를 확인.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
44,gateway-dashboard,/gateway-dashboard,GATEWAY_DASHBOARD,Gateway 대시보드,online,MEDIUM,adm.route.gateway-dashboard.enabled,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue(initialMode=dashboard),"환경(전체/DEV/TEST/PROD), Service ID, Route ID. / Event poll 15s 자동 활성. 전체 환경 기본.","Capability 상태; TPS60s, Success/Error, P95/P99, Drift, Open Circuit, Cert<=30d, Spool Backlog, Failed Tests24h KPI; 현재 필터/경고.","자동갱신 시작/중지, 새로고침, 조회.",조회 전용 dashboard mode.,Source instance/generatedAt 및 drift를 표시.,Capability unavailable/운영 warning을 먼저 확인하고 해당 Gateway 전용 Tab으로 이동.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
45,gateway-servers,/gateway-servers,GATEWAY_SERVERS,Gateway 연동 서버,online,MEDIUM,adm.route.gateway-servers.enabled,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue(initialMode=servers),"환경, Service ID, Route ID. / 공통 필터.","환경, Service, Endpoint, Protocol, Group, Member, 상태.",조회/새로고침.,읽기 전용 servers mode.,Server Group 상태와 Service Registry 연결.,Endpoint/Group 불일치는 Service Registry와 Group 상세에서 대사.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
46,gateway-groups,/gateway-groups,GATEWAY_GROUPS,Gateway 서버 그룹,online,MEDIUM,adm.route.gateway-groups.enabled,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue(initialMode=groups),"Group ID/명, 환경, Service ID, Endpoint, Target Protocol, LB, 조건부 Hash Key, Health/Failover Group; Member instanceId/weight1~10000/priority>=0/canary0~100/enabled; reason>=5. / 환경 선택, Member Diff preview.","환경, 그룹, Service/Endpoint, Protocol, LB, 상태, Member, Version; Member Health/Fencing.","새 그룹, 저장, Member 추가/제거, 기존 Group 폐기 요청.",기존 Group은 version>0. 변경사유>=5.,Group row version + Member fencing; diff preview.,저장 후 Member health/fencing과 apply status를 확인. 일부 Member 실패 시 성공 Member 보존.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
47,gateway-routes,/gateway-routes,GATEWAY_ROUTES,Gateway 경로·라우팅,online,MEDIUM,adm.route.gateway-routes.enabled,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue(initialMode=bindings),Binding ID/Route ID/환경/Host Pattern/Ingress Path/Target Path/Method*/GET/POST/PUT/DELETE/API Version/Route Version/Service/Group/Ingress·Target Protocol/Connect·Response·Overall Timeout>=1/Retry>=0/Idempotent/Gateway·Direct 허용/TLS/AuthN/AuthZ/Header/RateLimit/Health Policy/reason>=5. / Default Deny Draft 흐름.,"환경, Route, Server Group, Route Version, Gateway, Direct, 상태, Row Version; 적용 Preview.","새 Binding, Draft 저장, 검증 전환, 폐기 요청.",기존 binding version>0일 때 검증/폐기. 변경사유 필수.,Row Version + Route Version. 운영 활성화는 승인/CAS/Audit 경계.,Draft→검증 후 ACK/Drift 확인. 실패 Instance만 원인 대사하고 LKG/Rollback 정책과 연결.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
48,gateway-security,/gateway-security,GATEWAY_SECURITY,Gateway 보안·제한,online,HIGH,adm.route.gateway-security.enabled,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue(initialMode=security),별도 편집 입력 없음. 현재 Binding/정책을 조회. / Default Deny.,"Default Deny, Retry Safety, 관리 API 보호, 변경 통제 원칙.",조회/새로고침.,관리 API/ADM/BAT/Actuator/Internal은 기본 외부 공개 제외.,변경은 사유+승인 ID+CAS Version+Audit 요구.,Retry는 idempotent Route에만. 비멱등 Route 결과불명은 대사 후 결정.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
49,gateway-health,/gateway-health,GATEWAY_HEALTH,Gateway Health·연결시험,online,MEDIUM,adm.route.gateway-health.enabled,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue(initialMode=health),"환경/Service/Route; 선택 Binding, Test Type(capability catalog), 연결시험 사유. / testReason=`Gateway 연결 상태 검증`; auto poll15s.",Apply ACK/Drift; Connection Test Type/Gateway·Target/Status/Failure Stage/Duration/Trace; Operation status/version.,"연결시험 실행, Operation 상태 확인, 취소, 재검증.","실행은 selectedBindingId+not submitting. Cancel은 REQUESTED/PENDING/RUNNING, Revalidate는 COMPLETED/FAILED/CANCELLED/EXPIRED.",Connection Test Operation version 및 Apply expected/applied version.,비동기 Operation 상태를 조회한다. Failure Stage/Trace로 원인 분리 후 재검증 조건 충족 시 실행.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
50,gateway-transactions,/gateway-transactions,GATEWAY_TRANSACTIONS,Gateway 거래 조회,online,MEDIUM,adm.route.gateway-transactions.enabled,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue(initialMode=transactions),공통 필터 + Transaction ID. / 공통 filters.,Gateway 최근 실행/Transaction Trace 구조화 상세.,거래 추적.,Transaction ID 필요.,Correlation context 유지.,Transaction/Correlation ID로 Gateway→Target 흐름을 재구성.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
51,gateway-log-policies,/gateway-log-policies,GATEWAY_LOG_POLICY,Gateway 로그 정책,online,MEDIUM,adm.route.gateway-log-policies.enabled,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue(initialMode=log-policies),공통 필터. / 현재 Gateway log policy snapshot.,Masking/Sampling/Retention/Payload 정책과 배포 상태.,정책 새로고침.,읽기 중심; 실제 정책 변경은 /logPolicies.,정책 distribution/ACK 상태.,배포 실패는 /logPolicies의 Gateway ACK/fencing과 대사.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
52,gateway-apply-status,/gateway-apply-status,GATEWAY_APPLY_STATUS,Gateway 적용 상태·이력,online,MEDIUM,adm.route.gateway-apply-status.enabled,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue(initialMode=apply),공통 필터; 연결시험 Test Type/Reason. / auto poll15s.,"Gateway Instance, Expected, Applied, Status, Last Seen; Connection Test 표/Operation.","조회, 연결시험 실행/상태/취소/재검증.",Health mode와 동일한 Operation 상태 조건.,Expected vs Applied Version으로 Drift 판정.,"Drift는 성공 Instance 보존, stale/failed Instance만 재대사. Connection Test 결과를 함께 사용.",64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
53,permissions,/permissions,PERMISSION,권한,framework,MEDIUM,adm.route.permissions.enabled,cpf-admin/frontend/src/features/permissions/PermissionsPage.vue,"Role ID, Menu ID, Button ID, API Permission ID, read/write/delete Y/N, 사유; Role name/type/description; Menu name/parent/path/sort; Button actionCode/name/httpMethod/apiPattern; API group/name/permissionCode/path. / 권한 flag는 Y/N 선택.",Menu/Button/API/Role 및 Matrix 처리 결과 구조화 상세.,"조회, 메뉴/버튼/API 권한 저장, Role 등록/수정, Menu 등록/수정, Button 등록/수정, API Permission 등록/수정.",모든 mutation은 PERMISSION write.,Server 권한 원장을 변경 후 다시 조회하여 effective matrix 확인.,Route read와 Action permission을 분리해 검증한다. 화면 표시만으로 API 권한을 추정하지 않는다.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
54,password,/password,PASSWORD,비밀번호,framework,HIGH,adm.route.password.enabled,cpf-admin/frontend/src/features/password/PasswordPage.vue,"운영자 ID, 새 비밀번호(password), 강제변경 true/false, 세션 ID, 사유. / 강제변경 select boolean.",Password policy/session 처리 결과 구조화 상세.,"정책 조회, 비밀번호 초기화, 잠금해제, 세션조회, 세션 강제종료, 만료세션정리, 정책검증, 비밀번호 변경.",Mutation은 PASSWORD 또는 OPERATOR write.,Server session/password policy 상태를 기준으로 조치.,비밀번호 원문을 로그/목록에 남기지 않는다. 세션 종료 후 세션 조회로 반영 확인.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
55,security,/security,SECURITY,보안,framework,HIGH,adm.route.security.enabled,cpf-admin/frontend/src/features/security/SecurityPage.vue,"IP/CIDR, 설명, 운영자 ID, Secret Ref, OTP Code, 사유. / 공백 상태에서 대상 지정.",IP Allowlist/MFA 상태 처리 결과.,"조회, IP 저장, MFA 등록, MFA 검증, MFA 해제.",Mutation은 SECURITY write.,MFA/Allowlist Owner 상태 재조회.,Secret 원문이 아니라 Secret Ref를 사용. OTP 실패는 상태를 재조회 후 재등록/검증 판단.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
56,operators,/operators,OPERATOR,운영자,framework,HIGH,adm.route.operators.enabled,cpf-admin/frontend/src/features/operators/OperatorsPage.vue,"운영자 ID/이름, 휴대폰, 내부전화, 초기 비밀번호, 운영사유<=500; 원문조회 사유 5~500; Role IDs/운영사유. / 민감정보 원문은 일반 목록/로그에 저장하지 않음.","운영자ID, 이름, 계정상태, 연락처(마스킹 정책), 내부전화, 역할, 잠금, 관리; PII Raw Dialog 휴대폰/내부전화.","새로고침, 운영자 등록, 원문보기, 조건부 활성화, 역할/세션 조회, 잠금해제, 연락처/역할 수정.",관리/원문보기는 OPERATOR write. 활성화는 accountStatus!=ACTIVE + role 존재 + 관리권한. Raw 조회 사유>=5.,Server Operator/Session 상태를 기준으로 변경.,초기비밀번호/PII 원문을 일반 상태에 보존하지 않는다. Raw 조회 시도·결과는 감사 기록을 확인한다.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
57,secrets,/secrets,SECRET,Secret / Key,framework,HIGH,adm.route.secrets.enabled,cpf-admin/frontend/src/features/secrets/SecretsPage.vue,"Provider, Secret key/reference, Rotation 사유. / provider 초기 ENV, 실제 Provider 목록에 ENV가 없으면 첫 Provider.","Provider, Reference, Version, 생성, 만료, Rotation 지원; metadata attributes.","Provider 조회, Metadata 조회, Rotation.",Provider.rotatable && metadata.rotatable일 때만 Rotation. 사유 필수.,Secret Version/metadata만 표시; 원문 Secret은 UI/API에 표시하지 않음.,지원하지 않는 Provider/Secret은 Rotation 금지. 실패 시 metadata를 재조회하고 원문을 요구하지 않는다.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
58,approvals,/approvals,APPROVAL,위험조치 승인,framework,HIGH,adm.route.approvals.enabled,cpf-admin/frontend/src/features/approvals/ApprovalsPage.vue,"정책: Action/Code/Version>=1/Name/효력기간/enabled/selfApproval/breakGlass/설명/Steps JSON. 요청: Request ID/Key/Owner Module·Command/Target/Payload Snapshot/Expire/Decision/Idempotency Key/reason. Runtime 변경: Operation/ChangeType/SchemaVersion/ExpectedVersion/Rollout/Wave/Quorum/Approval/BreakGlass/Schedule/Expire/Reason/Target JSON/Payload JSON. / Gateway Binding 정책 예시, selfApproval=N, breakGlass=N, RequestKey/IdempotencyKey UUID; Runtime Operation 미입력 시 UUID.",승인정책/요청/Runtime 변경/Operation/Audit 결과 구조화 상세.,"정책 목록/상세/Version 저장, 승인요청/상세/승인·반려/Owner Command 실행/UNKNOWN Reconcile, Runtime 대상/변경 Preview/생성, Change 조회/CANCEL/ROLLBACK/Audit Chain 검증, Break-glass 조회/사후검토/Operation 조회.",Owner Command 실행과 UNKNOWN Reconcile은 사용자 확인. Strict JSON 적용. Self approval 정책과 Server Session Actor를 사용.,"Policy Version, Expected Version CAS, Idempotency Key, Approval/Break-glass, Operation ID.",UNKNOWN Reconcile은 Owner 상태만 대조하며 Mutation을 재실행하지 않는다. Runtime 결과불명도 Operation ID + Audit Chain으로 복구.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
59,breakGlass,/breakGlass,BREAK_GLASS,Break-glass,framework,HIGH,adm.route.breakGlass.enabled,cpf-admin/frontend/src/features/break-glass/BreakGlassPage.vue,"Scope(SERVICE/BATCH/CENTER_CUT/RECOVERY/SECURITY), 대상, TTL 1~30분, 긴급사유>=5; 종료/사후검토 감사사유>=5. / scope SERVICE, reason `긴급 장애 복구`, TTL 15분.","Active Session, 기본 TTL15m, Post Review KPI; 운영자/Scope/대상/상태/만료/사후검토/조치.","발급, ACTIVE 세션 종료, 종료 후 PENDING 사후검토 승인/문제기록.",BREAK_GLASS write. 대상 필수. 운영자별 active 1개 제한은 화면 설명.,Session ID/TTL/상태/PostReview 상태.,만료/종료 후 사후검토를 완료한다. 비상 권한을 장기 권한으로 전환하지 않는다.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
60,featureFlags,/featureFlags,FEATURE_FLAG,Feature Flag,framework,CRITICAL,adm.route.featureFlags.enabled,cpf-admin/frontend/src/features/feature-flags/FeatureFlagsPage.vue,"검색 Flag Key; 평가 Flag/Type BOOLEAN·STRING·INTEGER·DECIMAL/Fallback/Targeting Key; Override Flag/Type/Value(password)/ExpiresAt/사유; RequestID/승인·회수사유; Kill Switch Flag/상태/사유. / 검색 page0 size100; 평가 type BOOLEAN, fallback false, targetingKey operator-preview; Override type BOOLEAN; Kill enabled=true.","Flag, Source, Revision, Reason만 목록에 표시. Typed 평가 결과도 flag/source/revision/reasonCode만 안전 출력.","검색, Typed 평가, Override 요청/승인/회수, Kill Switch 반영.",위험 승인/회수/Kill 요청은 generated API에 `X-CPF-Risk-Confirmed: confirmed` 사용. Value 원문은 목록·감사에 표시하지 않음.,Revision + Request ID. Override request 후 value 입력을 비운다.,Override/Kill 반영 후 검색으로 revision/source를 확인. 값 원문을 재노출해 확인하지 않는다.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
61,integrationClosure,/integrationClosure,INTEGRATION_CLOSURE,통합 운영 정정 승인,integration,CRITICAL,adm.route.integrationClosure.enabled,cpf-admin/frontend/src/features/integration-closure/IntegrationClosurePage.vue,"시간대, 허용 Skew ms; Record ID+Strict JSON; Quarantine ID, Expected Version>=1, 사유>=8, Corrected Strict JSON; DLQ limit1~500; Webhook ID, Expected Version>=1, 사유>=8. / zone Asia/Seoul, maxSkewMillis=1000, record/corrected JSON `{}`, expectedVersion=1, DLQ limit100, replay idempotency UUID.","Crypto/Time 상태, Data Quality validation, Approval/Replay 결과, Webhook DLQ 식별자/상태/버전.","상태조회, 품질검증, 정정 승인요청, 승인 검증 후 단회실행, 새 작업, 재검증 Replay, Webhook DLQ조회/Replay.",각 Operation ID별 permission을 `canInvokeOperation`으로 직접 검사. 승인요청은 quarantine+reason>=8+version>0+not confirmed. Execute/Replay도 사유>=8.,Expected Version + Session-scope 동일 Draft idempotency key. 성공 확정 승인요청은 중복요청 차단.,409은 최신 상태 재조회. Timeout/응답유실은 동일 Draft 멱등키를 유지. UNKNOWN 승인 Reconcile은 Mutation 재실행 금지. Webhook도 version 확인 후 Replay.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
62,openApiOperations,/openApiOperations,OPENAPI_OPERATIONS,OpenAPI 운영,framework,HIGH,adm.route.openApiOperations.enabled,cpf-admin/frontend/src/features/openapi-operations/OpenApiOperationsPage.vue,재대사 사유<=500 + 위험조치 확인 checkbox. / 상태는 mount 시 자동 조회.,"Status, Instance, Operation count, API Docs 노출 여부/Path, Refreshed, Failure.","상태 새로고침, Route Inventory 재대사.",재대사는 reason nonblank + confirmed. 요청에 `X-CPF-Risk-Confirmed: confirmed`.,Runtime route inventory snapshot 시각/instance.,재대사 실패 시 기존 Snapshot 상태/Failure Code를 유지해 진단하고 반복 실행 전 원인을 확인.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
63,resiliencePolicies,/resiliencePolicies,RESILIENCE_POLICY,Resilience 정책,framework,CRITICAL,adm.route.resiliencePolicies.enabled,cpf-admin/frontend/src/features/resilience-policies/ResiliencePoliciesPage.vue,"검색 Operation ID; 정책 Operation ID, Timeout ms, Max Attempts, Retry Backoff ms, Circuit Threshold/Open ms, Bulkhead Max Concurrent, Rate Permits/Window ms, Idempotent, Unknown Reconcile, 사유; Request ID/결정 사유. / timeout3000ms, attempts3, backoff100ms, circuit threshold5/open30000ms, bulkhead50, permits100/window1000ms, idempotent=true, unknown reconcile=true.","Operation, Revision, Timeout, Attempts.","검색, 정책 승인요청, 승인, 반려.",화면은 `2인 승인` 표시. 승인/반려는 `X-CPF-Risk-Confirmed: confirmed` 요청.,Policy Revision + Approval Request ID.,정책 반영 후 검색으로 Revision을 확인. 비멱등 Operation은 retry/unknown reconcile 정책을 별도 판단.,64049044956924032360fa80be83b5e37c64f828,완료 (source/component static); runtime/browser 미검증
