requirement_id,family,canonical_role,catalog_row_accounted,direct_current_handler_opened,qa37_gate_source_reviewed,static_verdict,runtime_verdict,QA_closure,linked_finding,review_notes,exact_sha
EDU-ADM-10,ADM,CPF_ADM_OPERATOR,Y,Y,Y,FAIL,미검증,미통과,AB-R6-028;QA-B-R6J-NEW-001,"current handler directly opened; canonical role=CPF_ADM_OPERATOR, actual role=CPF_REFERENCE_PLATFORM_OPERATOR; architecture classification required.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-ADM-11,ADM,CPF_ADM_OPERATOR,Y,Y,Y,FAIL,미검증,미통과,AB-R6-028;QA-B-R6J-NEW-001,"current handler directly opened; canonical role=CPF_ADM_OPERATOR, actual role=CPF_REFERENCE_PLATFORM_OPERATOR; architecture classification required.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-ADM-12,ADM,CPF_ADM_OPERATOR,Y,Y,Y,FAIL,미검증,미통과,AB-R6-028;QA-B-R6J-NEW-001,"current handler directly opened; canonical role=CPF_ADM_OPERATOR, actual role=CPF_REFERENCE_PLATFORM_OPERATOR; architecture classification required.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-ADM-13,ADM,CPF_ADM_OPERATOR,Y,Y,Y,FAIL,미검증,미통과,AB-R6-028;QA-B-R6J-NEW-001,"current handler directly opened; canonical role=CPF_ADM_OPERATOR, actual role=CPF_REFERENCE_PLATFORM_OPERATOR; architecture classification required.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-ADM-14,ADM,CPF_ADM_OPERATOR,Y,Y,Y,FAIL,미검증,미통과,AB-R6-028;QA-B-R6J-NEW-001,"current handler directly opened; canonical role=CPF_ADM_OPERATOR, actual role=CPF_REFERENCE_PLATFORM_OPERATOR; architecture classification required.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-ADM-15,ADM,CPF_ADM_OPERATOR,Y,Y,Y,FAIL,미검증,미통과,AB-R6-028;QA-B-R6J-NEW-001,"current handler directly opened; canonical role=CPF_ADM_OPERATOR, actual role=CPF_REFERENCE_PLATFORM_OPERATOR; architecture classification required.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-ADM-16,ADM,CPF_ADM_OPERATOR,Y,Y,Y,FAIL,미검증,미통과,AB-R6-028;QA-B-R6J-NEW-001,"current handler directly opened; canonical role=CPF_ADM_OPERATOR, actual role=CPF_REFERENCE_PLATFORM_OPERATOR; architecture classification required.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-ADM-17,ADM,CPF_ADM_OPERATOR,Y,Y,Y,FAIL,미검증,미통과,AB-R6-028;QA-B-R6J-NEW-001,"current handler directly opened; canonical role=CPF_ADM_OPERATOR, actual role=CPF_REFERENCE_PLATFORM_OPERATOR; architecture classification required.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-01,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-02,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-03,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-04,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-05,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-06,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-07,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-08,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-09,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-10,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-11,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-12,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-13,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-BZA-14,BZA,CPF_BZA_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-01,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-02,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-03,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-04,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-05,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-06,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-07,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-08,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-09,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-10,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-11,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-12,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-13,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-GW-14,GW,CPF_GATEWAY_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-01,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-02,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-03,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-04,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-05,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-06,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-07,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-08,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-09,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-10,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-11,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-12,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-13,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-14,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
EDU-OPS-15,OPS,CPF_PLATFORM_OPERATOR,Y,N,Y,UNVERIFIED_CURRENT_HANDLER,미검증,미통과,AB-R6-039,"QA37 current gate accounts for catalog/source/scenario/5 tests/consumer binding, but current exact-SHA gate was not executed and this handler was not manually opened in this QA session.",3ed676061246c9db3e44f29e254c0393ecca3929
