work_item_id,scenario_id,linked_requirement_id,canonical_requirement_id
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003816,CPF-FR-013413,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003817,CPF-FR-013421,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003818,CPF-FR-013421,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003819,CPF-FR-013421,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003820,CPF-FR-013421,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003821,CPF-FR-013421,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003822,CPF-FR-013421,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003823,CPF-FR-013421,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003824,CPF-FR-013421,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003825,CPF-FR-013429,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003826,CPF-FR-013429,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003827,CPF-FR-013429,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003828,CPF-FR-013429,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003829,CPF-FR-013429,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003830,CPF-FR-013429,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003831,CPF-FR-013429,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003832,CPF-FR-013429,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003833,CPF-FR-013437,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003834,CPF-FR-013437,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003835,CPF-FR-013437,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003836,CPF-FR-013437,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003837,CPF-FR-013437,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003838,CPF-FR-013437,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003839,CPF-FR-013437,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003840,CPF-FR-013437,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003841,CPF-FR-013445,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003842,CPF-FR-013445,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003843,CPF-FR-013445,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003844,CPF-FR-013445,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003845,CPF-FR-013445,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003846,CPF-FR-013445,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003847,CPF-FR-013445,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003848,CPF-FR-013445,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003849,CPF-FR-013453,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003850,CPF-FR-013453,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003851,CPF-FR-013453,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003852,CPF-FR-013453,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003853,CPF-FR-013453,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003854,CPF-FR-013453,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003855,CPF-FR-013453,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003856,CPF-FR-013453,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003857,CPF-FR-013461,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003858,CPF-FR-013461,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003859,CPF-FR-013461,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003860,CPF-FR-013461,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003861,CPF-FR-013461,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003862,CPF-FR-013461,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003863,CPF-FR-013461,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003864,CPF-FR-013461,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003865,CPF-FR-013469,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003866,CPF-FR-013469,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003867,CPF-FR-013469,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003868,CPF-FR-013469,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003869,CPF-FR-013469,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003870,CPF-FR-013469,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003871,CPF-FR-013469,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003872,CPF-FR-013469,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003873,CPF-FR-013477,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003874,CPF-FR-013477,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003875,CPF-FR-013477,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003876,CPF-FR-013477,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003877,CPF-FR-013477,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003878,CPF-FR-013477,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003879,CPF-FR-013477,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003880,CPF-FR-013477,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003881,CPF-FR-013485,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003882,CPF-FR-013485,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003883,CPF-FR-013485,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003884,CPF-FR-013485,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003885,CPF-FR-013485,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003886,CPF-FR-013485,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003887,CPF-FR-013485,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003888,CPF-FR-013485,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003889,CPF-FR-013493,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003890,CPF-FR-013493,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003891,CPF-FR-013493,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003892,CPF-FR-013493,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003893,CPF-FR-013493,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003894,CPF-FR-013493,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003895,CPF-FR-013493,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003896,CPF-FR-013493,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003897,CPF-FR-013501,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003898,CPF-FR-013501,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003899,CPF-FR-013501,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003900,CPF-FR-013501,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003901,CPF-FR-013501,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003902,CPF-FR-013501,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003903,CPF-FR-013501,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003904,CPF-FR-013501,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003905,CPF-FR-013509,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003906,CPF-FR-013509,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003907,CPF-FR-013509,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003908,CPF-FR-013509,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003909,CPF-FR-013509,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003910,CPF-FR-013509,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003911,CPF-FR-013509,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003912,CPF-FR-013509,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003913,CPF-FR-013517,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003914,CPF-FR-013517,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003915,CPF-FR-013517,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003916,CPF-FR-013517,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003917,CPF-FR-013517,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003918,CPF-FR-013517,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003919,CPF-FR-013517,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003920,CPF-FR-013517,DB-FRESH
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003921,CPF-FR-013525,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003922,CPF-FR-013525,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003923,CPF-FR-013525,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003924,CPF-FR-013525,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003925,CPF-FR-013525,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003926,CPF-FR-013525,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003927,CPF-FR-013525,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003928,CPF-FR-013525,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003929,CPF-FR-013533,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003930,CPF-FR-013533,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003931,CPF-FR-013533,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003932,CPF-FR-013533,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003933,CPF-FR-013533,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003934,CPF-FR-013533,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003935,CPF-FR-013533,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003936,CPF-FR-013533,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003937,CPF-FR-013541,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003938,CPF-FR-013541,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003939,CPF-FR-013541,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003940,CPF-FR-013541,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003941,CPF-FR-013541,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003942,CPF-FR-013541,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003943,CPF-FR-013541,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003944,CPF-FR-013541,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003945,CPF-FR-013549,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003946,CPF-FR-013549,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003947,CPF-FR-013549,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003948,CPF-FR-013549,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003949,CPF-FR-013549,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003950,CPF-FR-013549,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003951,CPF-FR-013549,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003952,CPF-FR-013549,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003953,CPF-FR-013557,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003954,CPF-FR-013557,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003955,CPF-FR-013557,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003956,CPF-FR-013557,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003957,CPF-FR-013557,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003958,CPF-FR-013557,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003959,CPF-FR-013557,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003960,CPF-FR-013557,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003961,CPF-FR-013565,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003962,CPF-FR-013565,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003963,CPF-FR-013565,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003964,CPF-FR-013565,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003965,CPF-FR-013565,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003966,CPF-FR-013565,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003967,CPF-FR-013565,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003968,CPF-FR-013565,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003969,CPF-FR-013573,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003970,CPF-FR-013573,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003971,CPF-FR-013573,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003972,CPF-FR-013573,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003973,CPF-FR-013573,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003974,CPF-FR-013573,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003975,CPF-FR-013573,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003976,CPF-FR-013573,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003977,CPF-FR-013581,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003978,CPF-FR-013581,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003979,CPF-FR-013581,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003980,CPF-FR-013581,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003981,CPF-FR-013581,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003982,CPF-FR-013581,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003983,CPF-FR-013581,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003984,CPF-FR-013581,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003985,CPF-FR-013589,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003986,CPF-FR-013589,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003987,CPF-FR-013589,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003988,CPF-FR-013589,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003989,CPF-FR-013589,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003990,CPF-FR-013589,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003991,CPF-FR-013589,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003992,CPF-FR-013589,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003993,CPF-FR-013597,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003994,CPF-FR-013597,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003995,CPF-FR-013597,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003996,CPF-FR-013597,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003997,CPF-FR-013597,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003998,CPF-FR-013597,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-003999,CPF-FR-013597,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004000,CPF-FR-013597,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004001,CPF-FR-013605,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004002,CPF-FR-013605,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004003,CPF-FR-013605,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004004,CPF-FR-013605,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004005,CPF-FR-013605,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004006,CPF-FR-013605,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004007,CPF-FR-013605,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004008,CPF-FR-013605,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004009,CPF-FR-013613,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004010,CPF-FR-013613,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004011,CPF-FR-013613,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004012,CPF-FR-013613,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004013,CPF-FR-013613,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004014,CPF-FR-013613,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004015,CPF-FR-013613,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004016,CPF-FR-013613,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004017,CPF-FR-013621,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004018,CPF-FR-013621,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004019,CPF-FR-013621,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004020,CPF-FR-013621,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004021,CPF-FR-013621,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004022,CPF-FR-013621,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004023,CPF-FR-013621,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004024,CPF-FR-013621,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004025,CPF-FR-013629,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004026,CPF-FR-013629,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004027,CPF-FR-013629,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004028,CPF-FR-013629,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004029,CPF-FR-013629,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004030,CPF-FR-013629,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004031,CPF-FR-013629,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004032,CPF-FR-013629,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004033,CPF-FR-013637,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004034,CPF-FR-013637,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004035,CPF-FR-013637,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004036,CPF-FR-013637,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004037,CPF-FR-013637,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004038,CPF-FR-013637,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004039,CPF-FR-013637,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004040,CPF-FR-013637,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004041,CPF-FR-013645,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004042,CPF-FR-013645,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004043,CPF-FR-013645,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004044,CPF-FR-013645,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004045,CPF-FR-013645,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004046,CPF-FR-013645,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004047,CPF-FR-013645,DB-SQL
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,CPF-SC-004048,CPF-FR-013645,DB-SQL
