work_item_id,canonical_requirement_id,priority,work_type,axis,axis_title,owner,dependencies,markdown_file,ledger_part,development_status,verification_status,next_action,baseline_sha,scope_decision,scope_reason
CPF-WP-DB-SQL-02-IMPLEMENTATION_CONSUMER,DB-SQL,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools DB + owning module,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,DB-SQL,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools DB + owning module,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP;CPF-WP-DB-SQL-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-SQL-04-DATA_MIGRATION,DB-SQL,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools DB + owning module,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-PERF-01-CONTRACT_OWNERSHIP,DB-PERF,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools DB + owning module,,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-PERF-02-IMPLEMENTATION_CONSUMER,DB-PERF,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools DB + owning module,CPF-WP-DB-PERF-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,DB-PERF,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools DB + owning module,CPF-WP-DB-PERF-01-CONTRACT_OWNERSHIP;CPF-WP-DB-PERF-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-PERF-04-FAILURE_RECOVERY,DB-PERF,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-tools DB + owning module,CPF-WP-DB-PERF-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-PERF-05-DATA_MIGRATION,DB-PERF,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools DB + owning module,CPF-WP-DB-PERF-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MULTI-01-CONTRACT_OWNERSHIP,DB-MULTI,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools DB + owning module,,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MULTI-02-IMPLEMENTATION_CONSUMER,DB-MULTI,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools DB + owning module,CPF-WP-DB-MULTI-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MULTI-03-VERIFICATION_EVIDENCE,DB-MULTI,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools DB + owning module,CPF-WP-DB-MULTI-01-CONTRACT_OWNERSHIP;CPF-WP-DB-MULTI-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MULTI-04-FAILURE_RECOVERY,DB-MULTI,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-tools DB + owning module,CPF-WP-DB-MULTI-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MULTI-05-DATA_MIGRATION,DB-MULTI,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools DB + owning module,CPF-WP-DB-MULTI-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DATA-LINEAGE-01-CONTRACT_OWNERSHIP,DATA-LINEAGE,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools DB + owning module,,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DATA-LINEAGE-02-IMPLEMENTATION_CONSUMER,DATA-LINEAGE,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools DB + owning module,CPF-WP-DATA-LINEAGE-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DATA-LINEAGE-03-VERIFICATION_EVIDENCE,DATA-LINEAGE,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools DB + owning module,CPF-WP-DATA-LINEAGE-01-CONTRACT_OWNERSHIP;CPF-WP-DATA-LINEAGE-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DATA-LINEAGE-04-OPERATIONS_SECURITY,DATA-LINEAGE,P2,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-tools DB + owning module,CPF-WP-DATA-LINEAGE-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DATA-LINEAGE-05-DATA_MIGRATION,DATA-LINEAGE,P2,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools DB + owning module,CPF-WP-DATA-LINEAGE-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DATA-RETENTION-01-CONTRACT_OWNERSHIP,DATA-RETENTION,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools DB + owning module,,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,DATA-RETENTION,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools DB + owning module,CPF-WP-DATA-RETENTION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DATA-RETENTION-03-VERIFICATION_EVIDENCE,DATA-RETENTION,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools DB + owning module,CPF-WP-DATA-RETENTION-01-CONTRACT_OWNERSHIP;CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DATA-RETENTION-04-FAILURE_RECOVERY,DATA-RETENTION,P2,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-tools DB + owning module,CPF-WP-DATA-RETENTION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DATA-RETENTION-05-DATA_MIGRATION,DATA-RETENTION,P2,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools DB + owning module,CPF-WP-DATA-RETENTION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
