request_id,session_local_tracking_id,work_item_id,supporting_work_item_ids,canonical_requirement_id,requirement_id,scenario_id,priority,scenario_type,engineering_gates,primary_owner,integration_owner,mapping_basis,mapping_score
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002130,CPF-SC-013453,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002131,CPF-SC-013454,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002132,CPF-SC-013455,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002133,CPF-SC-013456,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002134,CPF-SC-013457,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002135,CPF-SC-013458,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002137,CPF-SC-013459,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002138,CPF-SC-013460,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002139,CPF-SC-013461,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002140,CPF-SC-013462,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002141,CPF-SC-013463,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002142,CPF-SC-013464,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002143,CPF-SC-013465,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002144,CPF-SC-013466,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002145,CPF-SC-013467,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002146,CPF-SC-013468,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002147,CPF-SC-013469,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002148,CPF-SC-013470,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002149,CPF-SC-013471,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002150,CPF-SC-013472,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002151,CPF-SC-013473,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002152,CPF-SC-013474,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002153,CPF-SC-013475,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002154,CPF-SC-013476,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002155,CPF-SC-013477,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002156,CPF-SC-013478,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002157,CPF-SC-013479,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002158,CPF-SC-013480,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002159,CPF-SC-013481,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY;CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,CPF-FR-002160,CPF-SC-013482,P1,DIRECT_VERIFICATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-common,S06 Generator sample,PARENT_REQUIREMENT_MAPPING,1000
