atomic_id,atomic_type,canonical_requirement_id,work_item_id,assertion_id,assertion_family,acceptance_verdict,evidence_path,evidence_sha256,development_status,verification_status
CPF-FR-002943,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002943-IDEMPOTENCY,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002944,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002944-CONCURRENCY,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002945,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002945-DEADLINE,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002946,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002946-RETRY,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002947,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002947-CIRCUIT,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002948,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002948-UNKNOWN,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002949,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002949-RECONCILE,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002950,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002950-RECOVERY,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002951,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002951-COMPENSATION,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002952,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002952-ROLLBACK,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002953,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002953-MULTI_INSTANCE,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002954,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002954-LOCAL_REMOTE,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002955,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002955-MIXED_VERSION,GENERATION_COMPATIBILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002956,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002956-AUTHN,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002957,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002957-AUTHZ,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002958,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002958-DATA_SCOPE,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002959,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002959-MASKING,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002960,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002960-REASON,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002961,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002961-APPROVAL,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002962,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002962-AUDIT,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002963,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002963-LOG,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002964,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002964-METRIC,OPERATIONS_PERFORMANCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002965,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002965-TRACE,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002966,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002966-HEALTH,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002967,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002967-ALERT_RUNBOOK,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002968,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002968-RESOURCE,OPERATIONS_PERFORMANCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002969,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002969-DB_OWNER,DATA_DB_QUERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002970,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002970-DB_SCHEMA,DATA_DB_QUERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002971,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002971-DB_QUERY,DATA_DB_QUERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002972,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002972-DB_MIGRATION,DATA_DB_QUERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002973,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002973-DB_ROLLBACK,DATA_DB_QUERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002974,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002974-DB_VENDOR,DATA_DB_QUERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002975,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002975-API_OPENAPI,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002976,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002976-FRONTEND,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002977,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002977-ADM_UI,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002978,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002978-BZA_UI,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002979,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002979-GENERATOR,GENERATION_COMPATIBILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002980,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002980-SAMPLE_EDU,GENERATION_COMPATIBILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002981,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002981-JAVADOC,GENERATION_COMPATIBILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002982,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002982-GUIDE,GENERATION_COMPATIBILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002983,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002983-UNIT_TEST,TEST_EVIDENCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002984,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002984-CONTRACT_TEST,TEST_EVIDENCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002985,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002985-INTEGRATION_TEST,TEST_EVIDENCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002986,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002986-RUNTIME_TEST,TEST_EVIDENCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002987,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002987-FAULT_TEST,TEST_EVIDENCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002988,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002988-EVIDENCE,TEST_EVIDENCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002989,CPF-FR,DB-PERF,CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002989-HYGIENE,TEST_EVIDENCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/performance-verification.json,d1be279a8a2dfbf30b83b34ddc830449e6e46cccfe7595da0d49d007fe3e14bf,완료,완료
CPF-FR-002990,CPF-FR,DB-MULTI,CPF-WP-DB-MULTI-03-VERIFICATION_EVIDENCE,AT-CPF-FR-002990-PURPOSE,FUNCTIONAL_ACCEPTANCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/datasource-verification.json,7fa9e83bf6eb0fe462f2b9ec79da8d69eabcfb10dcf259b694040f67fecc6bb3,완료,완료
