requirement_id,requirement_title,priority,owner_module,owner_package,source_documents,canonical_requirement_ids,actual_consumer,acceptance_criteria,verification_method,record_type,requirement_level,parent_requirement_id,work_package_id,execution_phase_id,overall_status,development_status,verification_status,_part
CPF-FR-007883,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 조회·검색 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,QUERY Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007884,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 멱등성 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,IDEMPOTENCY Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007885,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 동시성 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,CONCURRENCY Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007886,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Timeout Budget 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,DEADLINE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007887,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 재시도 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,RETRY Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007888,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Circuit·Bulkhead 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,CIRCUIT Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007889,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 결과 불명 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,UNKNOWN Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P10-OPS-OPS-DRIFT,P10,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007890,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 대사 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,RECONCILE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007891,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 복구 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,RECOVERY Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P10-OPS-OPS-DRIFT,P10,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007892,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 보상 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,COMPENSATION Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007893,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Rollback·Forward Recovery 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,ROLLBACK Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007894,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 다중 인스턴스 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,MULTI_INSTANCE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P10-OPS-OPS-DRIFT,P10,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007895,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Local/Remote 동등성 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,LOCAL_REMOTE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007896,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 혼합 버전 호환 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,MIXED_VERSION Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007897,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 인증 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,AUTHN Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007898,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 권한 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,AUTHZ Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007899,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Data Scope 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,DATA_SCOPE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007900,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Masking·Privacy 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,MASKING Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007901,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 사유 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,REASON Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007902,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 승인 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,APPROVAL Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007903,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 감사 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,AUDIT Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007904,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Log 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,LOG Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007905,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Metric 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,METRIC Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007906,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Trace 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,TRACE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007907,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Health·Readiness 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,HEALTH Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007908,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Alert·Runbook 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,ALERT_RUNBOOK Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007909,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Resource 상한 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,RESOURCE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007910,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 DB Ownership 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,DB_OWNER Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007911,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 DB Schema 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,DB_SCHEMA Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007912,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Runtime Query 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,DB_QUERY Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007913,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Migration 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,DB_MIGRATION Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007914,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 DB Rollback 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,DB_ROLLBACK Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007915,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 3 Vendor 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,DB_VENDOR Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007916,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 API·OpenAPI 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,API_OPENAPI Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007917,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 Frontend 연결 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,FRONTEND Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
CPF-FR-007918,,P1,cpf-admin control plane + runtime owner,com.cpf.admin,,OPS-DRIFT,모든 Runtime,플랫폼 운영자·SRE가 실제 제품 경로에서 ADM 운영 기능 기능을 사용할 때 Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,ADM_UI Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,REQUIREMENT,DETAILED_FUNCTION,CPF-RQ-000130,P07-OPS-OPS-DRIFT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_005_CPF-FR-006466__CPF-FR-008079.csv
