requirement_id,parent_requirement_id,capability_name,canonical_requirement_ids,catalog_delivery_support,actual_applier_status,actual_source,actual_consumer_call_path,single_group_all_target_acceptance,scenario_ids,evidence_ref,remaining_gap,development_status,verification_status
CPF-FR-021945,RTC-FILE-TRANSFER-POLICY,File Transfer Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,File Transfer Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010863;CPF-SC-010864;CPF-SC-010865;CPF-SC-010866;CPF-SC-010867;CPF-SC-010868;CPF-SC-010869;CPF-SC-010870;CPF-SC-010871;CPF-SC-010872,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-021955,RTC-SESSION-POLICY,Session Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,Session Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010873;CPF-SC-010874;CPF-SC-010875;CPF-SC-010876;CPF-SC-010877;CPF-SC-010878;CPF-SC-010879;CPF-SC-010880;CPF-SC-010881;CPF-SC-010882,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-021965,RTC-PASSWORD-POLICY,Password Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,Password Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010883;CPF-SC-010884;CPF-SC-010885;CPF-SC-010886;CPF-SC-010887;CPF-SC-010888;CPF-SC-010889;CPF-SC-010890;CPF-SC-010891;CPF-SC-010892,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-021975,RTC-MFA-POLICY,MFA Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,MFA Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010893;CPF-SC-010894;CPF-SC-010895;CPF-SC-010896;CPF-SC-010897;CPF-SC-010898;CPF-SC-010899;CPF-SC-010900;CPF-SC-010901;CPF-SC-010902,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-021985,RTC-IP-ALLOWLIST,IP Allowlist,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,IP Allowlist가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010903;CPF-SC-010904;CPF-SC-010905;CPF-SC-010906;CPF-SC-010907;CPF-SC-010908;CPF-SC-010909;CPF-SC-010910;CPF-SC-010911;CPF-SC-010912,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-021995,RTC-AUDIT-DELIVERY,Audit Delivery,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,Audit Delivery가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010913;CPF-SC-010914;CPF-SC-010915;CPF-SC-010916;CPF-SC-010917;CPF-SC-010918;CPF-SC-010919;CPF-SC-010920;CPF-SC-010921;CPF-SC-010922,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-022005,RTC-RETENTION-POLICY,Retention Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,Retention Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010923;CPF-SC-010924;CPF-SC-010925;CPF-SC-010926;CPF-SC-010927;CPF-SC-010928;CPF-SC-010929;CPF-SC-010930;CPF-SC-010931;CPF-SC-010932,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-022015,RTC-DATA-PURGE-POLICY,Data Purge Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,Data Purge Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010933;CPF-SC-010934;CPF-SC-010935;CPF-SC-010936;CPF-SC-010937;CPF-SC-010938;CPF-SC-010939;CPF-SC-010940;CPF-SC-010941;CPF-SC-010942,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-022025,RTC-BACKUP-POLICY,Backup Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,Backup Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010943;CPF-SC-010944;CPF-SC-010945;CPF-SC-010946;CPF-SC-010947;CPF-SC-010948;CPF-SC-010949;CPF-SC-010950;CPF-SC-010951;CPF-SC-010952,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-022035,RTC-DR-POLICY,DR Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,DR Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010953;CPF-SC-010954;CPF-SC-010955;CPF-SC-010956;CPF-SC-010957;CPF-SC-010958;CPF-SC-010959;CPF-SC-010960;CPF-SC-010961;CPF-SC-010962,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-022045,RTC-CANARY-POLICY,Canary Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,Canary Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010963;CPF-SC-010964;CPF-SC-010965;CPF-SC-010966;CPF-SC-010967;CPF-SC-010968;CPF-SC-010969;CPF-SC-010970;CPF-SC-010971;CPF-SC-010972,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-022055,RTC-DEPLOYMENT-POLICY,Deployment Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,Deployment Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010973;CPF-SC-010974;CPF-SC-010975;CPF-SC-010976;CPF-SC-010977;CPF-SC-010978;CPF-SC-010979;CPF-SC-010980;CPF-SC-010981;CPF-SC-010982,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-022065,RTC-SERVICE-REGISTRY-METADATA,Service Registry Metadata,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,Service Registry Metadata가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010983;CPF-SC-010984;CPF-SC-010985;CPF-SC-010986;CPF-SC-010987;CPF-SC-010988;CPF-SC-010989;CPF-SC-010990;CPF-SC-010991;CPF-SC-010992,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-022075,RTC-RUNTIME-GROUP,Runtime Group,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,GENERIC_CONTROL_PRIMITIVE_ONLY,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**;cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/**;cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java;cpf-tools/db/vendor/oracle/migration/flyway/cpfDB/V64__runtime_control_plane.sql;cpf-tools/db/vendor/postgresql/migration/flyway/cpfDB/V64__runtime_control_plane.sql;cpf-tools/db/vendor/mariadb/migration/flyway/V64__runtime_control_plane.sql,Generic Control Plane primitive exists; capability-specific CpfRuntimeChangeApplier absent,Runtime Group가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-010993;CPF-SC-010994;CPF-SC-010995;CPF-SC-010996;CPF-SC-010997;CPF-SC-010998;CPF-SC-010999;CPF-SC-011000;CPF-SC-011001;CPF-SC-011002,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,"Capability-specific side effect, snapshot/replay/rollback, 10 direct scenarios",미완료,미완료
CPF-FR-022085,RTC-TARGET-SELECTOR,Target Selector,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,GENERIC_CONTROL_PRIMITIVE_ONLY,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**;cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/**;cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java;cpf-tools/db/vendor/oracle/migration/flyway/cpfDB/V64__runtime_control_plane.sql;cpf-tools/db/vendor/postgresql/migration/flyway/cpfDB/V64__runtime_control_plane.sql;cpf-tools/db/vendor/mariadb/migration/flyway/V64__runtime_control_plane.sql,Generic Control Plane primitive exists; capability-specific CpfRuntimeChangeApplier absent,Target Selector가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-011003;CPF-SC-011004;CPF-SC-011005;CPF-SC-011006;CPF-SC-011007;CPF-SC-011008;CPF-SC-011009;CPF-SC-011010;CPF-SC-011011;CPF-SC-011012,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,"Capability-specific side effect, snapshot/replay/rollback, 10 direct scenarios",미완료,미완료
CPF-FR-022095,RTC-CHANNEL-POLICY,Channel Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,Channel Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-011013;CPF-SC-011014;CPF-SC-011015;CPF-SC-011016;CPF-SC-011017;CPF-SC-011018;CPF-SC-011019;CPF-SC-011020;CPF-SC-011021;CPF-SC-011022,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
CPF-FR-022105,RTC-IDEMPOTENCY-POLICY,Idempotency Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,GENERIC_CONTROL_PRIMITIVE_ONLY,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**;cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/**;cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java;cpf-tools/db/vendor/oracle/migration/flyway/cpfDB/V64__runtime_control_plane.sql;cpf-tools/db/vendor/postgresql/migration/flyway/cpfDB/V64__runtime_control_plane.sql;cpf-tools/db/vendor/mariadb/migration/flyway/V64__runtime_control_plane.sql,Generic Control Plane primitive exists; capability-specific CpfRuntimeChangeApplier absent,Idempotency Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-011023;CPF-SC-011024;CPF-SC-011025;CPF-SC-011026;CPF-SC-011027;CPF-SC-011028;CPF-SC-011029;CPF-SC-011030;CPF-SC-011031;CPF-SC-011032,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,"Capability-specific side effect, snapshot/replay/rollback, 10 direct scenarios",미완료,미완료
CPF-FR-022115,RTC-RECONCILIATION-POLICY,Reconciliation Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,ACTUAL_APPLIER_SUBSTITUTE_VERIFIED,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/applier/CpfReconciliationRuntimeApplier.java,CpfRuntimeControlAgent→CpfReconciliationRuntimeApplier→CpfReconciliationRuntimePolicy,Reconciliation Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-011033;CPF-SC-011034;CPF-SC-011035;CPF-SC-011036;CPF-SC-011037;CPF-SC-011038;CPF-SC-011039;CPF-SC-011040;CPF-SC-011041;CPF-SC-011042,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt,Java25/3DB/multi-JVM full scenario matrix,완료,미완료
CPF-FR-022125,RTC-APPROVAL-POLICY,Approval Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,GENERIC_CONTROL_PRIMITIVE_ONLY,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**;cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/**;cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java;cpf-tools/db/vendor/oracle/migration/flyway/cpfDB/V64__runtime_control_plane.sql;cpf-tools/db/vendor/postgresql/migration/flyway/cpfDB/V64__runtime_control_plane.sql;cpf-tools/db/vendor/mariadb/migration/flyway/V64__runtime_control_plane.sql,Generic Control Plane primitive exists; capability-specific CpfRuntimeChangeApplier absent,Approval Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-011043;CPF-SC-011044;CPF-SC-011045;CPF-SC-011046;CPF-SC-011047;CPF-SC-011048;CPF-SC-011049;CPF-SC-011050;CPF-SC-011051;CPF-SC-011052,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,"Capability-specific side effect, snapshot/replay/rollback, 10 direct scenarios",미완료,미완료
CPF-FR-022135,RTC-BREAK-GLASS-POLICY,Break-glass Policy,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,YES,NO_ACTUAL_RUNTIME_APPLIER,Capability owner module may exist; Runtime Agent bean manifest has no capability-specific applier,Desired-state delivery only; no actual side-effect consumer confirmed,Break-glass Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,CPF-SC-011053;CPF-SC-011054;CPF-SC-011055;CPF-SC-011056;CPF-SC-011057;CPF-SC-011058;CPF-SC-011059;CPF-SC-011060;CPF-SC-011061;CPF-SC-011062,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,Owner adapter + direct runtime tests,미완료,미완료
