scenario_id,linked_requirement_id,canonical_requirement_id,scenario_type,title,topology,environment,acceptance_expected_result,failure_criteria,test_method,assertion,execution_command,exit_code_actual_result,evidence_path,개발GPT_자체검수상태,remaining_runtime_difference,primary_work_item_id
CPF-SC-010774,CPF-FR-021855,OPS-CONFIG,GROUP,[Runtime Control / Maintenance Policy] GROUP,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Maintenance Policy GROUP: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010775,CPF-FR-021855,OPS-CONFIG,ALL,[Runtime Control / Maintenance Policy] ALL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Maintenance Policy ALL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010776,CPF-FR-021855,OPS-CONFIG,ZERO_TARGET,[Runtime Control / Maintenance Policy] ZERO_TARGET,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Maintenance Policy ZERO_TARGET: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010777,CPF-FR-021855,OPS-CONFIG,OVERBROAD,[Runtime Control / Maintenance Policy] OVERBROAD,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Maintenance Policy OVERBROAD: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010778,CPF-FR-021855,OPS-CONFIG,OFFLINE,[Runtime Control / Maintenance Policy] OFFLINE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Maintenance Policy OFFLINE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010779,CPF-FR-021855,OPS-CONFIG,PARTIAL,[Runtime Control / Maintenance Policy] PARTIAL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Maintenance Policy PARTIAL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010780,CPF-FR-021855,OPS-CONFIG,OUT_OF_ORDER,[Runtime Control / Maintenance Policy] OUT_OF_ORDER,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Maintenance Policy OUT_OF_ORDER: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010781,CPF-FR-021855,OPS-CONFIG,DUPLICATE,[Runtime Control / Maintenance Policy] DUPLICATE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Maintenance Policy DUPLICATE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010782,CPF-FR-021855,OPS-CONFIG,RESTART,[Runtime Control / Maintenance Policy] RESTART,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Maintenance Policy RESTART: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010783,CPF-FR-021865,OPS-CONFIG,SINGLE,[Runtime Control / Health Threshold] SINGLE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Health Threshold SINGLE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010784,CPF-FR-021865,OPS-CONFIG,GROUP,[Runtime Control / Health Threshold] GROUP,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Health Threshold GROUP: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010785,CPF-FR-021865,OPS-CONFIG,ALL,[Runtime Control / Health Threshold] ALL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Health Threshold ALL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010786,CPF-FR-021865,OPS-CONFIG,ZERO_TARGET,[Runtime Control / Health Threshold] ZERO_TARGET,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Health Threshold ZERO_TARGET: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010787,CPF-FR-021865,OPS-CONFIG,OVERBROAD,[Runtime Control / Health Threshold] OVERBROAD,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Health Threshold OVERBROAD: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010788,CPF-FR-021865,OPS-CONFIG,OFFLINE,[Runtime Control / Health Threshold] OFFLINE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Health Threshold OFFLINE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010789,CPF-FR-021865,OPS-CONFIG,PARTIAL,[Runtime Control / Health Threshold] PARTIAL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Health Threshold PARTIAL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010790,CPF-FR-021865,OPS-CONFIG,OUT_OF_ORDER,[Runtime Control / Health Threshold] OUT_OF_ORDER,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Health Threshold OUT_OF_ORDER: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010791,CPF-FR-021865,OPS-CONFIG,DUPLICATE,[Runtime Control / Health Threshold] DUPLICATE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Health Threshold DUPLICATE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010792,CPF-FR-021865,OPS-CONFIG,RESTART,[Runtime Control / Health Threshold] RESTART,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Health Threshold RESTART: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010793,CPF-FR-021875,OPS-CONFIG,SINGLE,[Runtime Control / Certificate Activation] SINGLE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Certificate Activation SINGLE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010794,CPF-FR-021875,OPS-CONFIG,GROUP,[Runtime Control / Certificate Activation] GROUP,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Certificate Activation GROUP: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010795,CPF-FR-021875,OPS-CONFIG,ALL,[Runtime Control / Certificate Activation] ALL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Certificate Activation ALL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010796,CPF-FR-021875,OPS-CONFIG,ZERO_TARGET,[Runtime Control / Certificate Activation] ZERO_TARGET,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Certificate Activation ZERO_TARGET: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010797,CPF-FR-021875,OPS-CONFIG,OVERBROAD,[Runtime Control / Certificate Activation] OVERBROAD,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Certificate Activation OVERBROAD: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010798,CPF-FR-021875,OPS-CONFIG,OFFLINE,[Runtime Control / Certificate Activation] OFFLINE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Certificate Activation OFFLINE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010799,CPF-FR-021875,OPS-CONFIG,PARTIAL,[Runtime Control / Certificate Activation] PARTIAL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Certificate Activation PARTIAL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010800,CPF-FR-021875,OPS-CONFIG,OUT_OF_ORDER,[Runtime Control / Certificate Activation] OUT_OF_ORDER,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Certificate Activation OUT_OF_ORDER: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010801,CPF-FR-021875,OPS-CONFIG,DUPLICATE,[Runtime Control / Certificate Activation] DUPLICATE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Certificate Activation DUPLICATE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010802,CPF-FR-021875,OPS-CONFIG,RESTART,[Runtime Control / Certificate Activation] RESTART,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Certificate Activation RESTART: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010803,CPF-FR-021885,OPS-CONFIG,SINGLE,[Runtime Control / Notification Rule] SINGLE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Notification Rule SINGLE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010804,CPF-FR-021885,OPS-CONFIG,GROUP,[Runtime Control / Notification Rule] GROUP,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Notification Rule GROUP: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010805,CPF-FR-021885,OPS-CONFIG,ALL,[Runtime Control / Notification Rule] ALL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Notification Rule ALL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
