work_item_id,role,actor_equivalence,performed,role_status,execution_status,activity,completion_reason,incomplete_reason,command,environment,started_at,ended_at,exit_code,evidence,source_identity,impact_review,regression_review,runtime_result,source_modified,vscode_fresh_import,vscode_scope,vscode_problems_json,vscode_error_count,vscode_warning_count,next_action
WP-R12.06,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R12.07,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,live resource budget/backpressure/saturation/recovery,Performance Live 미실행; 이전 일부 DRY_RUN contract만 PASS,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,DB/cache/broker/external/log queue/batch/frontend,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,load/saturation/latency/error/backpressure/recovery; no data loss/double effect
WP-R12.07,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R12.07,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R12.08,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,explicit instanceId collision/readiness/registry/log trace,One-WAS 이후 same-host multi-instance closure 필요,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,runtime registry/gateway/admin,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,same-host 2 processes collision reject; distinct IDs remote/local parity
WP-R12.08,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R12.08,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.01,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,frontend typecheck memory root cause 및 supported Node/npm contract를 재현 가능한 수준으로 정리,ADM vue-tsc가 Node heap 약 750MB 근처 OOM(rc=134); npm engine도 required npm 10.9.2 vs current 11.6.1 warning,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,cpf-admin/frontend scripts/config/toolchain,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,clean npm ci + lint + typecheck + vitest + build + browser under supported environment
WP-R13.01,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.01,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.02,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,lint/typecheck/test/build/generated client actual closure,OpenAPI/consumer contract는 PASS했으나 full physical verify 실패,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,ADM frontend/backend/OpenAPI,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,browser menu traversal & dangerous actions
WP-R13.02,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.02,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.03,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,BFF generated client/session/security/route parity,Backoffice frontend runtime full closure 필요,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,backoffice-web/backoffice/gateway,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,browser login/business CRUD/approval/error/gateway optional topology
WP-R13.03,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.03,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.04,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,runtime OpenAPI에서 generated client 재생성 및 actual consumer 100%,source contract만으로 완료 금지,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,ADM/Backoffice,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,actual calls for representative/all critical operations
WP-R13.04,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.04,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.05,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,status별 사용자 처리/재시도/권한/감사 일관화,관리 화면 401/403/404/409/429/500/503 요구,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,ADM/Backoffice UI+BFF,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,fault injection/browser assertions
WP-R13.05,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.05,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.06,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,keyboard/focus/labels/contrast/viewport/table overflow 등,a11y/responsive physical validation 필요,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,ADM/Backoffice,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,browser axe/keyboard/mobile/desktop journeys
WP-R13.06,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.06,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.07,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,generated client owner와 transient node/build output cleanup,generated client/cache/node build output stale 위험,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,frontend generated/build dirs,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,clean install/build twice same source/managed state
WP-R13.07,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R13.07,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.01,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,PowerShell/Java/Gradle/Docker/Python/Tee/file log end-to-end UTF-8 contract,Runtime 로그에 mojibake가 실제 존재,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,all Windows scripts/logs,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,실제 Windows console/log에서 한글 stage/PASS/FAIL/exception/project description 정상
WP-R14.01,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.01,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.02,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,stderr/throw/native child process encoding까지 currentize,정상 출력뿐 아니라 throw/native output에서 깨짐 관측,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,PowerShell child process/Java/Docker/SQLPlus,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,실패 시나리오 console+Tee+sanitized evidence 모두 정상
WP-R14.02,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.02,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.03,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,root relative <=200 policy를 generated/evidence/release까지 유지,Codex CX-F-258 IN_PROGRESS; 과거 long path 대량 issue,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,repository paths/generator/evidence,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,Windows target root projection/extract/build/runtime
WP-R14.03,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.03,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.04,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,어떤 verifier/generator/frontend가 managed source를 변경했는지 exact diff owner 분석,Managed State After FAIL,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,all managed files,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,Full Runtime/Fresh Replay managed drift 0
WP-R14.04,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.04,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.05,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,이번 Currentization에 흡수된 과거 Developer/Codex narrative docs를 Delete Manifest에 추가,중복 current narrative docs 존재,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,cpf-docs/work/current,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,적용 후 repository duplicate current role 0
WP-R14.05,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.05,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.06,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,build/.gradle/node/temp/runtime outputs는 product source와 분리되고 cleanup owner 명시,runtime/build/generated temp residue가 source/managed identity에 영향 가능,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,all tooling,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,full test success/failure 후 residue 0
WP-R14.06,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.06,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.07,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,Root-relative delete manifest + replacement + consumer migration + protected-path check,삭제는 제품/보호경로 오삭제 위험,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,delete candidates,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,fresh snapshot에 manifest 적용 후 build/test/runtime same behavior
WP-R14.07,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R14.07,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R15.01,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,전체 Repository 정적/계약/architecture/security/DB/generator/frontend/release 검증 전수,모든 테스트는 정적/Runtime 구분 없이 최대강도,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,all,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,해당 없음
WP-R15.01,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R15.01,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R15.02,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,Java25 Gradle9.1 clean full build/test/publication/SBOM,현재 컨테이너는 Java21이고 Gradle9.1 distribution cache/외부망이 없어 Java25 Root Gradle 최종 compile/build는 BLOCKED_EXTERNAL,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,all Gradle roots/generated domains,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,필요 application runtime follows
WP-R15.02,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R15.02,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R15.03,DEVGPT,Developer GPT / Developer,true,완료,VERIFICATION_PENDING,Full Local + DB3 + Batch + One-WAS + Logging + OpenAPI + Browser + Performance 전체 실행,사용자 Full Runtime 20260827 결과 PASS=129 / FAIL=18 / SKIP_ENV=1 / NOT_EXECUTED=7 / ExitCode=1,Current exact-source 최대강도 검증/Evidence 및 QA 완료 전 역할 실행 PASS 금지,,,,,,cpf-docs/governance/development-harness/evidence/devgpt/current/executions/DEVGPT_CURRENT_EXECUTION_SUMMARY.json,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,all mandatory stages,,VERIFICATION_PENDING,MIGRATED_PRE_HARNESS,NOT_APPLICABLE,,,,,FAIL=0; mandatory SKIP_ENV=0; NOT_EXECUTED=0; UNKNOWN=0; ExitCode=0
WP-R15.03,INDEPENDENT_REVIEWER,Codex / Claude,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
WP-R15.03,QA,QA,false,미검증,NOT_EXECUTED,Current exact-source 결과 미수입,,해당 역할의 Current exact-source 완료 Evidence 없음,,,,,,,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,,,NOT_EXECUTED,false,false,,,,,Harness 역할/최대강도 규칙에 따라 실행 후 actual Evidence 기록
