work_item_id,source_requirement_ids,priority,work_package,development_status,verification_status,runtime_status,overall_status,development_completion_reason,verification_incomplete_reason,source_identity,devgpt_status,independent_reviewer_status,qa_status,current_action,closure_rule
WP-R14.02,UTF8-ERROR-PATH;REOPEN-11,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,NOT_EXECUTED,미검증,정상 출력뿐 아니라 throw/native output에서 깨짐 관측,실패 시나리오 console+Tee+sanitized evidence 모두 정상,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,실패 시나리오 console+Tee+sanitized evidence 모두 정상,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R14.03,DEVEX-WINDOWS-PATH,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,NOT_EXECUTED,미검증,Codex CX-F-258 IN_PROGRESS; 과거 long path 대량 issue,Windows target root projection/extract/build/runtime,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Windows target root projection/extract/build/runtime,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R14.04,RT-155,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,NOT_EXECUTED,미검증,Managed State After FAIL,Full Runtime/Fresh Replay managed drift 0,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Full Runtime/Fresh Replay managed drift 0,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R14.05,GARBAGE-CURRENT-DOCS;GOV-GARBAGE-ZERO,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,NOT_EXECUTED,미검증,중복 current narrative docs 존재,적용 후 repository duplicate current role 0,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,적용 후 repository duplicate current role 0,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R14.06,GARBAGE-BUILD-TEMP;GOV-GARBAGE-ZERO,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,NOT_EXECUTED,미검증,runtime/build/generated temp residue가 source/managed identity에 영향 가능,full test success/failure 후 residue 0,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,full test success/failure 후 residue 0,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R14.07,GARBAGE-DELETE-SAFETY;GOV-GARBAGE-ZERO,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,NOT_EXECUTED,미검증,삭제는 제품/보호경로 오삭제 위험,fresh snapshot에 manifest 적용 후 build/test/runtime same behavior,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,fresh snapshot에 manifest 적용 후 build/test/runtime same behavior,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R15.01,REOPEN-14;REOPEN-15,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,NOT_EXECUTED,미검증,모든 테스트는 정적/Runtime 구분 없이 최대강도,해당 없음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,해당 없음,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R15.02,REL-BUILD,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,NOT_EXECUTED,미검증,현재 컨테이너는 Java21이고 Gradle9.1 distribution cache/외부망이 없어 Java25 Root Gradle 최종 compile/build는 BLOCKED_EXTERNAL,필요 application runtime follows,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,필요 application runtime follows,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R15.03,FULL-RUNTIME;REOPEN-15,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,NOT_EXECUTED,미검증,사용자 Full Runtime 20260827 결과 PASS=129 / FAIL=18 / SKIP_ENV=1 / NOT_EXECUTED=7 / ExitCode=1,FAIL=0; mandatory SKIP_ENV=0; NOT_EXECUTED=0; UNKNOWN=0; ExitCode=0,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,FAIL=0; mandatory SKIP_ENV=0; NOT_EXECUTED=0; UNKNOWN=0; ExitCode=0,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R15.04,FRESH-REPLAY;REOPEN-15,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,NOT_EXECUTED,미검증,보정 Source에서 동일 Windows Java25/Docker/Browser Fresh Replay는 아직 미실행,fresh build/test/runtime 동일 PASS; source/managed identity stable,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,fresh build/test/runtime 동일 PASS; source/managed identity stable,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R15.05,EVIDENCE-CURRENT;GOV-EVIDENCE,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,NOT_EXECUTED,미검증,"Runtime Source b9aac7877adce6b7cce5a0ae556fcaa0b9f775a1f11c8268cebd9533244c9c09 (8,435 files)와 이번 입력/보정 Source가 달라 과거 Runtime PASS 자동 승계 금지",runtime result artifacts exact source,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,runtime result artifacts exact source,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R15.06,CODEX-MID,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,NOT_EXECUTED,미검증,이번 DevGPT 수정 종료 후 기존 Codex active WP를 끊지 않는 LONG-TURN 후속 독립검증 요청서 생성,Codex는 실제 runtime 가능한 환경에서 동일 최대강도 독립 검증 및 defect 직접 수정,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Codex는 실제 runtime 가능한 환경에서 동일 최대강도 독립 검증 및 defect 직접 수정,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R15.07,CODEX-SOURCE-DOC-SYNC,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,NOT_EXECUTED,미검증,Codex가 Source만 고치고 정본을 stale하게 두는 것 금지,수정 영향 runtime 재검증,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,수정 영향 runtime 재검증,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R15.08,CODEX-CARRYOVER;CODEX_FINDING_CLOSURE,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,NOT_EXECUTED,미검증,Codex carry-over 최신 대조: IN_PROGRESS 2 / SOURCE_FIXED 11 / VERIFICATION_PENDING 94; Codex-owned 상태는 DevGPT가 수정하지 않음,remaining runtime actual closure,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,remaining runtime actual closure,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R15.09,FINAL-GARBAGE-ZERO;GOV-GARBAGE-ZERO,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,NOT_EXECUTED,미검증,최종 산출물에 stale 문서/build/temp/evidence duplicate 금지,Fresh Replay 후 재생성 garbage 0,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Fresh Replay 후 재생성 garbage 0,현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R15.10,FINAL-GATE;REOPEN-16,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,NOT_EXECUTED,미검증,최종 완료는 하나의 Gate,"all mandatory runtime PASS, final source/managed state PASS",bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,"all mandatory runtime PASS, final source/managed state PASS",현재 Source Identity에서 Source+Consumer+고강도 정적+고강도 Runtime(해당 시)+Evidence+Garbage=0가 모두 확인된 경우에만 완료
WP-R00.08,SRC-ID-RUNTIME-SPLIT,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,NOT_EXECUTED,미검증,Runtime Source b9aac…/8435와 최신 입력 Source 7d255…가 다름,동일 Source에서 Final Runtime/Fresh Replay 실행,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,동일 Source에서 Final Runtime/Fresh Replay 실행,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R00.09,RUNTIME-20260827-ALL,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,NOT_EXECUTED,미검증,PASS129/FAIL18/SKIP1/NOT_EXECUTED7을 현재 Source 기준으로 재분류 필요,강화된 Final Runtime에서 FAIL/SKIP/NE/UNKNOWN 모두 0,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,강화된 Final Runtime에서 FAIL/SKIP/NE/UNKNOWN 모두 0,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R00.10,DEV-REVIEW-209,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,NOT_EXECUTED,미검증,209 Development Requirement Review가 이전 개발완료 관찰을 유지,최종 Runtime Evidence와 Requirement 상태 일치,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,최종 Runtime Evidence와 Requirement 상태 일치,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R00.11,COVERAGE-PHASE-GATE,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,NOT_EXECUTED,미검증,Coverage 29/Phase Gate 16의 미검증 상태를 Final Gate와 연결해야 함,Final Runtime/Fresh Replay에서 필수 Gate 전부 실제 실행,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Final Runtime/Fresh Replay에서 필수 Gate 전부 실제 실행,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R00.12,OPEN-ISSUES-CURRENT,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,NOT_EXECUTED,미검증,OPEN_ISSUES의 Source/Static FAIL 0 문구가 최신 Runtime/VSCode 이전 상태,실환경 미검증이 해소될 때만 Open Issue 제거,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,실환경 미검증이 해소될 때만 Open Issue 제거,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R00.13,PACKAGE-EVIDENCE-ID,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,NOT_EXECUTED,미검증,최종 Package/Change Manifest가 이전 79264c… identity를 참조,적용 후 targeted hash/source identity 재계산 일치,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,적용 후 targeted hash/source identity 재계산 일치,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R00.14,ROLE-OWNER-PROTECT,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,NOT_EXECUTED,미검증,Developer/Codex/QA 원장 역할경계 유지 필요,후속 Codex/QA가 자기 영역에서만 갱신,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,후속 Codex/QA가 자기 영역에서만 갱신,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R01.11,IDE-ADM-COMPARATOR,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,NOT_EXECUTED,미검증,AdmCapabilityManagementController IssueView list에 InstanceView Comparator가 적용되는 실제 type 오류,Java25 Root build + ADM capability Runtime sorting,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Java25 Root build + ADM capability Runtime sorting,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R01.12,IDE-POLICY-VERSION-INFERENCE,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,NOT_EXECUTED,미검증,Logging/Masking Policy Store의 Comparator lambda가 Object로 추론되어 version() compile blocker 발생,Java25 affected modules + Root build/test,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Java25 affected modules + Root build/test,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R01.13,IDE-BATCH-MAP,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,NOT_EXECUTED,미검증,BatchOutboundHttpPolicy에서 Map type unresolved,Worker 실제 outbound allow/deny/error Runtime,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Worker 실제 outbound allow/deny/error Runtime,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R01.14,IDE-LOGGING-MAPENTRY,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,NOT_EXECUTED,미검증,CpfRuntimeLoggingLifecycle Map.Entry generic inference/getKey 오류,One-WAS File logging 실제 rotation/policy Runtime,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,One-WAS File logging 실제 rotation/policy Runtime,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R01.15,IDE-HTTP-SANITIZER,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,NOT_EXECUTED,미검증,CpfRestClientInterceptor가 sanitizer Map contract에 HttpHeaders를 직접 전달,실제 outbound HTTP 정상/오류/retry 로그 masking,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,실제 outbound HTTP 정상/오류/retry 로그 masking,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R01.16,IDE-FALLBACK-COMPARATOR,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,NOT_EXECUTED,미검증,TransactionLogFallbackStore method reference comparator type inference 오류,DB down/fallback/recovery/replay Runtime,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,DB down/fallback/recovery/replay Runtime,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R01.17,IDE-LOGGING-ASPECT-CONSTRUCTOR,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,NOT_EXECUTED,미검증,LoggingAspect 생성자 signature와 AutoConfiguration/Test consumer가 drift,One-WAS actual logging aspect bootstrap,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,One-WAS actual logging aspect bootstrap,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R01.18,IDE-VALKEY-BUILDPATH,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,NOT_EXECUTED,미검증,cache-valkey가 spring-data-redis build/classes path 누락으로 JDT build path 실패,Fresh VSCode Gradle import + cache provider live,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Fresh VSCode Gradle import + cache provider live,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R01.19,WIN-GRADLE-CLEAN-LOCK,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,NOT_EXECUTED,미검증,Windows clean에서 cpf-core JAR file lock 가능성과 compile cascade를 분리할 필요,Windows Java25 clean build 재실행,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Windows Java25 clean build 재실행,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R01.20,ROOT-BUILD-CASCADE,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,NOT_EXECUTED,미검증,Root build 실패가 tests/publication/generated/distribution/One-WAS에 연쇄 전파,Java25 clean build/test/publication/SBOM + downstream 전부 PASS,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Java25 clean build/test/publication/SBOM + downstream 전부 PASS,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R02.09,VSCODE-FRESH-RELOAD,P0,WP-R02 VSCode Java25 Fresh Import — Error 0 / Warning 0,완료,미검증,NOT_EXECUTED,미검증,Source 보정 후 stale JDT diagnostics와 실제 diagnostics를 분리해야 함,Fresh Import 후 Error 0 / Warning 0,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Fresh Import 후 Error 0 / Warning 0,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R02.10,VSCODE-FRESH-CLONE,P0,WP-R02 VSCode Java25 Fresh Import — Error 0 / Warning 0,완료,미검증,NOT_EXECUTED,미검증,기존 workspace cache/.classpath에 의존한 false green 방지 필요,Fresh workspace IDE import/build,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Fresh workspace IDE import/build,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R02.11,VSCODE-ZERO-ZERO,P0,WP-R02 VSCode Java25 Fresh Import — Error 0 / Warning 0,완료,미검증,NOT_EXECUTED,미검증,최종 Acceptance가 Error 0/Warning 0인데 기존 Full Runtime에 강제 Stage가 없었음,실제 Fresh VSCode Problems Error 0 / Warning 0,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,실제 Fresh VSCode Problems Error 0 / Warning 0,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R03.07,FULL-RUNTIME-CONTRACT-COMPLETE,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,NOT_EXECUTED,미검증,기존 Required Runner가 공식 요구범위를 전부 실행하지 않아 전체 PASS False Green 가능,강화 Runner 실제 전체 실행,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,강화 Runner 실제 전체 실행,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R03.08,FULL-RUNTIME-VSCODE,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,NOT_EXECUTED,미검증,VSCode 0/0 Evidence가 final runner mandatory가 아니었음,Windows Fresh VSCode artifact로 PASS,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Windows Fresh VSCode artifact로 PASS,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R03.09,FULL-RUNTIME-PERF-LOAD,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,NOT_EXECUTED,미검증,Performance Live가 존재해도 required load/soak가 강제되지 않았음,signed live + required load/soak 실제 PASS,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,signed live + required load/soak 실제 PASS,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R03.10,FULL-RUNTIME-OPEN-GIT,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,NOT_EXECUTED,미검증,Actual Open Git Fresh Binary Release가 final runner에서 빠질 수 있었음,Java25 fresh repository + clone-equivalent golden path PASS,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Java25 fresh repository + clone-equivalent golden path PASS,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R03.11,FULL-RUNTIME-FRESH-REPLAY,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,NOT_EXECUTED,미검증,첫 Full Runtime PASS 후 동일 Source Fresh Replay가 자동 강제되지 않았음,동일 Source Fresh Replay PASS,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,동일 Source Fresh Replay PASS,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R03.12,FULL-RUNTIME-MANDATORY-MISSING,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,NOT_EXECUTED,미검증,mandatory stage가 SKIP/NOT_EXECUTED이어도 wrapper 수준에서 누락을 명확히 검출해야 함,최종 result mandatory 모두 PASS,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,최종 result mandatory 모두 PASS,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R03.13,FULL-RUNTIME-RESULT-ZIP,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,NOT_EXECUTED,미검증,Result ZIP가 exact environment/stage/source identity를 충분히 증명해야 함,재현 가능한 Windows result ZIP 생성,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,재현 가능한 Windows result ZIP 생성,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R03.14,MANAGED-STATE-DIFF,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,NOT_EXECUTED,미검증,기존 MANAGED_STATE_AFTER FAIL이 hash만 보여 원인 경로를 즉시 확인하기 어려움,Final Runtime before=after drift 0,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Final Runtime before=after drift 0,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R04.08,GEN-TEMPLATE-OWNER-REGEN,P1,WP-R04 Generator / Generated Domain / Idempotency / Consumer Closure,완료,미검증,NOT_EXECUTED,미검증,Generator Owner 수정이 checked-in member/external output과 drift할 수 있음,Java25 generated build/test/runtime,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,Java25 generated build/test/runtime,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
WP-R04.09,GEN-IDEMPOTENT-RERUN,P1,WP-R04 Generator / Generated Domain / Idempotency / Consumer Closure,완료,미검증,NOT_EXECUTED,미검증,fresh generation 이후 rerun drift 0 재증명 필요,동일 환경 rerun PASS,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,완료,미검증,미검증,동일 환경 rerun PASS,Source 구현만으로 CLOSED 금지; 지정 Static/Consumer/Side Effect/Runtime/Fresh Replay가 모두 실제 PASS하고 Evidence/Source Identity가 일치해야 완료
