record_type,finding_id,severity,area,requirement_ids,prior_status,qa_a_current_status,issue,target_files,qa_a_current_evidence,required_action,acceptance,failure_criteria,source_qa,prior_finding_ids,baseline_sha,qa_a_current_sha,qa_round
REGRESSION_R6I,AB-R6-028,P0,EDU/Sample,"FDEV-013,FDEV-018",OPEN,FAIL,EDU 135 Catalog ↔ Handler/Scenario requiredRole 불일치,cpf-reference/src/main/resources/edu/manual-135-catalog.json;EduAdm01\~17Handler.java,"EDU-ADM Catalog requiredRole=CPF_ADM_OPERATOR for 17/17, while all 17 current handlers define CPF_REFERENCE_PLATFORM_OPERATOR. QA37 compile parity expects CPF_ADM_OPERATOR, so current source has 17/17 exact role drift.","catalog/resource/handler/test role exact equality gate, 고객 매뉴얼 권한 의미를 하나로 정본화.","실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-010,016",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
REGRESSION_R6I,AB-R6-029,P0,EDU/Sample,"FDEV-018,FDEV-020,FDEV-022,FDEV-025",OPEN,FAIL,EDU 135의 5종 Test가 실제 8종 Product Consumer Runtime을 증명하지 않음,cpf-reference/src/test/java/com/cpf/reference/edu/runtime/\*\*,"EDU consumer contract direct run passes features=135/types=8/mutations=8, proving wiring shape. Catalog still marks 135/135 verificationStatus=미검증; no target runtime proof for all 8 types.",JDBC/Batch/Gateway/HTTP/File/Process/Outbox 실제 adapters로 family별 integration/runtime corpus 추가.,"실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-019,027",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
REGRESSION_R6I,AB-R6-030,P0,EDU/Sample,"FDEV-014,FDEV-018",OPEN,FAIL,EDU-ADM 17이 요구 의미보다 template/common-state-machine 중심,cpf-reference/src/main/java/com/cpf/reference/optional/operations/\*\*/EduAdm\*Handler.java,EDU-ADM 01~17 remain cpf-reference-owned and bind mostly to generic CPF_EDU_BUSINESS_RECORD rather than actual product Public API/SPI/Extension contracts; product semantics are simulated.,17 ID 각각 requiredVerification/exceptionScenario를 executable behavior와 assertion으로 구현.,"실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-018,020",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
REGRESSION_R6I,AB-R6-031,P0,EDU/Sample,"FDEV-018,FDEV-020",OPEN,SOURCE_RESOLVED_RUNTIME_UNVERIFIED,EDU-ADM readOnly 정본 불일치,manual-135-catalog.json;EduAdm01/09/14/15Handler.java,Direct 17-handler comparison shows readOnly parity 17/17 with catalog. Source issue resolved; runtime semantics still unverified.,catalog↔scenario-contract↔handler exact semantic equality gate.,"실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-010,020",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
REGRESSION_R6I,AB-R6-032,P0,EDU/Sample,"FDEV-003,FDEV-013,FDEV-018",OPEN,FAIL,EDU-ADM-04 승인 교육 예제가 실제 승인 정책/SoD/만료/범위를 구현하지 않음,EduAdm04Handler.java;tests/resource contract,EDU-ADM-04 adds local requester/approver/expiry/scope/version checks but persists generic REF DB and does not consume actual Approval product/public integration contract.,승인 요청→결정→실행→만료/SoD/변경충돌을 교육용 독립 모델로 실제 구현 및 test.,"실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-005,013,025",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
REGRESSION_R6I,AB-R6-033,P0,EDU/Sample,"FDEV-013,FDEV-014,FDEV-018",OPEN,FAIL,EDU-ADM-08 보안 교육 예제가 masking/IDOR/browser role matrix를 구현하지 않음,EduAdm08Handler.java;scenario-contract.json,"EDU-ADM-08 uses payload-provided permission and caller headers, local masking simulation, generic JDBC; no actual authenticated IDOR/raw-role browser matrix.","조직 scope, IDOR, masked/raw permission, reason, audit를 executable example로 구현.","실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-009,016",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
REGRESSION_R6I,AB-R6-034,P0,EDU/Sample,"FDEV-012,FDEV-014,FDEV-017,FDEV-018",OPEN,FAIL,EDU-ADM-09 version conflict/browser flow 의미 불일치,EduAdm09Handler.java,EDU-ADM-09 constructs conflict state locally against generic JDBC query; does not prove actual HTTP 409 re-read/reapply browser flow.,실제 expectedVersion/CAS conflict + reload/diff/resubmit/abort consumer/browser test.,"실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-010,011,016",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
REGRESSION_R6I,AB-R6-035,P0,EDU/Sample,"FDEV-012,FDEV-014,FDEV-018",OPEN,PARTIAL,EDU-ADM-10 bulk target semantics가 pseudo partition으로 대체,EduAdm10Handler.java,"EDU-ADM-10 now models concrete targetIds/expectedVersions/per-target outcomes, improving pseudo-partition issue, but still does not call actual product bulk operation; partial.","실 targetIds별 version/result ledger, partial success, failed-only reprocess, downloadable result 구현.","실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-012,016",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
REGRESSION_R6I,AB-R6-036,P1,EDU/Sample,"FDEV-014,FDEV-018",OPEN,FAIL,EDU-ADM-11 maintenance/LKG rollback 의미가 선언에 그침,EduAdm11Handler.java,EDU-ADM-11 derives APPLIED/PARTIAL/ROLLED_BACK from payload flags over generic REF DB; no real maintenance/LKG rollback lifecycle.,"window validation, checksum, partial apply, LKG rollback, restart-required behavior.","실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-012,018",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
REGRESSION_R6I,AB-R6-037,P0,EDU/Sample,"FDEV-014,FDEV-017,FDEV-018",OPEN,FAIL,EDU-ADM-12\~17 핵심 운영 의미가 generic JDBC state machine으로 대체,EduAdm12\~17Handler.java,"EDU-ADM-12~17 handlers implement incident/evidence/topology/correlation/notification/session as cpf-reference local state/result simulations over generic record, not delivered product contracts.",각 ID별 실제 model/consumer/negative/recovery/browser or infra test 구현.,"실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-009,016,020",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
REGRESSION_R6I,AB-R6-038,P0,EDU/Sample,"FDEV-018,FDEV-020,FDEV-025",OPEN,FAIL,QA37 EDU Source Closure Gate가 semantic drift를 탐지하지 못함,cpf-tools/scripts/verify-cpf-qa37-manual-edu-135.py,"QA37 checks catalog/source parity and generated self-test mutations, but its semantic selftest mutates expected JSON, not real handler semantics; it also explicitly forbids cpf-admin/cpf-biz-admin/cpf-gateway dependencies, conflicting with latest product-vs-EDU boundary when a real public product integration should be consumed.",catalog/resource/handler field-by-field equality + real consumer binding + actual runtime negative mutation gate.,"실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-019,027",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
REGRESSION_R6I,AB-R6-039,P0,EDU/Sample,"FDEV-004,FDEV-005,FDEV-006,FDEV-017,FDEV-018,FDEV-019,FDEV-024",OPEN,FAIL,Current SHA에서 EDU 135 target runtime 증거 없음,manual-135-catalog.json;R6S12 evidence,Current catalog has 135/135 verificationStatus=미검증. No exact-current-SHA full runtime evidence exists for all examples.,Java25/Gradle9.1 + refDB DB3 + enabled feature variants + 135 runtime + browser/consumer evidence.,"실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-002,014,018,023",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
REGRESSION_R6I,AB-R6-040,P0,Runtime/Release,"FDEV-004,FDEV-005,FDEV-006,FDEV-017,FDEV-019,FDEV-024,FDEV-025",OPEN,FAIL,QA 진입 전 Codex/필수 Target Runtime 미완료,CODEX\_REVIEW\_REQUEST.md;OPEN\_ISSUES.md,"Java25/Gradle9.1, DB3 live, authenticated browser, multi-process/process-kill, performance/observability/security/DR, artifact repository/generator lifecycle and Codex remain incomplete or not reproducible at current SHA.",exact final result SHA Codex independent review와 필수 runtime을 완료한 뒤 QA 재요청.,"실제 Source·Consumer·호출 경로가 연결되고 Negative/Failure/Concurrency/Recovery 검증이 exact result SHA에서 PASS하며 generated diff 0, Evidence hash 일치","문자열/파일 존재만 확인, synthetic double만 PASS, 과거 SHA Evidence, 실제 Consumer·권한·Runtime 미연결, 또는 NOT_EXECUTED를 PASS로 기록",QA A+B 통합,"QA-R5I-002,024,029",77db10ad9aff44ee422795080fb2e96b364c9d65,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
NEW_R6J,QA-A-R6J-NEW-001,P0,Release/Workflow,CURRENT_CANONICAL,,FAIL,"Required release workflow exports CPF_FRONTEND_URL from CPF_ADM_FRONTEND_URL, but preflight requires CPF_ADM_FRONTEND_URL itself. The variable is not exported into the step environment.",,cpf-r6-release-gates.yml line-equivalent: CPF_FRONTEND_URL=${{ vars.CPF_ADM_FRONTEND_URL }}; required[] contains CPF_ADM_FRONTEND_URL. run-r6-release-gates.ps1 reads CPF_FRONTEND_URL.,Use one canonical environment variable through workflow/preflight/runner and add a clean-runner workflow self-test proving required-check entry.,Required workflow reaches qualification with only documented repository variables/secrets; no alias mismatch; missing value fails on the same canonical name.,"Any stated acceptance condition is absent, unexecuted or false-green.",QA-A,,3ed676061246c9db3e44f29e254c0393ecca3929,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
NEW_R6J,QA-A-R6J-NEW-002,P0,Verification Tool/Frontend,CURRENT_CANONICAL,,FAIL,Frontend contract gate does not detect semantic removal of risky-operation permission enforcement.,,QA mutation changed ApprovalsPage.canAction() from admSession.hasButton(operationId) to unconditional true. verify-r6-frontend-contract.py still exited 0 and printed PASS.,"Add executable/AST/behavior mutation that proves every risky action is denied without the exact session button grant, and kill unconditional-true/bypass mutations.",Permission bypass mutation makes frontend contract/release gate fail; authenticated browser negative role matrix also fails if button/action becomes reachable.,"Any stated acceptance condition is absent, unexecuted or false-green.",QA-A,,3ed676061246c9db3e44f29e254c0393ecca3929,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
NEW_R6J,QA-A-R6J-NEW-003,P0,Verification Tool/Observability,CURRENT_CANONICAL,,FAIL,Observability qualification accepts self-attested boolean proof and can false-green without authoritative telemetry checks.,,A fake localhost probe returned seven hard-coded true booleans and arbitrary trace/audit strings; run-r6-observability-qualification.py exited 0/PASS.,"Qualification must generate known traffic/failures and independently query metrics/logs/traces/timeline/alert/audit stores; verify values, linkage, alert lifecycle and tamper rejection.",Fake self-attestation cannot pass; source/artifact identity and authoritative telemetry observations are independently verified.,"Any stated acceptance condition is absent, unexecuted or false-green.",QA-A,,3ed676061246c9db3e44f29e254c0393ecca3929,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
NEW_R6J,QA-A-R6J-NEW-004,P0,Canonical Requirement/Transaction Logging,CURRENT_CANONICAL,,FAIL,07_02 added release-critical transaction/file/DB logging requirements after the 77-row R6I developer ledger; 77/77 implementation claim no longer represents the current canonical target.,,CPF_FINAL_TARGET_REQUIREMENTS.md §8.1 added at 07_02. Developer REQUIREMENT_STATUS remains historical 77 rows based on 640490... and result_sha PENDING_USER_APPLY_COMMIT.,"Create exact current requirement IDs for transaction lineage, file writer, DB timeline, ADM one-shot lookup, masking/raw audit and runtime evidence; develop/test them before completion claim.",Current canonical requirements are represented 1:1 in the active QA/development ledger and verified on successor exact SHA.,"Any stated acceptance condition is absent, unexecuted or false-green.",QA-A,,3ed676061246c9db3e44f29e254c0393ecca3929,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
NEW_R6J,QA-A-R6J-NEW-005,P0,ADM/Transaction Timeline,CURRENT_CANONICAL,,FAIL,"ADM transactionId one-shot view is only partial: current service aggregates transaction segment/header/external candidates but not all required message, DLQ, batch, file, trace/audit and source freshness states.",,AdmTransactionGroupService uses CpfTransactionTimelineQueryPort.findGroups/findSegments/findExternalCandidates and returns segments/timeline/summary/headers/externalLogs. Port has no message/batch/file/audit source methods. TransactionsPage timeline navigation also uses transactionName rather than selected execution transactionId.,"Build a canonical multi-source transaction timeline/tree aggregator with source status, partial/stale warnings and secure links; preserve exact transactionId in all UI navigation.",One exact transactionId reconstructs local/remote/retry/message/DLQ/file/batch/worker/UNKNOWN/reconcile/audit timeline and tree in ADM from real runtime data.,"Any stated acceptance condition is absent, unexecuted or false-green.",QA-A,,3ed676061246c9db3e44f29e254c0393ecca3929,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
NEW_R6J,QA-A-R6J-NEW-006,P0,DB/Transaction Logging,CURRENT_CANONICAL,,FAIL,Canonical CPF_TRANSACTION_SEGMENT schema/query surface alone does not carry or expose the full new standard identifier set or multi-source linkage.,,"PostgreSQL canonical cpf_transaction_segment has transaction/parent/attempt/external/instance fields and strong indexes, but lacks traceId/spanId/requestId/idempotencyKey/tenant plus batch jobInstance/jobExecution/step/partition/item/agent/worker and message/file identifiers. Current timeline port reads only this segment source.","Define canonical DB3 schema/index/join model for required standard identifiers and source correlation, with retention/partition/archive/purge and large transactionId lookup tests.",Oracle/PostgreSQL/MariaDB parity plus indexed single-ID reconstruction with all conditional identifiers and retention/recovery semantics.,"Any stated acceptance condition is absent, unexecuted or false-green.",QA-A,,3ed676061246c9db3e44f29e254c0393ecca3929,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
NEW_R6J,QA-A-R6J-NEW-007,P0,EDU/Security,CURRENT_CANONICAL,,FAIL,"EDU runtime authorization trusts caller-provided actor, roles and data-scope headers.",,"EduCapabilityController directly reads X-Cpf-Actor-Id, X-Cpf-Roles and X-Cpf-Data-Scope into EduExecutionCommand/recovery operations. cpf-reference has no demonstrated SecurityFilterChain that replaces these values with authenticated Principal claims.",Resolve actor/roles/scope from authenticated framework-owned security context; reject/ignore spoofable client security headers and add negative tests.,Forged actor/role/scope headers cannot elevate permission or alter audit identity in real authenticated runtime.,"Any stated acceptance condition is absent, unexecuted or false-green.",QA-A,,3ed676061246c9db3e44f29e254c0393ecca3929,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
NEW_R6J,QA-A-R6J-NEW-008,P0,EDU/Process Security,CURRENT_CANONICAL,,FAIL,PROCESS EDU consumer inherits parent process environment and writes full command payload to an OS temp JSON file.,,ProcessEduBusinessConsumer creates a limited environment map but only putAll()s it into ProcessBuilder.environment() without clear(); writes json(command.payload()) via Files.createTempFile; cleanup comment assumes payload contains no secrets.,"Use explicit environment allowlist/clear, secret-safe IPC or protected temp with strict permissions/encryption/minimized payload, deterministic cleanup and crash-recovery scrub.",Child sees only allowlisted environment; sensitive payload never appears in plaintext temp or inherited environment; process-kill cleanup/loss tests pass.,"Any stated acceptance condition is absent, unexecuted or false-green.",QA-A,,3ed676061246c9db3e44f29e254c0393ecca3929,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
NEW_R6J,QA-A-R6J-NEW-009,P0,EDU/Architecture Gate,CURRENT_CANONICAL,,FAIL,QA37 EDU gate encodes the old self-contained cpf-reference duplication model and conflicts with latest §16.1 product/EDU boundary.,,verify-cpf-qa37-manual-edu-135.py explicitly rejects source containing cpf-admin/cpf-biz-admin/cpf-gateway and requires consumer owner cpf-reference; EDU-ADM handlers therefore simulate product semantics over CPF_EDU_BUSINESS_RECORD instead of consuming official public integration contracts.,Redesign EDU acceptance around intended adopter + actual Public API/SPI/Extension/Integration contract; reclassify EDU-ADM 17 before rewriting catalog/tests/manual/generator.,"Retained EDU examples invoke real public contracts without depending on product internals; Product ADM functions are validated in product modules, not duplicated in EDU.","Any stated acceptance condition is absent, unexecuted or false-green.",QA-A,,3ed676061246c9db3e44f29e254c0393ecca3929,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
NEW_R6J,QA-A-R6J-NEW-010,P1,OpenAPI/Frontend Error Contract,CURRENT_CANONICAL,,FAIL,"Backend Approval validation returns HTTP 422, but committed critical OpenAPI response profiles and Integration Closure frontend error taxonomy omit 422.",,AdmApprovalExceptionHandler maps validation to HttpStatus.UNPROCESSABLE_ENTITY. Current cpf-openapi critical response lists and frontend integrationClosureApi classification include 400/401/403/404/409/429/500/503 but not 422.,Publish 422 in runtime OpenAPI/generated client and handle it explicitly in ADM/BZA UX/tests.,"Backend runtime OpenAPI, generated client, UI state and browser failure matrix agree on 422 behavior.","Any stated acceptance condition is absent, unexecuted or false-green.",QA-A,,3ed676061246c9db3e44f29e254c0393ecca3929,3ed676061246c9db3e44f29e254c0393ecca3929,R6J-A
