work_item_id,canonical_requirement_id,priority,work_type,axis,axis_title,owner,dependencies,markdown_file,ledger_part,development_status,verification_status,next_action
CPF-WP-CPF-MASK-04-OPERATIONS_SECURITY,CPF-MASK,P1,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-FIXED-01-CONTRACT_OWNERSHIP,CORE-FIXED,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-FIXED-02-IMPLEMENTATION_CONSUMER,CORE-FIXED,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CORE-FIXED-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-FIXED-03-VERIFICATION_EVIDENCE,CORE-FIXED,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CORE-FIXED-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-FIXED-02-IMPLEMENTATION_CONSUMER,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-FIXED-04-GENERATION_COMPATIBILITY,CORE-FIXED,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,CPF-WP-CORE-FIXED-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-FILE-01-CONTRACT_OWNERSHIP,CORE-FILE,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-FILE-02-IMPLEMENTATION_CONSUMER,CORE-FILE,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CORE-FILE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-FILE-03-VERIFICATION_EVIDENCE,CORE-FILE,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CORE-FILE-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-FILE-02-IMPLEMENTATION_CONSUMER,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-FILE-04-FAILURE_RECOVERY,CORE-FILE,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CORE-FILE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-FILE-05-DATA_MIGRATION,CORE-FILE,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core / repository architecture,CPF-WP-CORE-FILE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP,CORE-MESSAGE,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-MESSAGE-02-IMPLEMENTATION_CONSUMER,CORE-MESSAGE,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-MESSAGE-03-VERIFICATION_EVIDENCE,CORE-MESSAGE,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-MESSAGE-02-IMPLEMENTATION_CONSUMER,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-MESSAGE-04-FAILURE_RECOVERY,CORE-MESSAGE,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-MESSAGE-05-DATA_MIGRATION,CORE-MESSAGE,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core / repository architecture,CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-MESSAGE-06-GENERATION_COMPATIBILITY,CORE-MESSAGE,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,product architecture + cpf-tools generator/build,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ARCH-STARTER-02-IMPLEMENTATION_CONSUMER,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,product architecture + cpf-tools generator/build,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ARCH-STARTER-03-VERIFICATION_EVIDENCE,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,product architecture + cpf-tools generator/build,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP;CPF-WP-ARCH-STARTER-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ARCH-STARTER-04-FAILURE_RECOVERY,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,product architecture + cpf-tools generator/build,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ARCH-STARTER-05-GENERATION_COMPATIBILITY,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,product architecture + cpf-tools generator/build,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,CMN-EXTENSION,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-common,,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER,CMN-EXTENSION,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-common,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE,CMN-EXTENSION,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-common,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CMN-EXTENSION,P2,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-common,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,P2,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-common,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,CMN-SAMPLE-DB,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-common,,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER,CMN-SAMPLE-DB,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-common,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CMN-SAMPLE-DB,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-common,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY,CMN-SAMPLE-DB,P2,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-common,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,P2,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-common,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-CODE-01-CONTRACT_OWNERSHIP,CMN-CODE,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-common,,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-CODE-02-IMPLEMENTATION_CONSUMER,CMN-CODE,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-common,CPF-WP-CMN-CODE-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-CODE-03-VERIFICATION_EVIDENCE,CMN-CODE,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-common,CPF-WP-CMN-CODE-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-CODE-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,CMN-CODE,P2,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-common,CPF-WP-CMN-CODE-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-CODE-05-DATA_MIGRATION,CMN-CODE,P2,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-common,CPF-WP-CMN-CODE-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-CODE-06-GENERATION_COMPATIBILITY,CMN-CODE,P2,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-common,CPF-WP-CMN-CODE-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,CMN-MSG,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-common,,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-MSG-02-IMPLEMENTATION_CONSUMER,CMN-MSG,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-common,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-MSG-03-VERIFICATION_EVIDENCE,CMN-MSG,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-common,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-MSG-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-MSG-04-DATA_MIGRATION,CMN-MSG,P2,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-common,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-MSG-05-GENERATION_COMPATIBILITY,CMN-MSG,P2,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-common,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-CALENDAR-01-CONTRACT_OWNERSHIP,CMN-CALENDAR,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-common,,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-CALENDAR-02-IMPLEMENTATION_CONSUMER,CMN-CALENDAR,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-common,CPF-WP-CMN-CALENDAR-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-CALENDAR-03-VERIFICATION_EVIDENCE,CMN-CALENDAR,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-common,CPF-WP-CMN-CALENDAR-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-CALENDAR-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-CALENDAR-04-FAILURE_RECOVERY,CMN-CALENDAR,P2,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-common,CPF-WP-CMN-CALENDAR-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-CALENDAR-05-DATA_MIGRATION,CMN-CALENDAR,P2,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-common,CPF-WP-CMN-CALENDAR-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP,CMN-TEMPLATE,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-common,,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-TEMPLATE-02-IMPLEMENTATION_CONSUMER,CMN-TEMPLATE,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-common,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-TEMPLATE-03-VERIFICATION_EVIDENCE,CMN-TEMPLATE,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-common,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-TEMPLATE-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-TEMPLATE-04-FAILURE_RECOVERY,CMN-TEMPLATE,P2,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-common,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-TEMPLATE-05-OPERATIONS_SECURITY,CMN-TEMPLATE,P2,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-common,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-TEMPLATE-06-DATA_MIGRATION,CMN-TEMPLATE,P2,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-common,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-TEMPLATE-07-GENERATION_COMPATIBILITY,CMN-TEMPLATE,P2,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-common,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-DB-OWNERSHIP-01-CONTRACT_OWNERSHIP,DB-OWNERSHIP,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools DB + owning module,,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,DB-OWNERSHIP,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools DB + owning module,CPF-WP-DB-OWNERSHIP-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-DB-OWNERSHIP-03-VERIFICATION_EVIDENCE,DB-OWNERSHIP,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools DB + owning module,CPF-WP-DB-OWNERSHIP-01-CONTRACT_OWNERSHIP;CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,DB-OWNERSHIP,P1,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-tools DB + owning module,CPF-WP-DB-OWNERSHIP-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-DB-OWNERSHIP-05-DATA_MIGRATION,DB-OWNERSHIP,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools DB + owning module,CPF-WP-DB-OWNERSHIP-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
