exact_path,type,reason,replacement,content_migrated,link_checked,runtime_usage,source_usage,deletion_risk,decision
cpf-docs/deliverables/png/데이터운영가치지도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/도입전후변화.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/런타임배포토폴로지.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/마이그레이션흐름.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/모듈의존구조.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/문서읽기지도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/보안신뢰경계.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/비동기처리흐름.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/산출물구성도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/산출물활용지도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/설계철학가치연결.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/설정배포흐름.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/아키텍처구성도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/아키텍처품질속성.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/역할별가치지도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/운영제어경계.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/키인덱스설계.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/테스트품질게이트.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/파일외부연계흐름.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/표준화효과지도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/호출토폴로지.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/호환성버전관리.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/기술사양서.docx,file,공식 7종에 흡수된 이전 산출물 문서; 보호 경로 자동 삭제 제외,02~07 공식 가이드,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/기술사양서.pdf,file,공식 7종에 흡수된 이전 산출물 문서; 보호 경로 자동 삭제 제외,02~07 공식 가이드,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/기술표준서.docx,file,공식 7종에 흡수된 이전 산출물 문서; 보호 경로 자동 삭제 제외,02~07 공식 가이드,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/기술표준서.pdf,file,공식 7종에 흡수된 이전 산출물 문서; 보호 경로 자동 삭제 제외,02~07 공식 가이드,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/데이터베이스표준서.docx,file,공식 7종에 흡수된 이전 산출물 문서; 보호 경로 자동 삭제 제외,02~07 공식 가이드,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/데이터베이스표준서.pdf,file,공식 7종에 흡수된 이전 산출물 문서; 보호 경로 자동 삭제 제외,02~07 공식 가이드,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/산출물목록.docx,file,공식 7종에 흡수된 이전 산출물 문서; 보호 경로 자동 삭제 제외,02~07 공식 가이드,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/산출물목록.pdf,file,공식 7종에 흡수된 이전 산출물 문서; 보호 경로 자동 삭제 제외,02~07 공식 가이드,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/아키텍처설계서.docx,file,공식 7종에 흡수된 이전 산출물 문서; 보호 경로 자동 삭제 제외,02~07 공식 가이드,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/아키텍처설계서.pdf,file,공식 7종에 흡수된 이전 산출물 문서; 보호 경로 자동 삭제 제외,02~07 공식 가이드,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/development/ADM_BZA_FRONTEND_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/development/GENERATOR_DB_LIFECYCLE_TEST_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/00_CPF_사용_안내.docx,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/00_CPF_사용_안내.pdf,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/01_개발자_가이드.docx,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/01_개발자_가이드.pdf,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/02_배치_개발_가이드.docx,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/02_배치_개발_가이드.pdf,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/03_ADM_BZA_개발_가이드.docx,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/03_ADM_BZA_개발_가이드.pdf,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/04_운영자_가이드.docx,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/04_운영자_가이드.pdf,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/05_프로젝트_생성_설정_배포_가이드.docx,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/05_프로젝트_생성_설정_배포_가이드.pdf,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/06_외부연계_메시징_파일_가이드.docx,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/06_외부연계_메시징_파일_가이드.pdf,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/07_보안_권한_감사_가이드.docx,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/07_보안_권한_감사_가이드.pdf,file,공식 7종으로 교체된 이전 사용자 가이드,02~07 공식 가이드,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/CPF_DATA_UTILITY_AND_TRANSFORM_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/CPF_DOMAIN_REPOSITORY_FEDERATION_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/CPF_GATE_AND_TOOL_LIFECYCLE_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/CPF_LOCAL_ARTIFACT_FEDERATION_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/CPF_LOCAL_RUNTIME_MODULE_LOCATION_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/CPF_METADATA_CODE_MESSAGE_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/CPF_REPOSITORY_ROOT_LAYOUT_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/guides/GENERATED_DOMAIN_DB_ARTIFACT_POLICY.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/operations/BUILD_AND_DEPLOYMENT_TOPOLOGY_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/operations/DEPLOYMENT_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/operations/INSTALLATION_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/operations/RECOVERY_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
cpf-docs/security/SECURITY_GUIDE.md,file,공식 7종에 통합된 과거/중복 사용자 문서,공식 7종 Owner 문서 또는 최종 문서 자산,YES,YES,NO,NO,LOW,DELETE
