record_type,exact_id,finding_id,severity,title,requirement_id,source_ids,development_status,verification_status,overall_status,qa_status,basis_sha,qa_comment,required_fix,acceptance
PREVIOUS_56,AB-R6-019,AB-R6-019,P0,Approval Owner Registry 4D binding이 exact tuple이 아니라 fuzzy matching,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-020,AB-R6-020,P0,Process Kill 후 Approval EXECUTING/RUNNING 고착 경로,PREVIOUS_FINDING,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-021,AB-R6-021,P0,Public DQ capability 안전성이 Provider 구현 규율에 의존,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-022,AB-R6-022,P0,HMAC capability 자체에 expiry/nonce-consumption single-use 없음,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-023,AB-R6-023,P0,Integration Closure secret가 raw ConfigurationProperties 문자열로 주입 가능,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-024,AB-R6-024,P1,Approval Policy immutability/active overlap이 DB까지 닫히지 않음,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-025,AB-R6-025,P0,Owner success 후 DB finalization/DB outage의 durable UNKNOWN 보장 부족,PREVIOUS_FINDING,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-026,AB-R6-026,P1,BAT Approved Remote Port가 localhost/local instance default로 fail-open,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-027,AB-R6-027,P1,InMemory DQ replay는 multi-instance/process-kill idempotency 증거가 아님,PREVIOUS_FINDING,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-028,AB-R6-028,P0,EDU 135 Catalog ↔ Handler/Scenario requiredRole 불일치,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-029,AB-R6-029,P0,EDU 135의 5종 Test가 실제 8종 Product Consumer Runtime을 증명하지 않음,PREVIOUS_FINDING,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-030,AB-R6-030,P0,EDU-ADM 17이 요구 의미보다 template/common-state-machine 중심,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-031,AB-R6-031,P0,EDU-ADM readOnly 정본 불일치,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-032,AB-R6-032,P0,EDU-ADM-04 승인 교육 예제가 실제 승인 정책/SoD/만료/범위를 구현하지 않음,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-033,AB-R6-033,P0,EDU-ADM-08 보안 교육 예제가 masking/IDOR/browser role matrix를 구현하지 않음,PREVIOUS_FINDING,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-034,AB-R6-034,P0,EDU-ADM-09 version conflict/browser flow 의미 불일치,PREVIOUS_FINDING,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-035,AB-R6-035,P0,EDU-ADM-10 bulk target semantics가 pseudo partition으로 대체,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-036,AB-R6-036,P1,EDU-ADM-11 maintenance/LKG rollback 의미가 선언에 그침,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-037,AB-R6-037,P0,EDU-ADM-12\~17 핵심 운영 의미가 generic JDBC state machine으로 대체,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-038,AB-R6-038,P0,QA37 EDU Source Closure Gate가 semantic drift를 탐지하지 못함,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-039,AB-R6-039,P0,Current SHA에서 EDU 135 target runtime 증거 없음,PREVIOUS_FINDING,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,AB-R6-040,AB-R6-040,P0,QA 진입 전 Codex/필수 Target Runtime 미완료,PREVIOUS_FINDING,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-001,R6J-CENTRAL-NEW-001,P0,ADM Product와 EDU-ADM generic duplicate implementation의 Architecture 충돌,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-002,R6J-CENTRAL-NEW-002,P0,Release Workflow ADM frontend URL preflight 변수명 불일치,PREVIOUS_FINDING,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-003,R6J-CENTRAL-NEW-003,P0,Frontend contract gate가 risky-operation permission bypass mutation을 탐지하지 못함,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-004,R6J-CENTRAL-NEW-004,P0,Observability qualification이 self-attested boolean proof로 false-green 가능,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-005,R6J-CENTRAL-NEW-005,P0,07_02 거래·파일·DB Logging 신규 정본이 R6I 77행 개발원장에 미반영,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-006,R6J-CENTRAL-NEW-006,P0,ADM transactionId one-shot view가 Message/DLQ/Batch/File/Trace/Audit까지 통합하지 못함,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-007,R6J-CENTRAL-NEW-007,P0,Transaction DB schema/query가 trace/span/request/idempotency/tenant/batch/message/file 식별자를 충분히 연결하지 못함,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-008,R6J-CENTRAL-NEW-008,P0,EDU runtime authorization이 caller-provided actor/roles/data-scope header를 신뢰,PREVIOUS_FINDING,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-009,R6J-CENTRAL-NEW-009,P0,PROCESS EDU consumer가 parent environment 상속 및 full payload temp JSON 기록,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-010,R6J-CENTRAL-NEW-010,P1,Approval backend 422와 committed OpenAPI/generated client/frontend error taxonomy drift,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-011,R6J-CENTRAL-NEW-011,P0,Retired HTTP 410 Approval GET가 route metadata/workbench real consumer로 계산,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-012,R6J-CENTRAL-NEW-012,P0,UNKNOWN-producing Approval Owner 다수가 observation reconcile 구현 부재,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-013,R6J-CENTRAL-NEW-013,P0,RecoveryCenter가 canonical Reliability mutation의 permission/CAS 계약을 약화한 중복 Consumer,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-014,R6J-CENTRAL-NEW-014,P0,CPF-LOGFAIL durable spool/retry/dedup/loss recovery owner 부재,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-015,R6J-CENTRAL-NEW-015,P1,HIGH/CRITICAL ADM 전용 화면 action-level permission projection 불균일,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
PREVIOUS_56,R6J-CENTRAL-NEW-016,R6J-CENTRAL-NEW-016,P1,BZA Approval 계열 mutation button action-level permission projection 누락,PREVIOUS_FINDING,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Developer resolution/evidence is baseline 08d8beb4a664039904c30aeac07115a04707924a; current Product impact was reviewed but exact current runtime evidence is not inherited.,Re-run applicable current-SHA acceptance if final closure is required.,Current exact-SHA source/consumer/runtime/evidence.
DEV_SELF_FOUND,DEV-FINAL-SELF-001,DEV-FINAL-SELF-001,P0,ChannelCode/OriginalChannelCode가 System identity처럼 사용되어 공식 Channel 오거부/스푸핑 위험,TransactionId trust,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"Developer self-close is not inherited. Current source change exists, but final exact-SHA regression/runtime must be independently closed.",CpfInboundTransactionIdPolicy에서 authenticated System identity와 Channel metadata 분리; downstream hop은 origin SystemCode와 현재 hop identity를 동일시하지 않음,Independent current-SHA regression/runtime evidence.
DEV_SELF_FOUND,DEV-FINAL-SELF-002,DEV-FINAL-SELF-002,P0,UI expectedVersion/action과 Backend targetStatus/reason 계약 불일치; row_version CAS가 Source에서 연결되지 않음,ADM Reliability,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"Developer self-close is not inherited. Current source change exists, but final exact-SHA regression/runtime must be independently closed.",row_version을 query→DTO→OpenAPI/generated client→UI→service→SQL CAS까지 연결; server identity 사용,Independent current-SHA regression/runtime evidence.
DEV_SELF_FOUND,DEV-FINAL-SELF-003,DEV-FINAL-SELF-003,P0,같은 operationId의 generated 흔적이 있으면 HIGH/CRITICAL raw mutation 우회를 consumer Gate가 놓침,ADM False-Green,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"Developer self-close is not inherited. Current source change exists, but final exact-SHA regression/runtime must be independently closed.",현재 verify-operation-consumer.mjs를 raw/generic HIGH/CRITICAL mutation 존재 시 즉시 FAIL하도록 강화,Independent current-SHA regression/runtime evidence.
DEV_SELF_FOUND,DEV-FINAL-SELF-004,DEV-FINAL-SELF-004,P1,작업 Overlay에 governance 파일과 __pycache__/pyc가 섞여 Packaging FAIL 가능,Package Hygiene,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"Developer self-close is not inherited. Current source change exists, but final exact-SHA regression/runtime must be independently closed.",최종 staging에서 금지 Governance/pycache/pyc를 전수 제외; stale deleted control 경로 참조 0 검증,Independent current-SHA regression/runtime evidence.
DEV_SELF_FOUND,DEV-FINAL-SELF-005,DEV-FINAL-SELF-005,P0,DB3 Gate 재실행 중 3-Vendor rollback/runtime/verify 일부가 Overlay에 누락,DB3 Package,,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"Developer self-close is not inherited. Current source change exists, but final exact-SHA regression/runtime must be independently closed.",Oracle/PostgreSQL/MariaDB V107 rollback/archive/purge/large-lookup/verify를 Overlay에 보완,Independent current-SHA regression/runtime evidence.
QA_A_NEW,QA-A-FS1000-NEW-001,QA-A-FS1000-NEW-001,P0,실행 가능한 Online Domain A→B→C(/D) 다중도메인 통합 거래 예제가 확인되지 않음,CPF-RV-0001~0008 / SAMPLE-EDU,,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,해당 통합 실행 예제를 찾지 못함. 프레임워크 단위 기능/개별 EDU는 존재하나 사용자 강제 통합 Acceptance를 충족하지 않음.,실제 Domain A/B/C(/D) service/repository/remote consumer를 가진 선택형 Reference/Generated sample을 추가하고 rollback/UNKNOWN/reconcile/log/ADM timeline까지 테스트.,Java25 current-SHA integration + DB before/after + fault injection + transactionId/segment/attempt/ADM timeline evidence.
QA_A_NEW,QA-A-FS1000-NEW-002,QA-A-FS1000-NEW-002,P0,실행 가능한 Batch→Domain A→B→C 통합 예제가 확인되지 않음,CPF-RV-0009~0015 / BAT-SHARED / SAMPLE-EDU,,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,사용자 강제 Batch 다중도메인 통합 예제를 찾지 못함.,Batch→Domain A→B→C integrated reference job/step과 실제 DB/remote owner를 제공하고 process-kill/restart/no-duplicate까지 자동화.,Java25/Spring Batch live DB3 또는 공식 test profile에서 exact execution/job/step/transaction identity + before/after data evidence.
QA_A_NEW,QA-A-FS1000-NEW-003,QA-A-FS1000-NEW-003,P0,Release Qualification 6종이 실제 CPF Target/Authority가 아닌 단일 가짜 localhost 증거를 신뢰함,Testing/Mutation/Chaos + Runtime Qualification,,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,가짜 localhost가 요구 schema/identity/signature 모양만 충족하면 6/6 PASS.,mTLS/cert/SPIFEE 또는 CI-controlled immutable target allowlist + signed deployment/artifact attestation + out-of-band authority key pinning. 사용자 공급 URL/키만으로 Release PASS 금지.,동일 가짜 localhost mutation 6종이 모두 non-zero로 KILL되고 실제 authorized target에서는 PASS.
QA_A_NEW,QA-A-FS1000-NEW-004,QA-A-FS1000-NEW-004,P1,Public API method-level Javadoc가 param/return/throws/null/side-effect 계약을 충분히 문서화하지 않음,CPF-RV-0022~0025 / DEVEX-COMMENT,,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,class-level 설명은 개선됐으나 method 계약 문서가 빈 곳이 존재.,Public API/SPI 전수 method Javadoc gate를 추가하고 param/return/throws/null/default/side-effect/thread-safety를 실제 계약에 맞게 작성.,Java25 Javadoc task warning/error=0 + mutation으로 method contract 제거 시 Gate FAIL.
QA_A_NEW,QA-A-FS1000-NEW-005,QA-A-FS1000-NEW-005,P1,Checked-in OpenAPI의 표준 오류 계약이 전체 Public operation에 일관되게 노출되지 않음,CPF-RV-0026~0030 / OpenAPI Contract,,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,표준 오류 response가 Product별/operation별로 불균일하고 ADM은 특히 sparse.,Runtime OpenAPI exporter에서 공통 Error response를 실제 적용 범위에 자동 주입하고 Orval client 재생성/zero-drift/오류 UX test.,Controller↔runtime OpenAPI↔checked-in spec↔generated client response matrix 전수 비교.
