requirement_id,priority,area,requirement_type,owner_module,source_scope,consumer_scope,requirement,implementation_details,positive_acceptance,negative_acceptance,concurrency_failure_recovery,evidence_required,completion_prohibited_when,related_defects,initial_status
QA33-REQ-029,P0,Frontend Migration,SOURCE_REMEDIATION,cpf-biz-admin,cpf-biz-admin/frontend/src/features/auth/session.ts;src/**,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",인증 bootstrap 예외를 명시하고 일반 API를 Orval/TanStack Query로 이관한다.,BZA API가 raw fetch wrapper를 계속 사용한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-029,미구현
QA33-REQ-030,P1,Frontend State,SOURCE_REMEDIATION,cpf-admin,cpf-admin/frontend/src/stores/admConsoleStore.ts;src/features/**/methods.ts,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",기능별 Store/Query composable로 분리하고 cross-feature dependency를 제한한다.,Pinia가 대형 Legacy action object를 spread해 감싸며 기능 분리가 미완료다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-030,미구현
QA33-REQ-031,P1,Frontend Error Handling,SOURCE_REMEDIATION,cpf-admin,cpf-admin/frontend/src/features/core/methods.ts,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",필수/선택 API를 분류하고 화면별 실패·재시도·권한 상태를 노출한다.,Promise.allSettled가 초기 필수 API 실패를 삼킨다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-031,미구현
QA33-REQ-032,P1,Frontend UX,SOURCE_REMEDIATION,cpf-admin,cpf-admin/frontend/src/components/**;cpf-biz-admin/frontend/src/components/**,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",Route별 검색/Paging/Sort/Validation/A11y/반응형 Browser E2E를 추가한다.,Element Plus/TanStack/Zod가 실제 전 화면 Primary인지 미검증이다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-032,미검증
QA33-REQ-033,P1,Frontend Routing,SOURCE_REMEDIATION,cpf-admin,cpf-admin/frontend/src/app/router.ts;cpf-biz-admin/frontend/src/app/router.ts,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",WAS topology별 Router base/static fallback과 세션·권한 변화를 E2E로 검증한다.,"Deep link, refresh, 권한 guard, 403/404, history fallback이 미검증이다.",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-033,미검증
QA33-REQ-034,P0,BFF Security,SOURCE_REMEDIATION,repository-wide,CpfBffCredentialResponseAdvice,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",sessionId를 Body/DOM/log에서 제거하고 Cookie 외 노출을 금지한다.,Token을 Session으로 옮긴 뒤 sessionId를 응답 Body에 반환한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-034,미구현
QA33-REQ-035,P0,BFF Security,SOURCE_REMEDIATION,repository-wide,CpfBffCredentialResponseAdvice,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",Typed BFF response로 고정하고 unknown credential shape는 fail-closed한다.,Map이 아니거나 accessToken이 비어 있으면 원 Body를 반환해 credential stripping이 fail-open이다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-035,미구현
QA33-REQ-036,P0,Session Security,SOURCE_REMEDIATION,repository-wide,CpfBffSessionBridgeFilter;SPRING_SESSION_ATTRIBUTES,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",Refresh token 암호화/참조화와 access token 최소 수명·회전·DB masking을 구현한다.,Access/Refresh Token 원문을 JDBC Session Attribute에 저장한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-036,미구현
QA33-REQ-037,P0,CSRF,SOURCE_REMEDIATION,repository-wide,CpfBffCsrfFilter;CpfServerSessionSecurityAutoConfiguration,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",표준 CSRF repository/filter chain으로 통합하고 matcher/rotation/origin 정책을 적용한다.,Spring Security 표준 CSRF와 별도 custom filter가 병렬이며 cookie/path가 하드코딩됐다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-037,미구현
QA33-REQ-038,P1,CSRF,SOURCE_REMEDIATION,repository-wide,CpfBffCsrfFilter,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",모든 mutation route inventory와 trusted origin 정책을 적용한다.,prefix matcher와 token 비교만 있고 Origin/Referer 검증과 route inventory가 없다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-038,미구현
QA33-REQ-039,P0,Authentication,SOURCE_REMEDIATION,ADM,ADM/BZA SecurityFilterChain,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",Spring Security sessionManagement와 explicit rotation을 검증한다.,"Session fixation 보호, old session invalidation, 동시 session 정책을 exact Source에서 확인해야 한다.",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-039,미검증
QA33-REQ-040,P0,Authorization,SOURCE_REMEDIATION,ADM,ADM/BZA auth/session,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",permission version/session epoch와 distributed invalidation을 구현한다.,역할 변경·강제 로그아웃 시 기존 Session 재검증/폐기 연결이 미확인이다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-040,미검증
QA33-REQ-041,P1,Session Readiness,SOURCE_REMEDIATION,repository-wide,CpfSessionReadinessVerifier,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",schema metadata와 create/read/delete smoke를 fail-closed로 수행한다.,DataSource connection만 확인하고 Session table/index/schema/serialization을 확인하지 않는다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-041,미구현
QA33-REQ-042,P1,Security Headers,SOURCE_REMEDIATION,ADM,ADM/BZA SecurityFilterChain,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",특권 운영화면 공통 security header policy와 Browser negative test를 추가한다.,CSP/HSTS/frame/referrer/cache/mime 정책이 미확인이다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-042,미검증
QA33-REQ-043,P0,Batch Idempotency,SOURCE_REMEDIATION,repository-wide,JdbcBatchExecutionControlPlaneAdapter.reserve,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",scope와 canonical request hash를 저장하고 mismatch replay를 409/fail-closed한다.,idempotency_key가 전역이며 기존 실행 재사용 시 job/definition/approval/plan/parameter 일치를 검증하지 않는다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-043,미구현
QA33-REQ-044,P0,Batch Fencing,SOURCE_REMEDIATION,repository-wide,JdbcBatchExecutionControlPlaneAdapter.assertCurrent,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",최신 epoch/lease 원장과 모든 side effect 직전·commit 직전 원자 비교한다.,해당 실행 행의 token만 비교하고 Job/Lease 최신 token을 확인하지 않는다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-044,미구현
QA33-REQ-045,P0,Batch Unknown Result,SOURCE_REMEDIATION,repository-wide,CpfSpringBatchExecutionControl.start,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",start 전후 상태기계와 response-loss reconciliation을 구현한다.,reserve 후 JobOperator.start/bind 실패를 UNKNOWN_RESULT로 기록하거나 대사하지 않는다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-045,미구현
QA33-REQ-046,P0,Batch Link,SOURCE_REMEDIATION,repository-wide,JdbcBatchExecutionControlPlaneAdapter.bind,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",Vendor별 원자 upsert와 complete field/fence consistency를 보장한다.,duplicate 경로가 일부 column만 갱신하고 control update row count를 확인하지 않는다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-046,미구현
QA33-REQ-047,P1,Batch Job Identity,SOURCE_REMEDIATION,repository-wide,CpfBatchJobFactory,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",immutable definition identity를 Job name/parameter/repository에 일관되게 반영한다.,job name은 planId/version만 사용하고 checksum은 cache key에만 있다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-047,미구현
QA33-REQ-048,P1,Batch Memory,SOURCE_REMEDIATION,repository-wide,CpfBatchJobFactory.cache,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",bounded cache/registry lifecycle과 active execution-safe eviction을 구현한다.,동적 Job cache가 size/eviction 없이 누적된다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-048,미구현
QA33-REQ-049,P0,Batch Integrity,SOURCE_REMEDIATION,repository-wide,BatchExecutionPlan,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",canonical serialization digest를 승인·로드·실행 시 재계산한다.,checksum 형식만 확인하고 canonical plan 내용과 일치 여부를 계산하지 않는다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-049,미구현
QA33-REQ-050,P1,Batch Contract,SOURCE_REMEDIATION,repository-wide,BatchStepDefinition.parameters,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",허용 schema와 total size/depth/count 상한을 정의한다.,parameter map의 key/type/count/depth/value size 제한이 없다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-050,미구현
QA33-REQ-051,P1,Batch Contract,SOURCE_REMEDIATION,repository-wide,BatchStepDefinition.partitionCount,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",invalid value를 fail-closed하고 default와 입력 오류를 구분한다.,0/음수를 오류 없이 1로 보정한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-051,미구현
QA33-REQ-052,P0,Batch Result Semantics,SOURCE_REMEDIATION,repository-wide,CpfBatchTasklet;CpfBatchJobFactory,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",Spring Batch ExitStatus/BatchStatus/fault-tolerant retry/stop semantics를 표준 API로 구현한다.,STOPPED/RETRYABLE_FAILURE가 예외로 변환되지만 retry/stop 정책이 Step에 연결되지 않았다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-052,미구현
QA33-REQ-053,P0,Batch Audit Isolation,SOURCE_REMEDIATION,repository-wide,CpfBatchExecutionListener,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",보안 fail-closed와 비오염 관측 기록을 transaction/outbox로 분리한다.,Ledger/Fencing 실패가 listener에서 Job/Step 생명주기를 오염시킬 수 있다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-053,미구현
QA33-REQ-054,P0,Batch Sensitive Data,SOURCE_REMEDIATION,repository-wide,SpringBatchWorkerStepHandler,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",bounded sanitized log artifact reference만 저장하고 원문 DB 저장을 금지한다.,shell stdout/stderr 원문을 ExecutionContext에 저장한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-054,미구현
QA33-REQ-055,P0,Batch Approved Definition,SOURCE_REMEDIATION,repository-wide,SpringBatchWorkerStepHandler.definition,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",immutable approved definition snapshot을 그대로 전달하고 fallback을 제거한다.,승인 원본 대신 synthetic definition과 zero checksum/default operator/reason을 만든다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-055,미구현
QA33-REQ-056,P1,Batch Remote Chunk,SOURCE_REMEDIATION,repository-wide,CpfBatchRemoteWorkerConfiguration,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",writer 또는 명시적 idempotent transaction boundary로 이동한다.,side effect가 ItemProcessor에 있고 ItemWriter가 비어 있다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-056,미구현
QA33-REQ-057,P1,Batch Resource Policy,SOURCE_REMEDIATION,repository-wide,CpfBatchTasklet;ResourcePolicy,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",executor별 timeout/cancel/process kill/cleanup을 적용한다.,timeout/cancellation/resource policy의 실제 강제 경로가 없다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-057,미구현
