record_type,record_id,related_requirement_id,development_status,verification_status,source_or_evidence_paths,notes
DEFECT,QA31-D009,,완료,완료,cpf-gateway/src/main/java/com/cpf/gateway/scg/**;cpf-gateway/build.gradle;cpf-docs/work/manifest/CPF_20260731_QA32_DELETE_MANIFEST.txt;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Source/Gate로 재검증
DEFECT,QA31-D010,,완료,완료,"cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-gateway/src/main/java/com/cpf/gateway/scg/**;cpf-gateway/build.gradle;cpf-docs/work/manifest/CPF_20260731_QA32_DELETE_MANIFEST.txt;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA31-D011,,완료,완료,"cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-gateway/src/main/java/com/cpf/gateway/scg/**;cpf-gateway/build.gradle;cpf-docs/work/manifest/CPF_20260731_QA32_DELETE_MANIFEST.txt;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA31-D012,,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/scg/**;cpf-gateway/build.gradle;cpf-docs/work/manifest/CPF_20260731_QA32_DELETE_MANIFEST.txt;cpf-starters/resilience/**;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA31-D013,,완료,완료,"cpf-gateway/src/main/java/com/cpf/gateway/scg/**;cpf-gateway/build.gradle;cpf-docs/work/manifest/CPF_20260731_QA32_DELETE_MANIFEST.txt;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA31-D014,,완료,완료,cpf-gateway/src/main/java/com/cpf/gateway/scg/**;cpf-gateway/build.gradle;cpf-docs/work/manifest/CPF_20260731_QA32_DELETE_MANIFEST.txt;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Source/Gate로 재검증
DEFECT,QA31-D015,,완료,완료,"cpf-gateway/src/main/java/com/cpf/gateway/scg/**;cpf-gateway/build.gradle;cpf-docs/work/manifest/CPF_20260731_QA32_DELETE_MANIFEST.txt;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA31-D016,,완료,미검증,"cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA31-D017,,완료,미검증,"cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA31-D018,,완료,미검증,"cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA31-D019,,완료,미검증,"cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA31-D020,,완료,미검증,"cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-starters/secret/**;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA31-D021,,완료,미검증,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/secret/**;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA31-D022,,완료,미검증,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA31-D023,,완료,미검증,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA32-D024,"BUILD-PROV-001,BUILD-PROV-003,BUILD-REL-001",완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA32-D025,"OSS-TEST-001,BUILD-OBS-001",완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA32-D026,"BUILD-GOV-001,OSS-SUPPLY-001,OSS-TEST-001",완료,완료,"cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA32-D027,"OSS-UI-001,OSS-FE-001,OSS-API-001,OSS-TEST-001",완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA32-D028,"OSS-UI-001,OSS-FE-001,OSS-API-001,OSS-TEST-001",완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA32-D029,"OSS-GWY-001,BUILD-PKG-001,BUILD-PKG-002",완료,완료,"cpf-gateway/src/main/java/com/cpf/gateway/scg/**;cpf-gateway/build.gradle;cpf-docs/work/manifest/CPF_20260731_QA32_DELETE_MANIFEST.txt;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA32-D030,"OSS-ARCH-001,BUILD-API-001",완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/messaging-kafka/**;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafka*.java;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py",정적 Source/Gate로 재검증
DEFECT,QA32-D031,"OSS-ARCH-001,BUILD-API-001,OSS-CACHE-001",완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/cache/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py",정적 Source/Gate로 재검증
DEFECT,QA32-D032,"BUILD-DEP-001,BUILD-DEP-002",완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py",정적 Source/Gate로 재검증
DEFECT,QA32-D033,"OSS-MSG-001,OSS-ARCH-001",완료,미검증,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/messaging-kafka/**;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafka*.java;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA32-D034,"OSS-SUPPLY-001,OSS-GOV-001",완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA32-D035,"OSS-BFF-001,SEC-HTTP-001",완료,미검증,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA32-D036,OSS-API-001,완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA32-D037,"OSS-GWY-001,BUILD-DEP-002",완료,완료,"cpf-gateway/src/main/java/com/cpf/gateway/scg/**;cpf-gateway/build.gradle;cpf-docs/work/manifest/CPF_20260731_QA32_DELETE_MANIFEST.txt;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA32-D038,"BUILD-ART-002,BUILD-ART-003,BUILD-ART-005",완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/cache/**;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py",정적 Source/Gate로 재검증
DEFECT,QA32-D039,"BUILD-PROV-001,BUILD-PROV-002,BUILD-PROV-003",완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-core/src/main/java/com/cpf/core/api/archive/**;cpf-core/src/main/java/com/cpf/core/api/attachment/**;cpf-core/src/main/java/com/cpf/core/common/archive/LocalCpfArchiveService.java;cpf-core/src/main/java/com/cpf/core/common/attachment/LocalCpfAttachmentStorageAdapter.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA32-D040,BUILD-PROV-003,완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py",정적 Source/Gate로 재검증
DEFECT,QA32-D041,BUILD-OBS-001,완료,미검증,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/observability/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA32-D042,"BUILD-GEN-002,BUILD-ART-002",완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py",정적 Source/Gate로 재검증
DEFECT,QA32-D043,BUILD-GEN-003,완료,완료,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-core/src/main/java/com/cpf/core/api/archive/**;cpf-core/src/main/java/com/cpf/core/api/attachment/**;cpf-core/src/main/java/com/cpf/core/common/archive/LocalCpfArchiveService.java;cpf-core/src/main/java/com/cpf/core/common/attachment/LocalCpfAttachmentStorageAdapter.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Source/Gate로 재검증
DEFECT,QA32-D044,"BUILD-REL-001,BUILD-GOV-001",완료,미검증,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA32-D045,SEC-BOOTSTRAP-001,완료,미검증,"cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V85__*.sql;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA32-D046,OPS-DEPLOY-001,완료,미검증,"cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA32-D047,"SRC-EGRESS-001,OPS-PROBE-001",완료,미검증,"cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA32-D048,OPS-PROBE-001,완료,미검증,"cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA32-D049,SEC-ARTIFACT-001,완료,미검증,"cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
DEFECT,QA32-D050,"SRC-RESOURCE-001,SRC-FS-001",완료,미검증,cpf-core/src/main/java/com/cpf/core/api/archive/**;cpf-core/src/main/java/com/cpf/core/api/attachment/**;cpf-core/src/main/java/com/cpf/core/common/archive/LocalCpfArchiveService.java;cpf-core/src/main/java/com/cpf/core/common/attachment/LocalCpfAttachmentStorageAdapter.java,Root cause 수정 및 반복 방지 Gate 반영; Runtime 성격은 exact-SHA 재검증 필요
