requirement_id,priority,area,development_status,verification_status,blocker_type,reason,required_action,source_paths,test_paths,evidence_path,related_defects
QA33-REQ-038,P1,CSRF,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-starters/security/src/main/java/com/cpf/starter/security/CpfServerSessionSecurityAutoConfiguration.java;cpf-starters/security/src/main/java/com/cpf/starter/security/CpfTrustedOriginFilter.java,cpf-starters/security/src/test/java/com/cpf/starter/security/CpfTrustedOriginFilterTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-038
QA33-REQ-039,P0,Authentication,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-starters/security/src/main/java/com/cpf/starter/security/CpfServerSessionSecurityAutoConfiguration.java;cpf-starters/security/src/main/java/com/cpf/starter/security/CpfBffSessionBridgeFilter.java,cpf-starters/security/src/test/java/com/cpf/starter/security/CpfBffSessionBridgeFilterTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-039
QA33-REQ-040,P0,Authorization,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-starters/security/src/main/java/com/cpf/starter/security/CpfBffConcurrentSessionController.java;cpf-starters/security/src/main/java/com/cpf/starter/security/CpfBffLogoutFilter.java,cpf-starters/security/src/test/java/com/cpf/starter/security/CpfBffLogoutFilterTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-040
QA33-REQ-041,P1,Session Readiness,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-starters/security/src/main/java/com/cpf/starter/security/CpfSessionReadinessVerifier.java,cpf-starters/security/src/test/java/com/cpf/starter/security/CpfSessionReadinessVerifierTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-041
QA33-REQ-042,P1,Security Headers,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-starters/security/src/main/java/com/cpf/starter/security/CpfServerSessionSecurityAutoConfiguration.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-042
QA33-REQ-043,P0,Batch Idempotency,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchCanonicalDigest.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcBatchExecutionControlPlaneAdapter.java;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V89__batch_execution_idempotency_lifecycle.sql,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-043
QA33-REQ-044,P0,Batch Fencing,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcBatchExecutionControlPlaneAdapter.java;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V89__batch_execution_idempotency_lifecycle.sql,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-044
QA33-REQ-045,P0,Batch Unknown Result,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfSpringBatchExecutionControl.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcBatchExecutionControlPlaneAdapter.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-045
QA33-REQ-046,P0,Batch Link,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcBatchExecutionControlPlaneAdapter.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-046
QA33-REQ-047,P1,Batch Job Identity,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchJobFactory.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-047
QA33-REQ-048,P1,Batch Memory,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchJobFactory.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-048
QA33-REQ-049,P0,Batch Integrity,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchExecutionPlan.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchCanonicalDigest.java,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-049
QA33-REQ-050,P1,Batch Contract,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchParameterDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchStepDefinition.java,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-050
QA33-REQ-051,P1,Batch Contract,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchParameterDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchStepDefinition.java,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-051
QA33-REQ-052,P0,Batch Result Semantics,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchTasklet.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-052
QA33-REQ-053,P0,Batch Audit Isolation,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchExecutionListener.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-053
QA33-REQ-054,P0,Batch Sensitive Data,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-054
QA33-REQ-055,P0,Batch Approved Definition,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchApprovedLaunchRequest.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-055
QA33-REQ-056,P1,Batch Remote Chunk,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfRemoteChunkItemProcessor.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfRemoteChunkItemWriter.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/CpfRemoteChunkItemProcessorTest.java,,QA33-DF-056
QA33-REQ-057,P1,Batch Resource Policy,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchExecutionProperties.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchTasklet.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-057
QA33-REQ-058,P1,Batch Consumer Migration,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-docs/work/manifest/CPF_20260731_QA33_DELETE_PATHS.txt;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-docs/evidence/current/qa33-development/qa33-development-static-evidence.sanitized.json,QA33-DF-058
QA33-REQ-059,P0,Remote Topology,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfDisabledRemoteChannel.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteConfiguration.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-059
QA33-REQ-060,P0,Kafka Multi-instance,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteConfiguration.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteProperties.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-060
QA33-REQ-061,P0,Kafka Idempotency,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchRemoteCodec.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedger.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/CpfBatchRemoteCodecTest.java;cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedgerTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-061
QA33-REQ-062,P0,Kafka Contract,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchRemoteEnvelope.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchRemoteCodec.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/CpfBatchRemoteCodecTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-062
QA33-REQ-063,P1,Kafka Routing,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaInboundBridge.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-063
QA33-REQ-064,P0,Kafka Delivery,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaManagerListener.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaWorkerListener.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedger.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedgerTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-064
QA33-REQ-065,P1,Kafka Backpressure,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteProperties.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfKafkaOutboundMessageChannel.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-065
QA33-REQ-066,P1,Kafka Blocking,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-starters/messaging-kafka/src/main/java/com/cpf/starter/kafka/KafkaCpfBrokerClient.java,cpf-starters/messaging-kafka/src/test/java/com/cpf/starter/kafka/KafkaCpfBrokerClientTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-066
QA33-REQ-067,P0,Scheduler Transaction,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/scheduler/src/main/java/com/cpf/batch/scheduler/SchedulerDispatchService.java;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V88__scheduler_durable_launch_outbox.sql,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-067
QA33-REQ-068,P1,Scheduler Ownership,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/scheduler/src/main/java/com/cpf/batch/scheduler/SchedulerDispatchService.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-068
QA33-REQ-069,P1,Scheduler Misfire,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/scheduler/src/main/java/com/cpf/batch/scheduler/SchedulerDispatchService.java;cpf-tools/db/metadata/bat-runtime-query-contract.json,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-069
QA33-REQ-070,P1,Scheduler Multi-instance,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/scheduler/src/main/java/com/cpf/batch/scheduler/SchedulerDispatchService.java;cpf-tools/db/runtime-template/bat/repository/scheduler-trigger-claim.sql.template,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-070
QA33-REQ-071,P0,Gateway Retry,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java;cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyProperties.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-071
QA33-REQ-072,P0,Gateway Trust Boundary,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-072
QA33-REQ-073,P0,Gateway Completion,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfGatewayLedgerCompletionFilter.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-073
QA33-REQ-074,P0,Gateway Isolation,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfGatewayAuditRecoverySpool.java;cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfGatewayLedgerRecoverySpool.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-074
QA33-REQ-075,P1,Gateway SSRF,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java,cpf-gateway/src/test/java/com/cpf/gateway/scg/CpfScgTargetResolverTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-075
QA33-REQ-076,P1,Gateway Load Balancing,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java,cpf-gateway/src/test/java/com/cpf/gateway/scg/CpfScgTargetResolverTest.java,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-076
