scenario_id,requirement_id,priority,phase,scenario_type,title,preconditions,steps,expected_result,required_evidence,mandatory,initial_status
QA32-S032,OSS-RES-001,P1,P1_OSS_FIRST_MIGRATION,COMPLETION_GATE,Spring Cloud CircuitBreaker + Resilience4j 표준화 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(forbidden direct retry loop/sleep scanner; policy location architecture test; duplicate resilience layer detector)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; Attempt별 상태/시간/target/policy version, metrics, fault injection results",Y,NOT_EXECUTED
QA32-S033,OSS-BATCH-001,P1,P1_OSS_FIRST_MIGRATION,POSITIVE_VERTICAL_SLICE,Spring Batch 실행 Metadata 엔진 범위 도입 정상 수직 Slice,"Repository HEAD와 시작 SHA를 기록하고 cpf-batch control/scheduler/worker, job definition, execution context, restart의 현재 구현 및 consumer inventory를 확보한다.",동일 Job 시나리오 parity 후 metadata owner 이관; CPF definition/version→Spring Batch mapping; current custom duplicate metadata 제거; operator UI와 restart/stop 연결을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,Spring Batch는 Job/Step/JobRepository/ExecutionContext/Restart/Partition을 담당하고 CPF는 승인·Topology·Agent·Unknown·File/Shell·Fencing을 유지이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,"Job/Step DB rows, CPF approval/attempt ledger link, restart evidence, parity matrix",Y,NOT_EXECUTED
QA32-S034,OSS-BATCH-001,P1,P1_OSS_FIRST_MIGRATION,NEGATIVE_FAILURE_INJECTION,Spring Batch 실행 Metadata 엔진 범위 도입 실패·우회 차단,"Repository HEAD와 시작 SHA를 기록하고 cpf-batch control/scheduler/worker, job definition, execution context, restart의 현재 구현 및 consumer inventory를 확보한다.","다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: restart after crash, skip/retry, partition, stop/abandon, response loss, remote worker failure, operator reconciliation. 또한 금지된 부분 구현 방식(Spring Batch dependency만 추가; 기존 execution metadata와 이중 정본; 승인·unknown을 Spring Batch 기본 상태로 축약)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, Job/Step DB rows, CPF approval/attempt ledger link, restart evidence, parity matrix",Y,NOT_EXECUTED
QA32-S035,OSS-BATCH-001,P1,P1_OSS_FIRST_MIGRATION,COMPLETION_GATE,Spring Batch 실행 Metadata 엔진 범위 도입 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(dual owner/table scanner; JobRepository schema lifecycle; job/step mapping contract; legacy metadata access 0)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; Job/Step DB rows, CPF approval/attempt ledger link, restart evidence, parity matrix",Y,NOT_EXECUTED
QA32-S036,OSS-SCHED-001,P1,P1_OSS_FIRST_MIGRATION,POSITIVE_VERTICAL_SLICE,db-scheduler 기본 Trigger + Quartz 고급 선택 Adapter 정상 수직 Slice,"Repository HEAD와 시작 SHA를 기록하고 cpf-batch scheduler, cron/misfire/cluster takeover의 현재 구현 및 consumer inventory를 확보한다.",CpfScheduleTriggerPort 뒤 adapter; trigger owner와 Job execution owner 분리; misfire/lease/takeover/audit; 현재 custom scheduler consumer parity 후 제거을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,단순 persistent cluster trigger는 db-scheduler를 기본으로 하고 고급 calendar/JTA 요구가 입증된 경우만 Quartz adapter이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,"trigger table/lease/audit, duplicate execution 0, failover timing",Y,NOT_EXECUTED
QA32-S037,OSS-SCHED-001,P1,P1_OSS_FIRST_MIGRATION,NEGATIVE_FAILURE_INJECTION,db-scheduler 기본 Trigger + Quartz 고급 선택 Adapter 실패·우회 차단,"Repository HEAD와 시작 SHA를 기록하고 cpf-batch scheduler, cron/misfire/cluster takeover의 현재 구현 및 consumer inventory를 확보한다.","다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: node crash takeover, clock skew, misfire, duplicate fire, disabled window, trigger→Spring Batch handoff. 또한 금지된 부분 구현 방식(Spring @Scheduled를 분산 정본으로 사용; db-scheduler와 Quartz 동시 기본; trigger 성공을 job 성공으로 기록)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, trigger table/lease/audit, duplicate execution 0, failover timing",Y,NOT_EXECUTED
QA32-S038,OSS-SCHED-001,P1,P1_OSS_FIRST_MIGRATION,COMPLETION_GATE,db-scheduler 기본 Trigger + Quartz 고급 선택 Adapter 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(single active adapter Gate; schedule definition drift; cluster lock/fencing test; optional Quartz absence build)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; trigger table/lease/audit, duplicate execution 0, failover timing",Y,NOT_EXECUTED
QA32-S039,OSS-DB-001,P0,P1_OSS_FIRST_MIGRATION,POSITIVE_VERTICAL_SLICE,Flyway OSS Core Migration 정본 정상 수직 Slice,"Repository HEAD와 시작 SHA를 기록하고 cpf-tools/db vendor packs, all schemas, install/upgrade/reapply/rollback의 현재 구현 및 consumer inventory를 확보한다.",org.flywaydb OSS allowlist; DB별 module; canonical location/schema/history; baseline/repair 승인; forward-fix와 백업/복원; Teams/Enterprise artifact 금지을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,Flyway OSS Core를 migration history/order/checksum engine으로 사용하고 CPF vendor SQL·restore/rollback/evidence를 유지이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,"Flyway info/validate/migrate output, DB version, schema diff, rollback/restore evidence",Y,NOT_EXECUTED
QA32-S040,OSS-DB-001,P0,P1_OSS_FIRST_MIGRATION,NEGATIVE_FAILURE_INJECTION,Flyway OSS Core Migration 정본 실패·우회 차단,"Repository HEAD와 시작 SHA를 기록하고 cpf-tools/db vendor packs, all schemas, install/upgrade/reapply/rollback의 현재 구현 및 consumer inventory를 확보한다.","다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: MariaDB/PostgreSQL/Oracle fresh install, N-1 upgrade, failed migration, checksum tamper, restore and re-run. 또한 금지된 부분 구현 방식(Flyway 파일만 추가하고 기존 실행 path 사용; repair 자동 실행; 상용 Undo 의존; 한 DB만 검증)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, Flyway info/validate/migrate output, DB version, schema diff, rollback/restore evidence",Y,NOT_EXECUTED
QA32-S041,OSS-DB-001,P0,P1_OSS_FIRST_MIGRATION,COMPLETION_GATE,Flyway OSS Core Migration 정본 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(artifact coordinate allowlist; checksum/catalog parity; migration naming/order; 3DB clean/upgrade/rollback/reinstall Gate)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; Flyway info/validate/migrate output, DB version, schema diff, rollback/restore evidence",Y,NOT_EXECUTED
QA32-S042,OSS-DB-001,P0,P1_OSS_FIRST_MIGRATION,P0_RECOVERY_REHEARSAL,Flyway OSS Core Migration 정본 장애 중단·재시작·복구,실제 또는 격리된 동등 환경에서 처리 중 상태와 persistent evidence가 준비되어 있다.,"처리 중 process kill, response loss, duplicate retry, stale worker/instance, restart를 조합하여 주입하고 reconciliation 또는 rollback을 실행한다.",데이터 손상·중복 side effect·권한 우회 없이 실제 상태가 확정되며 UNKNOWN_RESULT는 임의 성공/실패로 축약되지 않는다.,"전후 DB/ledger/state diff, recovery command, exact artifact/source SHA, final actual state",Y,NOT_EXECUTED
QA32-S043,OSS-OBS-001,P1,P1_OSS_FIRST_MIGRATION,POSITIVE_VERTICAL_SLICE,Micrometer Observation + OpenTelemetry OTLP 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 metrics/traces/log correlation across modules and public API의 현재 구현 및 consumer inventory를 확보한다.,"Observation convention, trace/span attributes allowlist, masking/cardinality budget, OTLP adapter; OTel types public API 금지; agent와 starter 중복 계측 방지을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.","Application instrumentation은 Micrometer Observation, export는 OTel/OTLP adapter/agent로 분리이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.","trace/metric/log correlation, exporter config, masking report, overhead benchmark",Y,NOT_EXECUTED
QA32-S044,OSS-OBS-001,P1,P1_OSS_FIRST_MIGRATION,NEGATIVE_FAILURE_INJECTION,Micrometer Observation + OpenTelemetry OTLP 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 metrics/traces/log correlation across modules and public API의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: cross-service trace, Kafka propagation, error/timeout/unknown, collector outage, sampling change. 또한 금지된 부분 구현 방식(SDK type를 API/SPI에 노출; PII/high-cardinality attribute; agent+manual duplicate spans)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, trace/metric/log correlation, exporter config, masking report, overhead benchmark",Y,NOT_EXECUTED
QA32-S045,OSS-OBS-001,P1,P1_OSS_FIRST_MIGRATION,COMPLETION_GATE,Micrometer Observation + OpenTelemetry OTLP 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(jdeps/public signature gate; telemetry duplicate detector; attribute allowlist/cardinality tests)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; trace/metric/log correlation, exporter config, masking report, overhead benchmark",Y,NOT_EXECUTED
QA32-S046,OSS-CACHE-001,P1,P1_OSS_FIRST_MIGRATION,POSITIVE_VERTICAL_SLICE,Caffeine L1 + 선택형 Valkey L2 Provider 정상 수직 Slice,"Repository HEAD와 시작 SHA를 기록하고 cpf-common cache, session/cache/lock/invalidation adapters의 현재 구현 및 consumer inventory를 확보한다.",cpf-cache-api/starter-caffeine/starter-valkey; TTL/key/invalidation/fail mode; Redis server 번들 제거; client protocol compatibility; Spring Session JDBC 기본 유지을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,Caffeine local cache와 opt-in Valkey-compatible distributed adapter를 분리하고 DB를 Source of Truth로 유지이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,"dependency graph, cache metrics, provider test, no server bundle evidence",Y,NOT_EXECUTED
QA32-S047,OSS-CACHE-001,P1,P1_OSS_FIRST_MIGRATION,NEGATIVE_FAILURE_INJECTION,Caffeine L1 + 선택형 Valkey L2 Provider 실패·우회 차단,"Repository HEAD와 시작 SHA를 기록하고 cpf-common cache, session/cache/lock/invalidation adapters의 현재 구현 및 consumer inventory를 확보한다.","다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: cache stampede, stale invalidation, provider outage, multi-instance, fail-open/closed, recovery. 또한 금지된 부분 구현 방식(Valkey를 필수 기동조건; Redis/Valkey server binary를 제품에 번들; cache miss/error를 source success로 위장)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, dependency graph, cache metrics, provider test, no server bundle evidence",Y,NOT_EXECUTED
QA32-S048,OSS-CACHE-001,P1,P1_OSS_FIRST_MIGRATION,COMPLETION_GATE,Caffeine L1 + 선택형 Valkey L2 Provider 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(consumer dependency graph; server binary/package scan; cache key/TTL policy test; provider absence startup matrix)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; dependency graph, cache metrics, provider test, no server bundle evidence",Y,NOT_EXECUTED
QA32-S049,OSS-FLAG-001,P2,P1_OSS_FIRST_MIGRATION,POSITIVE_VERTICAL_SLICE,OpenFeature SDK + CPF Provider 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 향후 feature flag client/control plane의 현재 구현 및 consumer inventory를 확보한다.,"OpenFeature provider, evaluation context policy, default/fallback, version/audit; no feature implemented이면 ADR로 명시적 제외을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",Feature Flag 요구가 실제 범위일 때 OpenFeature API를 사용하고 CPF가 provider/control/audit를 구현이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,"ADR 또는 구현 evidence, evaluation logs without PII, rollback",Y,NOT_EXECUTED
QA32-S050,OSS-FLAG-001,P2,P1_OSS_FIRST_MIGRATION,NEGATIVE_FAILURE_INJECTION,OpenFeature SDK + CPF Provider 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 향후 feature flag client/control plane의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: provider outage, stale config, targeting, kill switch, multi-instance version conflict. 또한 금지된 부분 구현 방식(요구 없이 engine/UI를 선행 구현; 평가 실패 시 위험 기능 자동 활성; vendor-specific API public 노출)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, ADR 또는 구현 evidence, evaluation logs without PII, rollback",Y,NOT_EXECUTED
QA32-S051,OSS-FLAG-001,P2,P1_OSS_FIRST_MIGRATION,COMPLETION_GATE,OpenFeature SDK + CPF Provider 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(provider contract; flag inventory; fallback/kill-switch architecture tests)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; ADR 또는 구현 evidence, evaluation logs without PII, rollback",Y,NOT_EXECUTED
QA32-S052,OSS-SECRET-001,P0,P1_OSS_FIRST_MIGRATION,POSITIVE_VERTICAL_SLICE,CPF SecretProvider SPI + 고객 관리 Secret Store 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 전체 secret reference/resolve/rotation/runtime configuration의 현재 구현 및 consumer inventory를 확보한다.,"provider SPI, reference allowlist, environment classification, version/rotation/expiry, char[] lifecycle, masking. HashiCorp Vault server 등 제한 라이선스 서버 번들 금지을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",CPF는 reference/lifecycle/audit만 소유하고 원문 저장은 고객 관리 Vault/OpenBao/Cloud Service 등에 위임이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,"provider metadata, no plaintext scan, rotation test, access audit",Y,NOT_EXECUTED
QA32-S053,OSS-SECRET-001,P0,P1_OSS_FIRST_MIGRATION,NEGATIVE_FAILURE_INJECTION,CPF SecretProvider SPI + 고객 관리 Secret Store 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 전체 secret reference/resolve/rotation/runtime configuration의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: missing/revoked/rotated secret, provider outage, wrong environment, audit/masking, concurrent rotation. 또한 금지된 부분 구현 방식(CPF DB에 범용 secret 원문 저장; production에서 ENV provider 무제한; command line/log/evidence 노출)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, provider metadata, no plaintext scan, rotation test, access audit",Y,NOT_EXECUTED
QA32-S054,OSS-SECRET-001,P0,P1_OSS_FIRST_MIGRATION,COMPLETION_GATE,CPF SecretProvider SPI + 고객 관리 Secret Store 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(secret scanner; provider allowlist; server binary/license scan; reference-only API architecture test)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; provider metadata, no plaintext scan, rotation test, access audit",Y,NOT_EXECUTED
QA32-S055,OSS-SECRET-001,P0,P1_OSS_FIRST_MIGRATION,P0_RECOVERY_REHEARSAL,CPF SecretProvider SPI + 고객 관리 Secret Store 장애 중단·재시작·복구,실제 또는 격리된 동등 환경에서 처리 중 상태와 persistent evidence가 준비되어 있다.,"처리 중 process kill, response loss, duplicate retry, stale worker/instance, restart를 조합하여 주입하고 reconciliation 또는 rollback을 실행한다.",데이터 손상·중복 side effect·권한 우회 없이 실제 상태가 확정되며 UNKNOWN_RESULT는 임의 성공/실패로 축약되지 않는다.,"전후 DB/ledger/state diff, recovery command, exact artifact/source SHA, final actual state",Y,NOT_EXECUTED
QA32-S056,OSS-SUPPLY-001,P0,P1_OSS_FIRST_MIGRATION,POSITIVE_VERTICAL_SLICE,CycloneDX + ORT + Final Artifact Syft + Grype 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 Gradle/npm/source/final JAR/ZIP/container/filesystem release pipeline의 현재 구현 및 consumer inventory를 확보한다.,PR fast scan와 Release full scan 분리; Java/npm/OS/shaded/generated/bundled package 포함; SBOM parity; license notice; CVE severity/exception/expiry policy; offline DB snapshot provenance을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,"Build graph는 CycloneDX, compliance는 ORT, 최종 산출물 inventory는 Syft, vulnerability는 Grype로 검증이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.","4개 도구 output/hash, merged decision report, THIRD-PARTY-NOTICES, exceptions, final artifact hash",Y,NOT_EXECUTED
QA32-S057,OSS-SUPPLY-001,P0,P1_OSS_FIRST_MIGRATION,NEGATIVE_FAILURE_INJECTION,CycloneDX + ORT + Final Artifact Syft + Grype 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 Gradle/npm/source/final JAR/ZIP/container/filesystem release pipeline의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: clean release, unknown license injection, shaded dependency, vulnerable package fixture, offline scan, scanner failure. 또한 금지된 부분 구현 방식(도구 설치만 하고 Release Gate 미연결; Source SBOM만 생성; findings를 경고로 처리; final artifact 미스캔)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, 4개 도구 output/hash, merged decision report, THIRD-PARTY-NOTICES, exceptions, final artifact hash",Y,NOT_EXECUTED
QA32-S058,OSS-SUPPLY-001,P0,P1_OSS_FIRST_MIGRATION,COMPLETION_GATE,CycloneDX + ORT + Final Artifact Syft + Grype 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(tool version pin/lock; known prohibited fixture; SBOM component parity; missing NOTICE/Unknown/CVE threshold fail tests)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; 4개 도구 output/hash, merged decision report, THIRD-PARTY-NOTICES, exceptions, final artifact hash",Y,NOT_EXECUTED
QA32-S059,OSS-SUPPLY-001,P0,P1_OSS_FIRST_MIGRATION,P0_RECOVERY_REHEARSAL,CycloneDX + ORT + Final Artifact Syft + Grype 장애 중단·재시작·복구,실제 또는 격리된 동등 환경에서 처리 중 상태와 persistent evidence가 준비되어 있다.,"처리 중 process kill, response loss, duplicate retry, stale worker/instance, restart를 조합하여 주입하고 reconciliation 또는 rollback을 실행한다.",데이터 손상·중복 side effect·권한 우회 없이 실제 상태가 확정되며 UNKNOWN_RESULT는 임의 성공/실패로 축약되지 않는다.,"전후 DB/ledger/state diff, recovery command, exact artifact/source SHA, final actual state",Y,NOT_EXECUTED
QA32-S060,OSS-TEST-001,P1,P1_OSS_FIRST_MIGRATION,POSITIVE_VERTICAL_SLICE,Playwright·접근성·OSS Migration Parity Gate 정상 수직 Slice,"Repository HEAD와 시작 SHA를 기록하고 ADM/BZA UI, gateway, messaging, batch, DB, all adopted OSS의 현재 구현 및 consumer inventory를 확보한다.",Playwright Chromium/Firefox/WebKit; eslint accessibility; contract/performance/security parity; screenshots/traces masking; migration wave별 rollback plan을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,OSS 교체는 동일 기능·보안·성능·복구 Scenario가 통과하고 legacy 제거까지 완료되어야 함이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,"browser traces, performance baselines, migration diff, rollback rehearsal",Y,NOT_EXECUTED
QA32-S061,OSS-TEST-001,P1,P1_OSS_FIRST_MIGRATION,NEGATIVE_FAILURE_INJECTION,Playwright·접근성·OSS Migration Parity Gate 실패·우회 차단,"Repository HEAD와 시작 SHA를 기록하고 ADM/BZA UI, gateway, messaging, batch, DB, all adopted OSS의 현재 구현 및 consumer inventory를 확보한다.","다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: deep link, role/action, paging/sort/filter, keyboard, failure/recovery, load, scale-out. 또한 금지된 부분 구현 방식(compile/test만으로 migration 완료; happy path만; 한 browser만; legacy fallback으로 pass)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, browser traces, performance baselines, migration diff, rollback rehearsal",Y,NOT_EXECUTED
QA32-S062,OSS-TEST-001,P1,P1_OSS_FIRST_MIGRATION,COMPLETION_GATE,Playwright·접근성·OSS Migration Parity Gate 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(parity matrix completeness; scenario coverage; legacy path disabled fixture; evidence schema validator)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; browser traces, performance baselines, migration diff, rollback rehearsal",Y,NOT_EXECUTED
QA32-S063,BUILD-DEP-001,P0,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,MyBatis Boot 4 단일 버전 정합성 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 모든 Gradle 모듈·published POM·generated domain의 현재 구현 및 consumer inventory를 확보한다.,모든 직접 선언 제거 또는 BOM alias 사용; published graph도 동일을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,Boot 4 호환 MyBatis starter 4.x 단일 버전을 BOM/lock으로 강제이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,lockfile/POM/SBOM/resolved graph,Y,NOT_EXECUTED
QA32-S064,BUILD-DEP-001,P0,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,MyBatis Boot 4 단일 버전 정합성 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 모든 Gradle 모듈·published POM·generated domain의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: 모든 module test, generated consumer, 3DB mapper smoke. 또한 금지된 부분 구현 방식(한 모듈만 수정; runtime classpath만 보고 published POM 불일치 방치)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, lockfile/POM/SBOM/resolved graph",Y,NOT_EXECUTED
QA32-S065,BUILD-DEP-001,P0,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,MyBatis Boot 4 단일 버전 정합성 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(dependencyInsight/convergence/POM scan)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; lockfile/POM/SBOM/resolved graph,Y,NOT_EXECUTED
QA32-S066,BUILD-DEP-001,P0,P2_BUILD_SUPPLY_GENERATOR,P0_RECOVERY_REHEARSAL,MyBatis Boot 4 단일 버전 정합성 장애 중단·재시작·복구,실제 또는 격리된 동등 환경에서 처리 중 상태와 persistent evidence가 준비되어 있다.,"처리 중 process kill, response loss, duplicate retry, stale worker/instance, restart를 조합하여 주입하고 reconciliation 또는 rollback을 실행한다.",데이터 손상·중복 side effect·권한 우회 없이 실제 상태가 확정되며 UNKNOWN_RESULT는 임의 성공/실패로 축약되지 않는다.,"전후 DB/ledger/state diff, recovery command, exact artifact/source SHA, final actual state",Y,NOT_EXECUTED
