scope,requirement_id,reused_capability,reused_source,actual_consumer,class_method_bean,test_evidence,justification,source_sha
MANUAL135,EDU-DEV-09,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.counterparty.rest,cpf-reference/src/main/java/com/cpf/reference/online/counterparty/rest/EduDev09Handler.java,com.cpf.reference.online.counterparty.rest.EduDev09Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-10,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.counterparty.fixedwidth,cpf-reference/src/main/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10Handler.java,com.cpf.reference.online.counterparty.fixedwidth.EduDev10Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-11,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.security.authorization,cpf-reference/src/main/java/com/cpf/reference/online/security/authorization/EduDev11Handler.java,com.cpf.reference.online.security.authorization.EduDev11Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/security/authorization/EduDev11UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/security/authorization/EduDev11IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/security/authorization/EduDev11FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/security/authorization/EduDev11RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/security/authorization/EduDev11ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-12,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.runtime.featuremanagement,cpf-reference/src/main/java/com/cpf/reference/online/runtime/featuremanagement/EduDev12Handler.java,com.cpf.reference.online.runtime.featuremanagement.EduDev12Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/runtime/featuremanagement/EduDev12UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/runtime/featuremanagement/EduDev12IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/runtime/featuremanagement/EduDev12FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/runtime/featuremanagement/EduDev12RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/runtime/featuremanagement/EduDev12ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-13,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.notification.export,cpf-reference/src/main/java/com/cpf/reference/online/notification/export/EduDev13Handler.java,com.cpf.reference.online.notification.export.EduDev13Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/notification/export/EduDev13UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/notification/export/EduDev13IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/notification/export/EduDev13FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/notification/export/EduDev13RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/notification/export/EduDev13ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-14,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.database.migration,cpf-reference/src/main/java/com/cpf/reference/online/database/migration/EduDev14Handler.java,com.cpf.reference.online.database.migration.EduDev14Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/database/migration/EduDev14UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/database/migration/EduDev14IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/database/migration/EduDev14FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/database/migration/EduDev14RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/database/migration/EduDev14ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-15,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.resilience.recovery,cpf-reference/src/main/java/com/cpf/reference/online/resilience/recovery/EduDev15Handler.java,com.cpf.reference.online.resilience.recovery.EduDev15Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/resilience/recovery/EduDev15UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/resilience/recovery/EduDev15IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/resilience/recovery/EduDev15FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/resilience/recovery/EduDev15RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/resilience/recovery/EduDev15ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BAT-01,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.batch.tasklet.close,cpf-reference/src/main/java/com/cpf/reference/batch/tasklet/close/EduBat01Handler.java,com.cpf.reference.batch.tasklet.close.EduBat01Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/batch/tasklet/close/EduBat01UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/tasklet/close/EduBat01IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/tasklet/close/EduBat01FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/tasklet/close/EduBat01RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/tasklet/close/EduBat01ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BAT-02,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.batch.chunk.membergrade,cpf-reference/src/main/java/com/cpf/reference/batch/chunk/membergrade/EduBat02Handler.java,com.cpf.reference.batch.chunk.membergrade.EduBat02Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/batch/chunk/membergrade/EduBat02UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/chunk/membergrade/EduBat02IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/chunk/membergrade/EduBat02FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/chunk/membergrade/EduBat02RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/chunk/membergrade/EduBat02ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BAT-03,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.batch.file.csv,cpf-reference/src/main/java/com/cpf/reference/batch/file/csv/EduBat03Handler.java,com.cpf.reference.batch.file.csv.EduBat03Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/batch/file/csv/EduBat03UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/file/csv/EduBat03IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/file/csv/EduBat03FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/file/csv/EduBat03RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/file/csv/EduBat03ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BAT-04,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.batch.partition.range,cpf-reference/src/main/java/com/cpf/reference/batch/partition/range/EduBat04Handler.java,com.cpf.reference.batch.partition.range.EduBat04Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/batch/partition/range/EduBat04UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/partition/range/EduBat04IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/partition/range/EduBat04FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/partition/range/EduBat04RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/partition/range/EduBat04ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BAT-05,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.batch.remote.worker,cpf-reference/src/main/java/com/cpf/reference/batch/remote/worker/EduBat05Handler.java,com.cpf.reference.batch.remote.worker.EduBat05Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/batch/remote/worker/EduBat05UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/remote/worker/EduBat05IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/remote/worker/EduBat05FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/remote/worker/EduBat05RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/remote/worker/EduBat05ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BAT-06,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.batch.centercut.approval,cpf-reference/src/main/java/com/cpf/reference/batch/centercut/approval/EduBat06Handler.java,com.cpf.reference.batch.centercut.approval.EduBat06Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/batch/centercut/approval/EduBat06UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/centercut/approval/EduBat06IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/centercut/approval/EduBat06FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/centercut/approval/EduBat06RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/centercut/approval/EduBat06ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BAT-07,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.batch.scheduler.businessday,cpf-reference/src/main/java/com/cpf/reference/batch/scheduler/businessday/EduBat07Handler.java,com.cpf.reference.batch.scheduler.businessday.EduBat07Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/batch/scheduler/businessday/EduBat07UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/scheduler/businessday/EduBat07IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/scheduler/businessday/EduBat07FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/scheduler/businessday/EduBat07RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/scheduler/businessday/EduBat07ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BAT-08,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.batch.jobpack.version,cpf-reference/src/main/java/com/cpf/reference/batch/jobpack/version/EduBat08Handler.java,com.cpf.reference.batch.jobpack.version.EduBat08Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/batch/jobpack/version/EduBat08UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/jobpack/version/EduBat08IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/jobpack/version/EduBat08FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/jobpack/version/EduBat08RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/jobpack/version/EduBat08ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BAT-09,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.batch.recovery.restart,cpf-reference/src/main/java/com/cpf/reference/batch/recovery/restart/EduBat09Handler.java,com.cpf.reference.batch.recovery.restart.EduBat09Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/batch/recovery/restart/EduBat09UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/recovery/restart/EduBat09IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/recovery/restart/EduBat09FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/recovery/restart/EduBat09RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/recovery/restart/EduBat09ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BAT-10,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.batch.reconcile.requestloss,cpf-reference/src/main/java/com/cpf/reference/batch/reconcile/requestloss/EduBat10Handler.java,com.cpf.reference.batch.reconcile.requestloss.EduBat10Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/batch/reconcile/requestloss/EduBat10UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/reconcile/requestloss/EduBat10IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/reconcile/requestloss/EduBat10FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/reconcile/requestloss/EduBat10RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/batch/reconcile/requestloss/EduBat10ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-ADM-01,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.operations.reuse,cpf-reference/src/main/java/com/cpf/reference/optional/operations/reuse/EduAdm01Handler.java,com.cpf.reference.optional.operations.reuse.EduAdm01Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/operations/reuse/EduAdm01UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/reuse/EduAdm01IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/reuse/EduAdm01FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/reuse/EduAdm01RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/reuse/EduAdm01ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-ADM-02,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.operations.query,cpf-reference/src/main/java/com/cpf/reference/optional/operations/query/EduAdm02Handler.java,com.cpf.reference.optional.operations.query.EduAdm02Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/operations/query/EduAdm02UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/query/EduAdm02IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/query/EduAdm02FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/query/EduAdm02RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/query/EduAdm02ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-ADM-03,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.operations.command,cpf-reference/src/main/java/com/cpf/reference/optional/operations/command/EduAdm03Handler.java,com.cpf.reference.optional.operations.command.EduAdm03Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/operations/command/EduAdm03UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/command/EduAdm03IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/command/EduAdm03FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/command/EduAdm03RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/command/EduAdm03ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-ADM-04,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.operations.approval,cpf-reference/src/main/java/com/cpf/reference/optional/operations/approval/EduAdm04Handler.java,com.cpf.reference.optional.operations.approval.EduAdm04Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/operations/approval/EduAdm04UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/approval/EduAdm04IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/approval/EduAdm04FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/approval/EduAdm04RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/approval/EduAdm04ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-ADM-05,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.operations.asyncoperation,cpf-reference/src/main/java/com/cpf/reference/optional/operations/asyncoperation/EduAdm05Handler.java,com.cpf.reference.optional.operations.asyncoperation.EduAdm05Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/operations/asyncoperation/EduAdm05UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/asyncoperation/EduAdm05IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/asyncoperation/EduAdm05FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/asyncoperation/EduAdm05RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/asyncoperation/EduAdm05ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-ADM-06,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.operations.partialrecovery,cpf-reference/src/main/java/com/cpf/reference/optional/operations/partialrecovery/EduAdm06Handler.java,com.cpf.reference.optional.operations.partialrecovery.EduAdm06Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/operations/partialrecovery/EduAdm06UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/partialrecovery/EduAdm06IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/partialrecovery/EduAdm06FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/partialrecovery/EduAdm06RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/partialrecovery/EduAdm06ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-ADM-07,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.operations.customscreen,cpf-reference/src/main/java/com/cpf/reference/optional/operations/customscreen/EduAdm07Handler.java,com.cpf.reference.optional.operations.customscreen.EduAdm07Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/operations/customscreen/EduAdm07UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/customscreen/EduAdm07IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/customscreen/EduAdm07FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/customscreen/EduAdm07RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/operations/customscreen/EduAdm07ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BZA-01,REF Backoffice durable transaction/idempotency/recovery contracts,REF-owned handler package com.cpf.reference.optional.backoffice.organization,cpf-reference/src/main/java/com/cpf/reference/optional/backoffice/organization/EduBackoffice01Handler.java,com.cpf.reference.optional.backoffice.organization.EduBackoffice01Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/organization/EduBackoffice01UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/organization/EduBackoffice01IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/organization/EduBackoffice01FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/organization/EduBackoffice01RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/organization/EduBackoffice01ConcurrencyTest.java,"Canonical BZA-prefixed requirement ID is retained only for traceability. Runtime source, consumer, tests and DB are owned by cpf-reference/refDB and do not depend on product backoffice module or generated domains.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BZA-02,REF Backoffice durable transaction/idempotency/recovery contracts,REF-owned handler package com.cpf.reference.optional.backoffice.authorization,cpf-reference/src/main/java/com/cpf/reference/optional/backoffice/authorization/EduBackoffice02Handler.java,com.cpf.reference.optional.backoffice.authorization.EduBackoffice02Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/authorization/EduBackoffice02UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/authorization/EduBackoffice02IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/authorization/EduBackoffice02FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/authorization/EduBackoffice02RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/authorization/EduBackoffice02ConcurrencyTest.java,"Canonical BZA-prefixed requirement ID is retained only for traceability. Runtime source, consumer, tests and DB are owned by cpf-reference/refDB and do not depend on product backoffice module or generated domains.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BZA-03,REF Backoffice durable transaction/idempotency/recovery contracts,REF-owned handler package com.cpf.reference.optional.backoffice.policysimulation,cpf-reference/src/main/java/com/cpf/reference/optional/backoffice/policysimulation/EduBackoffice03Handler.java,com.cpf.reference.optional.backoffice.policysimulation.EduBackoffice03Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/policysimulation/EduBackoffice03UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/policysimulation/EduBackoffice03IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/policysimulation/EduBackoffice03FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/policysimulation/EduBackoffice03RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/policysimulation/EduBackoffice03ConcurrencyTest.java,"Canonical BZA-prefixed requirement ID is retained only for traceability. Runtime source, consumer, tests and DB are owned by cpf-reference/refDB and do not depend on product backoffice module or generated domains.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BZA-04,REF Backoffice durable transaction/idempotency/recovery contracts,REF-owned handler package com.cpf.reference.optional.backoffice.approvalflow,cpf-reference/src/main/java/com/cpf/reference/optional/backoffice/approvalflow/EduBackoffice04Handler.java,com.cpf.reference.optional.backoffice.approvalflow.EduBackoffice04Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/approvalflow/EduBackoffice04UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/approvalflow/EduBackoffice04IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/approvalflow/EduBackoffice04FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/approvalflow/EduBackoffice04RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/approvalflow/EduBackoffice04ConcurrencyTest.java,"Canonical BZA-prefixed requirement ID is retained only for traceability. Runtime source, consumer, tests and DB are owned by cpf-reference/refDB and do not depend on product backoffice module or generated domains.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
