requirement_id,origin,priority,area,requirement,canonical_mapping,related_defects,owner,consumer,acceptance_criteria,verification_method,regression_protection,development_status,verification_status,phase
QA35-REQ-055,QA35_V2_ACTIVE,P0,ADM Baseline Regression Gate,첨부 최소 Capability Matrix나 Target Menu 계약에서 누락/상태 후퇴가 발생하면 CI와 release gate를 실패시킨다.,작업 전 중복검사 및 Mapping 필수,QA35-DF-029,cpf-tools/quality,CI/Release,"capability row count/hash, route/API/permission/test evidence, approved N/A only",CI baseline verifier negative fixtures,향후 menu 확장 자동 반영,미구현,미검증,Gate
QA36-GAP-001,QA36_PROJECT_WIDE_GAP,P0,Baseline,latest master 95e592...와 docs-only 변경을 기준으로 모든 상태·문서·Evidence를 재개방,REQ-GOV;REQ-REVIEW;DOC-GOV,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-002,QA36_PROJECT_WIDE_GAP,P0,Canonical Coverage,Canonical 162개 전부에 Source·API·SQL·Test·Runtime·Evidence와 역추적 행을 완성,REQ-GOV;REQ-REVIEW,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-003,QA36_PROJECT_WIDE_GAP,P0,Legacy Continuity,"기존 1,873개 상세 QA를 폐기하지 않고 Canonical 162와 중복/분해/승계 Mapping",REQ-GOV;REQ-GAP,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-004,QA36_PROJECT_WIDE_GAP,P0,Scenario Continuity,"기존 441개 실행 시나리오를 2,754 canonical-axis scenario와 중복 제거·승계",TEST-EVIDENCE;REQ-GAP,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-005,QA36_PROJECT_WIDE_GAP,P0,Module Inventory,공식 Module·Included Build·Starter·Runtime·Tool별 Owner/Public/Consumer/Artifact/Test 전수 Inventory,ARCH-BOUNDARY;ARCH-LAYER,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-006,QA36_PROJECT_WIDE_GAP,P0,Public Contract,모든 Java Public API/SPI·Controller·OpenAPI·Message/File/DB Contract와 외부 Consumer Inventory,CORE-API;CORE-SPI;API-CONTRACT,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-007,QA36_PROJECT_WIDE_GAP,P0,Reverse Trace,모든 구현 파일·API·SQL·Route·Script가 Requirement·Owner·Consumer에 역추적됨,REQ-REVIEW;RULE-ARCH,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-008,QA36_PROJECT_WIDE_GAP,P0,Configuration,모든 Property/Profile/Env/Default/Secret/Override의 Owner·Schema·Secure Default·Drift·Rollback,CORE-CONFIG;OPS-CONFIG,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-009,QA36_PROJECT_WIDE_GAP,P0,Database,모든 Table/Index/FK/Seed/Query/Migration/Backup/Purge의 Owner·Consumer·3DB Lifecycle,DB-OWNERSHIP;DB-MULTI-VENDOR,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-010,QA36_PROJECT_WIDE_GAP,P0,Frontend,ADM/BZA Route·Menu·Component·OpenAPI·Generated Client·Permission·Interaction·3 Browser 전수 Closure,ADM-UX;TEST-BROWSER;API-CONTRACT,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-011,QA36_PROJECT_WIDE_GAP,P0,Build Publication,BOM·Plugin·POM·Source/Javadoc·LOCAL/REMOTE/OFFLINE 소비와 Fresh Cache CI,REL-BUILD;DEVEX-QUICK,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-012,QA36_PROJECT_WIDE_GAP,P0,Topology,Embedded JAR·External WAS·Local Facade·Remote·MSA·Static Frontend·Worker Topology Matrix,ARCH-MSA;CPF-CALL,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-013,QA36_PROJECT_WIDE_GAP,P0,Distributed Fault,Multi-instance·Lease·Fencing·Rebalance·Process Kill·Response Loss·Recovery 전수 Matrix,CPF-LOCK;TEST-FAULT,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-014,QA36_PROJECT_WIDE_GAP,P0,Security Privacy,Credential/PII/Session/CSRF/SSRF/Injection/Traversal/Archive/Download Negative Corpus,SEC-APP;SEC-PRIVACY,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-015,QA36_PROJECT_WIDE_GAP,P0,Documentation Truth,README·9개 Guide·OpenAPI·JavaDoc 명령/경로/기능을 latest Source와 자동 대조,DOC-PRODUCT,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-016,QA36_PROJECT_WIDE_GAP,P0,JavaDoc Comments,Public API/SPI·Service/Controller·복구/동시성/보안 Logic의 실질적 한글 JavaDoc/주석 Coverage,DEVEX-COMMENT,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-017,QA36_PROJECT_WIDE_GAP,P0,CI Required Status,Push/PR마다 deterministic source gate와 환경별 runtime gate를 실행하고 Required Status로 차단,REL-BUILD;TEST-EVIDENCE,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-018,QA36_PROJECT_WIDE_GAP,P0,Environment Manifest,Java/Gradle/Node/npm/Browser/DB/Kafka/WAS/OS/Tool version과 sanitized fixture를 Repository 정본화,TEST-EVIDENCE,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-019,QA36_PROJECT_WIDE_GAP,P0,Supply Chain,명시적 Final Artifact Catalog와 CycloneDX/ORT/Syft/Grype/Signature/License obligation,REL-BUILD;REL-DEPLOY,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-020,QA36_PROJECT_WIDE_GAP,P0,Hygiene,Root·Module 전역의 Dead Code·빈 폴더·Stale Evidence·Generated Drift·Secret 후보와 Delete Manifest,RULE-QUALITY,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-021,QA36_PROJECT_WIDE_GAP,P0,ADM Superset,44개 화면·87 Capability 최소선과 CPF 고급 Recovery/Approval/Fencing을 Online·Batch 통합 Workflow로 완성,ADM-UX;ADM-BATCH;ADM-TIMELINE,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-022,QA36_PROJECT_WIDE_GAP,P0,EDU Complete,Canonical 162와 전체 Public API/SPI를 cpf-reference 정상·오류·복구·운영 예제와 ADM/Evidence로 연결,SAMPLE-REF;SAMPLE-EDU,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-023,QA36_PROJECT_WIDE_GAP,P0,Generator Lifecycle,임의 Domain create→DB→build→runtime→ADM→remove→regenerate parity·사용자 영역 보호,ONBOARD-DOMAIN;DEVEX-CODEGEN,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-024,QA36_PROJECT_WIDE_GAP,P1,BZA Boundary,BZA 선택 기능의 조직·결재·채번·Customization과 ADM/Platform 제어 경계,BZA-BUSINESS;BZA-APPROVAL,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-025,QA36_PROJECT_WIDE_GAP,P1,Gateway Boundary,Gateway 선택 Runtime의 install/enable/disable/upgrade/rollback과 내부 호출 비경유,GWY-ENTRY;ARCH-MSA,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-026,QA36_PROJECT_WIDE_GAP,P0,3DB Runtime,MariaDB·PostgreSQL·Oracle install→upgrade→rollback→reapply→query→drift→backup/restore,DB-MULTI-VENDOR;DB-BACKUP,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-027,QA36_PROJECT_WIDE_GAP,P0,Batch Types,일반·Scheduled·On-demand·Center-Cut·File/Event·Remote Partition·Recovery·Migration 유형별 Runtime/ADM/EDU,BAT-CORE;CENTER-CORE,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-028,QA36_PROJECT_WIDE_GAP,P0,Notification Incident,Rule·Threshold·Receiver·Channel·Retry/DLQ·Escalation·Incident·Maintenance·Audit lifecycle,OPS-ALERT;OPS-INCIDENT,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-029,QA36_PROJECT_WIDE_GAP,P0,Evidence Semantics,Exit 0/파일 존재가 아니라 Requirement별 필수 Scenario·Artifact·Assertion을 검사하는 Verifier,TEST-EVIDENCE,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
QA36-GAP-030,QA36_PROJECT_WIDE_GAP,P0,Final GA Gate,Source 완료 후 사용자 Push exact SHA fresh clone에서 16개 Product Gate와 미검증 0을 확인,ARCH-MISSION;REL-BUILD;REQ-REVIEW,QA36 전수검사에서 확정,작업 전 리뷰에서 단일 Owner 확정,실제 Product Consumer 전수 Mapping,Source·Consumer·정상·오류·부분실패·보안·운영·Test·Evidence가 latest exact SHA에서 닫힘,QA36 canonical scenario와 module/runtime matrix,기존 성공 기능과 Public compatibility 보호,미구현,미검증,Project-wide Closure
