record_key,record_type,record_id,development_status,verification_status,owner_module,source_paths,test_paths,evidence_path,related_defects,notes
REQUIREMENT:QA33-REQ-102,REQUIREMENT,QA33-REQ-102,완료,미검증,repository-wide,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-102,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-103,REQUIREMENT,QA33-REQ-103,완료,미검증,repository-wide,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-103,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-104,REQUIREMENT,QA33-REQ-104,완료,미검증,repository-wide,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-104,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-105,REQUIREMENT,QA33-REQ-105,완료,미검증,repository-wide,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-105,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-106,REQUIREMENT,QA33-REQ-106,완료,미검증,CycloneDX,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-106,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-107,REQUIREMENT,QA33-REQ-107,완료,미검증,repository-wide,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1;cpf-tools/scripts/verify-cpf-qa33-all.ps1,cpf-tools/scripts/verify-cpf-qa33-source-integrity.py;cpf-tools/scripts/verify-cpf-qa33-result-coverage.py,,QA33-DF-107,QA33 fail-closed 검증 Runner와 Negative Gate 구현 완료. 실제 clean exact-SHA 실행 결과는 verification_status=미검증으로 분리.
REQUIREMENT:QA33-REQ-108,REQUIREMENT,QA33-REQ-108,완료,미검증,repository-wide,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1;cpf-tools/scripts/prepare-cpf-qa33-frontend.ps1,cpf-tools/scripts/verify-cpf-qa33-source-integrity.py,,QA33-DF-108,QA33 fail-closed 검증 Runner와 Negative Gate 구현 완료. 실제 clean exact-SHA 실행 결과는 verification_status=미검증으로 분리.
REQUIREMENT:QA33-REQ-109,REQUIREMENT,QA33-REQ-109,완료,미검증,repository-wide,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1;cpf-tools/scripts/verify-cpf-db-vendor-semantic-parity.py,cpf-tools/scripts/verify-cpf-db-vendor-semantic-parity.py,,QA33-DF-109,QA33 fail-closed 검증 Runner와 Negative Gate 구현 완료. 실제 clean exact-SHA 실행 결과는 verification_status=미검증으로 분리.
REQUIREMENT:QA33-REQ-110,REQUIREMENT,QA33-REQ-110,완료,미검증,repository-wide,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1;cpf-tools/scripts/verify-cpf-qa33-batch-control-plane.py,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedgerTest.java;cpf-starters/messaging-kafka/src/test/java/com/cpf/starter/kafka/KafkaCpfBrokerClientTest.java,,QA33-DF-110,QA33 fail-closed 검증 Runner와 Negative Gate 구현 완료. 실제 clean exact-SHA 실행 결과는 verification_status=미검증으로 분리.
REQUIREMENT:QA33-REQ-111,REQUIREMENT,QA33-REQ-111,완료,미검증,pwsh -NoProfile -File cpf-tools,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1;cpf-tools/scripts/verify-cpf-qa33-all.ps1,cpf-gateway/src/test/java/com/cpf/gateway/scg/CpfGatewayRecoverySpoolTest.java;cpf-batch/control-server/src/test/java/com/cpf/batch/control/deploy/RuntimeLifecycleSecurityTest.java,,QA33-DF-111,QA33 fail-closed 검증 Runner와 Negative Gate 구현 완료. 실제 clean exact-SHA 실행 결과는 verification_status=미검증으로 분리.
REQUIREMENT:QA33-REQ-112,REQUIREMENT,QA33-REQ-112,완료,미검증,pwsh -NoProfile -File cpf-tools,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts;cpf-tools/scripts/verify-cpf-qa33-runtime.ps1,cpf-tools/scripts/verify-cpf-qa33-source-integrity.py,,QA33-DF-112,QA33 fail-closed 검증 Runner와 Negative Gate 구현 완료. 실제 clean exact-SHA 실행 결과는 verification_status=미검증으로 분리.
REQUIREMENT:QA33-REQ-113,REQUIREMENT,QA33-REQ-113,완료,미검증,python cpf-tools,cpf-tools/scripts/verify-cpf-qa33-result-coverage.py;cpf-tools/scripts/verify-cpf-qa33-all.ps1,cpf-docs/evidence/fixtures/CPF_QA32_REQUIREMENT_EVIDENCE_INVALID_SHA.json;cpf-tools/scripts/verify-cpf-qa33-result-coverage.py,,QA33-DF-113,QA33 fail-closed 검증 Runner와 Negative Gate 구현 완료. 실제 clean exact-SHA 실행 결과는 verification_status=미검증으로 분리.
REQUIREMENT:QA33-REQ-114,REQUIREMENT,QA33-REQ-114,완료,미검증,repository-wide,cpf-docs/work/current/CPF_20260731_QA33_DEVELOPMENT_COMPLETION_REPORT.md;cpf-tools/scripts/verify-cpf-qa33-result-coverage.py,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-115,REQUIREMENT,QA33-REQ-115,완료,미검증,repository-wide,cpf-docs/work/current/CPF_20260731_QA33_DEVELOPMENT_COMPLETION_REPORT.md;cpf-tools/scripts/verify-cpf-qa33-result-coverage.py,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-116,REQUIREMENT,QA33-REQ-116,완료,미검증,repository-wide,cpf-docs/quality/CPF_20260731_QA33_RESULT_MATRIX.csv;cpf-docs/quality/CPF_20260731_QA33_UNRESOLVED_REGISTER.csv,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-117,REQUIREMENT,QA33-REQ-117,완료,미검증,repository-wide,settings.gradle;build.gradle;cpf-tools/scripts/verify-cpf-qa33-runtime.ps1;cpf-tools/scripts/verify-cpf-qa33-all.ps1,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1;cpf-tools/scripts/verify-cpf-qa33-all.ps1,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,"REQUIREMENT: Source, fail-closed gate, negative self-test/runtime runner implementation complete. Exact-SHA Java25/DB/Kafka/Browser/SBOM runtime verification remains unverified."
REQUIREMENT:QA33-REQ-118,REQUIREMENT,QA33-REQ-118,완료,미검증,repository-wide,settings.gradle;build.gradle;cpf-tools/build/platform-bom/build.gradle;cpf-tools/build/gradle-plugin/build.gradle,cpf-tools/build/gradle-plugin/src/test/java/com/cpf/gradle/CpfPlatformConventionPluginTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-119,REQUIREMENT,QA33-REQ-119,완료,미검증,repository-wide,build.gradle;cpf-tools/scripts/verify-cpf-supply-chain.py;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-tools/scripts/verify-cpf-supply-chain.py;cpf-tools/scripts/verify-cpf-qa33-runtime.ps1,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,"REQUIREMENT: Source, fail-closed gate, negative self-test/runtime runner implementation complete. Exact-SHA Java25/DB/Kafka/Browser/SBOM runtime verification remains unverified."
REQUIREMENT:QA33-REQ-120,REQUIREMENT,QA33-REQ-120,부분 구현,미검증,repository-wide,cpf-admin/frontend/package-lock.json;cpf-biz-admin/frontend/package-lock.json;cpf-admin/frontend/src/generated/.cpf-openapi-source.json;cpf-biz-admin/frontend/src/generated/.cpf-openapi-source.json;cpf-tools/scripts/verify-cpf-qa33-frontend-closure.py,cpf-admin/frontend/e2e/route-quality.spec.ts;cpf-biz-admin/frontend/e2e/route-quality.spec.ts;cpf-tools/scripts/verify-cpf-qa33-frontend-closure.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,"Node/npm exact contract, exact lock candidate, Generated Client SHA marker는 연결됨. Production bundle hash와 Chromium/Firefox/WebKit exact-SHA evidence는 미실행."
REQUIREMENT:QA33-REQ-121,REQUIREMENT,QA33-REQ-121,완료,미검증,repository-wide,cpf-admin/frontend/e2e/route-quality.spec.ts;cpf-biz-admin/frontend/e2e/route-quality.spec.ts;cpf-tools/scripts/prepare-cpf-qa33-frontend.ps1;cpf-tools/scripts/verify-cpf-qa33-runtime.ps1,cpf-tools/scripts/verify-cpf-qa33-frontend-closure.py;cpf-admin/frontend/e2e/route-quality.spec.ts;cpf-biz-admin/frontend/e2e/route-quality.spec.ts,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,ADM/BZA route-quality E2E와 Chromium·Firefox·WebKit fail-closed Runner 개발 완료. 실제 Browser exact-SHA 실행 Evidence는 미검증.
REQUIREMENT:QA33-REQ-122,REQUIREMENT,QA33-REQ-122,완료,미검증,repository-wide,cpf-starters/security/src/main/java/com/cpf/starter/security/CpfServerSessionSecurityAutoConfiguration.java;cpf-starters/security/src/main/java/com/cpf/starter/security/JdbcCpfBffCredentialVault.java,cpf-starters/security/src/test/java/com/cpf/starter/security/CpfCredentialCipherTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-123,REQUIREMENT,QA33-REQ-123,완료,미검증,repository-wide,cpf-starters/security/src/main/java/com/cpf/starter/security/CpfServerSessionSecurityAutoConfiguration.java;cpf-starters/security/src/main/java/com/cpf/starter/security/JdbcCpfBffCredentialVault.java;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-starters/security/src/test/java/com/cpf/starter/security/CpfBffCredentialResponseAdviceTest.java;cpf-starters/security/src/test/java/com/cpf/starter/security/CpfBffConcurrentSessionControllerTest.java;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,"REQUIREMENT: Source, fail-closed gate, negative self-test/runtime runner implementation complete. Exact-SHA Java25/DB/Kafka/Browser/SBOM runtime verification remains unverified."
REQUIREMENT:QA33-REQ-124,REQUIREMENT,QA33-REQ-124,완료,미검증,repository-wide,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java;cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java,cpf-gateway/src/test/java/com/cpf/gateway/scg/CpfScgTargetResolverTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-125,REQUIREMENT,QA33-REQ-125,완료,미검증,repository-wide,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java;cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfGatewayLedgerCompletionFilter.java;cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfGatewayLedgerRecoverySpool.java;cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfGatewayAuditRecoverySpool.java,cpf-gateway/src/test/java/com/cpf/gateway/scg/CpfScgTargetResolverTest.java;cpf-gateway/src/test/java/com/cpf/gateway/scg/CpfGatewayRecoverySpoolTest.java,,,V3 Owner Source·Consumer·Negative Test·정적 Gate 반영 완료. exact-SHA Runtime 검증은 verification_status에서 별도 추적.
REQUIREMENT:QA33-REQ-126,REQUIREMENT,QA33-REQ-126,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfSpringBatchExecutionControl.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchExecutionPlan.java,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-127,REQUIREMENT,QA33-REQ-127,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfSpringBatchExecutionControl.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchExecutionPlan.java,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-128,REQUIREMENT,QA33-REQ-128,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedger.java;cpf-starters/messaging-kafka/src/main/java/com/cpf/starter/kafka/KafkaCpfBrokerClient.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedgerTest.java;cpf-starters/messaging-kafka/src/test/java/com/cpf/starter/kafka/KafkaCpfBrokerClientTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-129,REQUIREMENT,QA33-REQ-129,완료,미검증,repository-wide,cpf-batch/scheduler/src/main/java/com/cpf/batch/scheduler/SchedulerDispatchService.java;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V88__scheduler_durable_launch_outbox.sql,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-130,REQUIREMENT,QA33-REQ-130,완료,미검증,repository-wide,cpf-tools/db/canonical/platform-schema.json;cpf-tools/scripts/verify-cpf-db-vendor-semantic-parity.py;cpf-tools/db/vendor/mariadb/migration/flyway/checksums.sha256;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/checksums.sha256;cpf-tools/db/vendor/oracle/migration/flyway/batDB/checksums.sha256,cpf-tools/scripts/verify-cpf-db-vendor-semantic-parity.py;cpf-tools/scripts/verify-cpf-qa33-batch-control-plane.py,,,V3 Owner Source·Consumer·Negative Test·정적 Gate 반영 완료. exact-SHA Runtime 검증은 verification_status에서 별도 추적.
REQUIREMENT:QA33-REQ-131,REQUIREMENT,QA33-REQ-131,완료,미검증,repository-wide,cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/DeploymentEngine.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/DeploymentExecutionRepository.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/DeploymentCellLock.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/DeploymentRecoveryController.java,cpf-batch/control-server/src/test/java/com/cpf/batch/control/deploy/DeploymentEngineStateMachineTest.java;cpf-batch/control-server/src/test/java/com/cpf/batch/control/deploy/DeploymentExecutionRepositoryIdempotencyTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,V3 Owner Source·Consumer·Negative Test·정적 Gate 반영 완료. exact-SHA Runtime 검증은 verification_status에서 별도 추적.
REQUIREMENT:QA33-REQ-132,REQUIREMENT,QA33-REQ-132,완료,미검증,repository-wide,cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/internal/ArtifactVerifier.java;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/internal/ArtifactStateStore.java;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/internal/ArtifactInstaller.java;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/AgentProperties.java,cpf-batch/host-agent/src/test/java/com/cpf/batch/agent/internal/ArtifactInstallerSecurityTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,V3 Owner Source·Consumer·Negative Test·정적 Gate 반영 완료. exact-SHA Runtime 검증은 verification_status에서 별도 추적.
REQUIREMENT:QA33-REQ-133,REQUIREMENT,QA33-REQ-133,완료,미검증,repository-wide,cpf-core/src/main/java/com/cpf/core/api/archive/CpfArchiveEntry.java;cpf-core/src/main/java/com/cpf/core/common/archive/LocalCpfArchiveService.java;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-core/src/test/java/com/cpf/core/common/archive/LocalCpfArchiveServiceStreamingTest.java;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,"REQUIREMENT: Source, fail-closed gate, negative self-test/runtime runner implementation complete. Exact-SHA Java25/DB/Kafka/Browser/SBOM runtime verification remains unverified."
REQUIREMENT:QA33-REQ-134,REQUIREMENT,QA33-REQ-134,완료,미검증,repository-wide,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-135,REQUIREMENT,QA33-REQ-135,완료,미검증,repository-wide,cpf-tools/config/qa33-repository-closure-policy.json;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py;cpf-tools/scripts/verify-cpf-qa33-runtime.ps1,cpf-tools/scripts/verify-cpf-qa33-repository-closure.py;cpf-tools/scripts/verify-cpf-qa33-runtime.ps1,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,"REQUIREMENT: Source, fail-closed gate, negative self-test/runtime runner implementation complete. Exact-SHA Java25/DB/Kafka/Browser/SBOM runtime verification remains unverified."
REQUIREMENT:QA33-REQ-136,REQUIREMENT,QA33-REQ-136,완료,미검증,repository-wide,cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/config/qa33-repository-closure-policy.json;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,"REQUIREMENT: Source, fail-closed gate, negative self-test/runtime runner implementation complete. Exact-SHA Java25/DB/Kafka/Browser/SBOM runtime verification remains unverified."
REQUIREMENT:QA33-REQ-137,REQUIREMENT,QA33-REQ-137,완료,미검증,repository-wide,cpf-tools/scripts/verify-cpf-qa33-result-coverage.py;cpf-docs/evidence/schema/CPF_QA32_EVIDENCE_INDEX_SCHEMA.json;cpf-docs/evidence/templates/CPF_QA32_REQUIREMENT_EVIDENCE_TEMPLATE.json,cpf-docs/evidence/fixtures/CPF_QA32_REQUIREMENT_EVIDENCE_INVALID_SHA.json,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
REQUIREMENT:QA33-REQ-138,REQUIREMENT,QA33-REQ-138,완료,미검증,repository-wide,.gitignore;cpf-tools/scripts/verify-cpf-qa33-source-integrity.py,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,,Source/Negative 정적 검수 완료. Java25·DB·Kafka·Browser·Agent 실제 Runtime exact-SHA 검증 전에는 전체 완료 금지.
SCENARIO:QA33-SC-0001,SCENARIO,QA33-SC-0001,완료,완료,cpf-docs,cpf-docs/work/current/CPF_20260731_QA33_DEVELOPMENT_COMPLETION_REPORT.md;cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,cpf-tools/scripts/verify-cpf-qa33-source-integrity.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-001,정적 Gate 또는 executable negative/boundary Harness 통과. Final multi-instance/exact-SHA runtime scenario는 별도 행에서 미검증.
SCENARIO:QA33-SC-0002,SCENARIO,QA33-SC-0002,완료,완료,cpf-docs,cpf-docs/work/current/CPF_20260731_QA33_DEVELOPMENT_COMPLETION_REPORT.md;cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,cpf-tools/scripts/verify-cpf-qa33-source-integrity.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-001,정적 Gate 또는 executable negative/boundary Harness 통과. Final multi-instance/exact-SHA runtime scenario는 별도 행에서 미검증.
SCENARIO:QA33-SC-0003,SCENARIO,QA33-SC-0003,완료,미검증,cpf-docs,cpf-docs/work/current/CPF_20260731_QA33_DEVELOPMENT_COMPLETION_REPORT.md;cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,cpf-tools/scripts/verify-cpf-qa33-source-integrity.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-001,개발 완료. 실제 Java25/DB/Kafka/Process/multi-instance failure-recovery exact-SHA Evidence는 미검증.
SCENARIO:QA33-SC-0004,SCENARIO,QA33-SC-0004,완료,미검증,cpf-docs,cpf-tools/scripts/verify-cpf-qa33-result-coverage.py;cpf-tools/scripts/verify-cpf-qa33-all.ps1;cpf-docs/evidence/schema/CPF_QA32_EVIDENCE_INDEX_SCHEMA.json;cpf-docs/evidence/templates/CPF_QA32_REQUIREMENT_EVIDENCE_TEMPLATE.json,cpf-docs/evidence/fixtures/CPF_QA32_REQUIREMENT_EVIDENCE_INVALID_SHA.json;cpf-tools/scripts/verify-cpf-qa33-result-coverage.py,,QA33-DF-002,QA33 fail-closed 검증 Runner와 Negative Gate 구현 완료. 실제 clean exact-SHA 실행 결과는 verification_status=미검증으로 분리.
SCENARIO:QA33-SC-0005,SCENARIO,QA33-SC-0005,완료,미검증,cpf-docs,cpf-tools/scripts/verify-cpf-qa33-result-coverage.py;cpf-tools/scripts/verify-cpf-qa33-all.ps1;cpf-docs/evidence/schema/CPF_QA32_EVIDENCE_INDEX_SCHEMA.json;cpf-docs/evidence/templates/CPF_QA32_REQUIREMENT_EVIDENCE_TEMPLATE.json,cpf-docs/evidence/fixtures/CPF_QA32_REQUIREMENT_EVIDENCE_INVALID_SHA.json;cpf-tools/scripts/verify-cpf-qa33-result-coverage.py,,QA33-DF-002,QA33 fail-closed 검증 Runner와 Negative Gate 구현 완료. 실제 clean exact-SHA 실행 결과는 verification_status=미검증으로 분리.
SCENARIO:QA33-SC-0006,SCENARIO,QA33-SC-0006,완료,미검증,cpf-docs,cpf-tools/scripts/verify-cpf-qa33-result-coverage.py;cpf-tools/scripts/verify-cpf-qa33-all.ps1;cpf-docs/evidence/schema/CPF_QA32_EVIDENCE_INDEX_SCHEMA.json;cpf-docs/evidence/templates/CPF_QA32_REQUIREMENT_EVIDENCE_TEMPLATE.json,cpf-docs/evidence/fixtures/CPF_QA32_REQUIREMENT_EVIDENCE_INVALID_SHA.json;cpf-tools/scripts/verify-cpf-qa33-result-coverage.py,,QA33-DF-002,QA33 fail-closed 검증 Runner와 Negative Gate 구현 완료. 실제 clean exact-SHA 실행 결과는 verification_status=미검증으로 분리.
SCENARIO:QA33-SC-0007,SCENARIO,QA33-SC-0007,완료,완료,cpf-docs,cpf-tools/scripts/verify-cpf-qa33-result-coverage.py;cpf-docs/evidence/schema/CPF_QA32_EVIDENCE_INDEX_SCHEMA.json;cpf-docs/evidence/templates/CPF_QA32_REQUIREMENT_EVIDENCE_TEMPLATE.json,cpf-docs/evidence/fixtures/CPF_QA32_REQUIREMENT_EVIDENCE_INVALID_SHA.json,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-003,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0008,SCENARIO,QA33-SC-0008,완료,완료,cpf-docs,cpf-tools/scripts/verify-cpf-qa33-result-coverage.py;cpf-docs/evidence/schema/CPF_QA32_EVIDENCE_INDEX_SCHEMA.json;cpf-docs/evidence/templates/CPF_QA32_REQUIREMENT_EVIDENCE_TEMPLATE.json,cpf-docs/evidence/fixtures/CPF_QA32_REQUIREMENT_EVIDENCE_INVALID_SHA.json,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-003,NEGATIVE_BOUNDARY: Overlay static/contract verification completed.
