id,kind,wp,title,priority,owner,request,development_status,verification_status,source_evidence
WP04-R014,Requirement,WP04,Direct/Gateway 분리,P0,cpf-core API + cpf-gateway + cpf-admin,direct_allowed와 gateway_allowed를 별도 정책으로 관리한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/registry; cpf-tools/db/vendor/*/migration/flyway/**/V74__*; exact-SHA 실행 Evidence 필요
WP04-R015,Requirement,WP04,Default Deny,P0,cpf-core API + cpf-gateway + cpf-admin,등록 Service를 자동 외부 공개하지 않는다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/registry; cpf-tools/db/vendor/*/migration/flyway/**/V74__*; exact-SHA 실행 Evidence 필요
WP04-R016,Requirement,WP04,관리 API 금지,P0,cpf-core API + cpf-gateway + cpf-admin,ADM/BAT/Actuator/Internal Endpoint를 기본 공개 금지한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/registry; cpf-tools/db/vendor/*/migration/flyway/**/V74__*; exact-SHA 실행 Evidence 필요
WP04-R017,Requirement,WP04,환경 분리,P0,cpf-core API + cpf-gateway + cpf-admin,개발·검증·운영 Route와 Endpoint를 혼합하지 않는다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/registry; cpf-tools/db/vendor/*/migration/flyway/**/V74__*; exact-SHA 실행 Evidence 필요
WP04-R018,Requirement,WP04,CAS,P0,cpf-core API + cpf-gateway + cpf-admin,등록·수정·삭제에 expectedVersion을 적용한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/registry; cpf-tools/db/vendor/*/migration/flyway/**/V74__*; exact-SHA 실행 Evidence 필요
WP04-R019,Requirement,WP04,Preview,P0,cpf-core API + cpf-gateway + cpf-admin,"중복, 충돌, 영향 서버, 예상 Traffic, 정책 상한을 저장 전에 보여준다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/registry; cpf-tools/db/vendor/*/migration/flyway/**/V74__*; exact-SHA 실행 Evidence 필요
WP04-R020,Requirement,WP04,승인/감사,P0,cpf-core API + cpf-gateway + cpf-admin,운영 활성화·차단·삭제에 권한·사유·승인·Before/After를 적용한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/registry; cpf-tools/db/vendor/*/migration/flyway/**/V74__*; exact-SHA 실행 Evidence 필요
WP04-R021,Requirement,WP04,연동 해제,P0,cpf-core API + cpf-gateway + cpf-admin,"Stale Route, Policy, Credential Binding, Health Schedule을 함께 정리한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/registry; cpf-tools/db/vendor/*/migration/flyway/**/V74__*; exact-SHA 실행 Evidence 필요
WP04-R022,Requirement,WP04,Typed API,P0,cpf-core API + cpf-gateway + cpf-admin,Registry/Binding 응답을 Map이 아닌 Typed DTO로 제공한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/registry; cpf-tools/db/vendor/*/migration/flyway/**/V74__*; exact-SHA 실행 Evidence 필요
WP04-R023,Requirement,WP04,OpenAPI,P0,cpf-core API + cpf-gateway + cpf-admin,"코드 값, 예제, 오류, Version 충돌 계약을 제공한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/registry; cpf-tools/db/vendor/*/migration/flyway/**/V74__*; exact-SHA 실행 Evidence 필요
WP04-R024,Requirement,WP04,Generator 연계,P0,cpf-core API + cpf-gateway + cpf-admin,Generated Domain Manifest가 Service 등록 후보/Capability를 제공한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/registry; cpf-tools/db/vendor/*/migration/flyway/**/V74__*; exact-SHA 실행 Evidence 필요
WP05-R001,Requirement,WP05,Protocol 3분리,P0,cpf-gateway,"Ingress, Gateway→Target, Health Protocol을 각각 저장한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R002,Requirement,WP05,Protocol Catalog,P0,cpf-gateway,"HTTP, HTTPS, gRPC, WebSocket, SSE, 선택 TCP를 Code Catalog로 제공한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R003,Requirement,WP05,동적 Form,P0,cpf-gateway,Protocol 선택에 맞는 Host/TLS/Service/Method/Streaming/Encoding 필드를 보여준다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R004,Requirement,WP05,Group 호환성,P0,cpf-gateway,한 Group에는 동일 Protocol과 호환 Contract만 넣는다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R005,Requirement,WP05,HTTP/HTTPS,P0,cpf-gateway,"Host, Path, Method, Query, Header, Body Size, Keepalive를 지원한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R006,Requirement,WP05,gRPC,P0,cpf-gateway,"Unary/Streaming, Service/Method, Deadline, Metadata, TLS, Health를 Adapter로 지원한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R007,Requirement,WP05,WebSocket/SSE,P0,cpf-gateway,"Upgrade, Idle Timeout, Drain, Backpressure를 제공한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R008,Requirement,WP05,TCP 격리,P0,cpf-gateway,Raw TCP는 명시적 L4/Protocol Adapter로 분리한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R009,Requirement,WP05,메시징 경계,P0,cpf-gateway,Kafka/Rabbit/JMS Consumer는 Messaging Runtime이 소유한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R010,Requirement,WP05,파일 경계,P0,cpf-gateway,SFTP/File Runtime은 연계·Batch가 소유한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R011,Requirement,WP05,Protocol 변환,P0,cpf-gateway,REST→gRPC 등은 Versioned Transformation Adapter 없이는 금지한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R012,Requirement,WP05,Route Key,P0,cpf-gateway,"Host, Base Path, Pattern, Method, API Version을 Route Key로 관리한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R013,Requirement,WP05,Path Rewrite,P0,cpf-gateway,Context/Path Rewrite를 Preview/Test 가능하게 한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R014,Requirement,WP05,Header 정책,P0,cpf-gateway,전달·제거·추가·재작성 Allowlist와 Trust Header 방어를 적용한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R015,Requirement,WP05,인증 정책,P0,cpf-gateway,"JWT, mTLS, API Key, 기관 서명을 Route에 연결한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R016,Requirement,WP05,권한 정책,P0,cpf-gateway,"Permission, Scope, Channel, Organization 규칙을 Route에 연결한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R017,Requirement,WP05,Rate Limit,P0,cpf-gateway,"Route, Channel, Principal, IP 단위 Limit/Burst를 제공한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R018,Requirement,WP05,요청 제한,P0,cpf-gateway,"Header, Query, Body, Upload 최대 크기를 적용한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R019,Requirement,WP05,Timeout Budget,P0,cpf-gateway,"Connect, Response, Overall Timeout을 분리한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R020,Requirement,WP05,Retry 안전성,P0,cpf-gateway,멱등/결과 불명 계약이 있는 Route만 Retry한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R021,Requirement,WP05,Circuit/Failover,P0,cpf-gateway,Instance/Group Circuit와 Failover를 적용한다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R022,Requirement,WP05,점검/차단,P0,cpf-gateway,"Route별 Maintenance, Manual Block, 기간 차단을 제공한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R023,Requirement,WP05,TLS/mTLS,P0,cpf-gateway,"Trust, Client Cert, 만료, Rotation, SNI를 지원한다.",완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP05-R024,Requirement,WP05,충돌 Gate,P0,cpf-gateway,Host/Path/Method/Version 충돌과 Shadowing을 적용 전에 실패시킨다.,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/routing; cpf-gateway/src/main/java/com/cpf/gateway/health; exact-SHA 실행 Evidence 필요
WP06-R001,Requirement,WP06,Round Robin,P0,cpf-core service-call + cpf-gateway + Health Worker,정상 Instance를 순환 선택한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R002,Requirement,WP06,Weighted Round Robin,P0,cpf-core service-call + cpf-gateway + Health Worker,서버 성능과 Canary를 위한 Weight 분산을 제공한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R003,Requirement,WP06,Rendezvous Hash,P0,cpf-core service-call + cpf-gateway + Health Worker,서버 증감 시 Key 재배치를 최소화하는 Hash를 제공한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R004,Requirement,WP06,Priority Failover,P0,cpf-core service-call + cpf-gateway + Health Worker,Primary Group 장애 시 Secondary/DR로 전환한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R005,Requirement,WP06,Least Load,P0,cpf-core service-call + cpf-gateway + Health Worker,선택 Capability로 Active Request/EWMA 기반 정책을 제공한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R006,Requirement,WP06,정책 Select,P0,cpf-core service-call + cpf-gateway + Health Worker,Load Balance 정책은 Code Catalog Select로 제공한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R007,Requirement,WP06,Hash Key,P0,cpf-core service-call + cpf-gateway + Health Worker,Header/Path/Schema Allowlist에서 Key를 선택하고 민감 원문을 기록하지 않는다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R008,Requirement,WP06,Health URL,P0,cpf-core service-call + cpf-gateway + Health Worker,"URL, Method, 정상 코드, Body 조건, Timeout을 설정한다.",완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R009,Requirement,WP06,TCP Check,P0,cpf-core service-call + cpf-gateway + Health Worker,Application Health가 없으면 TCP Connect Check를 제공한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R010,Requirement,WP06,Ping 보조,P0,cpf-core service-call + cpf-gateway + Health Worker,ICMP Ping은 보조 신호이며 단독 Application UP 판정에 쓰지 않는다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R011,Requirement,WP06,gRPC Health,P0,cpf-core service-call + cpf-gateway + Health Worker,표준 gRPC Health를 지원한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R012,Requirement,WP06,Protocol Probe,P0,cpf-core service-call + cpf-gateway + Health Worker,SOAP/TCP/SFTP/Broker는 안전한 전용 Probe Adapter를 쓴다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R013,Requirement,WP06,CPF Health,P0,cpf-core service-call + cpf-gateway + Health Worker,"Liveness, Readiness, Version, Instance, DB, Pool, Drain을 제공한다.",완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R014,Requirement,WP06,Monitor Only,P0,cpf-core service-call + cpf-gateway + Health Worker,업무 호출 없이 상대 기관 상태만 점검하는 Target을 등록한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R015,Requirement,WP06,상태 모델,P0,cpf-core service-call + cpf-gateway + Health Worker,"UP, DEGRADED, RECOVERING, DOWN, DRAINING, MAINTENANCE, DISABLED, UNKNOWN, STALE을 구분한다.",완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R016,Requirement,WP06,임계/Hysteresis,P0,cpf-core service-call + cpf-gateway + Health Worker,"연속 실패·성공, Cooldown, 복구 임계를 설정한다.",완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R017,Requirement,WP06,Freshness,P0,cpf-core service-call + cpf-gateway + Health Worker,마지막 Probe와 수신 시각을 저장하고 STALE을 판정한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R018,Requirement,WP06,실호출 결합,P0,cpf-core service-call + cpf-gateway + Health Worker,정기 Health와 실제 호출·Circuit 결과를 Routing에 반영한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R019,Requirement,WP06,수동 상태 우선,P0,cpf-core service-call + cpf-gateway + Health Worker,Disable/Drain/Maintenance는 Health UP이어도 제외한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R020,Requirement,WP06,중복 Probe 방지,P0,cpf-core service-call + cpf-gateway + Health Worker,다중 Worker에서 Lease/Fencing으로 단일 Probe를 보장한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R021,Requirement,WP06,Jitter,P0,cpf-core service-call + cpf-gateway + Health Worker,동시 Probe 폭주를 막는다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R022,Requirement,WP06,기관 보호,P0,cpf-core service-call + cpf-gateway + Health Worker,"외부 기관별 최소 주기, Rate Limit, 점검 시간을 둔다.",완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R023,Requirement,WP06,복구 Traffic,P0,cpf-core service-call + cpf-gateway + Health Worker,복구 후 연속 성공과 Canary를 거쳐 UP 편입한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R024,Requirement,WP06,상태 이력,P0,cpf-core service-call + cpf-gateway + Health Worker,"상태 전이, 원인, 자동/수동 조치를 Timeline/Audit에 저장한다.",완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP06-R025,Requirement,WP06,Canary 편입,P0,cpf-core service-call + cpf-gateway + Health Worker,신규 Instance를 낮은 Weight로 편입하고 오류율 기준으로 확대/중단한다.,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/gateway; cpf-admin/frontend/src/features/gateway-operations; exact-SHA 실행 Evidence 필요
WP07-R001,Requirement,WP07,직접 연결시험,P0,cpf-gateway + cpf-admin,"Gateway Runtime에서 DNS, Ping, TCP, TLS, Protocol, Health를 단계별 시험한다.",완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R002,Requirement,WP07,Gateway 경유 E2E,P0,cpf-gateway + cpf-admin,실제 Gateway URL과 Route 정책으로 Target까지 종단 간 시험한다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R003,Requirement,WP07,ADM 직접 호출 금지,P0,cpf-gateway + cpf-admin,ADM이 Target을 직접 호출해 Gateway 성공으로 위장하지 않는다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R004,Requirement,WP07,Gateway 선택,P0,cpf-gateway + cpf-admin,특정/전체 Gateway Instance에서 시험한다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R005,Requirement,WP07,전체 Instance 시험,P0,cpf-gateway + cpf-admin,Group의 모든 Instance를 개별 시험하고 부분 실패를 표시한다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R006,Requirement,WP07,정책 시험,P0,cpf-gateway + cpf-admin,"Round Robin, Weight, Hash, Failover 선택 분포를 반복 호출로 검증한다.",완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R007,Requirement,WP07,안전 Operation,P0,cpf-gateway + cpf-admin,Health 또는 무부작용 Test API를 기본 사용한다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R008,Requirement,WP07,업무 Test 통제,P0,cpf-gateway + cpf-admin,"변경 API는 테스트 데이터, 멱등키, 승인, 보상 확인을 요구한다.",완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R009,Requirement,WP07,단계별 결과,P0,cpf-gateway + cpf-admin,DNS→TCP→TLS→Auth→Route→Target→Response 시간과 실패 단계를 표시한다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R010,Requirement,WP07,Trace 연결,P0,cpf-gateway + cpf-admin,Test 결과에 transactionId/traceId/operationId를 부여한다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R011,Requirement,WP07,설정 변경 만료,P0,cpf-gateway + cpf-admin,설정 변경 후 과거 성공을 STALE 처리한다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R012,Requirement,WP07,적용 후 재검증,P0,cpf-gateway + cpf-admin,Route/Policy 적용 후 Gateway 경유 Test를 실행한다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R013,Requirement,WP07,Dashboard,P0,cpf-gateway + cpf-admin,"Service, Group, Instance, Route, 상태, Traffic, 오류, 지연을 요약한다.",완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R014,Requirement,WP07,KPI,P0,cpf-gateway + cpf-admin,"요청량, 성공률, 오류율, P50/P95/P99, Circuit, 미검증, 인증서 만료를 표시한다.",완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R015,Requirement,WP07,Drill-down,P0,cpf-gateway + cpf-admin,"경고에서 서버, Route, 로그, Test, 조치로 이동한다.",완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R016,Requirement,WP07,실시간 Push,P0,cpf-gateway + cpf-admin,상태 변경을 SSE/WebSocket으로 증분 전송한다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R017,Requirement,WP07,Polling Fallback,P0,cpf-gateway + cpf-admin,Push 실패 시 제한 Polling과 연결 상태를 표시한다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R018,Requirement,WP07,재연결,P0,cpf-gateway + cpf-admin,Last Event ID와 중복 제거를 지원한다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R019,Requirement,WP07,신선도 UI,P0,cpf-gateway + cpf-admin,"Probe 시각, 서버 수신, 화면 수신을 구분한다.",완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R020,Requirement,WP07,대량 성능,P0,cpf-gateway + cpf-admin,"수천 Instance에서 Virtualization, Server Paging, 증분 집계를 사용한다.",완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R021,Requirement,WP07,Dashboard 권한,P0,cpf-gateway + cpf-admin,환경·Domain·Route Scope를 적용한다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP07-R022,Requirement,WP07,장애 격리,P0,cpf-gateway + cpf-admin,Push 실패가 원 거래/Health Probe를 오염시키지 않는다.,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/logging; cpf-admin/src/main/java/com/cpf/admin/opr/runtime; cpf-gateway/src/main/java/com/cpf/gateway/runtime; exact-SHA 실행 Evidence 필요
WP08-R001,Requirement,WP08,Gateway 거래 원장,P0,cpf-core logging + cpf-gateway + cpf-admin,성공·실패·차단·Timeout 거래를 DB 정형 원장에 기록한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R002,Requirement,WP08,Attempt 원장,P0,cpf-core logging + cpf-gateway + cpf-admin,Retry/Failover의 Target 선택과 각 결과를 별도 Attempt로 저장한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R003,Requirement,WP08,IN 구간,P0,cpf-core logging + cpf-gateway + cpf-admin,"Channel, Source, Client IP/Port, Host, Method, Path, Protocol, TLS를 저장한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R004,Requirement,WP08,Gateway 구간,P0,cpf-core logging + cpf-gateway + cpf-admin,"Gateway Instance, Route ID/Version, Auth, Rate Limit, Rewrite, 처리시간을 저장한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R005,Requirement,WP08,OUT 구간,P0,cpf-core logging + cpf-gateway + cpf-admin,"Target Service, Endpoint, Group, Instance, Host/Port, Protocol, Connect/Response 시간을 저장한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
