defect_id,priority,classification,status,area,source_or_command,finding,impact,root_cause,required_fix,acceptance_gate,baseline_sha,qa32_completion_effect
QA33-DF-038,P1,SOURCE_CONFIRMED,미검증,CSRF,CpfBffCsrfFilter,prefix matcher와 token 비교만 있고 Origin/Referer 검증과 route inventory가 없다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,모든 mutation route inventory와 trusted origin 정책을 적용한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-039,P0,EXACT_SOURCE_RECHECK,재확인 필요,Authentication,ADM/BZA SecurityFilterChain,"Session fixation 보호, old session invalidation, 동시 session 정책을 exact Source에서 확인해야 한다.",Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,Spring Security sessionManagement와 explicit rotation을 검증한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-040,P0,EXACT_SOURCE_RECHECK,재확인 필요,Authorization,ADM/BZA auth/session,역할 변경·강제 로그아웃 시 기존 Session 재검증/폐기 연결이 미확인이다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,permission version/session epoch와 distributed invalidation을 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-041,P1,SOURCE_CONFIRMED,미검증,Session Readiness,CpfSessionReadinessVerifier,DataSource connection만 확인하고 Session table/index/schema/serialization을 확인하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,schema metadata와 create/read/delete smoke를 fail-closed로 수행한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-042,P1,EXACT_SOURCE_RECHECK,재확인 필요,Security Headers,ADM/BZA SecurityFilterChain,CSP/HSTS/frame/referrer/cache/mime 정책이 미확인이다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,특권 운영화면 공통 security header policy와 Browser negative test를 추가한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-043,P0,SOURCE_CONFIRMED,실패,Batch Idempotency,JdbcBatchExecutionControlPlaneAdapter.reserve,idempotency_key가 전역이며 기존 실행 재사용 시 job/definition/approval/plan/parameter 일치를 검증하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,scope와 canonical request hash를 저장하고 mismatch replay를 409/fail-closed한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-044,P0,SOURCE_CONFIRMED,실패,Batch Fencing,JdbcBatchExecutionControlPlaneAdapter.assertCurrent,해당 실행 행의 token만 비교하고 Job/Lease 최신 token을 확인하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,최신 epoch/lease 원장과 모든 side effect 직전·commit 직전 원자 비교한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-045,P0,SOURCE_CONFIRMED,실패,Batch Unknown Result,CpfSpringBatchExecutionControl.start,reserve 후 JobOperator.start/bind 실패를 UNKNOWN_RESULT로 기록하거나 대사하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,start 전후 상태기계와 response-loss reconciliation을 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-046,P0,SOURCE_CONFIRMED,실패,Batch Link,JdbcBatchExecutionControlPlaneAdapter.bind,duplicate 경로가 일부 column만 갱신하고 control update row count를 확인하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,Vendor별 원자 upsert와 complete field/fence consistency를 보장한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-047,P1,SOURCE_CONFIRMED,미검증,Batch Job Identity,CpfBatchJobFactory,job name은 planId/version만 사용하고 checksum은 cache key에만 있다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,immutable definition identity를 Job name/parameter/repository에 일관되게 반영한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-048,P1,SOURCE_CONFIRMED,미검증,Batch Memory,CpfBatchJobFactory.cache,동적 Job cache가 size/eviction 없이 누적된다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,bounded cache/registry lifecycle과 active execution-safe eviction을 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-049,P0,SOURCE_CONFIRMED,실패,Batch Integrity,BatchExecutionPlan,checksum 형식만 확인하고 canonical plan 내용과 일치 여부를 계산하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,canonical serialization digest를 승인·로드·실행 시 재계산한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-050,P1,SOURCE_CONFIRMED,미검증,Batch Contract,BatchStepDefinition.parameters,parameter map의 key/type/count/depth/value size 제한이 없다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,허용 schema와 total size/depth/count 상한을 정의한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-051,P1,SOURCE_CONFIRMED,미검증,Batch Contract,BatchStepDefinition.partitionCount,0/음수를 오류 없이 1로 보정한다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,invalid value를 fail-closed하고 default와 입력 오류를 구분한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-052,P0,SOURCE_CONFIRMED,실패,Batch Result Semantics,CpfBatchTasklet;CpfBatchJobFactory,STOPPED/RETRYABLE_FAILURE가 예외로 변환되지만 retry/stop 정책이 Step에 연결되지 않았다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,Spring Batch ExitStatus/BatchStatus/fault-tolerant retry/stop semantics를 표준 API로 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-053,P0,SOURCE_CONFIRMED,실패,Batch Audit Isolation,CpfBatchExecutionListener,Ledger/Fencing 실패가 listener에서 Job/Step 생명주기를 오염시킬 수 있다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,보안 fail-closed와 비오염 관측 기록을 transaction/outbox로 분리한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-054,P0,SOURCE_CONFIRMED,실패,Batch Sensitive Data,SpringBatchWorkerStepHandler,shell stdout/stderr 원문을 ExecutionContext에 저장한다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,bounded sanitized log artifact reference만 저장하고 원문 DB 저장을 금지한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-055,P0,SOURCE_CONFIRMED,실패,Batch Approved Definition,SpringBatchWorkerStepHandler.definition,승인 원본 대신 synthetic definition과 zero checksum/default operator/reason을 만든다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,immutable approved definition snapshot을 그대로 전달하고 fallback을 제거한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-056,P1,SOURCE_CONFIRMED,미검증,Batch Remote Chunk,CpfBatchRemoteWorkerConfiguration,side effect가 ItemProcessor에 있고 ItemWriter가 비어 있다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,writer 또는 명시적 idempotent transaction boundary로 이동한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-057,P1,SOURCE_CONFIRMED,미검증,Batch Resource Policy,CpfBatchTasklet;ResourcePolicy,timeout/cancellation/resource policy의 실제 강제 경로가 없다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,executor별 timeout/cancel/process kill/cleanup을 적용한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-058,P1,EXACT_SOURCE_RECHECK,재확인 필요,Batch Consumer Migration,cpf-batch/**;cpf-admin/**,삭제 Manifest 외 Legacy Repository/Dispatcher/Route/Table Consumer 잔존 여부가 미확인이다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,Import/Bean/Route/SQL/Table/UI call graph에서 Legacy 0을 증명한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-059,P0,SOURCE_CONFIRMED,실패,Remote Topology,CpfBatchExecutionAutoConfiguration,Kafka가 없어도 remote channel을 in-memory로 생성해 remote topology가 같은 JVM으로 fallback한다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,Product remote topology는 승인 transport가 없으면 fail-closed하고 test adapter를 분리한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-060,P0,SOURCE_CONFIRMED,실패,Kafka Multi-instance,CpfBatchKafkaManagerListener,모든 Manager가 동일 reply group을 공유하지만 reply queue는 인스턴스 로컬이다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,instance-safe reply routing 또는 shared persistent correlation store를 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-061,P0,SOURCE_CONFIRMED,실패,Kafka Idempotency,CpfBatchRemoteCodec,serialize마다 새 UUID messageId를 생성해 retry dedupe가 불가능하다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,execution/step/chunk 기반 stable message identity와 attempt number를 사용한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-062,P0,SOURCE_CONFIRMED,실패,Kafka Contract,CpfBatchRemoteCodec,"schema version, producer/env binding, TTL, size/depth 제한이 없다.",Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,"versioned envelope/schema, max bytes/depth, TTL, producer/tenant/environment binding을 검증한다.",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-063,P1,SOURCE_CONFIRMED,미검증,Kafka Routing,CpfBatchKafkaInboundBridge,ChunkRequest 외 payload를 모두 step request로 보낸다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,topic/direction별 exact payload type matrix를 강제한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-064,P0,EXACT_SOURCE_RECHECK,재확인 필요,Kafka Delivery,Kafka listeners/config,"manual ack, transaction, retry topic, DLT, idempotency ledger가 미확인이다.",Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,at-least-once+idempotency의 ack/side effect/DLT 상태기계를 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-065,P1,SOURCE_CONFIRMED,미검증,Kafka Backpressure,QueueChannel;DirectChannel,channel capacity/backpressure/overflow policy가 없다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,bounded channel 또는 broker-native correlation과 overload policy를 적용한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-066,P1,SOURCE_CONFIRMED,미검증,Kafka Blocking,CpfKafkaOutboundMessageChannel,Kafka ACK를 caller thread에서 blocking get하고 예외 taxonomy를 축약한다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,time budget/interrupt/late ACK/unknown result taxonomy와 isolated execution을 적용한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-067,P0,SOURCE_CONFIRMED,실패,Scheduler Transaction,SchedulerDispatchService.fire,Scheduler DB transaction 안에서 JobOperator.start 후 trigger mark/advance를 수행한다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,outbox/command state machine으로 trigger claim과 Job start response를 분리하고 reconcile한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-068,P1,SOURCE_CONFIRMED,미검증,Scheduler Ownership,DbSchedulerPrimaryConfiguration;SchedulerDispatchService,db-scheduler가 1초 recurring poller이고 기존 due table state machine이 Primary로 남아 ownership이 모호하다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,db-scheduler와 CPF schedule registry의 Owner/lease/state boundary를 ADR와 Source에 일치시킨다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-069,P1,SOURCE_CONFIRMED,미검증,Scheduler Misfire,SchedulerDispatchService,backlog batch size/rate limit/catch-up bound가 없다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,"misfire policy, dispatch batch size, rate limit, catch-up bound를 구현한다.",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-070,P1,EXACT_SOURCE_RECHECK,재확인 필요,Scheduler Multi-instance,SchedulerCoordinator;db-scheduler,CPF leader lease와 db-scheduler cluster lock 상호작용이 미검증이다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,"2~5 instance, clock skew, DB pause, leader kill에서 trigger 정확성을 검증한다.",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-071,P0,SOURCE_CONFIRMED,실패,Gateway Retry,CpfScgPrimaryHandler,요청마다 Retry를 생성하고 same ServerRequest를 재사용해 one-shot body replay가 안전하지 않다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,SCG 표준 filter/policy와 replay-safe body hash/buffer/idempotency 조건을 적용한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-072,P0,SOURCE_CONFIRMED,실패,Gateway Trust Boundary,CpfScgPrimaryHandler.headers,Authorization 외 client header 대부분을 trusted context로 사용한다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,inbound allowlist와 trusted proxy/header overwrite 정책을 적용한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-073,P0,SOURCE_CONFIRMED,실패,Gateway Completion,CpfGatewayLedgerCompletionFilter,Servlet async/stream lifecycle을 감지하지 않고 chain 반환 시 complete한다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,AsyncListener/SCG completion hook으로 실제 write 종료·disconnect를 기록한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-074,P0,SOURCE_CONFIRMED,실패,Gateway Isolation,CpfScgPrimaryHandler;CpfGatewayLedgerCompletionFilter,Audit/Ledger 저장 실패가 원 요청/응답을 오염시킬 수 있다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,필수 보안 판단과 비오염 관측 기록을 outbox/분리 transaction으로 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-075,P1,SOURCE_CONFIRMED,미검증,Gateway SSRF,CpfScgTargetResolver,baseUrl+path+rawQuery를 문자열 결합하고 host/CIDR/DNS/canonical path 경계가 약하다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,"canonical URI builder, host/port/CIDR/service allowlist, redirect/DNS 정책을 적용한다.",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
