requirement_id,source_type,origin,priority,area,title,root_cause_cluster,development_status,verification_status,source_paths,consumer_paths,test_paths,evidence_paths,source_sha,result_sha,notes
QA35-REQ-001,QA,QA35_V2_ACTIVE,P0,Truth Reset,latest exact SHA 기준으로 QA34 20건을 실제 Source와 실행 결과로 재판정하고 Frontend 모순 항목은 개발 완료를 취소한다.,truth-reset,완료,미검증,cpf-tools/scripts/verify-cpf-requirement-traceability.py;cpf-tools/scripts/verify-cpf-legacy-continuity.py;cpf-docs/quality/CPF_20260801_01_LEGACY_CONTINUITY_MAPPING.csv,cpf-tools/verification/20260801_01/cpf-final-verification-plan.json;.github/workflows/cpf-final-source-gates.yml;cpf-docs/work/handover/CPF_20260801_01_DEVELOPMENT_HANDOVER.md,cpf-tools/scripts/tests/test_verify_cpf_requirement_traceability.py;cpf-tools/scripts/tests/test_verify_cpf_legacy_continuity.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=TRACE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-002,QA,QA35_V2_ACTIVE,P0,Current Request,CPF_CURRENT_WORK_REQUEST를 QA35 제품 마감 요청으로 교체하고 ‘검증 한 건만 남음’ 표현을 제거한다.,current-request,완료,미검증,cpf-tools/scripts/verify-cpf-requirement-traceability.py;cpf-tools/scripts/verify-cpf-legacy-continuity.py;cpf-docs/quality/CPF_20260801_01_LEGACY_CONTINUITY_MAPPING.csv,cpf-tools/verification/20260801_01/cpf-final-verification-plan.json;.github/workflows/cpf-final-source-gates.yml;cpf-docs/work/handover/CPF_20260801_01_DEVELOPMENT_HANDOVER.md,cpf-tools/scripts/tests/test_verify_cpf_requirement_traceability.py;cpf-tools/scripts/tests/test_verify_cpf_legacy_continuity.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=TRACE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-003,QA,QA35_V2_ACTIVE,P0,Governance/Guide,README exact-SHA Evidence 기준을 복원하고 모든 Guide 기준 SHA·현재 제한사항을 latest Source와 재조정한다.,governance/guide,재확인 필요,재확인 필요,cpf-tools/scripts/verify-cpf-protected-doc-boundary.py;cpf-docs/work/handover/CPF_20260801_01_DEVELOPMENT_HANDOVER.md,.github/workflows/cpf-final-source-gates.yml;cpf-tools/verification/20260801_01/cpf-final-verification-plan.json,cpf-tools/scripts/tests/test_verify_cpf_protected_doc_boundary.py,,,,사용자 명시 보호 대상: README와 연결 Manual/Guide는 별도 담당이며 수정·완료 근거 사용 금지. Handover와 protected-document Gate로 경계를 고정함.
QA35-REQ-004,QA,QA35_V2_ACTIVE,P0,OpenAPI Canonical,Tracked OpenAPI의 Identity 정책을 단일화한다. Snapshot에는 Git SHA를 넣지 않고 runtime origin·operation count·canonical hash를 사용하며 Release SHA는 Evidence만 소유한다.,openapi-canonical,완료,미검증,cpf-admin/frontend/openapi/cpf-openapi.json;cpf-biz-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts,cpf-admin/frontend/src/shared/cpfApi.ts;cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-biz-admin/frontend/src/shared/cpfApi.ts;cpf-biz-admin/frontend/src/components/RouteOperationWorkbench.vue,cpf-admin/frontend/scripts/test-generated-client-contract.mjs;cpf-admin/frontend/scripts/verify-operation-consumer.mjs;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=OPENAPI). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-005,QA,QA35_V2_ACTIVE,P0,OpenAPI Coverage,ADM/BZA 실제 Backend Runtime에서 전체 Public Controller·DTO·Error·Validation OpenAPI를 Export한다.,openapi-coverage,완료,미검증,cpf-admin/frontend/openapi/cpf-openapi.json;cpf-biz-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts,cpf-admin/frontend/src/shared/cpfApi.ts;cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-biz-admin/frontend/src/shared/cpfApi.ts;cpf-biz-admin/frontend/src/components/RouteOperationWorkbench.vue,cpf-admin/frontend/scripts/test-generated-client-contract.mjs;cpf-admin/frontend/scripts/verify-operation-consumer.mjs;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=OPENAPI). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-006,QA,QA35_V2_ACTIVE,P0,Generated Client,"ADM/BZA Orval vue-query Client, compatibility client, operation contract, schemaVersion 3 marker를 실제 생성해 Git에 포함한다.",generated-client,완료,미검증,cpf-admin/frontend/openapi/cpf-openapi.json;cpf-biz-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts,cpf-admin/frontend/src/shared/cpfApi.ts;cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-biz-admin/frontend/src/shared/cpfApi.ts;cpf-biz-admin/frontend/src/components/RouteOperationWorkbench.vue,cpf-admin/frontend/scripts/test-generated-client-contract.mjs;cpf-admin/frontend/scripts/verify-operation-consumer.mjs;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=OPENAPI). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-007,QA,QA35_V2_ACTIVE,P0,Generation Reproducibility,clean npm ci 후 generate:api를 실행하고 tracked OpenAPI/generated/lock diff 0을 강제한다.,generation-reproducibility,완료,미검증,cpf-admin/frontend/openapi/cpf-openapi.json;cpf-biz-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts,cpf-admin/frontend/src/shared/cpfApi.ts;cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-biz-admin/frontend/src/shared/cpfApi.ts;cpf-biz-admin/frontend/src/components/RouteOperationWorkbench.vue,cpf-admin/frontend/scripts/test-generated-client-contract.mjs;cpf-admin/frontend/scripts/verify-operation-consumer.mjs;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=OPENAPI). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-008,QA,QA35_V2_ACTIVE,P0,Frontend Preflight,Runtime 외부 의존 없이 fresh clone에서 validate/generate/verify/consumer/lint/typecheck/unit/build를 먼저 통과시키는 deterministic Gate를 만든다.,frontend-preflight,완료,미검증,cpf-admin/frontend/openapi/cpf-openapi.json;cpf-biz-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts,cpf-admin/frontend/src/shared/cpfApi.ts;cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-biz-admin/frontend/src/shared/cpfApi.ts;cpf-biz-admin/frontend/src/components/RouteOperationWorkbench.vue,cpf-admin/frontend/scripts/test-generated-client-contract.mjs;cpf-admin/frontend/scripts/verify-operation-consumer.mjs;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=OPENAPI). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-009,QA,QA35_V2_ACTIVE,P0,CI,master Push마다 Java 25 empty-cache와 ADM/BZA deterministic preflight를 실행하는 CI Workflow와 Required Status를 추가한다.,ci,완료,미검증,cpf-biz-admin/frontend/src/app/routes.ts;cpf-biz-admin/frontend/src/App.vue;cpf-tools/db/metadata/bza-permission-manifest.json;cpf-biz-admin/src/main/java/com/cpf/bizadmin/directory/controller/BzaDirectoryController.java,cpf-biz-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-biz-admin/frontend/src/shared/cpfApi.ts,cpf-tools/scripts/tests/test_verify_cpf_bza_route_contract.py;cpf-tools/scripts/tests/test_verify_cpf_controller_permission_contract.py;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=BZA). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-010,QA,QA35_V2_ACTIVE,P0,Source Closure,"qa35 source closure가 Static Token뿐 아니라 generated verifier, compile/typecheck, operation/menu coverage, negative fixture를 실행하게 한다.",source-closure,완료,미검증,build.gradle;settings.gradle;cpf-tools/release/cpf-final-artifact-catalog.json;.github/workflows/cpf-final-source-gates.yml,cpf-tools/verification/20260801_01/cpf-final-verification-plan.json;cpf-tools/scripts/invoke-cpf-final-verification-plan.py,cpf-tools/scripts/tests/test_verify_cpf_final_plan.py;cpf-tools/scripts/tests/test_invoke_cpf_final_verification_plan.py;cpf-tools/scripts/tests/test_verify_cpf_supply_chain.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=BUILD). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-011,QA,QA35_V2_ACTIVE,P0,Runnable Verification,모든 Verification Command를 실제 Parameter Binding으로 검증하고 sanitized 환경 입력 Manifest와 완전한 PowerShell 실행 예시를 제공한다.,runnable-verification,완료,미검증,build.gradle;settings.gradle;cpf-tools/release/cpf-final-artifact-catalog.json;.github/workflows/cpf-final-source-gates.yml,cpf-tools/verification/20260801_01/cpf-final-verification-plan.json;cpf-tools/scripts/invoke-cpf-final-verification-plan.py,cpf-tools/scripts/tests/test_verify_cpf_final_plan.py;cpf-tools/scripts/tests/test_invoke_cpf_final_verification_plan.py;cpf-tools/scripts/tests/test_verify_cpf_supply_chain.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=BUILD). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-012,QA,QA35_V2_ACTIVE,P0,Evidence Semantics,Requirement별 필수 Artifact·Scenario·Assertion·환경을 검사하는 Evidence Semantic Verifier를 구현한다.,evidence-semantics,완료,미검증,cpf-tools/scripts/verify-cpf-requirement-traceability.py;cpf-tools/scripts/verify-cpf-legacy-continuity.py;cpf-docs/quality/CPF_20260801_01_LEGACY_CONTINUITY_MAPPING.csv,cpf-tools/verification/20260801_01/cpf-final-verification-plan.json;.github/workflows/cpf-final-source-gates.yml;cpf-docs/work/handover/CPF_20260801_01_DEVELOPMENT_HANDOVER.md,cpf-tools/scripts/tests/test_verify_cpf_requirement_traceability.py;cpf-tools/scripts/tests/test_verify_cpf_legacy_continuity.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=TRACE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-013,QA,QA35_V2_ACTIVE,P0,QA34 Closure,QA35 개발 후 QA34 20건을 latest exact SHA에서 재실행·재분류하고 실제 실패를 QA35 결함과 연결한다.,qa34-closure,완료,미검증,cpf-tools/scripts/verify-cpf-requirement-traceability.py;cpf-tools/scripts/verify-cpf-legacy-continuity.py;cpf-docs/quality/CPF_20260801_01_LEGACY_CONTINUITY_MAPPING.csv,cpf-tools/verification/20260801_01/cpf-final-verification-plan.json;.github/workflows/cpf-final-source-gates.yml;cpf-docs/work/handover/CPF_20260801_01_DEVELOPMENT_HANDOVER.md,cpf-tools/scripts/tests/test_verify_cpf_requirement_traceability.py;cpf-tools/scripts/tests/test_verify_cpf_legacy_continuity.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=TRACE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-014,QA,QA35_V2_ACTIVE,P0,ADM Inventory,"ADM 59개 Route 각각의 Menu ID, Group, Component, Owner Module, API Operation, Permission, Button, Data Scope, 위험도, Audit, Test를 정본 Matrix로 만든다.",adm-inventory,완료,미검증,cpf-admin/frontend/src/app/routes.ts;cpf-admin/frontend/src/App.vue;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchWorkbenchController.java;cpf-tools/verification/20260801_01/adm-public-operation-catalog.csv,cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-admin/frontend/src/features/operations/UnifiedOperationsDashboardPage.vue;cpf-admin/frontend/src/features/errors/RouteStatusPage.vue,cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py;cpf-admin/frontend/e2e/adm-route-contract.spec.ts,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ADM). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-015,QA,QA35_V2_ACTIVE,P0,ADM Menu Contract,Backend Session/Menu Seed·Permission Registry와 Frontend menu/router ID를 Typed Contract로 연결한다.,adm-menu-contract,완료,미검증,cpf-admin/frontend/src/app/routes.ts;cpf-admin/frontend/src/App.vue;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchWorkbenchController.java;cpf-tools/verification/20260801_01/adm-public-operation-catalog.csv,cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-admin/frontend/src/features/operations/UnifiedOperationsDashboardPage.vue;cpf-admin/frontend/src/features/errors/RouteStatusPage.vue,cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py;cpf-admin/frontend/e2e/adm-route-contract.spec.ts,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ADM). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-016,QA,QA35_V2_ACTIVE,P0,ADM Authorization,"Route·Button별 Permission, Data Scope, State Guard, Reason, Approval, Expected Version, Masking을 전수 정의·Backend Negative Test한다.",adm-authorization,완료,미검증,cpf-admin/frontend/src/app/routes.ts;cpf-admin/frontend/src/App.vue;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchWorkbenchController.java;cpf-tools/verification/20260801_01/adm-public-operation-catalog.csv,cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-admin/frontend/src/features/operations/UnifiedOperationsDashboardPage.vue;cpf-admin/frontend/src/features/errors/RouteStatusPage.vue,cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py;cpf-admin/frontend/e2e/adm-route-contract.spec.ts,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ADM). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-017,QA,QA35_V2_ACTIVE,P1,ADM Gateway UX,Gateway 9개 메뉴를 독립 Component로 분리하거나 명시적 route mode를 도입해 Deep Link·권한·API·제목·상태를 분리한다.,adm-gateway-ux,완료,미검증,cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyProperties.java;cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java;cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayRegistryPort.java;cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue;cpf-admin/frontend/src/components/RouteOperationWorkbench.vue,cpf-tools/scripts/tests/test_verify_cpf_network_policy_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=GATEWAY). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-018,QA,QA35_V2_ACTIVE,P0,ADM Interaction Matrix,59개 Route의 최소 조회·검색·Paging·정렬·상세·조치 Interaction Fixture를 Repository에 Commit하고 Schema/Hash를 관리한다.,adm-interaction-matrix,완료,미검증,cpf-admin/frontend/src/app/routes.ts;cpf-admin/frontend/src/App.vue;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchWorkbenchController.java;cpf-tools/verification/20260801_01/adm-public-operation-catalog.csv,cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-admin/frontend/src/features/operations/UnifiedOperationsDashboardPage.vue;cpf-admin/frontend/src/features/errors/RouteStatusPage.vue,cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py;cpf-admin/frontend/e2e/adm-route-contract.spec.ts,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ADM). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-019,QA,QA35_V2_ACTIVE,P0,ADM Route E2E,"E2E가 URL, active menu, heading, 전용 component marker, 기대 API operation과 결과를 Route별로 검증한다.",adm-route-e2e,완료,미검증,cpf-admin/frontend/src/app/routes.ts;cpf-admin/frontend/src/App.vue;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchWorkbenchController.java;cpf-tools/verification/20260801_01/adm-public-operation-catalog.csv,cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-admin/frontend/src/features/operations/UnifiedOperationsDashboardPage.vue;cpf-admin/frontend/src/features/errors/RouteStatusPage.vue,cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py;cpf-admin/frontend/e2e/adm-route-contract.spec.ts,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ADM). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-020,QA,QA35_V2_ACTIVE,P0,ADM State E2E,각 ADM 기능에 정상·Empty·Loading·401·403·409·429·500·503·부분 실패·재시도 결과를 가시적으로 검증한다.,adm-state-e2e,완료,미검증,cpf-admin/frontend/src/app/routes.ts;cpf-admin/frontend/src/App.vue;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchWorkbenchController.java;cpf-tools/verification/20260801_01/adm-public-operation-catalog.csv,cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-admin/frontend/src/features/operations/UnifiedOperationsDashboardPage.vue;cpf-admin/frontend/src/features/errors/RouteStatusPage.vue,cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py;cpf-admin/frontend/e2e/adm-route-contract.spec.ts,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ADM). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-021,QA,QA35_V2_ACTIVE,P0,ADM Dangerous Actions,"위험조치에 재확인, 이유, 승인/Break-glass, Expected Version, 멱등성, 결과 추적, immutable audit를 적용한다.",adm-dangerous-actions,완료,미검증,cpf-admin/frontend/src/app/routes.ts;cpf-admin/frontend/src/App.vue;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchWorkbenchController.java;cpf-tools/verification/20260801_01/adm-public-operation-catalog.csv,cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-admin/frontend/src/features/operations/UnifiedOperationsDashboardPage.vue;cpf-admin/frontend/src/features/errors/RouteStatusPage.vue,cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py;cpf-admin/frontend/e2e/adm-route-contract.spec.ts,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ADM). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-022,QA,QA35_V2_ACTIVE,P1,ADM Quality,Chromium·Firefox·WebKit에서 전체 Route의 접근성·Keyboard·Responsive·Deep Link·Refresh를 실제 Backend로 검증한다.,adm-quality,완료,미검증,cpf-admin/frontend/src/app/routes.ts;cpf-admin/frontend/src/App.vue;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchWorkbenchController.java;cpf-tools/verification/20260801_01/adm-public-operation-catalog.csv,cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-admin/frontend/src/features/operations/UnifiedOperationsDashboardPage.vue;cpf-admin/frontend/src/features/errors/RouteStatusPage.vue,cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py;cpf-admin/frontend/e2e/adm-route-contract.spec.ts,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ADM). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-023,QA,QA35_V2_ACTIVE,P0,ADM Typed Consumer,모든 ADM/BZA Public Operation을 Generated Type/Query/Mutation Consumer로 이관하고 generic 문자열 URL의 허용 범위를 제한한다.,adm-typed-consumer,완료,미검증,cpf-admin/frontend/openapi/cpf-openapi.json;cpf-biz-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts,cpf-admin/frontend/src/shared/cpfApi.ts;cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-biz-admin/frontend/src/shared/cpfApi.ts;cpf-biz-admin/frontend/src/components/RouteOperationWorkbench.vue,cpf-admin/frontend/scripts/test-generated-client-contract.mjs;cpf-admin/frontend/scripts/verify-operation-consumer.mjs;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=OPENAPI). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-024,QA,QA35_V2_ACTIVE,P0,ADM Operations,각 메뉴가 Owner Runtime의 실제 Query/Command/Audit/Metric/Trace/Recovery 결과와 연결되는지 통합 검증한다.,adm-operations,완료,미검증,cpf-admin/frontend/src/app/routes.ts;cpf-admin/frontend/src/App.vue;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchWorkbenchController.java;cpf-tools/verification/20260801_01/adm-public-operation-catalog.csv,cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-admin/frontend/src/features/operations/UnifiedOperationsDashboardPage.vue;cpf-admin/frontend/src/features/errors/RouteStatusPage.vue,cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py;cpf-admin/frontend/e2e/adm-route-contract.spec.ts,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ADM). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-025,QA,QA35_V2_ACTIVE,P0,EDU Catalog,162 Canonical Requirement와 모든 Public API/SPI를 EDU 예제·Source·실행 명령·Test·ADM 경로·Evidence에 양방향 매핑한다.,edu-catalog,완료,미검증,cpf-tools/governance/cpf-edu-executable-catalog.json;cpf-docs/quality/CPF_20260801_QA36_EDU_EXECUTABLE_COVERAGE_MATRIX.csv;cpf-tools/governance/cpf-product-surface-policy.json,cpf-admin/frontend/src/state/createAdmEducationFixture.ts;cpf-tools/verification/20260801_01/cpf-final-verification-plan.json,cpf-tools/scripts/tests/test_verify_cpf_edu_executable_coverage.py;cpf-tools/scripts/tests/test_verify_cpf_edu_profile_isolation.py;cpf-tools/scripts/tests/test_verify_cpf_edu_impact.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=EDU). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-026,QA,QA35_V2_ACTIVE,P0,EDU Ownership,cpf-reference 예제는 Public API/SPI만 소비하고 Internal Package·Owner DB 직접 접근·Legacy Primary를 사용하지 않는다.,edu-ownership,완료,미검증,cpf-tools/governance/cpf-edu-executable-catalog.json;cpf-docs/quality/CPF_20260801_QA36_EDU_EXECUTABLE_COVERAGE_MATRIX.csv;cpf-tools/governance/cpf-product-surface-policy.json,cpf-admin/frontend/src/state/createAdmEducationFixture.ts;cpf-tools/verification/20260801_01/cpf-final-verification-plan.json,cpf-tools/scripts/tests/test_verify_cpf_edu_executable_coverage.py;cpf-tools/scripts/tests/test_verify_cpf_edu_profile_isolation.py;cpf-tools/scripts/tests/test_verify_cpf_edu_impact.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=EDU). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-027,QA,QA35_V2_ACTIVE,P0,EDU Scenario Quality,각 EDU 기능군에 정상·Validation·권한·동시성·중복·Timeout·결과불명·복구·Masking 시나리오를 제공한다.,edu-scenario-quality,완료,미검증,cpf-tools/governance/cpf-edu-executable-catalog.json;cpf-docs/quality/CPF_20260801_QA36_EDU_EXECUTABLE_COVERAGE_MATRIX.csv;cpf-tools/governance/cpf-product-surface-policy.json,cpf-admin/frontend/src/state/createAdmEducationFixture.ts;cpf-tools/verification/20260801_01/cpf-final-verification-plan.json,cpf-tools/scripts/tests/test_verify_cpf_edu_executable_coverage.py;cpf-tools/scripts/tests/test_verify_cpf_edu_profile_isolation.py;cpf-tools/scripts/tests/test_verify_cpf_edu_impact.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=EDU). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-028,QA,QA35_V2_ACTIVE,P0,EDU Runtime Coverage,"Local/Remote, 3DB, Kafka, File, External REST/전문, Gateway, Batch, Scheduler, Worker, Agent, Deployment/rollback을 실행 가능한 Reference Runtime으로 제공한다.",edu-runtime-coverage,완료,미검증,cpf-tools/governance/cpf-edu-executable-catalog.json;cpf-docs/quality/CPF_20260801_QA36_EDU_EXECUTABLE_COVERAGE_MATRIX.csv;cpf-tools/governance/cpf-product-surface-policy.json,cpf-admin/frontend/src/state/createAdmEducationFixture.ts;cpf-tools/verification/20260801_01/cpf-final-verification-plan.json,cpf-tools/scripts/tests/test_verify_cpf_edu_executable_coverage.py;cpf-tools/scripts/tests/test_verify_cpf_edu_profile_isolation.py;cpf-tools/scripts/tests/test_verify_cpf_edu_impact.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=EDU). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
QA35-REQ-029,QA,QA35_V2_ACTIVE,P0,EDU ADM Link,각 주요 EDU 흐름을 ADM에서 조회·상세·위험조치·승인·재처리·대사·감사할 수 있게 연결한다.,edu-adm-link,완료,미검증,cpf-tools/governance/cpf-edu-executable-catalog.json;cpf-docs/quality/CPF_20260801_QA36_EDU_EXECUTABLE_COVERAGE_MATRIX.csv;cpf-tools/governance/cpf-product-surface-policy.json,cpf-admin/frontend/src/state/createAdmEducationFixture.ts;cpf-tools/verification/20260801_01/cpf-final-verification-plan.json,cpf-tools/scripts/tests/test_verify_cpf_edu_executable_coverage.py;cpf-tools/scripts/tests/test_verify_cpf_edu_profile_isolation.py;cpf-tools/scripts/tests/test_verify_cpf_edu_impact.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=EDU). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
