route_id,path,label,menu_id,group,risk,feature_flag,operation_id,operation_kind,manual_section
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentTransitionIncident,승인·실행·상태변경,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentCreateMaintenance,등록·변경,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentUpdateMaintenance,등록·변경,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentCreatePolicy,등록·변경,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentUpdatePolicy,등록·변경,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentFindIncident,조회,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentAcknowledge,업무 Operation,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentEscalate,업무 Operation,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentReopen,승인·실행·상태변경,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentResolve,복구·재처리,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentFindTimeline,조회,04_ADM운영자매뉴얼.md#incidents
reliability,/reliability,Analysis Center,RELIABILITY,monitoring,MEDIUM,adm.route.reliability.enabled,findAdmUnknownResults,조회,04_ADM운영자매뉴얼.md#reliability
reliability,/reliability,Analysis Center,RELIABILITY,monitoring,MEDIUM,adm.route.reliability.enabled,findAdmBrokerDlq,조회,04_ADM운영자매뉴얼.md#reliability
reliability,/reliability,Analysis Center,RELIABILITY,monitoring,MEDIUM,adm.route.reliability.enabled,findAdmBrokerOutbox,조회,04_ADM운영자매뉴얼.md#reliability
reliability,/reliability,Analysis Center,RELIABILITY,monitoring,MEDIUM,adm.route.reliability.enabled,findAdmBrokerInbox,조회,04_ADM운영자매뉴얼.md#reliability
reliability,/reliability,Analysis Center,RELIABILITY,monitoring,MEDIUM,adm.route.reliability.enabled,findAdmIdempotencyRecords,조회,04_ADM운영자매뉴얼.md#reliability
reliability,/reliability,Analysis Center,RELIABILITY,monitoring,MEDIUM,adm.route.reliability.enabled,findAdmFileTransferHistory,조회,04_ADM운영자매뉴얼.md#reliability
reliability,/reliability,Analysis Center,RELIABILITY,monitoring,MEDIUM,adm.route.reliability.enabled,getAdmTransactionLogRecoveryStatus,조회,04_ADM운영자매뉴얼.md#reliability
reliability,/reliability,Analysis Center,RELIABILITY,monitoring,MEDIUM,adm.route.reliability.enabled,findAdmBatchJobInstanceLogs,조회,04_ADM운영자매뉴얼.md#reliability
notifications,/notifications,알림,NOTIFICATION,integration,MEDIUM,adm.route.notifications.enabled,admNotificationFindRules,조회,04_ADM운영자매뉴얼.md#notifications
notifications,/notifications,알림,NOTIFICATION,integration,MEDIUM,adm.route.notifications.enabled,admNotificationFindRule,조회,04_ADM운영자매뉴얼.md#notifications
notifications,/notifications,알림,NOTIFICATION,integration,MEDIUM,adm.route.notifications.enabled,admNotificationFindDeliveryLogs,조회,04_ADM운영자매뉴얼.md#notifications
notifications,/notifications,알림,NOTIFICATION,integration,MEDIUM,adm.route.notifications.enabled,admNotificationFindDeliveryAttempts,조회,04_ADM운영자매뉴얼.md#notifications
notifications,/notifications,알림,NOTIFICATION,integration,MEDIUM,adm.route.notifications.enabled,admNotificationSaveRule,등록·변경,04_ADM운영자매뉴얼.md#notifications
notifications,/notifications,알림,NOTIFICATION,integration,MEDIUM,adm.route.notifications.enabled,admNotificationUpdateRule,등록·변경,04_ADM운영자매뉴얼.md#notifications
notifications,/notifications,알림,NOTIFICATION,integration,MEDIUM,adm.route.notifications.enabled,admNotificationRetryDelivery,복구·재처리,04_ADM운영자매뉴얼.md#notifications
notifications,/notifications,알림,NOTIFICATION,integration,MEDIUM,adm.route.notifications.enabled,admNotificationCancelDelivery,비활성·취소·삭제,04_ADM운영자매뉴얼.md#notifications
notifications,/notifications,알림,NOTIFICATION,integration,MEDIUM,adm.route.notifications.enabled,admNotificationSendTest,업무 Operation,04_ADM운영자매뉴얼.md#notifications
notifications,/notifications,알림,NOTIFICATION,integration,MEDIUM,adm.route.notifications.enabled,admNotificationFindDlq,조회,04_ADM운영자매뉴얼.md#notifications
notifications,/notifications,알림,NOTIFICATION,integration,MEDIUM,adm.route.notifications.enabled,admNotificationDisableRule,비활성·취소·삭제,04_ADM운영자매뉴얼.md#notifications
batch,/batch,Batch / Center-Cut,BATCH,batch,MEDIUM,adm.route.batch.enabled,admBatchFindJobs,조회,04_ADM운영자매뉴얼.md#batch
batch,/batch,Batch / Center-Cut,BATCH,batch,MEDIUM,adm.route.batch.enabled,admBatchFindSchedules,조회,04_ADM운영자매뉴얼.md#batch
batch,/batch,Batch / Center-Cut,BATCH,batch,MEDIUM,adm.route.batch.enabled,admBatchFindExecutionPage,조회,04_ADM운영자매뉴얼.md#batch
batch,/batch,Batch / Center-Cut,BATCH,batch,MEDIUM,adm.route.batch.enabled,admBatchFindInstances,조회,04_ADM운영자매뉴얼.md#batch
batch,/batch,Batch / Center-Cut,BATCH,batch,MEDIUM,adm.route.batch.enabled,admBatchFindWorkers,조회,04_ADM운영자매뉴얼.md#batch
batch,/batch,Batch / Center-Cut,BATCH,batch,MEDIUM,adm.route.batch.enabled,admBatchWorkbenchJobDetail,조회,04_ADM운영자매뉴얼.md#batch
batch,/batch,Batch / Center-Cut,BATCH,batch,MEDIUM,adm.route.batch.enabled,admBatchFindExecutionTargets,조회,04_ADM운영자매뉴얼.md#batch
batch,/batch,Batch / Center-Cut,BATCH,batch,MEDIUM,adm.route.batch.enabled,admBatchFindExecutions,조회,04_ADM운영자매뉴얼.md#batch
batch,/batch,Batch / Center-Cut,BATCH,batch,MEDIUM,adm.route.batch.enabled,admBatchRegisterJob,등록·변경,04_ADM운영자매뉴얼.md#batch
batch,/batch,Batch / Center-Cut,BATCH,batch,MEDIUM,adm.route.batch.enabled,admBatchFindJobDetail,조회,04_ADM운영자매뉴얼.md#batch
batch,/batch,Batch / Center-Cut,BATCH,batch,MEDIUM,adm.route.batch.enabled,admBatchRunJob,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch
batch,/batch,Batch / Center-Cut,BATCH,batch,MEDIUM,adm.route.batch.enabled,admBatchFindRelations,조회,04_ADM운영자매뉴얼.md#batch
batch-overview,/batch-overview,Batch Overview,BATCH_OVERVIEW,batch,MEDIUM,adm.route.batch-overview.enabled,admBatchWorkbenchOverview,조회,04_ADM운영자매뉴얼.md#batch-overview
batch-overview,/batch-overview,Batch Overview,BATCH_OVERVIEW,batch,MEDIUM,adm.route.batch-overview.enabled,admBatchFindJobs,조회,04_ADM운영자매뉴얼.md#batch-overview
batch-overview,/batch-overview,Batch Overview,BATCH_OVERVIEW,batch,MEDIUM,adm.route.batch-overview.enabled,admBatchFindSchedules,조회,04_ADM운영자매뉴얼.md#batch-overview
batch-overview,/batch-overview,Batch Overview,BATCH_OVERVIEW,batch,MEDIUM,adm.route.batch-overview.enabled,admBatchFindExecutionPage,조회,04_ADM운영자매뉴얼.md#batch-overview
batch-overview,/batch-overview,Batch Overview,BATCH_OVERVIEW,batch,MEDIUM,adm.route.batch-overview.enabled,admBatchFindInstances,조회,04_ADM운영자매뉴얼.md#batch-overview
batch-overview,/batch-overview,Batch Overview,BATCH_OVERVIEW,batch,MEDIUM,adm.route.batch-overview.enabled,admBatchFindWorkers,조회,04_ADM운영자매뉴얼.md#batch-overview
batch-overview,/batch-overview,Batch Overview,BATCH_OVERVIEW,batch,MEDIUM,adm.route.batch-overview.enabled,admBatchFindLocks,조회,04_ADM운영자매뉴얼.md#batch-overview
batch-runtime,/batch-runtime,Runtime Topology,BATCH_RUNTIME,batch,HIGH,adm.route.batch-runtime.enabled,admBatchRuntimeInstances,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-runtime
batch-runtime,/batch-runtime,Runtime Topology,BATCH_RUNTIME,batch,HIGH,adm.route.batch-runtime.enabled,admBatchRuntimeView,조회,04_ADM운영자매뉴얼.md#batch-runtime
batch-runtime,/batch-runtime,Runtime Topology,BATCH_RUNTIME,batch,HIGH,adm.route.batch-runtime.enabled,admBatchRuntimeCommand,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-runtime
batch-runtime,/batch-runtime,Runtime Topology,BATCH_RUNTIME,batch,HIGH,adm.route.batch-runtime.enabled,admBatchRuntimeCommandState,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-runtime
batch-instances,/batch-instances,Runtime Instances,BATCH_INSTANCES,batch,MEDIUM,adm.route.batch-instances.enabled,admBatchWorkbenchInfrastructure,업무 Operation,04_ADM운영자매뉴얼.md#batch-instances
batch-instances,/batch-instances,Runtime Instances,BATCH_INSTANCES,batch,MEDIUM,adm.route.batch-instances.enabled,admBatchFindInstances,조회,04_ADM운영자매뉴얼.md#batch-instances
batch-instances,/batch-instances,Runtime Instances,BATCH_INSTANCES,batch,MEDIUM,adm.route.batch-instances.enabled,admBatchRuntimeInstances,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-instances
batch-instances,/batch-instances,Runtime Instances,BATCH_INSTANCES,batch,MEDIUM,adm.route.batch-instances.enabled,admBatchRuntimeView,조회,04_ADM운영자매뉴얼.md#batch-instances
batch-scheduler,/batch-scheduler,Scheduler HA,BATCH_SCHEDULER,batch,MEDIUM,adm.route.batch-scheduler.enabled,admBatchWorkbenchSchedules,업무 Operation,04_ADM운영자매뉴얼.md#batch-scheduler
batch-scheduler,/batch-scheduler,Scheduler HA,BATCH_SCHEDULER,batch,MEDIUM,adm.route.batch-scheduler.enabled,admBatchFindSchedules,조회,04_ADM운영자매뉴얼.md#batch-scheduler
batch-scheduler,/batch-scheduler,Scheduler HA,BATCH_SCHEDULER,batch,MEDIUM,adm.route.batch-scheduler.enabled,admBatchSimulateSchedule,조회,04_ADM운영자매뉴얼.md#batch-scheduler
batch-scheduler,/batch-scheduler,Scheduler HA,BATCH_SCHEDULER,batch,MEDIUM,adm.route.batch-scheduler.enabled,admBatchEnableSchedule,업무 Operation,04_ADM운영자매뉴얼.md#batch-scheduler
batch-scheduler,/batch-scheduler,Scheduler HA,BATCH_SCHEDULER,batch,MEDIUM,adm.route.batch-scheduler.enabled,admBatchDisableSchedule,비활성·취소·삭제,04_ADM운영자매뉴얼.md#batch-scheduler
batch-scheduler,/batch-scheduler,Scheduler HA,BATCH_SCHEDULER,batch,MEDIUM,adm.route.batch-scheduler.enabled,admBatchRunSchedulerOnce,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-scheduler
batch-worker-pools,/batch-worker-pools,Worker Pools,BATCH_WORKER_POOLS,batch,MEDIUM,adm.route.batch-worker-pools.enabled,admBatchWorkbenchInfrastructure,업무 Operation,04_ADM운영자매뉴얼.md#batch-worker-pools
batch-worker-pools,/batch-worker-pools,Worker Pools,BATCH_WORKER_POOLS,batch,MEDIUM,adm.route.batch-worker-pools.enabled,admBatchFindWorkers,조회,04_ADM운영자매뉴얼.md#batch-worker-pools
batch-worker-pools,/batch-worker-pools,Worker Pools,BATCH_WORKER_POOLS,batch,MEDIUM,adm.route.batch-worker-pools.enabled,admBatchRuntimeView,조회,04_ADM운영자매뉴얼.md#batch-worker-pools
batch-worker-pools,/batch-worker-pools,Worker Pools,BATCH_WORKER_POOLS,batch,MEDIUM,adm.route.batch-worker-pools.enabled,admBatchRuntimeCommand,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-worker-pools
batch-worker-pools,/batch-worker-pools,Worker Pools,BATCH_WORKER_POOLS,batch,MEDIUM,adm.route.batch-worker-pools.enabled,admBatchRuntimeCommandState,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-worker-pools
batch-center-cut,/batch-center-cut,Center-Cut,BATCH_CENTER_CUT,batch,MEDIUM,adm.route.batch-center-cut.enabled,admCenterCutFindSummary,조회,04_ADM운영자매뉴얼.md#batch-center-cut
batch-center-cut,/batch-center-cut,Center-Cut,BATCH_CENTER_CUT,batch,MEDIUM,adm.route.batch-center-cut.enabled,admCenterCutFindJobs,조회,04_ADM운영자매뉴얼.md#batch-center-cut
batch-center-cut,/batch-center-cut,Center-Cut,BATCH_CENTER_CUT,batch,MEDIUM,adm.route.batch-center-cut.enabled,admCenterCutFindJobDetail,조회,04_ADM운영자매뉴얼.md#batch-center-cut
batch-center-cut,/batch-center-cut,Center-Cut,BATCH_CENTER_CUT,batch,MEDIUM,adm.route.batch-center-cut.enabled,admCenterCutFindResults,조회,04_ADM운영자매뉴얼.md#batch-center-cut
batch-center-cut,/batch-center-cut,Center-Cut,BATCH_CENTER_CUT,batch,MEDIUM,adm.route.batch-center-cut.enabled,admCenterCutFindResultDetail,조회,04_ADM운영자매뉴얼.md#batch-center-cut
batch-center-cut,/batch-center-cut,Center-Cut,BATCH_CENTER_CUT,batch,MEDIUM,adm.route.batch-center-cut.enabled,admCenterCutFindTargets,조회,04_ADM운영자매뉴얼.md#batch-center-cut
batch-center-cut,/batch-center-cut,Center-Cut,BATCH_CENTER_CUT,batch,MEDIUM,adm.route.batch-center-cut.enabled,admCenterCutFindParameters,조회,04_ADM운영자매뉴얼.md#batch-center-cut
batch-center-cut,/batch-center-cut,Center-Cut,BATCH_CENTER_CUT,batch,MEDIUM,adm.route.batch-center-cut.enabled,admCenterCutReprocessFailedExecution,복구·재처리,04_ADM운영자매뉴얼.md#batch-center-cut
batch-center-cut,/batch-center-cut,Center-Cut,BATCH_CENTER_CUT,batch,MEDIUM,adm.route.batch-center-cut.enabled,admCenterCutReconcileUnknownExecution,복구·재처리,04_ADM운영자매뉴얼.md#batch-center-cut
batch-agents,/batch-agents,Host Agents,BATCH_AGENTS,batch,MEDIUM,adm.route.batch-agents.enabled,admBatchWorkbenchInfrastructure,업무 Operation,04_ADM운영자매뉴얼.md#batch-agents
batch-agents,/batch-agents,Host Agents,BATCH_AGENTS,batch,MEDIUM,adm.route.batch-agents.enabled,admBatchRuntimeInstances,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-agents
batch-agents,/batch-agents,Host Agents,BATCH_AGENTS,batch,MEDIUM,adm.route.batch-agents.enabled,admBatchRuntimeView,조회,04_ADM운영자매뉴얼.md#batch-agents
batch-agents,/batch-agents,Host Agents,BATCH_AGENTS,batch,MEDIUM,adm.route.batch-agents.enabled,admBatchRuntimeCommand,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-agents
batch-agents,/batch-agents,Host Agents,BATCH_AGENTS,batch,MEDIUM,adm.route.batch-agents.enabled,admBatchRuntimeCommandState,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-agents
batch-job-packs,/batch-job-packs,Job Packs,BATCH_JOB_PACKS,batch,MEDIUM,adm.route.batch-job-packs.enabled,admBatchWorkbenchJobDetail,조회,04_ADM운영자매뉴얼.md#batch-job-packs
batch-job-packs,/batch-job-packs,Job Packs,BATCH_JOB_PACKS,batch,MEDIUM,adm.route.batch-job-packs.enabled,admBatchWorkbenchJobs,업무 Operation,04_ADM운영자매뉴얼.md#batch-job-packs
batch-job-packs,/batch-job-packs,Job Packs,BATCH_JOB_PACKS,batch,MEDIUM,adm.route.batch-job-packs.enabled,admBatchJobDefinitions,업무 Operation,04_ADM운영자매뉴얼.md#batch-job-packs
batch-job-packs,/batch-job-packs,Job Packs,BATCH_JOB_PACKS,batch,MEDIUM,adm.route.batch-job-packs.enabled,admBatchJobDefinitionDetail,조회,04_ADM운영자매뉴얼.md#batch-job-packs
batch-job-packs,/batch-job-packs,Job Packs,BATCH_JOB_PACKS,batch,MEDIUM,adm.route.batch-job-packs.enabled,admBatchJobDefinitionValidate,업무 Operation,04_ADM운영자매뉴얼.md#batch-job-packs
batch-job-packs,/batch-job-packs,Job Packs,BATCH_JOB_PACKS,batch,MEDIUM,adm.route.batch-job-packs.enabled,admBatchJobDefinitionSave,등록·변경,04_ADM운영자매뉴얼.md#batch-job-packs
batch-job-packs,/batch-job-packs,Job Packs,BATCH_JOB_PACKS,batch,MEDIUM,adm.route.batch-job-packs.enabled,admBatchJobDefinitionTransition,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-job-packs
batch-job-packs,/batch-job-packs,Job Packs,BATCH_JOB_PACKS,batch,MEDIUM,adm.route.batch-job-packs.enabled,admBatchFindJobs,조회,04_ADM운영자매뉴얼.md#batch-job-packs
batch-executions,/batch-executions,Executions,BATCH_EXECUTIONS,batch,MEDIUM,adm.route.batch-executions.enabled,admBatchWorkbenchExecutionDetail,조회,04_ADM운영자매뉴얼.md#batch-executions
batch-executions,/batch-executions,Executions,BATCH_EXECUTIONS,batch,MEDIUM,adm.route.batch-executions.enabled,admBatchWorkbenchExecutions,업무 Operation,04_ADM운영자매뉴얼.md#batch-executions
batch-executions,/batch-executions,Executions,BATCH_EXECUTIONS,batch,MEDIUM,adm.route.batch-executions.enabled,admBatchFindExecutionPage,조회,04_ADM운영자매뉴얼.md#batch-executions
batch-executions,/batch-executions,Executions,BATCH_EXECUTIONS,batch,MEDIUM,adm.route.batch-executions.enabled,admBatchFindExecutionDetail,조회,04_ADM운영자매뉴얼.md#batch-executions
batch-executions,/batch-executions,Executions,BATCH_EXECUTIONS,batch,MEDIUM,adm.route.batch-executions.enabled,admBatchFindStepExecutions,조회,04_ADM운영자매뉴얼.md#batch-executions
batch-executions,/batch-executions,Executions,BATCH_EXECUTIONS,batch,MEDIUM,adm.route.batch-executions.enabled,admBatchRetryExecution,복구·재처리,04_ADM운영자매뉴얼.md#batch-executions
batch-executions,/batch-executions,Executions,BATCH_EXECUTIONS,batch,MEDIUM,adm.route.batch-executions.enabled,admBatchStopExecution,업무 Operation,04_ADM운영자매뉴얼.md#batch-executions
batch-deployment,/batch-deployment,Deployment / Rollback,BATCH_DEPLOYMENT,batch,HIGH,adm.route.batch-deployment.enabled,admBatchRuntimeCreateDeploymentPlan,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-deployment
batch-deployment,/batch-deployment,Deployment / Rollback,BATCH_DEPLOYMENT,batch,HIGH,adm.route.batch-deployment.enabled,admBatchRuntimeView,조회,04_ADM운영자매뉴얼.md#batch-deployment
batch-deployment,/batch-deployment,Deployment / Rollback,BATCH_DEPLOYMENT,batch,HIGH,adm.route.batch-deployment.enabled,admBatchRuntimeCommandState,승인·실행·상태변경,04_ADM운영자매뉴얼.md#batch-deployment
batch-recovery,/batch-recovery,Recovery / Unknown,BATCH_RECOVERY,monitoring,MEDIUM,adm.route.batch-recovery.enabled,admBatchWorkbenchRecovery,복구·재처리,04_ADM운영자매뉴얼.md#batch-recovery
batch-recovery,/batch-recovery,Recovery / Unknown,BATCH_RECOVERY,monitoring,MEDIUM,adm.route.batch-recovery.enabled,admBatchRuntimeView,조회,04_ADM운영자매뉴얼.md#batch-recovery
batch-recovery,/batch-recovery,Recovery / Unknown,BATCH_RECOVERY,monitoring,MEDIUM,adm.route.batch-recovery.enabled,admBatchFindGhostCandidates,조회,04_ADM운영자매뉴얼.md#batch-recovery
batch-recovery,/batch-recovery,Recovery / Unknown,BATCH_RECOVERY,monitoring,MEDIUM,adm.route.batch-recovery.enabled,admBatchActGhostExecution,업무 Operation,04_ADM운영자매뉴얼.md#batch-recovery
batch-recovery,/batch-recovery,Recovery / Unknown,BATCH_RECOVERY,monitoring,MEDIUM,adm.route.batch-recovery.enabled,findAdmUnknownResults,조회,04_ADM운영자매뉴얼.md#batch-recovery
batch-recovery,/batch-recovery,Recovery / Unknown,BATCH_RECOVERY,monitoring,MEDIUM,adm.route.batch-recovery.enabled,resolveAdmUnknownResult,복구·재처리,04_ADM운영자매뉴얼.md#batch-recovery
batch-leases,/batch-leases,Lease / Fencing,BATCH_LEASES,monitoring,MEDIUM,adm.route.batch-leases.enabled,admBatchWorkbenchRecovery,복구·재처리,04_ADM운영자매뉴얼.md#batch-leases
batch-leases,/batch-leases,Lease / Fencing,BATCH_LEASES,monitoring,MEDIUM,adm.route.batch-leases.enabled,admBatchRuntimeView,조회,04_ADM운영자매뉴얼.md#batch-leases
batch-leases,/batch-leases,Lease / Fencing,BATCH_LEASES,monitoring,MEDIUM,adm.route.batch-leases.enabled,admBatchFindLocks,조회,04_ADM운영자매뉴얼.md#batch-leases
batch-leases,/batch-leases,Lease / Fencing,BATCH_LEASES,monitoring,MEDIUM,adm.route.batch-leases.enabled,admBatchReleaseLock,복구·재처리,04_ADM운영자매뉴얼.md#batch-leases
batch-alerts,/batch-alerts,Batch Alerts,BATCH_ALERTS,monitoring,MEDIUM,adm.route.batch-alerts.enabled,findAdmUnknownResults,조회,04_ADM운영자매뉴얼.md#batch-alerts
batch-alerts,/batch-alerts,Batch Alerts,BATCH_ALERTS,monitoring,MEDIUM,adm.route.batch-alerts.enabled,findAdmBrokerDlq,조회,04_ADM운영자매뉴얼.md#batch-alerts
batch-alerts,/batch-alerts,Batch Alerts,BATCH_ALERTS,monitoring,MEDIUM,adm.route.batch-alerts.enabled,findAdmBrokerOutbox,조회,04_ADM운영자매뉴얼.md#batch-alerts
batch-alerts,/batch-alerts,Batch Alerts,BATCH_ALERTS,monitoring,MEDIUM,adm.route.batch-alerts.enabled,admBatchFindOperationLogs,조회,04_ADM운영자매뉴얼.md#batch-alerts
batch-audit,/batch-audit,Audit / Evidence,BATCH_AUDIT,monitoring,MEDIUM,adm.route.batch-audit.enabled,admBatchWorkbenchRecovery,복구·재처리,04_ADM운영자매뉴얼.md#batch-audit
batch-audit,/batch-audit,Audit / Evidence,BATCH_AUDIT,monitoring,MEDIUM,adm.route.batch-audit.enabled,admBatchFindOperationLogs,조회,04_ADM운영자매뉴얼.md#batch-audit
batch-audit,/batch-audit,Audit / Evidence,BATCH_AUDIT,monitoring,MEDIUM,adm.route.batch-audit.enabled,admAuditLogFindAuditLogs,조회,04_ADM운영자매뉴얼.md#batch-audit
batch-audit,/batch-audit,Audit / Evidence,BATCH_AUDIT,monitoring,MEDIUM,adm.route.batch-audit.enabled,admAuditDeliveryList,조회,04_ADM운영자매뉴얼.md#batch-audit
batch-audit,/batch-audit,Audit / Evidence,BATCH_AUDIT,monitoring,MEDIUM,adm.route.batch-audit.enabled,getAdmBatchJobInstanceLog,조회,04_ADM운영자매뉴얼.md#batch-audit
workers,/workers,Agent / Worker,WORKER,batch,MEDIUM,adm.route.workers.enabled,admBatchFindWorkers,조회,04_ADM운영자매뉴얼.md#workers
workers,/workers,Agent / Worker,WORKER,batch,MEDIUM,adm.route.workers.enabled,admBatchFindInstances,조회,04_ADM운영자매뉴얼.md#workers
workers,/workers,Agent / Worker,WORKER,batch,MEDIUM,adm.route.workers.enabled,admBatchRuntimeInstances,승인·실행·상태변경,04_ADM운영자매뉴얼.md#workers
downloads,/downloads,다운로드,DOWNLOAD,integration,MEDIUM,adm.route.downloads.enabled,admDownloadFindPolicies,조회,04_ADM운영자매뉴얼.md#downloads
downloads,/downloads,다운로드,DOWNLOAD,integration,MEDIUM,adm.route.downloads.enabled,admDownloadFindDownloadAuditLogs,조회,04_ADM운영자매뉴얼.md#downloads
downloads,/downloads,다운로드,DOWNLOAD,integration,MEDIUM,adm.route.downloads.enabled,admDownloadDownloadCsv,업무 Operation,04_ADM운영자매뉴얼.md#downloads
file-jobs,/file-jobs,대량파일 Job,FILE_JOB,batch,MEDIUM,adm.route.file-jobs.enabled,admFileJobList,조회,04_ADM운영자매뉴얼.md#file-jobs
file-jobs,/file-jobs,대량파일 Job,FILE_JOB,batch,MEDIUM,adm.route.file-jobs.enabled,admFileJobDetail,조회,04_ADM운영자매뉴얼.md#file-jobs
file-jobs,/file-jobs,대량파일 Job,FILE_JOB,batch,MEDIUM,adm.route.file-jobs.enabled,admFileJobRows,업무 Operation,04_ADM운영자매뉴얼.md#file-jobs
file-jobs,/file-jobs,대량파일 Job,FILE_JOB,batch,MEDIUM,adm.route.file-jobs.enabled,admFileJobUpload,등록·변경,04_ADM운영자매뉴얼.md#file-jobs
file-jobs,/file-jobs,대량파일 Job,FILE_JOB,batch,MEDIUM,adm.route.file-jobs.enabled,admFileJobApply,승인·실행·상태변경,04_ADM운영자매뉴얼.md#file-jobs
file-jobs,/file-jobs,대량파일 Job,FILE_JOB,batch,MEDIUM,adm.route.file-jobs.enabled,admFileJobRetry,복구·재처리,04_ADM운영자매뉴얼.md#file-jobs
file-jobs,/file-jobs,대량파일 Job,FILE_JOB,batch,MEDIUM,adm.route.file-jobs.enabled,admFileJobCancel,비활성·취소·삭제,04_ADM운영자매뉴얼.md#file-jobs
file-jobs,/file-jobs,대량파일 Job,FILE_JOB,batch,MEDIUM,adm.route.file-jobs.enabled,admFileJobRollback,복구·재처리,04_ADM운영자매뉴얼.md#file-jobs
file-jobs,/file-jobs,대량파일 Job,FILE_JOB,batch,MEDIUM,adm.route.file-jobs.enabled,admFileJobResolveUnknown,복구·재처리,04_ADM운영자매뉴얼.md#file-jobs
file-jobs,/file-jobs,대량파일 Job,FILE_JOB,batch,MEDIUM,adm.route.file-jobs.enabled,admFileJobArtifact,업무 Operation,04_ADM운영자매뉴얼.md#file-jobs
messages,/messages,전문·Protocol Message,MESSAGE,integration,MEDIUM,adm.route.messages.enabled,admMessageFindMessages,조회,04_ADM운영자매뉴얼.md#messages
messages,/messages,전문·Protocol Message,MESSAGE,integration,MEDIUM,adm.route.messages.enabled,admMessageFindMessage,조회,04_ADM운영자매뉴얼.md#messages
messages,/messages,전문·Protocol Message,MESSAGE,integration,MEDIUM,adm.route.messages.enabled,admMessageCreateMessage,등록·변경,04_ADM운영자매뉴얼.md#messages
messages,/messages,전문·Protocol Message,MESSAGE,integration,MEDIUM,adm.route.messages.enabled,admMessageUpdateMessage,등록·변경,04_ADM운영자매뉴얼.md#messages
messages,/messages,전문·Protocol Message,MESSAGE,integration,MEDIUM,adm.route.messages.enabled,admMessageDeleteMessage,비활성·취소·삭제,04_ADM운영자매뉴얼.md#messages
messages,/messages,전문·Protocol Message,MESSAGE,integration,MEDIUM,adm.route.messages.enabled,traceAdmByTransactionId,업무 Operation,04_ADM운영자매뉴얼.md#messages
codes,/codes,코드,CODE,framework,MEDIUM,adm.route.codes.enabled,admCodeFindCodes,조회,04_ADM운영자매뉴얼.md#codes
codes,/codes,코드,CODE,framework,MEDIUM,adm.route.codes.enabled,admCodeFindCode,조회,04_ADM운영자매뉴얼.md#codes
codes,/codes,코드,CODE,framework,MEDIUM,adm.route.codes.enabled,admCodeCreateCode,등록·변경,04_ADM운영자매뉴얼.md#codes
codes,/codes,코드,CODE,framework,MEDIUM,adm.route.codes.enabled,admCodeUpdateCode,등록·변경,04_ADM운영자매뉴얼.md#codes
codes,/codes,코드,CODE,framework,MEDIUM,adm.route.codes.enabled,admCodeDeleteCode,비활성·취소·삭제,04_ADM운영자매뉴얼.md#codes
gateway-dashboard,/gateway-dashboard,Gateway 대시보드,GATEWAY_DASHBOARD,online,MEDIUM,adm.route.gateway-dashboard.enabled,admGatewayCapability,조회,04_ADM운영자매뉴얼.md#gateway-dashboard
