scenario_id,linked_requirement_id,execution_order,scenario_type,qa_result,finding_ids,evidence_path,next_action
CPF-SC-003275,CPF-FR-012877,05-00012877,DEPENDENCY_DOWN,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003276,CPF-FR-012877,05-00012877,DUPLICATE,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003277,CPF-FR-012877,05-00012877,TIMEOUT,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003278,CPF-FR-012877,05-00012877,UNKNOWN,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003279,CPF-FR-012877,05-00012877,RESTART,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003280,CPF-FR-012877,05-00012877,RECOVERY,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003281,CPF-FR-012885,05-00012885,NORMAL,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003282,CPF-FR-012885,05-00012885,INVALID,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003283,CPF-FR-012885,05-00012885,DEPENDENCY_DOWN,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003284,CPF-FR-012885,05-00012885,DUPLICATE,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003285,CPF-FR-012885,05-00012885,TIMEOUT,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003286,CPF-FR-012885,05-00012885,UNKNOWN,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003287,CPF-FR-012885,05-00012885,RESTART,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003288,CPF-FR-012885,05-00012885,RECOVERY,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003289,CPF-FR-012893,05-00012893,NORMAL,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003290,CPF-FR-012893,05-00012893,INVALID,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003291,CPF-FR-012893,05-00012893,DEPENDENCY_DOWN,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003292,CPF-FR-012893,05-00012893,DUPLICATE,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003293,CPF-FR-012893,05-00012893,TIMEOUT,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003294,CPF-FR-012893,05-00012893,UNKNOWN,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003295,CPF-FR-012893,05-00012893,RESTART,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003296,CPF-FR-012893,05-00012893,RECOVERY,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003297,CPF-FR-012901,05-00012901,NORMAL,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003298,CPF-FR-012901,05-00012901,INVALID,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003299,CPF-FR-012901,05-00012901,DEPENDENCY_DOWN,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003300,CPF-FR-012901,05-00012901,DUPLICATE,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003301,CPF-FR-012901,05-00012901,TIMEOUT,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003302,CPF-FR-012901,05-00012901,UNKNOWN,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003303,CPF-FR-012901,05-00012901,RESTART,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003304,CPF-FR-012901,05-00012901,RECOVERY,미검증,QA12F-TRACE-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003305,CPF-FR-012909,05-00012909,NORMAL,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003306,CPF-FR-012909,05-00012909,INVALID,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003307,CPF-FR-012909,05-00012909,DEPENDENCY_DOWN,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003308,CPF-FR-012909,05-00012909,DUPLICATE,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003309,CPF-FR-012909,05-00012909,TIMEOUT,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003310,CPF-FR-012909,05-00012909,UNKNOWN,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003311,CPF-FR-012909,05-00012909,RESTART,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003312,CPF-FR-012909,05-00012909,RECOVERY,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003313,CPF-FR-012917,05-00012917,NORMAL,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003314,CPF-FR-012917,05-00012917,INVALID,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003315,CPF-FR-012917,05-00012917,DEPENDENCY_DOWN,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003316,CPF-FR-012917,05-00012917,DUPLICATE,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003317,CPF-FR-012917,05-00012917,TIMEOUT,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003318,CPF-FR-012917,05-00012917,UNKNOWN,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003319,CPF-FR-012917,05-00012917,RESTART,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003320,CPF-FR-012917,05-00012917,RECOVERY,미검증,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-003321,CPF-FR-012925,05-00012925,NORMAL,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003322,CPF-FR-012925,05-00012925,INVALID,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003323,CPF-FR-012925,05-00012925,DEPENDENCY_DOWN,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003324,CPF-FR-012925,05-00012925,DUPLICATE,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003325,CPF-FR-012925,05-00012925,TIMEOUT,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003326,CPF-FR-012925,05-00012925,UNKNOWN,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003327,CPF-FR-012925,05-00012925,RESTART,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003328,CPF-FR-012925,05-00012925,RECOVERY,미통과,QA12F-TRACE-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-003329,CPF-FR-012933,05-00012933,NORMAL,미통과,QA12F-TRACE-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
