finding_id,requirement_id,scenario_ids,domain,feature,dimension,acceptance_impact,individual_result,evidence_path
QA12F-MASK-002,CPF-FR-012996,CPF-SC-024028,Masking,Credential Classification,검증·Evidence,Credential Classification의 검증·Evidence Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013005,CPF-SC-003401;CPF-SC-003402;CPF-SC-003403;CPF-SC-003404;CPF-SC-003405;CPF-SC-003406;CPF-SC-003407;CPF-SC-003408,Masking,Detail Masking,계약,Detail Masking의 계약 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013005,CPF-SC-003401;CPF-SC-003402;CPF-SC-003403;CPF-SC-003404;CPF-SC-003405;CPF-SC-003406;CPF-SC-003407;CPF-SC-003408,Masking,Detail Masking,계약,Detail Masking의 계약 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013006,CPF-SC-024036,Masking,Detail Masking,기본 구현,Detail Masking의 기본 구현 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013006,CPF-SC-024036,Masking,Detail Masking,기본 구현,Detail Masking의 기본 구현 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013007,CPF-SC-024037,Masking,Detail Masking,상태·데이터,Detail Masking의 상태·데이터 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013007,CPF-SC-024037,Masking,Detail Masking,상태·데이터,Detail Masking의 상태·데이터 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013008,CPF-SC-024038,Masking,Detail Masking,보안·권한,Detail Masking의 보안·권한 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013008,CPF-SC-024038,Masking,Detail Masking,보안·권한,Detail Masking의 보안·권한 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013009,CPF-SC-024039,Masking,Detail Masking,운영,Detail Masking의 운영 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013009,CPF-SC-024039,Masking,Detail Masking,운영,Detail Masking의 운영 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013010,CPF-SC-024040,Masking,Detail Masking,실패·복구,Detail Masking의 실패·복구 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013010,CPF-SC-024040,Masking,Detail Masking,실패·복구,Detail Masking의 실패·복구 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013011,CPF-SC-024041,Masking,Detail Masking,호환·배포,Detail Masking의 호환·배포 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013011,CPF-SC-024041,Masking,Detail Masking,호환·배포,Detail Masking의 호환·배포 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013012,CPF-SC-024042,Masking,Detail Masking,검증·Evidence,Detail Masking의 검증·Evidence Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013012,CPF-SC-024042,Masking,Detail Masking,검증·Evidence,Detail Masking의 검증·Evidence Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013013,CPF-SC-003409;CPF-SC-003410;CPF-SC-003411;CPF-SC-003412;CPF-SC-003413;CPF-SC-003414;CPF-SC-003415;CPF-SC-003416,Masking,Raw View Approval,계약,Raw View Approval의 계약 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013014,CPF-SC-024043,Masking,Raw View Approval,기본 구현,Raw View Approval의 기본 구현 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013015,CPF-SC-024044,Masking,Raw View Approval,상태·데이터,Raw View Approval의 상태·데이터 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013016,CPF-SC-024045,Masking,Raw View Approval,보안·권한,Raw View Approval의 보안·권한 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013017,CPF-SC-024046,Masking,Raw View Approval,운영,Raw View Approval의 운영 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013018,CPF-SC-024047,Masking,Raw View Approval,실패·복구,Raw View Approval의 실패·복구 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013019,CPF-SC-024048,Masking,Raw View Approval,호환·배포,Raw View Approval의 호환·배포 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013020,CPF-SC-024049,Masking,Raw View Approval,검증·Evidence,Raw View Approval의 검증·Evidence Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013021,CPF-SC-003417;CPF-SC-003418;CPF-SC-003419;CPF-SC-003420;CPF-SC-003421;CPF-SC-003422;CPF-SC-003423;CPF-SC-003424,Masking,Log Redaction,계약,Log Redaction의 계약 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013021,CPF-SC-003417;CPF-SC-003418;CPF-SC-003419;CPF-SC-003420;CPF-SC-003421;CPF-SC-003422;CPF-SC-003423;CPF-SC-003424,Masking,Log Redaction,계약,Log Redaction의 계약 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013022,CPF-SC-024050,Masking,Log Redaction,기본 구현,Log Redaction의 기본 구현 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013022,CPF-SC-024050,Masking,Log Redaction,기본 구현,Log Redaction의 기본 구현 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013023,CPF-SC-024051,Masking,Log Redaction,상태·데이터,Log Redaction의 상태·데이터 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013023,CPF-SC-024051,Masking,Log Redaction,상태·데이터,Log Redaction의 상태·데이터 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013024,CPF-SC-024052,Masking,Log Redaction,보안·권한,Log Redaction의 보안·권한 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013024,CPF-SC-024052,Masking,Log Redaction,보안·권한,Log Redaction의 보안·권한 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013025,CPF-SC-024053,Masking,Log Redaction,운영,Log Redaction의 운영 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013025,CPF-SC-024053,Masking,Log Redaction,운영,Log Redaction의 운영 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013026,CPF-SC-024054,Masking,Log Redaction,실패·복구,Log Redaction의 실패·복구 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013026,CPF-SC-024054,Masking,Log Redaction,실패·복구,Log Redaction의 실패·복구 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013027,CPF-SC-024055,Masking,Log Redaction,호환·배포,Log Redaction의 호환·배포 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013027,CPF-SC-024055,Masking,Log Redaction,호환·배포,Log Redaction의 호환·배포 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013028,CPF-SC-024056,Masking,Log Redaction,검증·Evidence,Log Redaction의 검증·Evidence Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013028,CPF-SC-024056,Masking,Log Redaction,검증·Evidence,Log Redaction의 검증·Evidence Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013029,CPF-SC-003425;CPF-SC-003426;CPF-SC-003427;CPF-SC-003428;CPF-SC-003429;CPF-SC-003430;CPF-SC-003431;CPF-SC-003432,Masking,Trace Redaction,계약,Trace Redaction의 계약 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013029,CPF-SC-003425;CPF-SC-003426;CPF-SC-003427;CPF-SC-003428;CPF-SC-003429;CPF-SC-003430;CPF-SC-003431;CPF-SC-003432,Masking,Trace Redaction,계약,Trace Redaction의 계약 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013030,CPF-SC-024057,Masking,Trace Redaction,기본 구현,Trace Redaction의 기본 구현 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013030,CPF-SC-024057,Masking,Trace Redaction,기본 구현,Trace Redaction의 기본 구현 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013031,CPF-SC-024058,Masking,Trace Redaction,상태·데이터,Trace Redaction의 상태·데이터 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013031,CPF-SC-024058,Masking,Trace Redaction,상태·데이터,Trace Redaction의 상태·데이터 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013032,CPF-SC-024059,Masking,Trace Redaction,보안·권한,Trace Redaction의 보안·권한 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013032,CPF-SC-024059,Masking,Trace Redaction,보안·권한,Trace Redaction의 보안·권한 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013033,CPF-SC-024060,Masking,Trace Redaction,운영,Trace Redaction의 운영 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013033,CPF-SC-024060,Masking,Trace Redaction,운영,Trace Redaction의 운영 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013034,CPF-SC-024061,Masking,Trace Redaction,실패·복구,Trace Redaction의 실패·복구 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013034,CPF-SC-024061,Masking,Trace Redaction,실패·복구,Trace Redaction의 실패·복구 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013035,CPF-SC-024062,Masking,Trace Redaction,호환·배포,Trace Redaction의 호환·배포 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013035,CPF-SC-024062,Masking,Trace Redaction,호환·배포,Trace Redaction의 호환·배포 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013036,CPF-SC-024063,Masking,Trace Redaction,검증·Evidence,Trace Redaction의 검증·Evidence Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013036,CPF-SC-024063,Masking,Trace Redaction,검증·Evidence,Trace Redaction의 검증·Evidence Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013045,CPF-SC-003441;CPF-SC-003442;CPF-SC-003443;CPF-SC-003444;CPF-SC-003445;CPF-SC-003446;CPF-SC-003447;CPF-SC-003448,Masking,Evidence Sanitization,계약,Evidence Sanitization의 계약 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013045,CPF-SC-003441;CPF-SC-003442;CPF-SC-003443;CPF-SC-003444;CPF-SC-003445;CPF-SC-003446;CPF-SC-003447;CPF-SC-003448,Masking,Evidence Sanitization,계약,Evidence Sanitization의 계약 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013046,CPF-SC-024071,Masking,Evidence Sanitization,기본 구현,Evidence Sanitization의 기본 구현 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013046,CPF-SC-024071,Masking,Evidence Sanitization,기본 구현,Evidence Sanitization의 기본 구현 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013047,CPF-SC-024072,Masking,Evidence Sanitization,상태·데이터,Evidence Sanitization의 상태·데이터 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013047,CPF-SC-024072,Masking,Evidence Sanitization,상태·데이터,Evidence Sanitization의 상태·데이터 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013048,CPF-SC-024073,Masking,Evidence Sanitization,보안·권한,Evidence Sanitization의 보안·권한 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013048,CPF-SC-024073,Masking,Evidence Sanitization,보안·권한,Evidence Sanitization의 보안·권한 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013049,CPF-SC-024074,Masking,Evidence Sanitization,운영,Evidence Sanitization의 운영 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013049,CPF-SC-024074,Masking,Evidence Sanitization,운영,Evidence Sanitization의 운영 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013050,CPF-SC-024075,Masking,Evidence Sanitization,실패·복구,Evidence Sanitization의 실패·복구 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013050,CPF-SC-024075,Masking,Evidence Sanitization,실패·복구,Evidence Sanitization의 실패·복구 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013051,CPF-SC-024076,Masking,Evidence Sanitization,호환·배포,Evidence Sanitization의 호환·배포 Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013051,CPF-SC-024076,Masking,Evidence Sanitization,호환·배포,Evidence Sanitization의 호환·배포 Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-001,CPF-FR-013052,CPF-SC-024077,Masking,Evidence Sanitization,검증·Evidence,Evidence Sanitization의 검증·Evidence Acceptance에 대해 Negative or tiny max length could reach substring with invalid bounds instead of using the fail-closed minimum.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-002,CPF-FR-013052,CPF-SC-024077,Masking,Evidence Sanitization,검증·Evidence,Evidence Sanitization의 검증·Evidence Acceptance에 대해 Authorization key masking ran before bearer-token masking and left the token body visible.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013053,CPF-SC-003449;CPF-SC-003450;CPF-SC-003451;CPF-SC-003452;CPF-SC-003453;CPF-SC-003454;CPF-SC-003455;CPF-SC-003456,Masking,Browser Zeroization,계약,Browser Zeroization의 계약 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013054,CPF-SC-024078,Masking,Browser Zeroization,기본 구현,Browser Zeroization의 기본 구현 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013055,CPF-SC-024079,Masking,Browser Zeroization,상태·데이터,Browser Zeroization의 상태·데이터 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013056,CPF-SC-024080,Masking,Browser Zeroization,보안·권한,Browser Zeroization의 보안·권한 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013057,CPF-SC-024081,Masking,Browser Zeroization,운영,Browser Zeroization의 운영 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013058,CPF-SC-024082,Masking,Browser Zeroization,실패·복구,Browser Zeroization의 실패·복구 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-MASK-004,CPF-FR-013059,CPF-SC-024083,Masking,Browser Zeroization,호환·배포,Browser Zeroization의 호환·배포 Acceptance에 대해 Mandatory approval/short-lived raw view and browser memory zeroization were not proven by an actual frontend workflow/runtime test.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
