domain,feature,requirement_start,requirement_end,requirement_count,scenario_count,public_contract,implementation_provider,actual_consumer,related_tests,runtime_or_alternative_evidence,finding_ids,qa_direct_patch,group_result,review_note
File Contract,Zip Slip Guard,CPF-FR-013213,CPF-FR-013220,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",,아니오,미검증,Zip Slip Guard의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Duplicate Canonical Entry Guard,CPF-FR-013221,CPF-FR-013228,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",,아니오,미검증,Duplicate Canonical Entry Guard의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Layout Registry,CPF-FR-013229,CPF-FR-013236,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Layout Registry의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Field Definition,CPF-FR-013237,CPF-FR-013244,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Field Definition의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Group Definition,CPF-FR-013245,CPF-FR-013252,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Group Definition의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Encoding,CPF-FR-013253,CPF-FR-013260,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Encoding의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Byte Length,CPF-FR-013261,CPF-FR-013268,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Byte Length의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Padding,CPF-FR-013269,CPF-FR-013276,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Padding의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Decimal / Date Conversion,CPF-FR-013277,CPF-FR-013284,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Decimal / Date Conversion의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Parser,CPF-FR-013285,CPF-FR-013292,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Parser의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Writer,CPF-FR-013293,CPF-FR-013300,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Writer의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Validation,CPF-FR-013301,CPF-FR-013308,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Validation의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Version,CPF-FR-013309,CPF-FR-013316,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Version의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Streaming,CPF-FR-013317,CPF-FR-013324,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Streaming의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Offset Diagnostic,CPF-FR-013325,CPF-FR-013332,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Offset Diagnostic의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Masking Diagnostic,CPF-FR-013333,CPF-FR-013340,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Masking Diagnostic의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Fixed-Length,Known Vector Corpus,CPF-FR-013341,CPF-FR-013348,8,15,cpf-core/src/main/java/com/cpf/core/api/fixedlength/*,cpf-starters/integration/fixedlength-core/.../CpfFixedLengthCodec.java; parser/writer/layout registry; fixedlength starter auto-config,fixed-length starter and generated/integration consumers,fixedlength-autoconfig-before-after-harness.log; fixed-length module tests/source,starter import baseline compile blocker patched; full known-vector/streaming/generated-domain runtime pending,QA12F-FIXED-001;QA12F-FIXED-002,예,미통과,Known Vector Corpus의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Canonical Metadata,CPF-FR-013349,CPF-FR-013356,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Canonical Metadata의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Schema Provision,CPF-FR-013357,CPF-FR-013364,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Schema Provision의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Service User Provision,CPF-FR-013365,CPF-FR-013372,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Service User Provision의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Least Privilege,CPF-FR-013373,CPF-FR-013380,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Least Privilege의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Table Definition,CPF-FR-013381,CPF-FR-013388,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Table Definition의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Index Definition,CPF-FR-013389,CPF-FR-013396,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Index Definition의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,FK Definition,CPF-FR-013397,CPF-FR-013404,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,FK Definition의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Check Constraint,CPF-FR-013405,CPF-FR-013412,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Check Constraint의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Mandatory Seed,CPF-FR-013413,CPF-FR-013420,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Mandatory Seed의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Seed Idempotency,CPF-FR-013421,CPF-FR-013428,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Seed Idempotency의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Fresh Install,CPF-FR-013429,CPF-FR-013436,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Fresh Install의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Reinstall,CPF-FR-013437,CPF-FR-013444,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Reinstall의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Upgrade,CPF-FR-013445,CPF-FR-013452,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Upgrade의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Rollback,CPF-FR-013453,CPF-FR-013460,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Rollback의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Forward Recovery,CPF-FR-013461,CPF-FR-013468,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Forward Recovery의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Reapply,CPF-FR-013469,CPF-FR-013476,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Reapply의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Drift Detection,CPF-FR-013477,CPF-FR-013484,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Drift Detection의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Different Hash Conflict,CPF-FR-013485,CPF-FR-013492,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Different Hash Conflict의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Partial Failure Restart,CPF-FR-013493,CPF-FR-013500,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Partial Failure Restart의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Backup Checkpoint,CPF-FR-013501,CPF-FR-013508,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Backup Checkpoint의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Restore Validation,CPF-FR-013509,CPF-FR-013516,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Restore Validation의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Database Lifecycle,Cleanup,CPF-FR-013517,CPF-FR-013524,8,15,cpf-core/src/main/java/com/cpf/core/api/database/*; cpf-tools/db vendor pack schema,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/{install,migration,rollback,verify,runtime,seed}; pack.json",installer/upgrader/runtime SQL consumers and generated domains,db-pack-static-parity.log; vendor verification scripts/source,Oracle/PostgreSQL/MariaDB actual install→upgrade→rollback→reapply→restore runtime not executed,QA12F-DB-001,아니오,미검증,Cleanup의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Query Contract,Query ID Registry,CPF-FR-013525,CPF-FR-013532,8,15,cpf-core api/database/data inspected; no canonical versioned Query ID/parameter/result contract identified,persistence-jdbc routing/pool/health implementation inspected; no feature-complete Query Registry provider found,all DB consumers required by Acceptance; concrete universal consumer path not identified,query contract-specific runtime/fault suite not identified,17 query feature contracts lack one canonical registry/provider/consumer/evidence chain,QA12F-QUERY-001,아니오,미통과,Query ID Registry의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Query Contract,Parameter Schema,CPF-FR-013533,CPF-FR-013540,8,15,cpf-core api/database/data inspected; no canonical versioned Query ID/parameter/result contract identified,persistence-jdbc routing/pool/health implementation inspected; no feature-complete Query Registry provider found,all DB consumers required by Acceptance; concrete universal consumer path not identified,query contract-specific runtime/fault suite not identified,17 query feature contracts lack one canonical registry/provider/consumer/evidence chain,QA12F-QUERY-001,아니오,미통과,Parameter Schema의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Query Contract,Result Schema,CPF-FR-013541,CPF-FR-013548,8,15,cpf-core api/database/data inspected; no canonical versioned Query ID/parameter/result contract identified,persistence-jdbc routing/pool/health implementation inspected; no feature-complete Query Registry provider found,all DB consumers required by Acceptance; concrete universal consumer path not identified,query contract-specific runtime/fault suite not identified,17 query feature contracts lack one canonical registry/provider/consumer/evidence chain,QA12F-QUERY-001,아니오,미통과,Result Schema의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Query Contract,Sort Allowlist,CPF-FR-013549,CPF-FR-013556,8,15,cpf-core api/database/data inspected; no canonical versioned Query ID/parameter/result contract identified,persistence-jdbc routing/pool/health implementation inspected; no feature-complete Query Registry provider found,all DB consumers required by Acceptance; concrete universal consumer path not identified,query contract-specific runtime/fault suite not identified,17 query feature contracts lack one canonical registry/provider/consumer/evidence chain,QA12F-QUERY-001,아니오,미통과,Sort Allowlist의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Query Contract,Filter Allowlist,CPF-FR-013557,CPF-FR-013564,8,15,cpf-core api/database/data inspected; no canonical versioned Query ID/parameter/result contract identified,persistence-jdbc routing/pool/health implementation inspected; no feature-complete Query Registry provider found,all DB consumers required by Acceptance; concrete universal consumer path not identified,query contract-specific runtime/fault suite not identified,17 query feature contracts lack one canonical registry/provider/consumer/evidence chain,QA12F-QUERY-001,아니오,미통과,Filter Allowlist의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
