requirement_id,execution_order,domain,feature,dimension,qa_result,direct_fix,finding_ids,evidence_path,next_action
CPF-FR-013262,05-00013262,Fixed-Length,Byte Length,기본 구현,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013263,05-00013263,Fixed-Length,Byte Length,상태·데이터,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013264,05-00013264,Fixed-Length,Byte Length,보안·권한,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013265,05-00013265,Fixed-Length,Byte Length,운영,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013266,10-00013266,Fixed-Length,Byte Length,실패·복구,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013267,05-00013267,Fixed-Length,Byte Length,호환·배포,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013268,10-00013268,Fixed-Length,Byte Length,검증·Evidence,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013269,05-00013269,Fixed-Length,Padding,계약,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013270,05-00013270,Fixed-Length,Padding,기본 구현,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013271,05-00013271,Fixed-Length,Padding,상태·데이터,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013272,05-00013272,Fixed-Length,Padding,보안·권한,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013273,05-00013273,Fixed-Length,Padding,운영,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013274,10-00013274,Fixed-Length,Padding,실패·복구,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013275,05-00013275,Fixed-Length,Padding,호환·배포,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013276,10-00013276,Fixed-Length,Padding,검증·Evidence,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013277,05-00013277,Fixed-Length,Decimal / Date Conversion,계약,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013278,05-00013278,Fixed-Length,Decimal / Date Conversion,기본 구현,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013279,05-00013279,Fixed-Length,Decimal / Date Conversion,상태·데이터,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013280,05-00013280,Fixed-Length,Decimal / Date Conversion,보안·권한,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013281,05-00013281,Fixed-Length,Decimal / Date Conversion,운영,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013282,10-00013282,Fixed-Length,Decimal / Date Conversion,실패·복구,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013283,05-00013283,Fixed-Length,Decimal / Date Conversion,호환·배포,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013284,10-00013284,Fixed-Length,Decimal / Date Conversion,검증·Evidence,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013285,05-00013285,Fixed-Length,Parser,계약,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013286,05-00013286,Fixed-Length,Parser,기본 구현,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013287,05-00013287,Fixed-Length,Parser,상태·데이터,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013288,05-00013288,Fixed-Length,Parser,보안·권한,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013289,05-00013289,Fixed-Length,Parser,운영,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013290,10-00013290,Fixed-Length,Parser,실패·복구,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013291,05-00013291,Fixed-Length,Parser,호환·배포,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013292,10-00013292,Fixed-Length,Parser,검증·Evidence,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013293,05-00013293,Fixed-Length,Writer,계약,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013294,05-00013294,Fixed-Length,Writer,기본 구현,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013295,05-00013295,Fixed-Length,Writer,상태·데이터,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013296,05-00013296,Fixed-Length,Writer,보안·권한,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013297,05-00013297,Fixed-Length,Writer,운영,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013298,10-00013298,Fixed-Length,Writer,실패·복구,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013299,05-00013299,Fixed-Length,Writer,호환·배포,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013300,10-00013300,Fixed-Length,Writer,검증·Evidence,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013301,05-00013301,Fixed-Length,Validation,계약,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013302,05-00013302,Fixed-Length,Validation,기본 구현,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013303,05-00013303,Fixed-Length,Validation,상태·데이터,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013304,05-00013304,Fixed-Length,Validation,보안·권한,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013305,05-00013305,Fixed-Length,Validation,운영,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013306,10-00013306,Fixed-Length,Validation,실패·복구,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013307,05-00013307,Fixed-Length,Validation,호환·배포,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013308,10-00013308,Fixed-Length,Validation,검증·Evidence,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013309,05-00013309,Fixed-Length,Version,계약,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013310,05-00013310,Fixed-Length,Version,기본 구현,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013311,05-00013311,Fixed-Length,Version,상태·데이터,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013312,05-00013312,Fixed-Length,Version,보안·권한,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013313,05-00013313,Fixed-Length,Version,운영,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013314,10-00013314,Fixed-Length,Version,실패·복구,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013315,05-00013315,Fixed-Length,Version,호환·배포,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013316,10-00013316,Fixed-Length,Version,검증·Evidence,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013317,05-00013317,Fixed-Length,Streaming,계약,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013318,05-00013318,Fixed-Length,Streaming,기본 구현,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013319,05-00013319,Fixed-Length,Streaming,상태·데이터,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013320,05-00013320,Fixed-Length,Streaming,보안·권한,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013321,05-00013321,Fixed-Length,Streaming,운영,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013322,10-00013322,Fixed-Length,Streaming,실패·복구,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013323,05-00013323,Fixed-Length,Streaming,호환·배포,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013324,10-00013324,Fixed-Length,Streaming,검증·Evidence,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013325,05-00013325,Fixed-Length,Offset Diagnostic,계약,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-013326,05-00013326,Fixed-Length,Offset Diagnostic,기본 구현,미통과,예,QA12F-FIXED-001;QA12F-FIXED-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
