delete_id,exact_repository_path,target_type,deletion_reason,related_requirement,owner,current_consumer,replacement_or_migration,core_api_impact,build_impact,bom_catalog_impact,generator_impact,config_sql_impact,test_impact,documentation_impact,evidence_impact,residual_reference_check,empty_directory_check,approval_status,execution_status
QA39-DEL-FILE-027,cpf-starters/integration-realtime-webflux/src/main/java/com/cpf/starter/realtime/CpfRealtimeAutoConfiguration.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-realtime-webflux only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-028,cpf-starters/integration-realtime-webflux/src/main/java/com/cpf/starter/realtime/CpfRealtimeClient.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-realtime-webflux only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-029,cpf-starters/integration-realtime-webflux/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-realtime-webflux only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-030,cpf-starters/integration-smb/build.gradle,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-smb only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-031,cpf-starters/integration-smb/src/main/java/com/cpf/starter/smb/CpfSmbAutoConfiguration.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-smb only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-032,cpf-starters/integration-smb/src/main/java/com/cpf/starter/smb/CpfSmbClient.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-smb only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-033,cpf-starters/integration-smb/src/main/java/com/cpf/starter/smb/CpfSmbProperties.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-smb only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-034,cpf-starters/integration-smb/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-smb only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-035,cpf-starters/integration-soap/build.gradle,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-soap only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-036,cpf-starters/integration-soap/src/main/java/com/cpf/starter/soap/CpfSoapAutoConfiguration.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-soap only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-037,cpf-starters/integration-soap/src/main/java/com/cpf/starter/soap/CpfSoapClient.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-soap only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-038,cpf-starters/integration-soap/src/main/java/com/cpf/starter/soap/CpfSoapProperties.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-soap only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-039,cpf-starters/integration-soap/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-soap only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-040,cpf-starters/integration-webhook/build.gradle,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-041,cpf-starters/integration-webhook/src/main/java/com/cpf/core/common/http/CpfWebhookCallbackClient.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-042,cpf-starters/integration-webhook/src/main/java/com/cpf/core/common/http/CpfWebhookRuntimePolicy.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-043,cpf-starters/integration-webhook/src/main/java/com/cpf/starter/webhook/CpfWebhookAutoConfiguration.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-044,cpf-starters/integration-webhook/src/main/java/com/cpf/starter/webhook/CpfWebhookClient.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-045,cpf-starters/integration-webhook/src/main/java/com/cpf/starter/webhook/CpfWebhookCompatibilityAutoConfiguration.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-046,cpf-starters/integration-webhook/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-047,cpf-starters/integration-webhook/src/main/resources/db/mariadb/migration/V1__cpf_webhook.sql,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-048,cpf-starters/integration-webhook/src/main/resources/db/mariadb/rollback/R1__cpf_webhook.sql,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-049,cpf-starters/integration-webhook/src/main/resources/db/oracle/migration/V1__cpf_webhook.sql,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-050,cpf-starters/integration-webhook/src/main/resources/db/oracle/rollback/R1__cpf_webhook.sql,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-051,cpf-starters/integration-webhook/src/main/resources/db/postgresql/migration/V1__cpf_webhook.sql,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-052,cpf-starters/integration-webhook/src/main/resources/db/postgresql/rollback/R1__cpf_webhook.sql,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-webhook only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
