delete_id,scope,exact_path,target_type,reason,replacement,cleanup_action,ownership,protected_path_check
DEL-0180,REPOSITORY,cpf-starters/messaging-ibm-mq/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0181,REPOSITORY,cpf-starters/messaging-ibm-mq/src/main/java/com/cpf/starter/ibmmq/CpfIbmMqAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0182,REPOSITORY,cpf-starters/messaging-ibm-mq/src/main/java/com/cpf/starter/ibmmq/CpfIbmMqBrokerClient.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0183,REPOSITORY,cpf-starters/messaging-ibm-mq/src/main/java/com/cpf/starter/ibmmq/CpfIbmMqProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0184,REPOSITORY,cpf-starters/messaging-ibm-mq/src/main/java/com/cpf/starter/ibmmq/CpfIbmMqReasonCodeMapper.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0185,REPOSITORY,cpf-starters/messaging-ibm-mq/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0186,REPOSITORY,cpf-starters/messaging-jms/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0187,REPOSITORY,cpf-starters/messaging-jms/src/main/java/com/cpf/starter/jms/CpfJmsAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0188,REPOSITORY,cpf-starters/messaging-jms/src/main/java/com/cpf/starter/jms/CpfJmsBrokerClient.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0189,REPOSITORY,cpf-starters/messaging-jms/src/main/java/com/cpf/starter/jms/CpfJmsProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0190,REPOSITORY,cpf-starters/messaging-jms/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0191,REPOSITORY,cpf-starters/messaging-kafka/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0192,REPOSITORY,cpf-starters/messaging-kafka/src/main/java/com/cpf/starter/kafka/CpfKafkaAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0193,REPOSITORY,cpf-starters/messaging-kafka/src/main/java/com/cpf/starter/kafka/CpfKafkaBindingAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0194,REPOSITORY,cpf-starters/messaging-kafka/src/main/java/com/cpf/starter/kafka/CpfKafkaProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0195,REPOSITORY,cpf-starters/messaging-kafka/src/main/java/com/cpf/starter/kafka/KafkaCpfBrokerBridgeAdapter.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0196,REPOSITORY,cpf-starters/messaging-kafka/src/main/java/com/cpf/starter/kafka/KafkaCpfBrokerClient.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0197,REPOSITORY,cpf-starters/messaging-kafka/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0198,REPOSITORY,cpf-starters/messaging-kafka/src/test/java/com/cpf/starter/kafka/CpfKafkaPropertiesTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0199,REPOSITORY,cpf-starters/messaging-kafka/src/test/java/com/cpf/starter/kafka/KafkaCpfBrokerClientTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0200,REPOSITORY,cpf-starters/messaging-rabbitmq/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0201,REPOSITORY,cpf-starters/messaging-rabbitmq/src/main/java/com/cpf/starter/rabbitmq/CpfRabbitMqAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0202,REPOSITORY,cpf-starters/messaging-rabbitmq/src/main/java/com/cpf/starter/rabbitmq/CpfRabbitMqBrokerClient.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0203,REPOSITORY,cpf-starters/messaging-rabbitmq/src/main/java/com/cpf/starter/rabbitmq/CpfRabbitMqProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0204,REPOSITORY,cpf-starters/messaging-rabbitmq/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0205,REPOSITORY,cpf-starters/messaging-reliability-jdbc/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0206,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerBridgeAdapter.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0207,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerConsumerRuntimePolicy.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0208,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerConsumerWorker.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0209,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerPublisherWorker.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0210,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/core/common/broker/JdbcCpfBrokerReliabilityRepository.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0211,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerClientRouter.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0212,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerReliabilityAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0213,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerReliabilityOperations.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0214,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerUnknownResultReconciler.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0215,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfMessageCompatibilityGuard.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0216,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfMessagingReliabilityProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0217,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfNamedBrokerClient.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0218,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/runtimecontrol/CpfBrokerConsumerRuntimeApplier.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0219,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/runtimecontrol/CpfBrokerRetryDlqRuntimeApplier.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0220,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/runtimecontrol/CpfMessagingRuntimeControlAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0221,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0222,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/db/mariadb/migration/V1__cpf_broker_reliability.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0223,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/db/mariadb/migration/V2__cpf_broker_unknown_reconcile.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0224,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/db/mariadb/rollback/R1__cpf_broker_reliability.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0225,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/db/mariadb/rollback/R2__cpf_broker_unknown_reconcile.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0226,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/db/oracle/migration/V1__cpf_broker_reliability.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0227,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/db/oracle/migration/V2__cpf_broker_unknown_reconcile.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0228,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/db/oracle/rollback/R1__cpf_broker_reliability.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0229,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/db/oracle/rollback/R2__cpf_broker_unknown_reconcile.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0230,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/db/postgresql/migration/V1__cpf_broker_reliability.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0231,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/db/postgresql/migration/V2__cpf_broker_unknown_reconcile.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0232,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/db/postgresql/rollback/R1__cpf_broker_reliability.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0233,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/main/resources/db/postgresql/rollback/R2__cpf_broker_unknown_reconcile.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0234,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/test/java/com/cpf/core/common/broker/CpfBrokerBridgeAdapterTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0235,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/test/java/com/cpf/core/common/broker/CpfBrokerPublisherWorkerUnknownResultTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0236,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/test/java/com/cpf/core/common/broker/CpfBrokerWorkerTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0237,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/test/java/com/cpf/core/common/broker/JdbcCpfBrokerReliabilityRepositoryQa39Test.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0238,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/test/java/com/cpf/core/common/broker/JdbcCpfBrokerReliabilityRepositoryTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0239,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfBrokerClientRouterTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0240,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfBrokerUnknownResultReconcilerTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0241,REPOSITORY,cpf-starters/messaging-reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfMessageCompatibilityGuardTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0242,REPOSITORY,cpf-starters/notification-email/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0243,REPOSITORY,cpf-starters/notification-email/src/main/java/com/cpf/starter/notification/email/CpfEmailNotificationAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0244,REPOSITORY,cpf-starters/notification-email/src/main/java/com/cpf/starter/notification/email/CpfEmailNotificationProvider.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0245,REPOSITORY,cpf-starters/notification-email/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0246,REPOSITORY,cpf-starters/notification-sms-spi/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0247,REPOSITORY,cpf-starters/notification-sms-spi/src/main/java/com/cpf/notification/sms/CpfSmsAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0248,REPOSITORY,cpf-starters/notification-sms-spi/src/main/java/com/cpf/notification/sms/CpfSmsDispatcher.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0249,REPOSITORY,cpf-starters/notification-sms-spi/src/main/java/com/cpf/notification/sms/CpfSmsNotificationAdapter.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0250,REPOSITORY,cpf-starters/notification-sms-spi/src/main/java/com/cpf/notification/sms/CpfSmsProvider.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0251,REPOSITORY,cpf-starters/notification-sms-spi/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0252,REPOSITORY,cpf-starters/notification-sms-spi/src/test/java/com/cpf/notification/sms/CpfSmsDispatcherTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0253,REPOSITORY,cpf-starters/notification/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0254,REPOSITORY,cpf-starters/notification/src/main/java/com/cpf/starter/notification/CpfNotificationAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0255,REPOSITORY,cpf-starters/notification/src/main/java/com/cpf/starter/notification/CpfNotificationOperations.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0256,REPOSITORY,cpf-starters/notification/src/main/java/com/cpf/starter/notification/CpfNotificationPreferencePolicy.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0257,REPOSITORY,cpf-starters/notification/src/main/java/com/cpf/starter/notification/CpfNotificationProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0258,REPOSITORY,cpf-starters/notification/src/main/java/com/cpf/starter/notification/CpfNotificationProvider.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0259,REPOSITORY,cpf-starters/notification/src/main/java/com/cpf/starter/notification/CpfNotificationProviderStatus.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0260,REPOSITORY,cpf-starters/notification/src/main/java/com/cpf/starter/notification/CpfNotificationReceipt.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0261,REPOSITORY,cpf-starters/notification/src/main/java/com/cpf/starter/notification/CpfNotificationReconciler.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0262,REPOSITORY,cpf-starters/notification/src/main/java/com/cpf/starter/notification/CpfNotificationRequest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0263,REPOSITORY,cpf-starters/notification/src/main/java/com/cpf/starter/notification/CpfNotificationResult.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0264,REPOSITORY,cpf-starters/notification/src/main/java/com/cpf/starter/notification/CpfNotificationWorker.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0265,REPOSITORY,cpf-starters/notification/src/main/java/com/cpf/starter/notification/JdbcCpfNotificationOutbox.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0266,REPOSITORY,cpf-starters/notification/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0267,REPOSITORY,cpf-starters/notification/src/main/resources/db/mariadb/migration/V1__cpf_notification.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0268,REPOSITORY,cpf-starters/notification/src/main/resources/db/mariadb/migration/V2__cpf_notification_operations.sql,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
