entity_type,entity_id
CPF-SC,CPF-SC-030423
CPF-SC,CPF-SC-030424
CPF-SC,CPF-SC-030425
CPF-SC,CPF-SC-030428
CPF-SC,CPF-SC-030431
CPF-SC,CPF-SC-030433
CPF-SC,CPF-SC-030434
CPF-SC,CPF-SC-030435
CPF-SC,CPF-SC-030436
CPF-SC,CPF-SC-030437
CPF-SC,CPF-SC-030438
CPF-SC,CPF-SC-030439
CPF-SC,CPF-SC-030441
CPF-SC,CPF-SC-030442
CPF-SC,CPF-SC-030443
CPF-SC,CPF-SC-030444
CPF-SC,CPF-SC-030445
CPF-SC,CPF-SC-030448
CPF-SC,CPF-SC-030451
CPF-SC,CPF-SC-030453
CPF-SC,CPF-SC-030454
CPF-SC,CPF-SC-030455
CPF-SC,CPF-SC-030456
CPF-SC,CPF-SC-030457
CPF-SC,CPF-SC-030458
CPF-SC,CPF-SC-030459
CPF-SC,CPF-SC-030461
CPF-SC,CPF-SC-030462
CPF-SC,CPF-SC-030463
CPF-SC,CPF-SC-030464
CPF-SC,CPF-SC-030465
CPF-SC,CPF-SC-030468
CPF-SC,CPF-SC-030471
CPF-SC,CPF-SC-030473
CPF-SC,CPF-SC-030474
CPF-SC,CPF-SC-030475
CPF-SC,CPF-SC-030476
CPF-SC,CPF-SC-030477
CPF-SC,CPF-SC-030478
CPF-SC,CPF-SC-030479
CPF-SC,CPF-SC-030481
CPF-SC,CPF-SC-030482
CPF-SC,CPF-SC-030483
CPF-SC,CPF-SC-030484
CPF-SC,CPF-SC-030485
CPF-SC,CPF-SC-030488
CPF-SC,CPF-SC-030491
CPF-SC,CPF-SC-030493
CPF-SC,CPF-SC-030494
CPF-SC,CPF-SC-030495
CPF-SC,CPF-SC-030496
CPF-SC,CPF-SC-030497
CPF-SC,CPF-SC-030498
CPF-SC,CPF-SC-030499
CPF-SC,CPF-SC-030501
CPF-SC,CPF-SC-030502
CPF-SC,CPF-SC-030503
CPF-SC,CPF-SC-030504
CPF-SC,CPF-SC-030505
CPF-SC,CPF-SC-030512
CPF-SC,CPF-SC-030513
CPF-SC,CPF-SC-030514
CPF-SC,CPF-SC-030515
CPF-SC,CPF-SC-030516
CPF-SC,CPF-SC-030517
CPF-SC,CPF-SC-030519
CPF-SC,CPF-SC-030520
CPF-SC,CPF-SC-030521
CPF-SC,CPF-SC-030522
CPF-SC,CPF-SC-030523
CPF-SC,CPF-SC-030530
CPF-SC,CPF-SC-030531
CPF-SC,CPF-SC-030532
CPF-SC,CPF-SC-030533
CPF-SC,CPF-SC-030534
CPF-SC,CPF-SC-030535
CPF-SC,CPF-SC-030537
CPF-SC,CPF-SC-030538
CPF-SC,CPF-SC-030539
CPF-SC,CPF-SC-030540
CPF-SC,CPF-SC-030541
CPF-SC,CPF-SC-030544
CPF-SC,CPF-SC-030547
CPF-SC,CPF-SC-030549
CPF-SC,CPF-SC-030550
CPF-SC,CPF-SC-030551
CPF-SC,CPF-SC-030552
CPF-SC,CPF-SC-030553
CPF-SC,CPF-SC-030554
CPF-SC,CPF-SC-030555
CPF-SC,CPF-SC-030557
CPF-SC,CPF-SC-030558
CPF-SC,CPF-SC-030559
CPF-SC,CPF-SC-030560
CPF-SC,CPF-SC-030561
CPF-SC,CPF-SC-030564
CPF-SC,CPF-SC-030565
CPF-SC,CPF-SC-030566
CPF-SC,CPF-SC-030567
CPF-SC,CPF-SC-030568
CPF-SC,CPF-SC-030569
CPF-SC,CPF-SC-030570
CPF-SC,CPF-SC-030571
CPF-SC,CPF-SC-030572
CPF-SC,CPF-SC-030573
CPF-SC,CPF-SC-030575
CPF-SC,CPF-SC-030576
CPF-SC,CPF-SC-030577
CPF-SC,CPF-SC-030578
CPF-SC,CPF-SC-030579
CPF-SC,CPF-SC-030582
CPF-SC,CPF-SC-030583
CPF-SC,CPF-SC-030584
CPF-SC,CPF-SC-030585
CPF-SC,CPF-SC-030586
CPF-SC,CPF-SC-030587
CPF-SC,CPF-SC-030588
CPF-SC,CPF-SC-030589
CPF-SC,CPF-SC-030590
CPF-SC,CPF-SC-030591
CPF-SC,CPF-SC-030593
CPF-SC,CPF-SC-030594
CPF-SC,CPF-SC-030595
CPF-SC,CPF-SC-030596
CPF-SC,CPF-SC-030597
CPF-SC,CPF-SC-030600
CPF-SC,CPF-SC-030603
CPF-SC,CPF-SC-030605
CPF-SC,CPF-SC-030918
CPF-SC,CPF-SC-030919
CPF-SC,CPF-SC-030920
CPF-SC,CPF-SC-030921
CPF-SC,CPF-SC-030922
CPF-SC,CPF-SC-030923
CPF-SC,CPF-SC-030925
CPF-SC,CPF-SC-030926
CPF-SC,CPF-SC-030927
CPF-SC,CPF-SC-030928
CPF-SC,CPF-SC-030929
CPF-SC,CPF-SC-030932
CPF-SC,CPF-SC-030935
CPF-SC,CPF-SC-030937
CPF-SC,CPF-SC-030978
CPF-SC,CPF-SC-030979
CPF-SC,CPF-SC-030980
CPF-SC,CPF-SC-030981
CPF-SC,CPF-SC-030982
CPF-SC,CPF-SC-030983
CPF-SC,CPF-SC-030985
CPF-SC,CPF-SC-030986
CPF-SC,CPF-SC-030987
CPF-SC,CPF-SC-030988
CPF-SC,CPF-SC-030989
CPF-SC,CPF-SC-030992
CPF-SC,CPF-SC-030993
CPF-SC,CPF-SC-030994
CPF-SC,CPF-SC-030995
