requirement_id,primary_work_item_id,canonical_requirement_ids,mapping_basis,manual_review_required
CPF-FR-009540,CPF-WP-REL-DEPLOY-04-FAILURE_RECOVERY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009541,CPF-WP-REL-DEPLOY-04-FAILURE_RECOVERY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009542,CPF-WP-REL-DEPLOY-06-GENERATION_COMPATIBILITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009543,CPF-WP-REL-DEPLOY-06-GENERATION_COMPATIBILITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009544,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009545,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009546,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009547,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009548,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009549,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009550,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009551,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009552,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009553,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009554,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009555,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009556,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009557,CPF-WP-REL-DEPLOY-01-CONTRACT_OWNERSHIP,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009558,CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009559,CPF-WP-REL-DEPLOY-02-IMPLEMENTATION_CONSUMER,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009560,CPF-WP-REL-DEPLOY-06-GENERATION_COMPATIBILITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009561,CPF-WP-REL-DEPLOY-04-FAILURE_RECOVERY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009562,CPF-WP-REL-DEPLOY-06-GENERATION_COMPATIBILITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009563,CPF-WP-REL-DEPLOY-06-GENERATION_COMPATIBILITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009564,CPF-WP-REL-DEPLOY-06-GENERATION_COMPATIBILITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009565,CPF-WP-REL-DEPLOY-06-GENERATION_COMPATIBILITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009566,CPF-WP-REL-DEPLOY-06-GENERATION_COMPATIBILITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009567,CPF-WP-REL-DEPLOY-06-GENERATION_COMPATIBILITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009568,CPF-WP-REL-DEPLOY-06-GENERATION_COMPATIBILITY,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009569,CPF-WP-REL-DEPLOY-03-VERIFICATION_EVIDENCE,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009570,CPF-WP-REL-DEPLOY-03-VERIFICATION_EVIDENCE,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009571,CPF-WP-REL-DEPLOY-03-VERIFICATION_EVIDENCE,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009572,CPF-WP-REL-DEPLOY-03-VERIFICATION_EVIDENCE,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009573,CPF-WP-REL-DEPLOY-03-VERIFICATION_EVIDENCE,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009574,CPF-WP-REL-DEPLOY-03-VERIFICATION_EVIDENCE,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009575,CPF-WP-REL-DEPLOY-03-VERIFICATION_EVIDENCE,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009576,CPF-WP-REL-DEPLOY-03-VERIFICATION_EVIDENCE,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009577,CPF-WP-REL-DEPLOY-03-VERIFICATION_EVIDENCE,REL-DEPLOY,SEMANTIC_AXIS_SCORE,false
CPF-FR-009578,CPF-WP-REL-MIG-01-CONTRACT_OWNERSHIP,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009579,CPF-WP-REL-MIG-01-CONTRACT_OWNERSHIP,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009580,CPF-WP-REL-MIG-02-IMPLEMENTATION_CONSUMER,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009581,CPF-WP-REL-MIG-01-CONTRACT_OWNERSHIP,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009582,CPF-WP-REL-MIG-01-CONTRACT_OWNERSHIP,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009583,CPF-WP-REL-MIG-02-IMPLEMENTATION_CONSUMER,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009584,CPF-WP-REL-MIG-01-CONTRACT_OWNERSHIP,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009585,CPF-WP-REL-MIG-01-CONTRACT_OWNERSHIP,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009586,CPF-WP-REL-MIG-01-CONTRACT_OWNERSHIP,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009587,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009588,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009589,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009590,CPF-WP-REL-MIG-02-IMPLEMENTATION_CONSUMER,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009591,CPF-WP-REL-MIG-02-IMPLEMENTATION_CONSUMER,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009592,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009593,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009594,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009595,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009596,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009597,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009598,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009599,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009600,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009601,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009602,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009603,CPF-WP-REL-MIG-06-GENERATION_COMPATIBILITY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009604,CPF-WP-REL-MIG-06-GENERATION_COMPATIBILITY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009605,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009606,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009607,CPF-WP-REL-MIG-05-DATA_MIGRATION,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009608,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009609,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009610,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009611,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009612,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009613,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009614,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009615,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009616,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009617,CPF-WP-REL-MIG-04-FAILURE_RECOVERY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009618,CPF-WP-REL-MIG-05-DATA_MIGRATION,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009619,CPF-WP-REL-MIG-05-DATA_MIGRATION,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009620,CPF-WP-REL-MIG-05-DATA_MIGRATION,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009621,CPF-WP-REL-MIG-05-DATA_MIGRATION,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009622,CPF-WP-REL-MIG-05-DATA_MIGRATION,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009623,CPF-WP-REL-MIG-05-DATA_MIGRATION,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009624,CPF-WP-REL-MIG-06-GENERATION_COMPATIBILITY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009625,CPF-WP-REL-MIG-06-GENERATION_COMPATIBILITY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009626,CPF-WP-REL-MIG-06-GENERATION_COMPATIBILITY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009627,CPF-WP-REL-MIG-06-GENERATION_COMPATIBILITY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009628,CPF-WP-REL-MIG-06-GENERATION_COMPATIBILITY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009629,CPF-WP-REL-MIG-06-GENERATION_COMPATIBILITY,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009630,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009631,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009632,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009633,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009634,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009635,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009636,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009637,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009638,CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE,REL-MIG,SEMANTIC_AXIS_SCORE,false
CPF-FR-009639,CPF-WP-REL-COMPAT-01-CONTRACT_OWNERSHIP,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009640,CPF-WP-REL-COMPAT-01-CONTRACT_OWNERSHIP,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009641,CPF-WP-REL-COMPAT-02-IMPLEMENTATION_CONSUMER,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009642,CPF-WP-REL-COMPAT-01-CONTRACT_OWNERSHIP,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009643,CPF-WP-REL-COMPAT-01-CONTRACT_OWNERSHIP,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009644,CPF-WP-REL-COMPAT-02-IMPLEMENTATION_CONSUMER,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009645,CPF-WP-REL-COMPAT-01-CONTRACT_OWNERSHIP,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009646,CPF-WP-REL-COMPAT-01-CONTRACT_OWNERSHIP,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009647,CPF-WP-REL-COMPAT-01-CONTRACT_OWNERSHIP,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009648,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009649,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009650,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009651,CPF-WP-REL-COMPAT-02-IMPLEMENTATION_CONSUMER,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009652,CPF-WP-REL-COMPAT-02-IMPLEMENTATION_CONSUMER,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009653,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009654,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009655,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009656,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009657,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009658,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009659,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009660,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009661,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009662,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009663,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009664,CPF-WP-REL-COMPAT-05-GENERATION_COMPATIBILITY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009665,CPF-WP-REL-COMPAT-05-GENERATION_COMPATIBILITY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009666,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009667,CPF-WP-REL-COMPAT-01-CONTRACT_OWNERSHIP,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009668,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009669,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009670,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009671,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009672,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009673,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009674,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009675,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009676,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009677,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009678,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009679,CPF-WP-REL-COMPAT-01-CONTRACT_OWNERSHIP,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009680,CPF-WP-REL-COMPAT-01-CONTRACT_OWNERSHIP,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009681,CPF-WP-REL-COMPAT-02-IMPLEMENTATION_CONSUMER,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009682,CPF-WP-REL-COMPAT-05-GENERATION_COMPATIBILITY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009683,CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009684,CPF-WP-REL-COMPAT-05-GENERATION_COMPATIBILITY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009685,CPF-WP-REL-COMPAT-05-GENERATION_COMPATIBILITY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009686,CPF-WP-REL-COMPAT-05-GENERATION_COMPATIBILITY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009687,CPF-WP-REL-COMPAT-05-GENERATION_COMPATIBILITY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009688,CPF-WP-REL-COMPAT-05-GENERATION_COMPATIBILITY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009689,CPF-WP-REL-COMPAT-05-GENERATION_COMPATIBILITY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009690,CPF-WP-REL-COMPAT-05-GENERATION_COMPATIBILITY,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009691,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009692,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009693,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009694,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009695,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009696,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009697,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009698,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009699,CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE,REL-COMPAT,SEMANTIC_AXIS_SCORE,false
CPF-FR-009700,CPF-WP-DOC-GOV-01-CANONICAL_MODEL,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009701,CPF-WP-DOC-GOV-01-CANONICAL_MODEL,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009702,CPF-WP-DOC-GOV-02-AUTOMATION_CONTINUITY,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009703,CPF-WP-DOC-GOV-01-CANONICAL_MODEL,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009704,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009705,CPF-WP-DOC-GOV-02-AUTOMATION_CONTINUITY,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009706,CPF-WP-DOC-GOV-01-CANONICAL_MODEL,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009707,CPF-WP-DOC-GOV-01-CANONICAL_MODEL,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009708,CPF-WP-DOC-GOV-01-CANONICAL_MODEL,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009709,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009710,CPF-WP-DOC-GOV-01-CANONICAL_MODEL,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009711,CPF-WP-DOC-GOV-01-CANONICAL_MODEL,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009712,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009713,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009714,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009715,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009716,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009717,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009718,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009719,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009720,CPF-WP-DOC-GOV-02-AUTOMATION_CONTINUITY,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009721,CPF-WP-DOC-GOV-02-AUTOMATION_CONTINUITY,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009722,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009723,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009724,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009725,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009726,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009727,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009728,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009729,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009730,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009731,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009732,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009733,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009734,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009735,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
CPF-FR-009736,CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,DOC-GOV,SEMANTIC_AXIS_SCORE,false
