scenario_id,requirement_id,primary_work_item_id,canonical_requirement_ids,mapping_basis,manual_review_required
CPF-SC-019292,CPF-FR-008067,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019293,CPF-FR-008068,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019294,CPF-FR-008069,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019295,CPF-FR-008070,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019296,CPF-FR-008071,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019297,CPF-FR-008072,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019298,CPF-FR-008073,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019299,CPF-FR-008074,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019300,CPF-FR-008075,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019301,CPF-FR-008076,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019302,CPF-FR-008077,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019303,CPF-FR-008078,CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019304,CPF-FR-008079,CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019305,CPF-FR-008080,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019306,CPF-FR-008081,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019307,CPF-FR-008082,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019308,CPF-FR-008083,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019309,CPF-FR-008084,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019310,CPF-FR-008085,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019311,CPF-FR-008086,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019312,CPF-FR-008087,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019313,CPF-FR-008088,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019314,CPF-FR-008089,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019315,CPF-FR-008090,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019316,CPF-FR-008091,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019317,CPF-FR-008092,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019318,CPF-FR-008093,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019319,CPF-FR-008094,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019320,CPF-FR-008095,CPF-WP-DEVEX-QUICK-02-IMPLEMENTATION_CONSUMER,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019321,CPF-FR-008096,CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019322,CPF-FR-008097,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019323,CPF-FR-008098,CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019324,CPF-FR-008099,CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019325,CPF-FR-008100,CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019326,CPF-FR-008101,CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019327,CPF-FR-008102,CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019328,CPF-FR-008103,CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019329,CPF-FR-008104,CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019330,CPF-FR-008105,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019331,CPF-FR-008106,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019332,CPF-FR-008107,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019333,CPF-FR-008108,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019334,CPF-FR-008109,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019335,CPF-FR-008110,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019336,CPF-FR-008111,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019337,CPF-FR-008112,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019338,CPF-FR-008113,CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019339,CPF-FR-008115,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019340,CPF-FR-008116,CPF-WP-DEVEX-CODEGEN-02-IMPLEMENTATION_CONSUMER,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019341,CPF-FR-008117,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019342,CPF-FR-008118,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019343,CPF-FR-008119,CPF-WP-DEVEX-CODEGEN-02-IMPLEMENTATION_CONSUMER,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019344,CPF-FR-008120,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019345,CPF-FR-008121,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019346,CPF-FR-008122,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019347,CPF-FR-008123,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019348,CPF-FR-008124,CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019349,CPF-FR-008125,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019350,CPF-FR-008126,CPF-WP-DEVEX-CODEGEN-02-IMPLEMENTATION_CONSUMER,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019351,CPF-FR-008127,CPF-WP-DEVEX-CODEGEN-02-IMPLEMENTATION_CONSUMER,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019352,CPF-FR-008128,CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019353,CPF-FR-008129,CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019354,CPF-FR-008130,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019355,CPF-FR-008131,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019356,CPF-FR-008132,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019357,CPF-FR-008133,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019358,CPF-FR-008134,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019359,CPF-FR-008135,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019360,CPF-FR-008136,CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019361,CPF-FR-008137,CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019362,CPF-FR-008138,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019363,CPF-FR-008139,CPF-WP-DEVEX-CODEGEN-05-GENERATION_COMPATIBILITY,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019364,CPF-FR-008140,CPF-WP-DEVEX-CODEGEN-05-GENERATION_COMPATIBILITY,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019365,CPF-FR-008141,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019366,CPF-FR-008142,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019367,CPF-FR-008143,CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019368,CPF-FR-008144,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019369,CPF-FR-008145,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019370,CPF-FR-008146,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019371,CPF-FR-008147,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019372,CPF-FR-008148,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019373,CPF-FR-008149,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019374,CPF-FR-008150,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019375,CPF-FR-008151,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019376,CPF-FR-008152,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019377,CPF-FR-008153,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019378,CPF-FR-008154,CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019379,CPF-FR-008155,CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019380,CPF-FR-008156,CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019381,CPF-FR-008157,CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019382,CPF-FR-008158,CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019383,CPF-FR-008159,CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019384,CPF-FR-008160,CPF-WP-DEVEX-CODEGEN-05-GENERATION_COMPATIBILITY,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019385,CPF-FR-008161,CPF-WP-DEVEX-CODEGEN-05-GENERATION_COMPATIBILITY,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019386,CPF-FR-008162,CPF-WP-DEVEX-CODEGEN-05-GENERATION_COMPATIBILITY,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019387,CPF-FR-008163,CPF-WP-DEVEX-CODEGEN-05-GENERATION_COMPATIBILITY,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019388,CPF-FR-008164,CPF-WP-DEVEX-CODEGEN-05-GENERATION_COMPATIBILITY,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019389,CPF-FR-008165,CPF-WP-DEVEX-CODEGEN-05-GENERATION_COMPATIBILITY,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019390,CPF-FR-008166,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019391,CPF-FR-008167,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019392,CPF-FR-008168,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019393,CPF-FR-008169,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019394,CPF-FR-008170,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019395,CPF-FR-008171,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019396,CPF-FR-008172,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019397,CPF-FR-008173,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019398,CPF-FR-008174,CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019399,CPF-FR-008176,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019400,CPF-FR-008177,CPF-WP-DEVEX-COMMENT-02-IMPLEMENTATION_CONSUMER,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019401,CPF-FR-008178,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019402,CPF-FR-008179,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019403,CPF-FR-008180,CPF-WP-DEVEX-COMMENT-02-IMPLEMENTATION_CONSUMER,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019404,CPF-FR-008181,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019405,CPF-FR-008182,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019406,CPF-FR-008183,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019407,CPF-FR-008184,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019408,CPF-FR-008185,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019409,CPF-FR-008186,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019410,CPF-FR-008187,CPF-WP-DEVEX-COMMENT-02-IMPLEMENTATION_CONSUMER,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019411,CPF-FR-008188,CPF-WP-DEVEX-COMMENT-02-IMPLEMENTATION_CONSUMER,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019412,CPF-FR-008189,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019413,CPF-FR-008190,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019414,CPF-FR-008191,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019415,CPF-FR-008192,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019416,CPF-FR-008193,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019417,CPF-FR-008194,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019418,CPF-FR-008195,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019419,CPF-FR-008196,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019420,CPF-FR-008197,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019421,CPF-FR-008198,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019422,CPF-FR-008199,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019423,CPF-FR-008200,CPF-WP-DEVEX-COMMENT-04-GENERATION_COMPATIBILITY,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019424,CPF-FR-008201,CPF-WP-DEVEX-COMMENT-04-GENERATION_COMPATIBILITY,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019425,CPF-FR-008202,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019426,CPF-FR-008203,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019427,CPF-FR-008204,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019428,CPF-FR-008205,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019429,CPF-FR-008206,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019430,CPF-FR-008207,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019431,CPF-FR-008208,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019432,CPF-FR-008209,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019433,CPF-FR-008210,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019434,CPF-FR-008211,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019435,CPF-FR-008212,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019436,CPF-FR-008213,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019437,CPF-FR-008214,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019438,CPF-FR-008215,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019439,CPF-FR-008216,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019440,CPF-FR-008217,CPF-WP-DEVEX-COMMENT-02-IMPLEMENTATION_CONSUMER,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019441,CPF-FR-008218,CPF-WP-DEVEX-COMMENT-04-GENERATION_COMPATIBILITY,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019442,CPF-FR-008219,CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019443,CPF-FR-008220,CPF-WP-DEVEX-COMMENT-04-GENERATION_COMPATIBILITY,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-019444,CPF-FR-008221,CPF-WP-DEVEX-COMMENT-04-GENERATION_COMPATIBILITY,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
