request_id,scenario_id,linked_requirement_id,canonical_requirement_id,primary_work_item_id,mapping_basis,manual_review_required,priority,scenario_type,title,expected_result,failure_criteria
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016127,CPF-FR-004849,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004849] Data Scope / DATA_SCOPE 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Data Scope 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016128,CPF-FR-004850,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004850] Masking·Privacy / MASKING 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Masking·Privacy 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016129,CPF-FR-004851,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004851] 사유 / REASON 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 사유 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016130,CPF-FR-004852,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004852] 승인 / APPROVAL 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 승인 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016131,CPF-FR-004853,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004853] 감사 / AUDIT 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 감사 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016132,CPF-FR-004854,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004854] Log / LOG 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Log 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016133,CPF-FR-004855,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004855] Metric / METRIC 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Metric 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016134,CPF-FR-004856,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004856] Trace / TRACE 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Trace 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016135,CPF-FR-004857,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004857] Health·Readiness / HEALTH 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Health·Readiness 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016136,CPF-FR-004858,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004858] Alert·Runbook / ALERT_RUNBOOK 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Alert·Runbook 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016137,CPF-FR-004859,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004859] Resource 상한 / RESOURCE 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Resource 상한 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016138,CPF-FR-004860,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004860] DB Ownership / DB_OWNER 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 DB Ownership 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016139,CPF-FR-004861,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004861] DB Schema / DB_SCHEMA 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 DB Schema 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016140,CPF-FR-004862,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004862] Runtime Query / DB_QUERY 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Runtime Query 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016141,CPF-FR-004863,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004863] Migration / DB_MIGRATION 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Migration 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016142,CPF-FR-004864,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004864] DB Rollback / DB_ROLLBACK 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 DB Rollback 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016143,CPF-FR-004865,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004865] 3 Vendor / DB_VENDOR 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 3 Vendor 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016144,CPF-FR-004866,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004866] API·OpenAPI / API_OPENAPI 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 API·OpenAPI 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016145,CPF-FR-004867,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004867] Frontend 연결 / FRONTEND 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Frontend 연결 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016146,CPF-FR-004868,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004868] ADM 운영 기능 / ADM_UI 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 ADM 운영 기능 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016147,CPF-FR-004869,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004869] BZA 업무 관리 / BZA_UI 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 BZA 업무 관리 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016148,CPF-FR-004870,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004870] Generator 영향 / GENERATOR 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Generator 영향 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016149,CPF-FR-004871,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004871] Sample·EDU / SAMPLE_EDU 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Sample·EDU 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016150,CPF-FR-004872,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004872] JavaDoc·주석 / JAVADOC 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 JavaDoc·주석 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016151,CPF-FR-004873,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004873] 개발·운영 Guide / GUIDE 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 개발·운영 Guide 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016152,CPF-FR-004874,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004874] Unit Test / UNIT_TEST 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Unit Test 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016153,CPF-FR-004875,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004875] Contract Test / CONTRACT_TEST 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Contract Test 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016154,CPF-FR-004876,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004876] Integration Test / INTEGRATION_TEST 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Integration Test 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016155,CPF-FR-004877,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004877] Runtime Test / RUNTIME_TEST 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Runtime Test 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016156,CPF-FR-004878,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004878] Fault Test / FAULT_TEST 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Fault Test 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016157,CPF-FR-004879,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004879] Evidence / EVIDENCE 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Evidence 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016158,CPF-FR-004880,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004880] Hygiene / HYGIENE 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Hygiene 기능을 사용할 때 Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016159,CPF-FR-004882,BAT-AGENT,CPF-WP-BAT-AGENT-01-CONTRACT_OWNERSHIP,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004882] Owner·경계 / OWNER 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 Owner·경계 기능을 사용할 때 Agent pool·capability·zone·lease·heartbeat·drain·takeover·artifact/config·process tree·output budget을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-016160,CPF-FR-004883,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,DIRECT_VERIFICATION,[CPF-FR-004883] 실제 Consumer / CONSUMER 직접 검증,Batch 개발자·운영자가 실제 제품 경로에서 실제 Consumer 기능을 사용할 때 Agent pool·capability·zone·lease·heartbeat·drain·takeover·artifact/config·process tree·output budget을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락
