request_id,work_item_id,canonical_requirement_id,priority,primary_owner,integration_owner,applicable_gates,dependencies,ledger_part
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-CLAIM-01-CONTRACT_OWNERSHIP,CENTER-CLAIM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-CLAIM-02-IMPLEMENTATION_CONSUMER,CENTER-CLAIM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CENTER-CLAIM-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-CLAIM-03-VERIFICATION_EVIDENCE,CENTER-CLAIM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CENTER-CLAIM-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-CLAIM-02-IMPLEMENTATION_CONSUMER,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-CLAIM-04-FAILURE_RECOVERY,CENTER-CLAIM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CENTER-CLAIM-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-RATE-01-CONTRACT_OWNERSHIP,CENTER-RATE,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-RATE-02-IMPLEMENTATION_CONSUMER,CENTER-RATE,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-RATE-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-RATE-03-VERIFICATION_EVIDENCE,CENTER-RATE,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-RATE-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-RATE-02-IMPLEMENTATION_CONSUMER,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-RATE-04-FAILURE_RECOVERY,CENTER-RATE,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-RATE-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-REPROCESS-01-CONTRACT_OWNERSHIP,CENTER-REPROCESS,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-REPROCESS-02-IMPLEMENTATION_CONSUMER,CENTER-REPROCESS,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-REPROCESS-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-REPROCESS-03-VERIFICATION_EVIDENCE,CENTER-REPROCESS,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-REPROCESS-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-REPROCESS-02-IMPLEMENTATION_CONSUMER,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-REPROCESS-04-FAILURE_RECOVERY,CENTER-REPROCESS,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-REPROCESS-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-UNKNOWN-01-CONTRACT_OWNERSHIP,CENTER-UNKNOWN,P0,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-UNKNOWN-02-IMPLEMENTATION_CONSUMER,CENTER-UNKNOWN,P0,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CENTER-UNKNOWN-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-UNKNOWN-03-VERIFICATION_EVIDENCE,CENTER-UNKNOWN,P0,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CENTER-UNKNOWN-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-UNKNOWN-02-IMPLEMENTATION_CONSUMER,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-UNKNOWN-04-FAILURE_RECOVERY,CENTER-UNKNOWN,P0,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CENTER-UNKNOWN-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-UNKNOWN-05-OPERATIONS_SECURITY,CENTER-UNKNOWN,P0,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CENTER-UNKNOWN-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-OPS-01-CONTRACT_OWNERSHIP,CENTER-OPS,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-OPS-02-IMPLEMENTATION_CONSUMER,CENTER-OPS,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CENTER-OPS-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-OPS-03-VERIFICATION_EVIDENCE,CENTER-OPS,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CENTER-OPS-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-OPS-02-IMPLEMENTATION_CONSUMER,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-OPS-04-FAILURE_RECOVERY,CENTER-OPS,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CENTER-OPS-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-METRIC-01-CONTRACT_OWNERSHIP,OPS-METRIC,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-METRIC-02-IMPLEMENTATION_CONSUMER,OPS-METRIC,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-METRIC-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-METRIC-03-VERIFICATION_EVIDENCE,OPS-METRIC,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-METRIC-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-METRIC-02-IMPLEMENTATION_CONSUMER,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-METRIC-04-FAILURE_RECOVERY,OPS-METRIC,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-METRIC-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-METRIC-05-OPERATIONS_SECURITY,OPS-METRIC,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-METRIC-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-METRIC-06-DATA_MIGRATION,OPS-METRIC,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-METRIC-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-SLO-01-CONTRACT_OWNERSHIP,OPS-SLO,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-SLO-02-IMPLEMENTATION_CONSUMER,OPS-SLO,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-SLO-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-SLO-03-VERIFICATION_EVIDENCE,OPS-SLO,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-SLO-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-SLO-02-IMPLEMENTATION_CONSUMER,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-SLO-04-FAILURE_RECOVERY,OPS-SLO,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-SLO-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-SLO-05-OPERATIONS_SECURITY,OPS-SLO,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-SLO-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-ALERT-01-CONTRACT_OWNERSHIP,OPS-ALERT,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-ALERT-02-IMPLEMENTATION_CONSUMER,OPS-ALERT,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-ALERT-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-ALERT-03-VERIFICATION_EVIDENCE,OPS-ALERT,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-ALERT-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-ALERT-02-IMPLEMENTATION_CONSUMER,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-ALERT-04-FAILURE_RECOVERY,OPS-ALERT,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-ALERT-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-ALERT-05-OPERATIONS_SECURITY,OPS-ALERT,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-ALERT-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-INCIDENT-01-CONTRACT_OWNERSHIP,OPS-INCIDENT,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-INCIDENT-02-IMPLEMENTATION_CONSUMER,OPS-INCIDENT,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-INCIDENT-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-INCIDENT-03-VERIFICATION_EVIDENCE,OPS-INCIDENT,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-INCIDENT-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-INCIDENT-02-IMPLEMENTATION_CONSUMER,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-INCIDENT-04-FAILURE_RECOVERY,OPS-INCIDENT,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-INCIDENT-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-INCIDENT-05-OPERATIONS_SECURITY,OPS-INCIDENT,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-INCIDENT-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-RUNBOOK-01-CONTRACT_OWNERSHIP,OPS-RUNBOOK,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-RUNBOOK-02-IMPLEMENTATION_CONSUMER,OPS-RUNBOOK,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-RUNBOOK-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-RUNBOOK-03-VERIFICATION_EVIDENCE,OPS-RUNBOOK,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-RUNBOOK-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-RUNBOOK-02-IMPLEMENTATION_CONSUMER,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-OPS-RUNBOOK-04-FAILURE_RECOVERY,OPS-RUNBOOK,P1,cpf-admin control plane + runtime owner,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-OPS-RUNBOOK-01-CONTRACT_OWNERSHIP,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md
