atomic_id,atomic_type,canonical_requirement_id,work_item_id,development_status,verification_status,qa_status,evidence_path,evidence_sha256
CPF-FR-002695,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-04-FAILURE_RECOVERY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002696,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002697,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002698,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002699,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002700,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002701,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-04-FAILURE_RECOVERY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002702,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002703,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002704,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002705,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002706,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002707,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002708,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002709,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-04-FAILURE_RECOVERY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002710,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-01-CONTRACT_OWNERSHIP,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002711,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-01-CONTRACT_OWNERSHIP,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002712,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002713,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002714,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002715,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002716,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002717,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002718,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002719,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002720,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-04-FAILURE_RECOVERY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002721,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002722,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002723,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002724,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002725,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002726,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-01-CONTRACT_OWNERSHIP,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002727,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002728,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-05-DATA_MIGRATION,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002729,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002730,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002731,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002732,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002733,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002734,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002735,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-05-DATA_MIGRATION,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002736,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-04-FAILURE_RECOVERY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002737,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002738,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002739,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002740,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-05-DATA_MIGRATION,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002741,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002742,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002743,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002744,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002745,CPF-FR,DB-ROLLBACK,CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_tests_final.log,1f102536dd2e95663febbcc635b3cd3df8f372a92dbd3bcaafdeac35dcf30c2a
CPF-FR-002746,CPF-FR,DB-BACKUP,CPF-WP-DB-BACKUP-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_development_contract.json,0fb145f3ec9b97fc4880277f459432dfd9cdf0a6c0baff16227a80799eba7ff6
CPF-FR-002747,CPF-FR,DB-BACKUP,CPF-WP-DB-BACKUP-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_development_contract.json,0fb145f3ec9b97fc4880277f459432dfd9cdf0a6c0baff16227a80799eba7ff6
CPF-FR-002748,CPF-FR,DB-BACKUP,CPF-WP-DB-BACKUP-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_development_contract.json,0fb145f3ec9b97fc4880277f459432dfd9cdf0a6c0baff16227a80799eba7ff6
CPF-FR-002749,CPF-FR,DB-BACKUP,CPF-WP-DB-BACKUP-01-CONTRACT_OWNERSHIP,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_development_contract.json,0fb145f3ec9b97fc4880277f459432dfd9cdf0a6c0baff16227a80799eba7ff6
CPF-FR-002750,CPF-FR,DB-BACKUP,CPF-WP-DB-BACKUP-01-CONTRACT_OWNERSHIP,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_development_contract.json,0fb145f3ec9b97fc4880277f459432dfd9cdf0a6c0baff16227a80799eba7ff6
CPF-FR-002751,CPF-FR,DB-BACKUP,CPF-WP-DB-BACKUP-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_development_contract.json,0fb145f3ec9b97fc4880277f459432dfd9cdf0a6c0baff16227a80799eba7ff6
CPF-FR-002752,CPF-FR,DB-BACKUP,CPF-WP-DB-BACKUP-01-CONTRACT_OWNERSHIP,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_development_contract.json,0fb145f3ec9b97fc4880277f459432dfd9cdf0a6c0baff16227a80799eba7ff6
CPF-FR-002753,CPF-FR,DB-BACKUP,CPF-WP-DB-BACKUP-01-CONTRACT_OWNERSHIP,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_development_contract.json,0fb145f3ec9b97fc4880277f459432dfd9cdf0a6c0baff16227a80799eba7ff6
CPF-FR-002754,CPF-FR,DB-BACKUP,CPF-WP-DB-BACKUP-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_development_contract.json,0fb145f3ec9b97fc4880277f459432dfd9cdf0a6c0baff16227a80799eba7ff6
CPF-FR-002755,CPF-FR,DB-BACKUP,CPF-WP-DB-BACKUP-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_development_contract.json,0fb145f3ec9b97fc4880277f459432dfd9cdf0a6c0baff16227a80799eba7ff6
CPF-FR-002756,CPF-FR,DB-BACKUP,CPF-WP-DB-BACKUP-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_db_development_contract.json,0fb145f3ec9b97fc4880277f459432dfd9cdf0a6c0baff16227a80799eba7ff6
