area,canonical_requirement_id,path,method,operation_id,source_snapshot,baseline_sha,status
ADM,ADM-INCIDENT,/adm/api/incidents/policies,POST,admIncidentCreatePolicy,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/policies/{policyId},PUT,admIncidentUpdatePolicy,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/signals,POST,admIncidentIngestSignal,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/{incidentId},GET,admIncidentFindIncident,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/{incidentId}/acknowledge,POST,admIncidentAcknowledge,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/{incidentId}/escalate,POST,admIncidentEscalate,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/{incidentId}/reopen,POST,admIncidentReopen,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/{incidentId}/resolve,POST,admIncidentResolve,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/{incidentId}/status,POST,admIncidentTransitionIncident,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/{incidentId}/timeline,GET,admIncidentFindTimeline,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-exports,POST,admLogExportCreate,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-exports/{exportId}/artifact,GET,admLogExportDownload,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-level/rules,GET,admDynamicLogLevelFindRules,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-level/rules,PUT,admDynamicLogLevelRegister,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-level/rules/{ruleId},DELETE,admDynamicLogLevelRemove,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-policies,GET,admLogPolicyFindPolicies,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-policies,POST,admLogPolicyCreatePolicy,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-policies/cache/clear,POST,admLogPolicyClearCache,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-policies/cache/refresh,POST,admLogPolicyRefreshCache,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-policies/distribution,GET,admLogPolicyDistributionStatus,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-TIMELINE,/adm/api/log-policies/history,GET,admLogPolicyFindTraceBoostHistory,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-policies/overrides,POST,admLogPolicyCreateOverride,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-policies/overrides/{overrideId}/disable,PATCH,admLogPolicyDisableOverride,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-TIMELINE,/adm/api/log-policies/runtime-state,GET,admLogPolicyFindTraceBoostRuntimeState,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-TIMELINE,/adm/api/log-policies/trace-boost,POST,admLogPolicyCreateTraceBoost,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-policies/{policyId},GET,admLogPolicyFindPolicy,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-policies/{policyId},PUT,admLogPolicyUpdatePolicy,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/log-policies/{policyId}/disable,POST,admLogPolicyDisablePolicy,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-AUDIT,/adm/api/log-policy-audits,GET,admLogPolicyAuditFindPolicyAudits,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/logs,GET,admLogFindLogs,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/logs/{logIdx},GET,admLogGetLogDetail,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/maintenance/actions,GET,admMaintenanceFindActions,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/maintenance/actions,POST,admMaintenanceExecuteAction,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/messages,GET,admMessageFindMessages,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/messages,POST,admMessageCreateMessage,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/messages/{messageId},DELETE,admMessageDeleteMessage,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/messages/{messageId},GET,admMessageFindMessage,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/messages/{messageId},PUT,admMessageUpdateMessage,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/notifications/delivery-logs,GET,admNotificationFindDeliveryLogs,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/notifications/delivery-logs/dlq,GET,admNotificationFindDlq,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/notifications/delivery-logs/{deliveryId}/attempts,GET,admNotificationFindDeliveryAttempts,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/notifications/delivery-logs/{deliveryId}/cancel,POST,admNotificationCancelDelivery,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/notifications/delivery-logs/{deliveryId}/retry,POST,admNotificationRetryDelivery,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/notifications/rules,GET,admNotificationFindRules,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/notifications/rules,POST,admNotificationSaveRule,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/notifications/rules/{ruleId},GET,admNotificationFindRule,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/notifications/rules/{ruleId},PUT,admNotificationUpdateRule,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/notifications/rules/{ruleId}/disable,PUT,admNotificationDisableRule,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/notifications/rules/{ruleId}/test-send,POST,admNotificationSendTest,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-TIMELINE,/adm/api/observability/business-transactions/{businessTransactionId},GET,traceAdmByBusinessTransactionId,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-TIMELINE,/adm/api/observability/traces/{traceId},GET,traceAdmByTraceId,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-TIMELINE,/adm/api/observability/transactions/{transactionId},GET,traceAdmByTransactionId,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/openapi/refresh,POST,admOpenApiRefresh,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/openapi/status,GET,admOpenApiStatus,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/operators,GET,admOperatorFindOperators,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/operators,POST,admOperatorCreateOperator,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/operators/menus,GET,admOperatorFindMenus,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/operators/operations/{operationId},GET,admOperatorFindCreateResult,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/operators/password-policy,GET,admOperatorPasswordPolicy,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/operators/password-policy/validate,GET,admOperatorValidatePassword,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/operators/roles,GET,admOperatorFindRoles,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-AUTH,/adm/api/operators/sessions,GET,admOperatorFindSessions,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-AUTH,/adm/api/operators/sessions/cleanup-expired,POST,admOperatorCleanupExpiredSessions,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-AUTH,/adm/api/operators/sessions/{sessionId}/revoke,POST,admOperatorRevokeSession,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/operators/{operatorId}/contacts,PUT,admOperatorUpdateContact,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/operators/{operatorId}/contacts/raw,POST,admOperatorRawContact,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/operators/{operatorId}/password,POST,admOperatorChangePassword,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/operators/{operatorId}/password/reset,POST,admOperatorResetPassword,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/operators/{operatorId}/roles,PUT,admOperatorUpdateRoles,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/operators/{operatorId}/status,PUT,admOperatorUpdateStatus,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/operators/{operatorId}/unlock,POST,admOperatorUnlockOperator,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/parameter-references,GET,admParameterReferenceSearch,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/api-matrix,GET,admPermissionFindApiPermissionMatrix,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/api-permissions,GET,admPermissionFindApiPermissions,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/api-permissions,POST,admPermissionCreateApiPermission,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/api-permissions/{apiPermissionId},GET,admPermissionFindApiPermission,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/api-permissions/{apiPermissionId},PUT,admPermissionUpdateApiPermission,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/api-permissions/{apiPermissionId}/status,PUT,admPermissionUpdateApiPermissionStatus,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/button-matrix,GET,admPermissionFindButtonMatrix,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/buttons,GET,admPermissionFindButtons,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/buttons,POST,admPermissionCreateButton,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/buttons/{buttonId},GET,admPermissionFindButton,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/buttons/{buttonId},PUT,admPermissionUpdateButton,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/buttons/{buttonId}/status,PUT,admPermissionUpdateButtonStatus,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/menu-matrix,GET,admPermissionFindMenuMatrix,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/menus,GET,admPermissionFindManagedMenus,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/menus,POST,admPermissionCreateMenu,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/menus/{menuId},GET,admPermissionFindManagedMenu,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/menus/{menuId},PUT,admPermissionUpdateMenu,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/menus/{menuId}/status,PUT,admPermissionUpdateMenuStatus,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/roles,GET,admPermissionFindRoles,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/roles,POST,admPermissionCreateRole,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/roles/{roleId},GET,admPermissionFindRole,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/roles/{roleId},PUT,admPermissionUpdateRole,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/roles/{roleId}/api-permissions/{apiPermissionId},PUT,admPermissionUpdateRoleApiPermission,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/roles/{roleId}/buttons/{buttonId},PUT,admPermissionUpdateButtonPermission,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/roles/{roleId}/menus/{menuId},PUT,admPermissionUpdateMenuPermission,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RBAC,/adm/api/permissions/roles/{roleId}/status,PUT,admPermissionUpdateRoleStatus,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/platform/feature-flags,GET,admFeatureFlagSearch,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/platform/feature-flags/evaluate,POST,admFeatureFlagEvaluate,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/platform/feature-flags/override-requests,POST,admFeatureFlagRequestOverride,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/platform/feature-flags/override-requests/{requestId}/approve,POST,admFeatureFlagApproveOverride,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/platform/feature-flags/override-requests/{requestId}/revoke,POST,admFeatureFlagRevokeOverride,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/platform/feature-flags/{flagKey},GET,admFeatureFlagFind,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/platform/feature-flags/{flagKey}/kill-switch,POST,admFeatureFlagSetKillSwitch,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/platform/resilience-policies,GET,admResiliencePolicySearch,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/platform/resilience-policies/requests,POST,admResiliencePolicyRequest,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/platform/resilience-policies/requests/{requestId}/approve,POST,admResiliencePolicyApprove,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/platform/resilience-policies/requests/{requestId}/reject,POST,admResiliencePolicyReject,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/platform/resilience-policies/{operationId},GET,admResiliencePolicyFind,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-BATCH,/adm/api/reliability/batch-job-logs,GET,findAdmBatchJobInstanceLogs,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-BATCH,/adm/api/reliability/batch-job-logs/{businessDate}/{jobName}/{jobInstanceId},GET,getAdmBatchJobInstanceLog,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/reliability/broker/dlq,GET,findAdmBrokerDlq,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/reliability/broker/dlq/{messageId}/replay,POST,requestAdmBrokerDlqReplay,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/reliability/broker/inbox,GET,findAdmBrokerInbox,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/reliability/broker/outbox,GET,findAdmBrokerOutbox,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/reliability/file-transfers,GET,findAdmFileTransferHistory,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/reliability/idempotency,GET,findAdmIdempotencyRecords,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/reliability/transaction-log-recovery,GET,getAdmTransactionLogRecoveryStatus,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/reliability/transaction-log-recovery/poison/{target}/{recoveryEventId}/retry,POST,retryAdmTraceRecoveryPoison,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/reliability/transaction-log-recovery/run,POST,runAdmTransactionLogRecovery,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/reliability/unknown-results,GET,findAdmUnknownResults,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/reliability/unknown-results/{unknownId}/resolve,POST,resolveAdmUnknownResult,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/remote-logs,GET,admRemoteLogSearch,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/remote-logs/bundle-jobs,POST,admRemoteLogBundleJobCreate,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/remote-logs/bundle-jobs/{jobId},GET,admRemoteLogBundleJobFind,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/remote-logs/bundle-jobs/{jobId}/download,GET,admRemoteLogBundleJobDownload,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/remote-logs/bundle-jobs/{jobId}/download-tokens,POST,admRemoteLogBundleDownloadTokenIssue,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/remote-logs/bundles,POST,admRemoteLogBundleDownload,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-LOG,/adm/api/remote-logs/diagnostics,GET,admRemoteLogDiagnostics,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
