exact_id,qa_status,architecture_decision,source_path,basis_sha,qa_note
EDU-ADM-14,미검증,PRODUCT_ADM,cpf-reference/src/main/java/com/cpf/reference/optional/operations/topology/EduAdm14Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-15,미검증,PRODUCT_ADM,cpf-reference/src/main/java/com/cpf/reference/optional/operations/correlation/EduAdm15Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-16,미검증,PRODUCT_ADM,cpf-reference/src/main/java/com/cpf/reference/optional/operations/notification/EduAdm16Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-17,미검증,PRODUCT_ADM,cpf-reference/src/main/java/com/cpf/reference/optional/operations/session/EduAdm17Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-BZA-01,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-02,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-03,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-04,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-05,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-06,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-07,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-08,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-09,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-10,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-11,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-12,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-13,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BZA-14,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-01,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-02,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-03,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-04,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-05,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-06,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-07,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-08,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-09,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-10,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-11,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-12,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-13,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-GW-14,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-01,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-02,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-03,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-04,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-05,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-06,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-07,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-08,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-09,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-10,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-11,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-12,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-13,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-14,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-OPS-15,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
