id,kind,source_set,area,work_package,severity,original_status,title,requirement_or_setup,validation_or_expected,source_evidence,closing_status,closing_evidence,root_cause_key
CPF-QA-BAT-036,REQUIREMENT,BASE,BAT,,P0,부분 구현,Host Agent 인증,cpf-batch Runtime 책임으로 Host Agent 인증을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|host agent 인증
CPF-QA-BAT-037,REQUIREMENT,BASE,BAT,,P0,부분 구현,Approved Script Catalog,cpf-batch Runtime 책임으로 Approved Script Catalog을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|approved script catalog
CPF-QA-BAT-038,REQUIREMENT,BASE,BAT,,P1,부분 구현,File Watch,cpf-batch Runtime 책임으로 File Watch을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|file watch
CPF-QA-BAT-039,REQUIREMENT,BASE,BAT,,P1,부분 구현,File Process,cpf-batch Runtime 책임으로 File Process을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|file process
CPF-QA-BAT-040,REQUIREMENT,BASE,BAT,,P1,부분 구현,File Transfer,cpf-batch Runtime 책임으로 File Transfer을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|file transfer
CPF-QA-BAT-041,REQUIREMENT,BASE,BAT,,P0,부분 구현,Path Alias Security,cpf-batch Runtime 책임으로 Path Alias Security을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|path alias security
CPF-QA-BAT-042,REQUIREMENT,BASE,BAT,,P0,부분 구현,BAT Owner Command API,cpf-batch Runtime 책임으로 BAT Owner Command API을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|bat owner command api
CPF-QA-BAT-043,REQUIREMENT,BASE,BAT,,P0,부분 구현,Operation Idempotency,cpf-batch Runtime 책임으로 Operation Idempotency을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|operation idempotency
CPF-QA-BAT-044,REQUIREMENT,BASE,BAT,,P0,부분 구현,BAT Audit,cpf-batch Runtime 책임으로 BAT Audit을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|bat audit
CPF-QA-BAT-045,REQUIREMENT,BASE,BAT,,P1,부분 구현,BAT Metrics,cpf-batch Runtime 책임으로 BAT Metrics을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|bat metrics
CPF-QA-BAT-046,REQUIREMENT,BASE,BAT,,P0,부분 구현,BAT Multi-instance,cpf-batch Runtime 책임으로 BAT Multi-instance을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|bat multi instance
CPF-QA-BAT-047,REQUIREMENT,BASE,BAT,,P1,부분 구현,JobPack Upgrade,cpf-batch Runtime 책임으로 JobPack Upgrade을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|jobpack upgrade
CPF-QA-BAT-048,REQUIREMENT,BASE,BAT,,P0,부분 구현,BAT DR,cpf-batch Runtime 책임으로 BAT DR을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|bat dr
CPF-QA-BAT-049,REQUIREMENT,BASE,BAT,,P1,부분 구현,Scheduler config runtime apply,cpf-batch Runtime 책임으로 Scheduler config runtime apply을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|scheduler config runtime apply
CPF-QA-BAT-050,REQUIREMENT,BASE,BAT,,P1,부분 구현,Worker config runtime apply,cpf-batch Runtime 책임으로 Worker config runtime apply을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|worker config runtime apply
CPF-QA-BAT-051,REQUIREMENT,BASE,BAT,,P1,부분 구현,Runner config runtime apply,cpf-batch Runtime 책임으로 Runner config runtime apply을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|runner config runtime apply
CPF-QA-BAT-052,REQUIREMENT,BASE,BAT,,P1,부분 구현,Agent config runtime apply,cpf-batch Runtime 책임으로 Agent config runtime apply을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|agent config runtime apply
CPF-QA-BAT-053,REQUIREMENT,BASE,BAT,,P1,부분 구현,Job enable disable 실시간 적용,cpf-batch Runtime 책임으로 Job enable disable 실시간 적용을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|job enable disable 실시간 적용
CPF-QA-BAT-054,REQUIREMENT,BASE,BAT,,P1,부분 구현,Chunk size 적용 시점 정책,cpf-batch Runtime 책임으로 Chunk size 적용 시점 정책을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|chunk size 적용 시점 정책
CPF-QA-BAT-055,REQUIREMENT,BASE,BAT,,P1,부분 구현,Execution 중 config snapshot,cpf-batch Runtime 책임으로 Execution 중 config snapshot을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|execution 중 config snapshot
CPF-QA-BAT-056,REQUIREMENT,BASE,BAT,,P1,부분 구현,Lease clock skew,cpf-batch Runtime 책임으로 Lease clock skew을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|lease clock skew
CPF-QA-BAT-057,REQUIREMENT,BASE,BAT,,P1,부분 구현,Queue poison isolation,cpf-batch Runtime 책임으로 Queue poison isolation을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|queue poison isolation
CPF-QA-BAT-058,REQUIREMENT,BASE,BAT,,P1,부분 구현,Worker capability mismatch,cpf-batch Runtime 책임으로 Worker capability mismatch을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|worker capability mismatch
CPF-QA-BAT-059,REQUIREMENT,BASE,BAT,,P1,부분 구현,Agent primary secondary,cpf-batch Runtime 책임으로 Agent primary secondary을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|agent primary secondary
CPF-QA-BAT-060,REQUIREMENT,BASE,BAT,,P1,부분 구현,File shared storage failover,cpf-batch Runtime 책임으로 File shared storage failover을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|file shared storage failover
CPF-QA-BAT-061,REQUIREMENT,BASE,BAT,,P1,부분 구현,Blind failover 차단,cpf-batch Runtime 책임으로 Blind failover 차단을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|blind failover 차단
CPF-QA-BAT-062,REQUIREMENT,BASE,BAT,,P1,부분 구현,Batch timeline,cpf-batch Runtime 책임으로 Batch timeline을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|batch timeline
CPF-QA-BAT-063,REQUIREMENT,BASE,BAT,,P1,부분 구현,Batch incident,cpf-batch Runtime 책임으로 Batch incident을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|batch incident
CPF-QA-BAT-064,REQUIREMENT,BASE,BAT,,P1,부분 구현,Batch server paging,cpf-batch Runtime 책임으로 Batch server paging을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|batch server paging
CPF-QA-BAT-065,REQUIREMENT,BASE,BAT,,P1,부분 구현,Batch Browser E2E,cpf-batch Runtime 책임으로 Batch Browser E2E을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"Control/Scheduler2/Worker2/Runner2/Agent2, DB/queue/network fault와 restart로 검증한다.",,미검증,latest master exact-SHA execution evidence required,BAT|batch browser e2e
CPF-QA-LEG-001,REQUIREMENT,BASE,LEG,,P0,재확인 필요,CPF-QA-BR-001 연속 추적 — ADM Session DB 저장 실패 후 Memory 성공 반환,기존 `CPF-QA-BR-001`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 001 연속 추적 adm session db 저장  후 memory 성공 반환
CPF-QA-LEG-002,REQUIREMENT,BASE,LEG,,P0,재확인 필요,CPF-QA-BR-002 연속 추적 — ADM Session lookup DB 장애를 미인증으로 축소,기존 `CPF-QA-BR-002`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 002 연속 추적 adm session lookup db 장애를 미인증으로 축소
CPF-QA-LEG-003,REQUIREMENT,BASE,LEG,,P0,재확인 필요,CPF-QA-BR-003 연속 추적 — ADM Session revoke/cleanup 오류 무시,기존 `CPF-QA-BR-003`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 003 연속 추적 adm session revoke cleanup 오류 무시
CPF-QA-LEG-004,REQUIREMENT,BASE,LEG,,P0,재확인 필요,CPF-QA-BR-004 연속 추적 — Memory Session이 현재 계정 상태 미확인,기존 `CPF-QA-BR-004`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 004 연속 추적 memory session이 현재 계정 상태 미확인
CPF-QA-LEG-005,REQUIREMENT,BASE,LEG,,P0,재확인 필요,CPF-QA-BR-005 연속 추적 — DB Session이 account status/lock 미확인,기존 `CPF-QA-BR-005`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 005 연속 추적 db session이 account status lock 미확인
CPF-QA-LEG-006,REQUIREMENT,BASE,LEG,,P0,재확인 필요,CPF-QA-BR-006 연속 추적 — Role 변경 후 Session role snapshot 잔존,기존 `CPF-QA-BR-006`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 006 연속 추적 role 변경 후 session role snapshot 잔존
CPF-QA-LEG-007,REQUIREMENT,BASE,LEG,,P0,재확인 필요,CPF-QA-BR-007 연속 추적 — 다중 인스턴스 Session 무효화 불가,기존 `CPF-QA-BR-007`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 007 연속 추적 다중 인스턴스 session 무효화 불가
CPF-QA-LEG-008,REQUIREMENT,BASE,LEG,,P0,재확인 필요,CPF-QA-BR-008 연속 추적 — Permission DB 장애 fail-open,기존 `CPF-QA-BR-008`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 008 연속 추적 permission db 장애 fail open
CPF-QA-LEG-009,REQUIREMENT,BASE,LEG,,P1,재확인 필요,CPF-QA-BR-009 연속 추적 — 미등록 ADM API 기본 허용,기존 `CPF-QA-BR-009`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 009 연속 추적 미등록 adm api 기본 허용
CPF-QA-LEG-010,REQUIREMENT,BASE,LEG,,P1,재확인 필요,CPF-QA-BR-010 연속 추적 — GET/HEAD 광범위 fallback 허용,기존 `CPF-QA-BR-010`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 010 연속 추적 get head 광범위 fallback 허용
CPF-QA-LEG-011,REQUIREMENT,BASE,LEG,,P1,재확인 필요,CPF-QA-BR-011 연속 추적 — 일반 운영자 생성 시 Role 동시 부여,기존 `CPF-QA-BR-011`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 011 연속 추적 일반 운영자 생성 시 role 동시 부여
CPF-QA-LEG-012,REQUIREMENT,BASE,LEG,,P1,재확인 필요,CPF-QA-BR-012 연속 추적 — UI 재시도마다 operationId 변경,기존 `CPF-QA-BR-012`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 012 연속 추적 ui 재시도마다 operationid 변경
CPF-QA-LEG-013,REQUIREMENT,BASE,LEG,,P1,재확인 필요,CPF-QA-BR-013 연속 추적 — ADM 계정 상태 전이 Matrix 부재,기존 `CPF-QA-BR-013`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 013 연속 추적 adm 계정 상태 전이 matrix
CPF-QA-LEG-014,REQUIREMENT,BASE,LEG,,P0,재확인 필요,CPF-QA-BR-014 연속 추적 — 계정 상태 변경과 Session revoke 비원자,기존 `CPF-QA-BR-014`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 014 연속 추적 계정 상태 변경과 session revoke 비원자
CPF-QA-LEG-015,REQUIREMENT,BASE,LEG,,P0,재확인 필요,CPF-QA-BR-015 연속 추적 — ADM Raw PII 최소 Projection 부재,기존 `CPF-QA-BR-015`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 015 연속 추적 adm raw pii 최소 projection
CPF-QA-LEG-016,REQUIREMENT,BASE,LEG,,P1,재확인 필요,CPF-QA-BR-016 연속 추적 — BZA Raw 직원 전체 Row 반환,기존 `CPF-QA-BR-016`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 016 연속 추적 bza raw 직원 전체 row 반환
CPF-QA-LEG-017,REQUIREMENT,BASE,LEG,,P0,재확인 필요,CPF-QA-BR-017 연속 추적 — Audit 실패 시 Raw PII 반환 가능,기존 `CPF-QA-BR-017`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 017 연속 추적 audit  시 raw pii 반환 가능
CPF-QA-LEG-018,REQUIREMENT,BASE,LEG,,P1,재확인 필요,CPF-QA-BR-018 연속 추적 — Raw 조회 사유 민감정보 통제 부족,기존 `CPF-QA-BR-018`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 018 연속 추적 raw 조회 사유 민감정보 통제 부족
CPF-QA-LEG-019,REQUIREMENT,BASE,LEG,,P1,재확인 필요,CPF-QA-BR-019 연속 추적 — ADM 생성 멱등 동시성 미검증,기존 `CPF-QA-BR-019`의 의미를 삭제하거나 이름 변경으로 숨기지 않고 최신 구현에 Mapping한다. 이미 수정된 경우에도 Source·Consumer·Runtime·Evidence를 재검증하고 완료 근거를 남긴다.,"최신 SHA에서 기존 실패 조건의 재현 불가, 회귀 Test 존재, 관련 문서와 Evidence 일치로 완료한다.",2026-07-27 긴급 QA Delta 연속성,미검증,latest master exact-SHA execution evidence required,LEG|cpf qa br 019 연속 추적 adm 생성 멱등 동시성 미검증
