bundle_id,file_path,file_type,change_type,owner_module,actual_consumer_role,sha256,size_bytes,tracked_in_git,verification_result
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/requests/S06-ENV-JAVA25-GRADLE91-RUNTIME.md,MD,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,a515c2d303e421646f68a7be8184152569fb07f71c1b64b8715af4e8c3df2ae2,1051,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/requests/S06-INT-ADM-APPROVAL-DUAL-PRIMARY.md,MD,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,d76e21ae1359e7e3514d817aa5d258a22cf50b498a4d14d1bef0124637062cb5,1127,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/requests/S06-INT-ADM-BROWSER-RELEASE-CONTRACT.md,MD,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,10a9720f6eaf542963ff025fdca6fdfbaa817f2951a5d0c64018c83c10afab93,961,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/requests/S06-INT-ADM-ROUTE-RAW-URL-OWNERSHIP.md,MD,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,d68d85cd3cc9f24305be0b56ad35b4f886a1275879d816643008872f3effc887,1069,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/requests/S06-INT-CACHE-VALKEY-MISSING-RUNTIME.md,MD,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,e744a4acff9df9445c2e1cb18a560966e83cbcf1458c7cee7f1ebb009720543f,831,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/requests/S06-INT-CORE-CRYPTO-AGILITY.md,MD,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,ea55c5ce5e8f70b880dc71d58424a0a4faf2af676831f7c47983a2d5c1edf7bd,1109,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/requests/S06-INT-CORE-TIME-STANDARD.md,MD,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,b0edda5b5f88650a8ea218f0c5dacbede1740a08607910bf0ce937b3419e44b4,1064,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/requests/S06-INT-DATA-FIELD-ENCRYPTION.md,MD,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,8b23796d7f455b63c1993955d0e1f9ce3385d0ca98a3fe9b26d6a0978a8ccc82,1142,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/requests/S06-INT-DATA-QUALITY-OPERATIONS.md,MD,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,783a919aa62855817dd631e5f232e898fb5fc268869524ee54e9143fea0b2055,1157,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/requests/S06-INT-NOTIFICATION-INCIDENT-CANONICAL-DB-PARITY.md,MD,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,37fa5d2115e9326637420fa38e3d0d33025c80ef4aaf01d5a322fc5730aeee0b,2170,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/requests/S06-INT-WEBHOOK-CALLBACK-LIFECYCLE.md,MD,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,e5f4ff185b686b529a7439f606da718a0199a5cda9bfb8ed99d411b6a40db700,1103,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/self_review/SELF_REVIEW_PART_001.jsonl,JSONL,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/self_review/SELF_REVIEW_PART_002.jsonl,JSONL,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,c18899278a13f40e965106fbb13e75c7b5d6d5e4204c49e299bb458043317f71,4140105,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/self_review/SELF_REVIEW_PART_003.jsonl,JSONL,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,99c9cccd7b64430b9fcfdb907f65ed227c00d7364a34262098c80e8c85ae4d52,4134976,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/self_review/SELF_REVIEW_PART_004.jsonl,JSONL,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/self_review/SELF_REVIEW_PART_005.jsonl,JSONL,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/evidence/self_review/SELF_REVIEW_PART_006.jsonl,JSONL,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,8ce57cad5f8bc0336ed14d3947eb24c5dd32ea3fe1f38ebb98b2dae53524c544,4022574,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/DEVELOPMENT_EXECUTION_INDEX.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,bbc71237e96a18f0be4cd74f7d2d847f9197f9cce4175188e236288b55027e95,489,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/DEVELOPMENT_REQUIREMENT_RESULT.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,b0326723188a22e534944235e20b0954703779b5df4378671ed9f9d376377990,394,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/DEVELOPMENT_REQUIREMENT_RESULT_INDEX.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,58405b117a8201dc5e04c9ea12a3bb77f08cc323dc62a2b3916834dc9d5ec44e,696,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/DEVELOPMENT_SCENARIO_RESULT.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,b0326723188a22e534944235e20b0954703779b5df4378671ed9f9d376377990,394,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/DEVELOPMENT_SCENARIO_RESULT_INDEX.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,629e84b5fcb0c52271ed678cbdf551e0843bee430b536fa2e0b8b50ccd1fb786,959,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/DEVELOPMENT_WORK_ITEM_RESULT.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,b0326723188a22e534944235e20b0954703779b5df4378671ed9f9d376377990,394,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/DEVELOPMENT_WORK_ITEM_RESULT_INDEX.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,2e832674aee4874d9d2105f4432c4d18b28ab6badce86ee4a882efebaf2079f5,437,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/ENGINEERING_GATE_RESULT.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,b0326723188a22e534944235e20b0954703779b5df4378671ed9f9d376377990,394,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/ENGINEERING_GATE_RESULT_INDEX.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,3987bee841eb083818422e99bb79ed67e94696d1136c45449ea9486739da7589,398,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/EVIDENCE_CATALOG_INDEX.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,b5c7c384f8934518431cbf5876c399d080170eb5b215b039ed8f707325d91e5b,1193,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/FILE_CATALOG_INDEX.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,4d5a93f703653e13780f413dc25b030b6faed521b6f0372bd7c003b761daa8ee,1714,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/INTEGRATION_REQUEST_CLOSURE.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,e7224c5bc13ca18c841632008d162cffbb1faeee125e7e4fa180eda77b909b29,3878,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/INTEGRATION_REQUEST_UNION.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,5fe770f089f38d1e16fab2b39ae96609719e8cce997f108af7f45ec4aa1c564b,13932,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/INTEGRATION_REQUEST_UNION_INDEX.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,7489b57591001b90d690abefdd96982030e04c029353ed1be33bbd750240cb25,3642,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/PROVENANCE_INDEX.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,ad1055660bdb1db4a385cd7988936697eb7b45507b0ef4324e2cb54e7f6c7745,1131,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/REQUIREMENT_STATUS.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,ad7d6393501f1b5954b23c46fb46022b1f6675043a7dae148d90d744b6307f8c,350,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/REQUIREMENT_STATUS_INDEX.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,9d676b85398ffa5075721482fc5390273ed280d176844f41dc72a9ebad282b05,1152,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/SELF_REVIEW_CATALOG_INDEX.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,c3a8ea491a3ceee19f23ee4c45c55de91b98d6534b8d54dcaa9c3ba5461e9d76,1211,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/SOURCE_INPUT_FILE_INVENTORY.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,d366411786162fabb63f61e714cfd2cccf109d0e7c3e38e0a9d6bcbbf089d201,10837,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/SOURCE_SESSION_INVENTORY.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,202589125466809f4049818f7906dadc21fb05a7659e701c33b2b95fc42b43ac,7803,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/TEST_EXECUTION_LEDGER.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,418006177ee59a526ba7b1184486808c940870306c5764f00e48a82db9aeedf2,5724,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/evidence/EVIDENCE_CATALOG_PART_001.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,97877982b95fbf4b048e835db1028c0340e63459e4958a2405e8fcd18f873a99,5201937,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/evidence/EVIDENCE_CATALOG_PART_002.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,bfd21576934ec61ee34863025575b0cd94f25348ac2a9b75845362458e121853,5635461,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/evidence/EVIDENCE_CATALOG_PART_003.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,b830ebb4e8f4d99af194ed47e9eb940a5ffb51fb747effba5f08e13f25183721,5010462,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/evidence/EVIDENCE_CATALOG_PART_004.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,25e88f4a6f901b52b4ca01096632d15d2f85b4cb52f881fdcb25dcc73b856160,5871227,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/file_link/EXACT_ID_FILE_LINK_PART_001.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,eb05689a8c80ed00b6a3c73fbbb5739537582ed7fe343010337238909de20a2c,5121265,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/file_link/EXACT_ID_FILE_LINK_PART_002.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,2ceea7f78f7d60ce44921aed44bb2a6be7c96fbe344f62797bc49763866293dd,5556833,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/file_link/EXACT_ID_FILE_LINK_PART_003.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,c91561e8c95f58eece132a6b975f44d9d6f58a220d7b5dd58f0b4e37c30424e6,5353629,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/file_link/EXACT_ID_FILE_LINK_PART_004.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,ddd58d7b3e61610456edb145285d1fc2abd1695b8a2b88d13c085d418898eff9,4655520,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/file_link/EXACT_ID_FILE_LINK_PART_005.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,807377319ecdf63c82103b747881551379b605d432a8dd0cfebf736e6b51c204,4966320,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/file_link/EXACT_ID_FILE_LINK_PART_006.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,6330d6799e4d01751defa81b483a37c2b5999edd09d9b5c733e63463c811ca00,2714738,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/request_exact_id/INTEGRATION_REQUEST_EXACT_ID_LINK_PART_001.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,f795c16a9e6d5de9920e12e03dfe4d1875b32358400e98656620e67fb5f2b467,948500,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/request_exact_id/INTEGRATION_REQUEST_EXACT_ID_LINK_PART_002.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,82b539790313c65f4907937821a84d4a49d54eeb0dfabc2ce6bf566c2f444c6d,943129,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/request_exact_id/INTEGRATION_REQUEST_EXACT_ID_LINK_PART_003.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,70e44a9576e8a8cb26ca9dbb6c6d3a09de04dc412bfb87929945f7aae1c07c21,893054,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/request_exact_id/INTEGRATION_REQUEST_EXACT_ID_LINK_PART_004.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,3d7d6d6e744c5d7d79c745d4c4f5c1d1e648536cf8d5ebfb06c0937b6fc24c73,1050324,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/request_exact_id/INTEGRATION_REQUEST_EXACT_ID_LINK_PART_005.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,da904a9c373b231bff61ab26cce7c4c4ddff601695c3e4d0dd86923166f72df6,1095595,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/request_exact_id/INTEGRATION_REQUEST_EXACT_ID_LINK_PART_006.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,c61cd1ca14972abbe97bb24b927e8f209885c3d584d6ce07f90612551557520b,1139683,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/request_exact_id/INTEGRATION_REQUEST_EXACT_ID_LINK_PART_007.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,a3a6fb2acf4f0361c31b919beb2fae1b0d75805f449d692aa9601692bbeab4d5,1126851,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/request_exact_id/INTEGRATION_REQUEST_EXACT_ID_LINK_PART_008.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,7d058e7e0738fee03e522a0b2509c27b6e5531019f7322088744d0494c891b91,1028447,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/request_exact_id/INTEGRATION_REQUEST_EXACT_ID_LINK_PART_009.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,30884fa7e1b185cc4aa7037b3938ec50c7c3682d35a8e965efba06454e36a33d,1070387,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/request_exact_id/INTEGRATION_REQUEST_EXACT_ID_LINK_PART_010.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,2ff98612586b542af910804373a07f0d868b51abcc69e0ddebb7ca2500cb6ffd,1221169,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/request_exact_id/INTEGRATION_REQUEST_EXACT_ID_LINK_PART_011.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,d4c93916d2c530ffad047d3593feeec23ba2d49574799efd9d78d518a2927cb6,443477,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/self_review/SELF_REVIEW_CATALOG_PART_001.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,1f24e05b37823d3c83f9d2e242205ffb6c2a5c6a4d3341a714f258041690a17f,2892109,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/self_review/SELF_REVIEW_CATALOG_PART_002.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,8ce43c17b269f7298db9fdfa10dae54b89db6beb6aa54579d69edf6af25e0a63,2892045,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/self_review/SELF_REVIEW_CATALOG_PART_003.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,6b8fd2c8a63c8a048a6091806390cde10461d7721eb364c2adea7590a0ee1bbf,2892109,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/catalog/self_review/SELF_REVIEW_CATALOG_PART_004.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,46e046305bfdb9906128d48f0781b653163741b69b77a3d003f66eaad2c840ea,2872638,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/detail/cpf_fr/DEVELOPMENT_REQUIREMENT_RESULT_PART_001.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,766030ec7fd8ae273d4fc9d91466199341907aea30a43239bf70a87197d6acfa,12516276,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/detail/cpf_fr/DEVELOPMENT_REQUIREMENT_RESULT_PART_002.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,043bc5179027a956d746ed26a0eefb794622f9ccbd2129bcda95e647cd038de1,8404854,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/detail/cpf_sc/DEVELOPMENT_SCENARIO_RESULT_PART_001.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,e4a52ead004144a7ef2993bda63cd4188cdfc33105c8e3452139ca5790d93ca1,8247077,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/detail/cpf_sc/DEVELOPMENT_SCENARIO_RESULT_PART_002.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,7a136f7a1966069408aa6d3cfde42833dcf060a711fe62101b98dbc5b694041b,8641844,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/detail/cpf_sc/DEVELOPMENT_SCENARIO_RESULT_PART_003.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,e8bdcb472902d079035be04f2e3628acc95b79544741bc5c10e89838f9b36bf2,2506374,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/detail/execution/TEST_EXECUTION_LEDGER_PART_001.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,418006177ee59a526ba7b1184486808c940870306c5764f00e48a82db9aeedf2,5724,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/detail/gate/ENGINEERING_GATE_RESULT_PART_001.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,c1e94005f8a0b09e065b9ce72af2992216f8c3fbef08f8561265f5b564fe6bd4,21114,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/detail/provenance/PROVENANCE_PART_001.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,1d7af9ea7dd33195af4277ab9f5a33031b27c9e7560212e6a86dc11e65b5f9c4,9166626,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/detail/provenance/PROVENANCE_PART_002.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,e8d9aa37d9cada7d1ace66b7936e18c269f5bb8c811b70cc6e51862244d24ac9,8652142,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/detail/provenance/PROVENANCE_PART_003.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,d3fdb87e6b85c13f811aca3989587311a83a43e55093bceacce7dfb0170873bc,9222065,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/detail/provenance/PROVENANCE_PART_004.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,2a7e04bc8b2222953518791987eea6bcc596445e3b0e486eb7ca928e11cb545a,8460220,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/detail/work_item/DEVELOPMENT_WORK_ITEM_RESULT_PART_001.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,acc4668b4eff497f2b1b87dc4242734c9422e97ef599badd42faf4191d933f7b,730758,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/status/REQUIREMENT_STATUS_PART_001.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,617d14df0c1f3d2c728b8f62d2c86ef73019488d1045a087e69afed343fabc10,10257998,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/status/REQUIREMENT_STATUS_PART_002.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,e5fb06f608ea45d6bc169ce9dbb3419609802bea14bda9872db0cc42f5bf3b28,9349085,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/status/REQUIREMENT_STATUS_PART_003.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,1d848a56991dec8b6e977e34ce9e36fab1fbc5632c5c214c3a6ad9f5d134a6e6,6278527,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-docs/work/v9i/results/status/REQUIREMENT_STATUS_PART_004.csv,CSV,ADD,cpf-docs,Product Source / Consumer / Test / SQL / Script,885f99873cb75dabffbeaa0771a00eed3da669b83ff318c6e19582c3cb69b226,7210759,true,PASS_STATIC_OR_DIRECT
BND-WEBHOOK-LIFECYCLE,cpf-starters/integration/webhook/build.gradle,GRADLE,ADD,cpf-starters,Product Source / Consumer / Test / SQL / Script,4ccc46ab3fafb8a675dc398a447863d8a54840470cc6da08f920fb892b1e81bc,344,true,PASS_STATIC_OR_DIRECT
BND-WEBHOOK-LIFECYCLE,cpf-starters/integration/webhook/src/main/java/com/cpf/starter/integration/webhook/CpfWebhookEndpointValidator.java,JAVA,ADD,cpf-starters,Product Source / Consumer / Test / SQL / Script,35261994d284e21f9ae98db9018d69f92613fc9f237884535a6a4103413f93b6,1795,true,PASS_STATIC_OR_DIRECT
BND-WEBHOOK-LIFECYCLE,cpf-starters/integration/webhook/src/main/java/com/cpf/starter/integration/webhook/InMemoryCpfWebhookOperations.java,JAVA,ADD,cpf-starters,Product Source / Consumer / Test / SQL / Script,436e21669d126364ba946996b9db860ec39f88c36adf273a9e8959af82e4ba79,7148,true,PASS_STATIC_OR_DIRECT
