work_item_id,canonical_requirement_id,applicable_gates,required_standards
CPF-WP-DB-BACKUP-02-IMPLEMENTATION_CONSUMER,DB-BACKUP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-10-CRYPTO-PRIVACY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-BACKUP-03-VERIFICATION_EVIDENCE,DB-BACKUP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-10-CRYPTO-PRIVACY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-BACKUP-04-FAILURE_RECOVERY,DB-BACKUP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-10-CRYPTO-PRIVACY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-BACKUP-05-DATA_MIGRATION,DB-BACKUP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-10-CRYPTO-PRIVACY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-MULTI-VENDOR-01-CONTRACT_OWNERSHIP,DB-MULTI-VENDOR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-MULTI-VENDOR-02-IMPLEMENTATION_CONSUMER,DB-MULTI-VENDOR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-MULTI-VENDOR-03-VERIFICATION_EVIDENCE,DB-MULTI-VENDOR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-MULTI-VENDOR-04-FAILURE_RECOVERY,DB-MULTI-VENDOR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-MULTI-VENDOR-05-DATA_MIGRATION,DB-MULTI-VENDOR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,DB-SQL,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-SQL-02-IMPLEMENTATION_CONSUMER,DB-SQL,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE,DB-SQL,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-SQL-04-DATA_MIGRATION,DB-SQL,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-PERF-01-CONTRACT_OWNERSHIP,DB-PERF,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OTEL;STD-TRACE
CPF-WP-DB-PERF-02-IMPLEMENTATION_CONSUMER,DB-PERF,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OTEL;STD-TRACE
CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE,DB-PERF,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OTEL;STD-TRACE
CPF-WP-DB-PERF-04-FAILURE_RECOVERY,DB-PERF,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OTEL;STD-TRACE
CPF-WP-DB-PERF-05-DATA_MIGRATION,DB-PERF,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-12-OBSERVABILITY;GATE-13-PERFORMANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OTEL;STD-TRACE
CPF-WP-DB-MULTI-01-CONTRACT_OWNERSHIP,DB-MULTI,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-MULTI-02-IMPLEMENTATION_CONSUMER,DB-MULTI,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-MULTI-03-VERIFICATION_EVIDENCE,DB-MULTI,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-MULTI-04-FAILURE_RECOVERY,DB-MULTI,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DB-MULTI-05-DATA_MIGRATION,DB-MULTI,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DATA-LINEAGE-01-CONTRACT_OWNERSHIP,DATA-LINEAGE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-DATA-LINEAGE-02-IMPLEMENTATION_CONSUMER,DATA-LINEAGE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-DATA-LINEAGE-03-VERIFICATION_EVIDENCE,DATA-LINEAGE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-DATA-LINEAGE-04-OPERATIONS_SECURITY,DATA-LINEAGE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS
CPF-WP-DATA-LINEAGE-05-DATA_MIGRATION,DATA-LINEAGE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-DATA-RETENTION-01-CONTRACT_OWNERSHIP,DATA-RETENTION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,DATA-RETENTION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DATA-RETENTION-03-VERIFICATION_EVIDENCE,DATA-RETENTION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DATA-RETENTION-04-FAILURE_RECOVERY,DATA-RETENTION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-DATA-RETENTION-05-DATA_MIGRATION,DATA-RETENTION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-GWY-ENTRY-01-CONTRACT_OWNERSHIP,GWY-ENTRY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-ENTRY-02-IMPLEMENTATION_CONSUMER,GWY-ENTRY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-ENTRY-03-VERIFICATION_EVIDENCE,GWY-ENTRY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-ENTRY-04-FAILURE_RECOVERY,GWY-ENTRY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-ENTRY-05-DATA_MIGRATION,GWY-ENTRY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-ROUTING-01-CONTRACT_OWNERSHIP,GWY-ROUTING,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-ROUTING-02-IMPLEMENTATION_CONSUMER,GWY-ROUTING,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-ROUTING-03-VERIFICATION_EVIDENCE,GWY-ROUTING,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-ROUTING-04-FAILURE_RECOVERY,GWY-ROUTING,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-ROUTING-05-DATA_MIGRATION,GWY-ROUTING,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-ROUTING-06-GENERATION_COMPATIBILITY,GWY-ROUTING,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-TRUST-01-CONTRACT_OWNERSHIP,GWY-TRUST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-09-SECURITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-CISA-SBD;STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-OWASP-ASVS;STD-RFC9457
CPF-WP-GWY-TRUST-02-IMPLEMENTATION_CONSUMER,GWY-TRUST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-09-SECURITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-CISA-SBD;STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-OWASP-ASVS;STD-RFC9457
CPF-WP-GWY-TRUST-03-VERIFICATION_EVIDENCE,GWY-TRUST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-09-SECURITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-CISA-SBD;STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-OWASP-ASVS;STD-RFC9457
CPF-WP-GWY-TRUST-04-FAILURE_RECOVERY,GWY-TRUST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-CISA-SBD;STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-OWASP-ASVS;STD-RFC9457
CPF-WP-GWY-RESILIENCE-01-CONTRACT_OWNERSHIP,GWY-RESILIENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-RESILIENCE-02-IMPLEMENTATION_CONSUMER,GWY-RESILIENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-RESILIENCE-03-VERIFICATION_EVIDENCE,GWY-RESILIENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-GWY-RESILIENCE-04-FAILURE_RECOVERY,GWY-RESILIENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-API-LIMIT-01-CONTRACT_OWNERSHIP,API-LIMIT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-API-LIMIT-02-IMPLEMENTATION_CONSUMER,API-LIMIT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-API-LIMIT-03-VERIFICATION_EVIDENCE,API-LIMIT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-API-LIMIT-04-FAILURE_RECOVERY,API-LIMIT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF;STD-OAS;STD-OWASP-API;STD-RFC9457
CPF-WP-EXS-INST-01-CONTRACT_OWNERSHIP,EXS-INST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-EXS-INST-02-IMPLEMENTATION_CONSUMER,EXS-INST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-EXS-INST-03-VERIFICATION_EVIDENCE,EXS-INST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-EXS-INST-04-FAILURE_RECOVERY,EXS-INST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-EXS-INST-05-GENERATION_COMPATIBILITY,EXS-INST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-EXS-REST-01-CONTRACT_OWNERSHIP,EXS-REST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS
CPF-WP-EXS-REST-02-IMPLEMENTATION_CONSUMER,EXS-REST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS
CPF-WP-EXS-REST-03-VERIFICATION_EVIDENCE,EXS-REST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS
CPF-WP-EXS-REST-04-FAILURE_RECOVERY,EXS-REST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS
CPF-WP-EXS-REST-05-OPERATIONS_SECURITY,EXS-REST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS
CPF-WP-EXS-REST-06-DATA_MIGRATION,EXS-REST,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS
CPF-WP-EXS-FIXED-01-CONTRACT_OWNERSHIP,EXS-FIXED,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-EXS-FIXED-02-IMPLEMENTATION_CONSUMER,EXS-FIXED,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-EXS-FIXED-03-VERIFICATION_EVIDENCE,EXS-FIXED,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-EXS-FIXED-04-FAILURE_RECOVERY,EXS-FIXED,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-EXS-FIXED-05-GENERATION_COMPATIBILITY,EXS-FIXED,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-EXS-SEC-01-CONTRACT_OWNERSHIP,EXS-SEC,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS
CPF-WP-EXS-SEC-02-IMPLEMENTATION_CONSUMER,EXS-SEC,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS
CPF-WP-EXS-SEC-03-VERIFICATION_EVIDENCE,EXS-SEC,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS
CPF-WP-EXS-SEC-04-FAILURE_RECOVERY,EXS-SEC,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS
