canonical_requirement_id,owner,priority,work_type,canonical_goal,domain_file,work_package_count,work_item_ids,derived_requirement_mapping_status,scenario_mapping_status
CMN-TEMPLATE,cpf-common,P2,PRODUCT_IMPLEMENTATION,"알림·문서 Template의 version, variable schema, escaping, preview, channel extension, approval과 audit를 제공한다.",20_COMMON_DATA_DB_PART_01.md,7,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-TEMPLATE-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-TEMPLATE-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-TEMPLATE-04-FAILURE_RECOVERY;CPF-WP-CMN-TEMPLATE-05-OPERATIONS_SECURITY;CPF-WP-CMN-TEMPLATE-06-DATA_MIGRATION;CPF-WP-CMN-TEMPLATE-07-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DB-OWNERSHIP,cpf-tools DB + owning module,P1,PRODUCT_IMPLEMENTATION,모든 schema/table/view/index/FK/trigger/seed/query에 단일 Owner와 실제 Consumer를 부여하고 Admin/타 Domain의 직접 갱신을 금지한다.,20_COMMON_DATA_DB_PART_01.md,5,CPF-WP-DB-OWNERSHIP-01-CONTRACT_OWNERSHIP;CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER;CPF-WP-DB-OWNERSHIP-03-VERIFICATION_EVIDENCE;CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY;CPF-WP-DB-OWNERSHIP-05-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DB-INSTALL,cpf-tools DB + owning module,P1,PRODUCT_IMPLEMENTATION,"Schema/User provision, 최소권한, product table/index/constraint, mandatory seed, verify/smoke를 Vendor-native 정본으로 재현 가능하게 제공한다.",20_COMMON_DATA_DB_PART_01.md,4,CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP;CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER;CPF-WP-DB-INSTALL-03-VERIFICATION_EVIDENCE;CPF-WP-DB-INSTALL-04-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DB-FRESH,cpf-tools DB + owning module,P1,PRODUCT_IMPLEMENTATION,Oracle·PostgreSQL·MariaDB 검증을 CPF Object 0건의 전용 초기 Database/Schema에서 시작하고 Canonical/Generator-first Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.,20_COMMON_DATA_DB_PART_01.md,6,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP;CPF-WP-DB-FRESH-02-IMPLEMENTATION_CONSUMER;CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE;CPF-WP-DB-FRESH-04-FAILURE_RECOVERY;CPF-WP-DB-FRESH-05-DATA_MIGRATION;CPF-WP-DB-FRESH-06-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DB-MIGRATION,cpf-tools DB + owning module,P0,PRODUCT_IMPLEMENTATION,"불변 version migration, expand-migrate-contract, checksum, drift fail-closed, restart, data transform와 신규설치 최종상태 parity를 제공한다.",20_COMMON_DATA_DB_PART_01.md;20_COMMON_DATA_DB_PART_02.md,6,CPF-WP-DB-MIGRATION-01-CONTRACT_OWNERSHIP;CPF-WP-DB-MIGRATION-02-IMPLEMENTATION_CONSUMER;CPF-WP-DB-MIGRATION-03-VERIFICATION_EVIDENCE;CPF-WP-DB-MIGRATION-04-FAILURE_RECOVERY;CPF-WP-DB-MIGRATION-05-DATA_MIGRATION;CPF-WP-DB-MIGRATION-06-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DB-ROLLBACK,cpf-tools DB + owning module,P0,PRODUCT_IMPLEMENTATION,"rollback/forward recovery 가능성 분류, 데이터 보존·backup checkpoint·승인·재적용·부분 실패 복구를 Vendor별로 제공한다.",20_COMMON_DATA_DB_PART_02.md,5,CPF-WP-DB-ROLLBACK-01-CONTRACT_OWNERSHIP;CPF-WP-DB-ROLLBACK-02-IMPLEMENTATION_CONSUMER;CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE;CPF-WP-DB-ROLLBACK-04-FAILURE_RECOVERY;CPF-WP-DB-ROLLBACK-05-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DB-BACKUP,cpf-tools DB + owning module,P0,PRODUCT_IMPLEMENTATION,"schema/data/config/key metadata의 backup, encryption, retention, restore validation, PITR와 DR 연계 절차를 제공한다.",20_COMMON_DATA_DB_PART_02.md,5,CPF-WP-DB-BACKUP-01-CONTRACT_OWNERSHIP;CPF-WP-DB-BACKUP-02-IMPLEMENTATION_CONSUMER;CPF-WP-DB-BACKUP-03-VERIFICATION_EVIDENCE;CPF-WP-DB-BACKUP-04-FAILURE_RECOVERY;CPF-WP-DB-BACKUP-05-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DB-MULTI-VENDOR,cpf-tools DB + owning module,P1,PRODUCT_IMPLEMENTATION,MariaDB·PostgreSQL·Oracle의 type/default/index/FK/paging/locking/error semantics와 install→upgrade→rollback→reapply 동등성을 보장한다.,20_COMMON_DATA_DB_PART_02.md,5,CPF-WP-DB-MULTI-VENDOR-01-CONTRACT_OWNERSHIP;CPF-WP-DB-MULTI-VENDOR-02-IMPLEMENTATION_CONSUMER;CPF-WP-DB-MULTI-VENDOR-03-VERIFICATION_EVIDENCE;CPF-WP-DB-MULTI-VENDOR-04-FAILURE_RECOVERY;CPF-WP-DB-MULTI-VENDOR-05-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DB-SQL,cpf-tools DB + owning module,P1,PRODUCT_IMPLEMENTATION,Query ID·Owner·parameter/result contract·sort/filter allowlist·Vendor SQL resource·MyBatis/JDBC 규칙과 Java literal SQL 금지를 적용한다.,20_COMMON_DATA_DB_PART_02.md,4,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP;CPF-WP-DB-SQL-02-IMPLEMENTATION_CONSUMER;CPF-WP-DB-SQL-03-VERIFICATION_EVIDENCE;CPF-WP-DB-SQL-04-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DB-PERF,cpf-tools DB + owning module,P1,PRODUCT_IMPLEMENTATION,index/plan/statistics/partition/slow query/capacity/purge 성능 기준과 대표 데이터 규모의 regression gate를 제공한다.,20_COMMON_DATA_DB_PART_02.md,5,CPF-WP-DB-PERF-01-CONTRACT_OWNERSHIP;CPF-WP-DB-PERF-02-IMPLEMENTATION_CONSUMER;CPF-WP-DB-PERF-03-VERIFICATION_EVIDENCE;CPF-WP-DB-PERF-04-FAILURE_RECOVERY;CPF-WP-DB-PERF-05-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DB-MULTI,cpf-tools DB + owning module,P1,PRODUCT_IMPLEMENTATION,"multi datasource, read replica, read/write routing, transaction consistency, lag, failover/failback와 tenant/domain isolation을 제공한다.",20_COMMON_DATA_DB_PART_02.md,5,CPF-WP-DB-MULTI-01-CONTRACT_OWNERSHIP;CPF-WP-DB-MULTI-02-IMPLEMENTATION_CONSUMER;CPF-WP-DB-MULTI-03-VERIFICATION_EVIDENCE;CPF-WP-DB-MULTI-04-FAILURE_RECOVERY;CPF-WP-DB-MULTI-05-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DATA-LINEAGE,cpf-tools DB + owning module,P2,PRODUCT_IMPLEMENTATION,"입력 source→처리→저장→외부전달의 dataset/field lineage, quality rule, reconciliation, owner와 audit 연결을 제공한다.",20_COMMON_DATA_DB_PART_02.md,5,CPF-WP-DATA-LINEAGE-01-CONTRACT_OWNERSHIP;CPF-WP-DATA-LINEAGE-02-IMPLEMENTATION_CONSUMER;CPF-WP-DATA-LINEAGE-03-VERIFICATION_EVIDENCE;CPF-WP-DATA-LINEAGE-04-OPERATIONS_SECURITY;CPF-WP-DATA-LINEAGE-05-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DATA-RETENTION,cpf-tools DB + owning module,P2,PRODUCT_IMPLEMENTATION,"retention, purge, archive, legal hold, 개인정보 삭제, backup 예외와 실행 증적을 데이터 유형별로 제공한다.",20_COMMON_DATA_DB_PART_02.md,5,CPF-WP-DATA-RETENTION-01-CONTRACT_OWNERSHIP;CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER;CPF-WP-DATA-RETENTION-03-VERIFICATION_EVIDENCE;CPF-WP-DATA-RETENTION-04-FAILURE_RECOVERY;CPF-WP-DATA-RETENTION-05-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
GWY-ENTRY,cpf-gateway,P1,PRODUCT_IMPLEMENTATION,"외부 진입점의 TLS, listener, protocol, client identity, request limit, maintenance와 control/data plane 분리를 제공한다.",30_GATEWAY_EXTERNAL_INTEGRATION.md,5,CPF-WP-GWY-ENTRY-01-CONTRACT_OWNERSHIP;CPF-WP-GWY-ENTRY-02-IMPLEMENTATION_CONSUMER;CPF-WP-GWY-ENTRY-03-VERIFICATION_EVIDENCE;CPF-WP-GWY-ENTRY-04-FAILURE_RECOVERY;CPF-WP-GWY-ENTRY-05-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
GWY-ROUTING,cpf-gateway,P1,PRODUCT_IMPLEMENTATION,"Spring Cloud Gateway 기반 route snapshot, service registry, path/query rewrite, load balancing, version/zone/weight routing과 atomic refresh를 제공한다.",30_GATEWAY_EXTERNAL_INTEGRATION.md,6,CPF-WP-GWY-ROUTING-01-CONTRACT_OWNERSHIP;CPF-WP-GWY-ROUTING-02-IMPLEMENTATION_CONSUMER;CPF-WP-GWY-ROUTING-03-VERIFICATION_EVIDENCE;CPF-WP-GWY-ROUTING-04-FAILURE_RECOVERY;CPF-WP-GWY-ROUTING-05-DATA_MIGRATION;CPF-WP-GWY-ROUTING-06-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
GWY-TRUST,cpf-gateway,P1,PRODUCT_IMPLEMENTATION,"trusted proxy와 client header allowlist, internal header overwrite, forwarded chain, principal/context 생성과 SSRF target allowlist를 제공한다.",30_GATEWAY_EXTERNAL_INTEGRATION.md,4,CPF-WP-GWY-TRUST-01-CONTRACT_OWNERSHIP;CPF-WP-GWY-TRUST-02-IMPLEMENTATION_CONSUMER;CPF-WP-GWY-TRUST-03-VERIFICATION_EVIDENCE;CPF-WP-GWY-TRUST-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
GWY-RESILIENCE,cpf-gateway,P1,PRODUCT_IMPLEMENTATION,connect/send/response/read 단계별 timeout·retry·failover·circuit breaker·streaming completion·client disconnect·unknown-result ledger를 제공한다.,30_GATEWAY_EXTERNAL_INTEGRATION.md,4,CPF-WP-GWY-RESILIENCE-01-CONTRACT_OWNERSHIP;CPF-WP-GWY-RESILIENCE-02-IMPLEMENTATION_CONSUMER;CPF-WP-GWY-RESILIENCE-03-VERIFICATION_EVIDENCE;CPF-WP-GWY-RESILIENCE-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
API-LIMIT,cpf-gateway + cpf-core contract,P1,PRODUCT_IMPLEMENTATION,client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.,30_GATEWAY_EXTERNAL_INTEGRATION.md,4,CPF-WP-API-LIMIT-01-CONTRACT_OWNERSHIP;CPF-WP-API-LIMIT-02-IMPLEMENTATION_CONSUMER;CPF-WP-API-LIMIT-03-VERIFICATION_EVIDENCE;CPF-WP-API-LIMIT-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EXS-INST,generated domain / customer adapter,P2,PRODUCT_IMPLEMENTATION,기관별 외부연계 Adapter를 Generated Domain/고객 확장 Owner로 생성·배포하며 중앙 cpf-external 고정 Module을 두지 않는다.,30_GATEWAY_EXTERNAL_INTEGRATION.md,5,CPF-WP-EXS-INST-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-INST-02-IMPLEMENTATION_CONSUMER;CPF-WP-EXS-INST-03-VERIFICATION_EVIDENCE;CPF-WP-EXS-INST-04-FAILURE_RECOVERY;CPF-WP-EXS-INST-05-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EXS-REST,generated domain / customer adapter,P2,PRODUCT_IMPLEMENTATION,"외부 REST 호출의 auth, timeout, retry, idempotency, schema, mapping, audit, mock/test contract를 제공한다.",30_GATEWAY_EXTERNAL_INTEGRATION.md,6,CPF-WP-EXS-REST-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-REST-02-IMPLEMENTATION_CONSUMER;CPF-WP-EXS-REST-03-VERIFICATION_EVIDENCE;CPF-WP-EXS-REST-04-FAILURE_RECOVERY;CPF-WP-EXS-REST-05-OPERATIONS_SECURITY;CPF-WP-EXS-REST-06-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EXS-FIXED,generated domain / customer adapter,P2,PRODUCT_IMPLEMENTATION,기관별 고정길이 Layout/Mapping/endpoint를 CORE-FIXED Engine 위에 versioned Adapter로 구현한다.,30_GATEWAY_EXTERNAL_INTEGRATION.md,5,CPF-WP-EXS-FIXED-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-FIXED-02-IMPLEMENTATION_CONSUMER;CPF-WP-EXS-FIXED-03-VERIFICATION_EVIDENCE;CPF-WP-EXS-FIXED-04-FAILURE_RECOVERY;CPF-WP-EXS-FIXED-05-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EXS-SEC,generated domain / customer adapter,P2,PRODUCT_IMPLEMENTATION,"외부연계 mTLS/OAuth/API key/certificate/secret rotation, endpoint allowlist, payload masking과 non-repudiation을 제공한다.",30_GATEWAY_EXTERNAL_INTEGRATION.md,5,CPF-WP-EXS-SEC-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-SEC-02-IMPLEMENTATION_CONSUMER;CPF-WP-EXS-SEC-03-VERIFICATION_EVIDENCE;CPF-WP-EXS-SEC-04-FAILURE_RECOVERY;CPF-WP-EXS-SEC-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EXS-FILE,generated domain / customer adapter,P2,PRODUCT_IMPLEMENTATION,SFTP/파일명/ack-nack/checksum/claim/transfer/reconciliation/retention을 고객 Adapter가 안전하게 소유한다.,30_GATEWAY_EXTERNAL_INTEGRATION.md,5,CPF-WP-EXS-FILE-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-FILE-02-IMPLEMENTATION_CONSUMER;CPF-WP-EXS-FILE-03-VERIFICATION_EVIDENCE;CPF-WP-EXS-FILE-04-FAILURE_RECOVERY;CPF-WP-EXS-FILE-05-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EXS-UNKNOWN,generated domain / customer adapter,P0,PRODUCT_IMPLEMENTATION,외부 요청의 전송 전 실패·전송 후 응답 유실·상대 처리 불명 상태를 분류하고 자동 성공·무조건 재시도를 금지한다.,30_GATEWAY_EXTERNAL_INTEGRATION.md,4,CPF-WP-EXS-UNKNOWN-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-UNKNOWN-02-IMPLEMENTATION_CONSUMER;CPF-WP-EXS-UNKNOWN-03-VERIFICATION_EVIDENCE;CPF-WP-EXS-UNKNOWN-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EXS-RECON,generated domain / customer adapter,P2,PRODUCT_IMPLEMENTATION,"상대 조회·callback·file ack·수동 확인을 통한 reconciliation, compensation, reprocess, SLA와 운영 UI를 제공한다.",30_GATEWAY_EXTERNAL_INTEGRATION.md,4,CPF-WP-EXS-RECON-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-RECON-02-IMPLEMENTATION_CONSUMER;CPF-WP-EXS-RECON-03-VERIFICATION_EVIDENCE;CPF-WP-EXS-RECON-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EVENT-CORE,cpf-core contract + owning business adapter,P1,PRODUCT_IMPLEMENTATION,"Provider-neutral destination naming, versioned envelope, key/order, producer/consumer contract와 in-memory test adapter를 제공하며 Provider별 의미 차이를 명시한다.",31_EVENT_MESSAGING_SAGA.md,5,CPF-WP-EVENT-CORE-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-CORE-02-IMPLEMENTATION_CONSUMER;CPF-WP-EVENT-CORE-03-VERIFICATION_EVIDENCE;CPF-WP-EVENT-CORE-04-FAILURE_RECOVERY;CPF-WP-EVENT-CORE-05-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EVENT-OUTBOX,cpf-core contract + owning business adapter,P0,PRODUCT_IMPLEMENTATION,"업무 transaction과 event publish 사이 outbox, claim, stable message ID, retry, ordering, cleanup과 duplicate prevention을 제공한다.",31_EVENT_MESSAGING_SAGA.md,4,CPF-WP-EVENT-OUTBOX-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-OUTBOX-02-IMPLEMENTATION_CONSUMER;CPF-WP-EVENT-OUTBOX-03-VERIFICATION_EVIDENCE;CPF-WP-EVENT-OUTBOX-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EVENT-BROKER,cpf-core contract + Starter Provider owner,P1,PRODUCT_IMPLEMENTATION,Kafka/JMS/IBM MQ/AMQP의 ACK·transaction·redelivery·consumer concurrency·backpressure·schema·TTL·security·observability와 multi-instance correlation을 공통 계약으로 제공한다.,31_EVENT_MESSAGING_SAGA.md,6,CPF-WP-EVENT-BROKER-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-BROKER-02-IMPLEMENTATION_CONSUMER;CPF-WP-EVENT-BROKER-03-VERIFICATION_EVIDENCE;CPF-WP-EVENT-BROKER-04-FAILURE_RECOVERY;CPF-WP-EVENT-BROKER-05-OPERATIONS_SECURITY;CPF-WP-EVENT-BROKER-06-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EVENT-MQ,cpf-core contract + Starter Provider owner,P1,PRODUCT_IMPLEMENTATION,"Queue 기반 Messaging의 destination, durable delivery, correlation, idempotency, expiry, priority, transaction, redelivery, DLQ와 운영 조회를 Provider-neutral 계약으로 제공한다.",31_EVENT_MESSAGING_SAGA.md,4,CPF-WP-EVENT-MQ-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-MQ-02-IMPLEMENTATION_CONSUMER;CPF-WP-EVENT-MQ-03-VERIFICATION_EVIDENCE;CPF-WP-EVENT-MQ-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EVENT-JMS,cpf-starter-messaging-jms,P1,PRODUCT_IMPLEMENTATION,"Jakarta JMS 3.x ConnectionFactory, producer/consumer, transaction/session, selector, durable subscription, redelivery, exception listener와 readiness를 CPF Event 계약에 연결한다.",31_EVENT_MESSAGING_SAGA.md,4,CPF-WP-EVENT-JMS-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-JMS-02-IMPLEMENTATION_CONSUMER;CPF-WP-EVENT-JMS-03-VERIFICATION_EVIDENCE;CPF-WP-EVENT-JMS-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EVENT-IBM-MQ,cpf-starter-messaging-ibm-mq,P1,PRODUCT_IMPLEMENTATION,JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·connection recovery·reason-code mapping·운영 상태를 제공한다.,31_EVENT_MESSAGING_SAGA.md,4,CPF-WP-EVENT-IBM-MQ-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-IBM-MQ-02-IMPLEMENTATION_CONSUMER;CPF-WP-EVENT-IBM-MQ-03-VERIFICATION_EVIDENCE;CPF-WP-EVENT-IBM-MQ-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EVENT-AMQP,cpf-starter-messaging-rabbitmq,P1,PRODUCT_IMPLEMENTATION,RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum/connection recovery를 CPF Event 계약에 연결한다.,31_EVENT_MESSAGING_SAGA.md,4,CPF-WP-EVENT-AMQP-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-AMQP-02-IMPLEMENTATION_CONSUMER;CPF-WP-EVENT-AMQP-03-VERIFICATION_EVIDENCE;CPF-WP-EVENT-AMQP-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EXS-TCP,cpf-starter-integration-tcp + generated/customer adapter,P2,PRODUCT_IMPLEMENTATION,영속 TCP 연결의 framing·encoding·heartbeat·reconnect·backpressure·correlation·TLS·half-open·전송 후 결과 불명과 기관별 전문 Adapter 연결을 제공한다.,30_GATEWAY_EXTERNAL_INTEGRATION.md,4,CPF-WP-EXS-TCP-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-TCP-02-IMPLEMENTATION_CONSUMER;CPF-WP-EXS-TCP-03-VERIFICATION_EVIDENCE;CPF-WP-EXS-TCP-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
EVENT-DLQ,cpf-core contract + owning business adapter,P0,PRODUCT_IMPLEMENTATION,"retry topic, DLT, poison isolation, replay approval, payload masking, idempotent reprocess와 운영 추적을 제공한다.",31_EVENT_MESSAGING_SAGA.md,4,CPF-WP-EVENT-DLQ-01-CONTRACT_OWNERSHIP;CPF-WP-EVENT-DLQ-02-IMPLEMENTATION_CONSUMER;CPF-WP-EVENT-DLQ-03-VERIFICATION_EVIDENCE;CPF-WP-EVENT-DLQ-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SAGA-CORE,cpf-core contract + owning business adapter,P0,PRODUCT_IMPLEMENTATION,"장기 업무 흐름의 step, state, version, timeout, idempotency, event/call correlation과 durable orchestration/choreography 계약을 제공한다.",31_EVENT_MESSAGING_SAGA.md,5,CPF-WP-SAGA-CORE-01-CONTRACT_OWNERSHIP;CPF-WP-SAGA-CORE-02-IMPLEMENTATION_CONSUMER;CPF-WP-SAGA-CORE-03-VERIFICATION_EVIDENCE;CPF-WP-SAGA-CORE-04-FAILURE_RECOVERY;CPF-WP-SAGA-CORE-05-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SAGA-COMP,cpf-core contract + owning business adapter,P0,PRODUCT_IMPLEMENTATION,"각 step의 compensation eligibility, reverse order, idempotency, partial compensation와 unknown-result 분리를 제공한다.",31_EVENT_MESSAGING_SAGA.md,4,CPF-WP-SAGA-COMP-01-CONTRACT_OWNERSHIP;CPF-WP-SAGA-COMP-02-IMPLEMENTATION_CONSUMER;CPF-WP-SAGA-COMP-03-VERIFICATION_EVIDENCE;CPF-WP-SAGA-COMP-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SAGA-MANUAL,cpf-core contract + owning business adapter,P0,PRODUCT_IMPLEMENTATION,자동 복구 불가 Saga의 승인된 수동 확정·보상·재실행·audit·operator guidance를 제공한다.,31_EVENT_MESSAGING_SAGA.md,5,CPF-WP-SAGA-MANUAL-01-CONTRACT_OWNERSHIP;CPF-WP-SAGA-MANUAL-02-IMPLEMENTATION_CONSUMER;CPF-WP-SAGA-MANUAL-03-VERIFICATION_EVIDENCE;CPF-WP-SAGA-MANUAL-04-FAILURE_RECOVERY;CPF-WP-SAGA-MANUAL-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
BAT-CORE,cpf-batch,P1,PRODUCT_IMPLEMENTATION,Spring Batch를 Job/Step/Repository/ExecutionContext/Restart의 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.,40_BATCH_AGENT_WORKER.md,4,CPF-WP-BAT-CORE-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-CORE-02-IMPLEMENTATION_CONSUMER;CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE;CPF-WP-BAT-CORE-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
BAT-JOB,cpf-batch,P1,PRODUCT_IMPLEMENTATION,"immutable approved definition/plan checksum, Job identity, parameter schema, start/stop/restart/abandon/recover/reconcile와 상태 연결을 제공한다.",40_BATCH_AGENT_WORKER.md,5,CPF-WP-BAT-JOB-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-JOB-02-IMPLEMENTATION_CONSUMER;CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE;CPF-WP-BAT-JOB-04-FAILURE_RECOVERY;CPF-WP-BAT-JOB-05-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
BAT-ITEM,cpf-batch,P1,PRODUCT_IMPLEMENTATION,"reader/processor/writer, chunk/skip/retry/checkpoint, item idempotency, partition, restart와 대용량 memory bound를 제공한다.",40_BATCH_AGENT_WORKER.md,4,CPF-WP-BAT-ITEM-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-ITEM-02-IMPLEMENTATION_CONSUMER;CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE;CPF-WP-BAT-ITEM-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
