source_requirement_id,source_text,source_status,new_child_first_id,new_child_last_id,new_child_count,mapping_type,change_reason,active_rule,baseline_sha,r3_handling,r3_status
DATA-LINEAGE,입력 source→처리→저장→외부전달의 dataset/field lineage·quality rule·reconciliation·owner·audit 연결을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-003051,CPF-FR-003111,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
DATA-RETENTION,데이터 유형별 retention·purge·archive·legal hold·개인정보 삭제·backup 예외·실행 증적을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-003112,CPF-FR-003172,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
GWY-ENTRY,외부 진입점 TLS·listener·protocol·client identity·request limit·maintenance와 control/data plane 분리를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-003173,CPF-FR-003233,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
GWY-ROUTING,Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-003234,CPF-FR-003294,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
GWY-TRUST,trusted proxy·client header allowlist·internal header overwrite·forwarded chain·principal/context 생성·SSRF target allowlist를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-003295,CPF-FR-003355,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
GWY-RESILIENCE,connect/send/response/read 단계별 timeout·retry·failover·circuit breaker·streaming completion·client disconnect·unknown-result ledger를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-003356,CPF-FR-003416,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
API-LIMIT,client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-003417,CPF-FR-003477,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EXS-INST,기관별 외부연계 Adapter를 Generated Domain/고객 확장 Owner로 생성·배포하고 중앙 cpf-external 고정 Module을 두지 않는다.,HISTORY_SOURCE_ONLY,CPF-FR-003478,CPF-FR-003538,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EXS-REST,외부 REST 호출 auth·timeout·retry·idempotency·schema·mapping·audit·mock/test contract를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-003539,CPF-FR-003599,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EXS-FIXED,기관별 고정길이 Layout/Mapping/endpoint를 CORE-FIXED Engine 위의 versioned Adapter로 구현한다.,HISTORY_SOURCE_ONLY,CPF-FR-003600,CPF-FR-003660,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EXS-SEC,외부연계 mTLS/OAuth/API key/certificate/secret rotation·endpoint allowlist·payload masking·non-repudiation을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-003661,CPF-FR-003721,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EXS-FILE,SFTP/파일명/ack-nack/checksum/claim/transfer/reconciliation/retention을 고객 Adapter가 안전하게 소유한다.,HISTORY_SOURCE_ONLY,CPF-FR-003722,CPF-FR-003782,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EXS-UNKNOWN,전송 전 실패·전송 후 응답 유실·상대 처리 불명 상태를 분류하고 자동 성공·무조건 재시도를 금지한다.,HISTORY_SOURCE_ONLY,CPF-FR-003783,CPF-FR-003843,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EXS-RECON,상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-003844,CPF-FR-003904,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EVENT-CORE,Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.,HISTORY_SOURCE_ONLY,CPF-FR-003905,CPF-FR-003965,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EVENT-OUTBOX,업무 transaction과 event publish 사이 outbox·claim·stable message ID·retry·ordering·cleanup·duplicate prevention을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-003966,CPF-FR-004026,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EVENT-BROKER,Kafka/JMS/IBM MQ/AMQP의 ACK·transaction·redelivery·concurrency·backpressure·schema·TTL·security·observability·multi-instance correlation 계약을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-004027,CPF-FR-004087,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EVENT-MQ,Queue Messaging의 destination·durable delivery·correlation·idempotency·expiry·priority·transaction·redelivery·DLQ·운영 조회를 Provider-neutral로 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-004088,CPF-FR-004148,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EVENT-JMS,Jakarta JMS 3.x ConnectionFactory·producer/consumer·transaction/session·selector·durable subscription·redelivery·exception listener·readiness를 연결한다.,HISTORY_SOURCE_ONLY,CPF-FR-004149,CPF-FR-004209,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EVENT-IBM-MQ,JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-004210,CPF-FR-004270,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EVENT-AMQP,RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.,HISTORY_SOURCE_ONLY,CPF-FR-004271,CPF-FR-004331,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EXS-TCP,영속 TCP 연결 framing·encoding·heartbeat·reconnect·backpressure·correlation·TLS·half-open·응답 유실·기관 Adapter 연결을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-004332,CPF-FR-004392,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
EVENT-DLQ,retry topic·DLT·poison isolation·replay approval·payload masking·idempotent reprocess·운영 추적을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-004393,CPF-FR-004453,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
SAGA-CORE,장기 업무 흐름 step·state·version·timeout·idempotency·event/call correlation과 durable orchestration/choreography 계약을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-004454,CPF-FR-004514,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
SAGA-COMP,각 step의 compensation eligibility·reverse order·idempotency·partial compensation·unknown-result 분리를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-004515,CPF-FR-004575,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
SAGA-MANUAL,자동 복구 불가 Saga의 승인된 수동 확정·보상·재실행·audit·operator guidance를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-004576,CPF-FR-004636,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
BAT-CORE,Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.,HISTORY_SOURCE_ONLY,CPF-FR-004637,CPF-FR-004697,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
BAT-JOB,immutable approved definition/plan checksum·Job identity·parameter schema·start/stop/restart/abandon/recover/reconcile·상태 연결을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-004698,CPF-FR-004758,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
BAT-ITEM,reader/processor/writer·chunk/skip/retry/checkpoint·item idempotency·partition·restart·대용량 memory bound를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-004759,CPF-FR-004819,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
BAT-EXECUTOR,Java·승인 Shell·File Watch/Process/Transfer·Service/API·Message Executor를 timeout·resource·security 정책과 함께 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-004820,CPF-FR-004880,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
BAT-AGENT,Agent pool·capability·zone·lease·heartbeat·drain·takeover·artifact/config·process tree·output budget을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-004881,CPF-FR-004941,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
BAT-CALL-SYNC,Batch/Worker 업무 Domain 동기 호출에 Local/Remote parity·Header·deadline·idempotency·retry/unknown-result를 적용한다.,HISTORY_SOURCE_ONLY,CPF-FR-004942,CPF-FR-005002,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
BAT-CALL-ASYNC,Batch/Worker Event/Outbox 비동기 호출에 stable message ID·retry/DLT·consumer idempotency·completion correlation을 적용한다.,HISTORY_SOURCE_ONLY,CPF-FR-005003,CPF-FR-005063,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
BAT-SHARED,Batch가 온라인/공유 Facade를 재사용할 때 Owner·transaction boundary·load isolation·version·topology·운영 영향을 정의한다.,HISTORY_SOURCE_ONLY,CPF-FR-005064,CPF-FR-005124,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CENTER-CORE,Center-Cut job/item/attempt/aggregate 상태모델·immutable policy·Spring Batch/업무 transaction 경계를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005125,CPF-FR-005185,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CENTER-RUNNER,CenterCutRunner를 Agent 내장 또는 독립 Process로 배포하고 target generation→claim→dispatch→aggregate lifecycle을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005186,CPF-FR-005246,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CENTER-PARAM,대량 작업 parameter snapshot·schema·canonical hash·encryption/masking·version·replay 재현성을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005247,CPF-FR-005307,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CENTER-CLAIM,item claim·lease·fencing·chunk assignment·stale worker 차단·duplicate prevention·restart를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005308,CPF-FR-005368,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CENTER-RATE,global/domain/target TPS·RPS·concurrency·backpressure·adaptive throttle·pause/drain·multi-instance 일관성을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005369,CPF-FR-005429,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CENTER-REPROCESS,failed-only·selected·range 재처리·approval·idempotency·prior result 보존·compensation·결과 비교를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005430,CPF-FR-005490,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CENTER-UNKNOWN,item/attempt 결과 불명을 분류·대사하고 확인 전 무조건 재처리를 금지하며 수동 확정·audit를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005491,CPF-FR-005551,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CENTER-OPS,ADM에서 job/item/attempt/timeline/progress/error/reprocess/pause/cancel/drain을 권한·사유·승인과 함께 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005552,CPF-FR-005612,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
ADM-AUTH,운영자 identity·password/MFA/OIDC·JDBC Session·session fixation/concurrency/revocation/force logout·fail-closed product profile을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005613,CPF-FR-005673,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
ADM-RBAC,menu/button/API/command 권한·role mapping·유효기간·organization context·server-side enforcement·cache invalidation을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005674,CPF-FR-005734,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
ADM-AUDIT,운영자·대상·before/after masked snapshot·reason·approval·result·transactionId의 immutable/tamper-evident audit를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005735,CPF-FR-005795,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
ADM-TX,온라인/비동기/Batch/외부연계 transaction 검색·표준 Header·payload masking·segment/attempt linkage·상세 조회를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005796,CPF-FR-005856,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
ADM-TIMELINE,transactionId 기준 Local/Remote/Event/Batch/Gateway/File/Agent timeline을 순서·시각·instance·failure stage로 재구성한다.,HISTORY_SOURCE_ONLY,CPF-FR-005857,CPF-FR-005917,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
ADM-SERVICE,service/endpoint/instance/health/version/zone/routing/maintenance/draining을 조회·제어하되 Owner Command API를 사용한다.,HISTORY_SOURCE_ONLY,CPF-FR-005918,CPF-FR-005978,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
ADM-LOG,File/DB Log 조회·saved search·trace boost·dynamic log level·retention·download guard·권한·audit를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-005979,CPF-FR-006039,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
ADM-BATCH,Job definition/execution/step/checkpoint/restart/stop/recover와 승인·사유·Spring Batch ID 연계를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-006040,CPF-FR-006100,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
ADM-CENTER,Center-Cut job/item/attempt/progress/reprocess/unknown/compensation 운영 기능을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-006101,CPF-FR-006161,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
