finding_key,qa_source,finding_id,severity,category,title,development_status,verification_status,runtime_status,overall_status,closure_state,source_paths,evidence_paths,external_blocker,reexecution_command,source_identity_sha256,original_acceptance
QA4:CPF-QA-230143-015,QA4,CPF-QA-230143-015,P1,ADM Frontend / Actual Consumer,Retention Pause/Resume 실제 Frontend wrapper가 Backend 필수 `reason` body를 보내지 않는데 Operation Consumer Closure는 337/337 PASS함,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-admin/frontend/src/features/batch-runtime-control/api.ts | cpf-admin/src/main/java/com/cpf/admin/opr/batch/runtime/BatchRuntimeControlController.java | cpf-admin/frontend/src/generated/cpf-api.ts,cpf-docs/work/evidence/development-22/findings/QA4_CPF-QA-230143-015.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"Pause/Resume UI/API가 reason을 필수 수집·전송, generated compile PASS, missing data compile/contract FAIL, runtime 2xx/4xx/409 scenarios integration tested, consumer closure가 call-shape까지 확인."
QA4:CPF-QA-230143-016,QA4,CPF-QA-230143-016,P1,Verifier / Java Contract Harness,Java Foundation Contract harness가 실제 Source 문제가 아닌 누락된 Spring `AliasFor` classpath/stub 때문에 False Red를 냄,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-tools/verification/run_java_contract_tests.py | cpf-starters/base/runtime/src/main/java/com/cpf/foundation/annotation/CpfService.java,cpf-docs/work/evidence/development-22/findings/QA4_CPF-QA-230143-016.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"Foundation API compile PASS, intentionally broken annotation contract는 FAIL, harness dependency list current catalog와 parity."
QA4:CPF-QA-230143-017,QA4,CPF-QA-230143-017,P2,Terminology / Developer Discoverability,MBW 전환 후에도 active Public Javadoc/Frontend tooling/message에 BZA 용어가 남아 current contract를 혼동시킴,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-common public management Javadocs | security session Javadocs | frontend/tooling scripts detected in scan,cpf-docs/work/evidence/development-22/findings/QA4_CPF-QA-230143-017.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"active current public/API/tool messages BZA 0, legacy allowlist only, MBW identity tests/docs parity."
QA4:CPF-QA-230143-018,QA4,CPF-QA-230143-018,P2,Public API / Javadoc,Published/Public 후보 type의 Javadoc coverage를 보장하는 canonical gate가 부족하며 heuristic scan에서 116개 후보가 노출됨,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-batch/api/** | cpf-starters/** public packages | Public Artifact Catalog,cpf-docs/work/evidence/development-22/findings/QA4_CPF-QA-230143-018.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"published public types 기준 missing Javadoc 0, internal/auto-config false positives excluded by catalog, javadoc task/broken ref 0, sources/javadoc JAR IDE lookup verified."
QA4:CPF-QA-230143-019,QA4,CPF-QA-230143-019,P2,QA/Developer Tool Usability,Verifier별 root/ledger 인자 규칙이 제각각이라 잘못 호출하면 실제 결함처럼 보이는 missing/argparse False Fail이 발생함,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-tools/verification/*.py,cpf-docs/work/evidence/development-22/findings/QA4_CPF-QA-230143-019.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"single documented invocation strategy, all registered verifiers discoverable, malformed root gives explicit error, automated suite reproduces same results."
FULL:CPF-QA-230143-001,FULL,CPF-QA-230143-001,P0,Architecture / Central Runtime Registry,Batch Runtime이 Central Runtime Registry와 별도의 active Registry를 계속 소유한다,완료,완료,계약/회귀 검증 완료; 전체 실환경은 STD-QA-011에서 별도 관리,완료,CLOSED,cpf-batch/control-plane/src/main/java/com/cpf/batch/control/internal/JdbcRuntimeRegistry.java; cpf-batch/control-plane/src/main/java/com/cpf/batch/control/RuntimeControlController.java; cpf-tools/db/metadata/bat-runtime-query-contract.json; 중앙 Runtime Registry owner/DB3 migration,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-001.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,Runtime identity/registration/heartbeat/capability의 authoritative row가 exactly-one 중앙 Registry에만 존재하고 Batch consumer가 그 ID를 사용한다. Batch-specific 상태는 중앙 ID를 FK/reference로 사용한다.
FULL:CPF-QA-230143-002,FULL,CPF-QA-230143-002,P0,ADM / Security / Session,ADM Browser Cookie/CSRF 계약과 Backend Bearer-only Session 검증이 서로 단절되어 있다,완료,완료,계약/회귀 검증 완료; 전체 실환경은 STD-QA-011에서 별도 관리,완료,CLOSED,cpf-admin/frontend/src/shared/orval-mutator.ts; cpf-admin/src/main/java/com/cpf/admin/opr/filter/AdmApiAuthFilter.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmAuthController.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmSessionService.java,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-002.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"Browser가 Bearer를 작성하지 않아도 cookie session으로 전체 ADM API가 인증되고, CSRF/권한/로그아웃이 server-side에서 일관되게 집행된다."
FULL:CPF-QA-230143-003,FULL,CPF-QA-230143-003,P0,Generated Domain / Domain Invocation,Setup에서 선택한 Operation 계약이 Generated Domain Client에 반영되지 않고 `ping`으로 치환된다,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-tools/generator/engine/cpf_domain_generator.py 및 domain client template/contract; Fresh generated `cpf-account/online/.../DefaultMemberDomainClient.java`,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-003.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,선택한 operationId와 generated client/runtime invocation/trace/policy가 정확히 일치하고 `ping` fallback이 없다.
FULL:CPF-QA-230143-004,FULL,CPF-QA-230143-004,P0,Generated Domain / Public Starter Build Closure,Generated external HTTP client가 사용하는 Public API가 Generated build compile surface에 닫히지 않는다,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-tools/generator capability/starter resolver; external client template; cpf-starters/integration/http public API; generated online/build.gradle,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-004.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,선택 capability에 필요한 Public artifact만으로 generated external client가 compile/test되고 미선택 capability는 0-footprint다.
FULL:CPF-QA-230143-005,FULL,CPF-QA-230143-005,P0,Generated Domain / Canonical Definition / Documentation,Generated Domain `cpf-domain.yaml` 정본이 Root와 legacy definitions 경로에 이중화되어 Guide/Tool이 서로 다른 Owner를 가리킨다,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-docs/governance/CPF_FINAL_TARGET_REQUIREMENTS.md; cpf-docs/development/GENERATOR_GUIDE.md; cpf-tools/generator/definitions/member/*; external/*; export/verify scripts/tests with legacy refs,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-005.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,Production consumer가 Domain Root definition 하나만 사용하고 member/external 재생성 결과가 clean이며 사용자 Source를 덮어쓰지 않는다.
FULL:CPF-QA-230143-006,FULL,CPF-QA-230143-006,P1,ADM / Least Privilege / Initialization,ADM Shell 초기화가 일반 사용자에게 권한관리 Master API를 필수 요구한다,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-admin/frontend/src/features/core/methods.ts; cpf-admin/frontend/src/app/methods/accessMethods.ts; AdmApiAuthFilter permission mappings,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-006.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,일반 운영자 초기화가 자신의 projection만으로 성공하고 권한관리 API는 permission route에서만 호출된다.
FULL:CPF-QA-230143-007,FULL,CPF-QA-230143-007,P1,Backoffice Web / Security Boundary,Backoffice Web Security가 CSRF는 구성하지만 모든 Application 요청을 permitAll 한다,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-backoffice-web/src/main/java/com/cpf/backoffice/web/shared/security/BackofficeWebSecurityConfiguration.java; authentication/api; shared/client; security tests,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-007.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,익명 업무 API 요청이 downstream forwarding 전에 차단되고 계층별 Security 책임이 분리된다.
FULL:CPF-QA-230143-008,FULL,CPF-QA-230143-008,P1,Backoffice Web / Build & Deployment,`cpf-backoffice-web`이 Root Build 및 Frontend→BFF 단일 패키징 흐름에 연결되지 않았다,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,settings.gradle; cpf-backoffice-web/build.gradle; frontend/package.json; Docker/deployment config,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-008.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,Root build/release에서 Backoffice Web이 누락되지 않고 하나의 재현 가능한 deployable이 생성된다.
FULL:CPF-QA-230143-009,FULL,CPF-QA-230143-009,P1,EDU / Canonical Structure,EDU Online 20 Canonical 기능 그룹이 물리적으로 19개이며 deprecated alias 3개가 active surface에 남아 있다,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-education/src/main/java/com/cpf/education/online/**; EDU catalog; verify-cpf-edu-executable-coverage.py; verify-cpf-education-active-surface.py,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-009.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,사용자가 물리 구조에서 정확히 20/15 canonical group을 찾고 active source에 deprecated alias가 없다.
FULL:CPF-QA-230143-010,FULL,CPF-QA-230143-010,P1,EDU / Executability / False Green,Batch EDU 15개 Test가 실제 Job/Step 실행을 검증하지 않고 Annotation metadata만 검사한다,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-education/src/test/java/com/cpf/education/contract/*JobTest.java; corresponding batch example source; executable coverage gate,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-010.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,각 Batch EDU 기능이 실제 runtime behavior를 검증하며 metadata-only 존재 검사가 유일 근거가 아니다.
FULL:CPF-QA-230143-011,FULL,CPF-QA-230143-011,P1,QA Harness / Integrated Regression,DB 전체 Pytest를 한 번에 수집하면 동일 module basename 충돌로 collection이 중단된다,완료,완료,계약/회귀 검증 완료; 전체 실환경은 STD-QA-011에서 별도 관리,완료,CLOSED,cpf-tools/db/verification/tests/test_migration_lifecycle_simulator.py; cpf-tools/db/tests/test_migration_lifecycle_simulator.py; pytest config/integrated test script,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-011.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,한 번의 통합 명령으로 DB verification+tests가 collection error 없이 수행된다.
FULL:CPF-QA-230143-012,FULL,CPF-QA-230143-012,P1,QA Harness / Currentization,`cpf-common` currentization 후 Common DX verifier가 옛 Starter source path를 검사해 False Fail을 낸다,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,cpf-tools/verification/.../verify_common_product_service_dx.py; cpf-common/**; cpf-starters/common/build.gradle,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-012.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,Verifier가 `cpf-common` 단일 Owner를 기준으로 실제 API/DX를 판정한다.
FULL:CPF-QA-230143-013,FULL,CPF-QA-230143-013,P2,Repository Hygiene / Garbage,Source ZIP에 Python cache/pytest cache 등 재생성 가능한 가비지가 다수 포함되어 clean-source gate가 실패한다,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,`.pytest_cache`; exact `cpf-tools/**/__pycache__` directories listed in DELETE_MANIFEST.csv,cpf-docs/work/evidence/development-22/findings/FULL_CPF-QA-230143-013.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,fresh source package에 cache/pyc 0이며 Tool Source는 모두 보존된다.
STD:STD-QA-001,STD,STD-QA-001,P0,ADM 인증/Frontend-Backend Closure,ADM Browser Cookie/CSRF 계약과 Backend Bearer 인증 구현이 여전히 불일치,완료,완료,계약/회귀 검증 완료; 전체 실환경은 STD-QA-011에서 별도 관리,완료,CLOSED,,cpf-docs/work/evidence/development-22/findings/STD_STD-QA-001.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"Java25+DB에서 login→Set-Cookie(CPFSESSION HttpOnly)+XSRF→/me 200→menu projection→GET→CSRF mutation→logout→/me 401, refresh restore, role/password change revoke, 2-WAS shared session PASS."
STD:STD-QA-002,STD,STD-QA-002,P0,Generated Domain / MBW Lifecycle,MBW Backoffice가 Generated-Domain-like Target인데 root cpf-domain.yaml이 없어 Setup/Bootstrap canonical discovery에서 제외,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,,cpf-docs/work/evidence/development-22/findings/STD_STD-QA-002.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,domain discovery에 MBR/EXS/MBW가 정확히 나타나고 MBW setup/diff/bootstrap가 user-owned Source를 변경하지 않으며 DB3 binding/mbwDB/runtime health가 canonical path로 검증됨.
STD:STD-QA-003,STD,STD-QA-003,P1,Canonical Annotation Public API,"정본 Canonical Annotation의 @CpfController, @CpfPerformance가 실제 Public API에 없음",완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,,cpf-docs/work/evidence/development-22/findings/STD_STD-QA-003.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"Canonical Annotation 표의 모든 항목이 definition≥1, runtime/build consumer≥1(해당 시), EDU/가이드 예제와 동일 이름, duplicate semantic annotation 0."
STD:STD-QA-004,STD,STD-QA-004,P1,EDU Canonical 35 / False Green,EDU Online 20 PASS가 실제 physical first-level 19 group을 숨김,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,,cpf-docs/work/evidence/development-22/findings/STD_STD-QA-004.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"first-level Online exactly 20, Batch exactly 15, route/catalog/verifier 모두 동일 taxonomy, 신규 예제는 기존 group에 편입."
STD:STD-QA-005,STD,STD-QA-005,P1,QA Gate Governance / Common Ownership,cpf-common Source는 새 Owner로 이동했지만 NXT3 common verifier는 cpf-starters/common 과거 경로를 검사,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,,cpf-docs/work/evidence/development-22/findings/STD_STD-QA-005.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,Common Owner API/version/secret/effective/disabled/reason 계약을 cpf-common에서 PASS하고 starter wiring/Backoffice/ADM consumer를 별도로 PASS.
STD:STD-QA-006,STD,STD-QA-006,P1,System6 QA Gate / Stale Channel6,Transaction Runtime Harness가 폐기된 Channel6를 Canonical Header처럼 사용,완료,완료,계약/회귀 검증 완료; 전체 실환경은 STD-QA-011에서 별도 관리,완료,CLOSED,,cpf-docs/work/evidence/development-22/findings/STD_STD-QA-006.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"System6 read-only/propagation/missing/mismatch/spoof tests PASS, optional Channel 독립 test PASS."
STD:STD-QA-007,STD,STD-QA-007,P1,Evidence Integrity,TEST_AND_EVIDENCE의 완료 주장과 현재 Source 재실행 결과가 일부 불일치,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,,cpf-docs/work/evidence/development-22/findings/STD_STD-QA-007.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"보고서의 모든 PASS가 재실행 log와 1:1 대응, known FAIL은 숨김 0, stale verifier는 제품 FAIL과 분리."
STD:STD-QA-008,STD,STD-QA-008,P1,Governance / Current vs Historical,Current Requirement ledger와 historical/stale work 자료가 cpf-docs/work에 혼재,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,,cpf-docs/work/evidence/development-22/findings/STD_STD-QA-008.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"Current source-of-truth navigation에서 retired product roots 참조 0, historical 파일은 current search dataset/requirement projection에서 제외."
STD:STD-QA-009,STD,STD-QA-009,P2,Compatibility API Hygiene,ADM deprecated AdmBaseController compatibility alias가 current source에 남아 제거 조건이 불명확,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,,cpf-docs/work/evidence/development-22/findings/STD_STD-QA-009.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"alias usage 0, deprecation migration guide/version 존재, 제거 target release 명시."
STD:STD-QA-010,STD,STD-QA-010,P2,Generated Domain Lifecycle QA,Generator 일부 lifecycle 검증 자산이 root cpf-domain.yaml 보존 정책과 과거 metadata-free 정책을 함께 보유할 가능성,완료,완료,해당 없음/계약 검증 완료,완료,CLOSED,,cpf-docs/work/evidence/development-22/findings/STD_STD-QA-010.md,,python -B cpf-tools/verification/tools/run-cpf-canonical-verifiers.py --root .,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"remove 후 root definition 보존, generated files 정리, restore/sync idempotent, user-owned source 보호 PASS."
STD:STD-QA-011,STD,STD-QA-011,P0-V,Runtime Acceptance,Java25 full Gradle/live DB3/Multi-WAS/Browser 최종 Runtime 증거는 아직 없음,완료,미검증(외부 환경),BLOCKED_EXTERNAL,미검증,BLOCKED_EXTERNAL,,cpf-docs/work/evidence/development-22/findings/STD_STD-QA-011.md,Java25 full Gradle + live DB3 + Multi-WAS/process-kill + Browser E2E + Public Binary live resolution 환경 필요.,See cpf-docs/work/evidence/development-22/BLOCKED_EXTERNAL.md,3154fbdb54eb32a191df4abf394099550d346338f7bdd6a77a4246329114dd4d,"Gradle ExitCode 0, DB3 install→migration→seed→query→upgrade→rollback, multi-WAS instance fencing, browser E2E, UNKNOWN/reconcile evidence PASS."
