exec_id,canonical_ref,target_menu_group,route_id,current_path,screen_name,risk_level,feature_description,required_ui,required_flow,acceptance,evidence,status,coverage_route_id,coverage_path,coverage_mode,coverage_notes,development_status,verification_status
ADMUI-032,ADM-BATCH,04 Batch·대량처리,batch-overview,/batch-overview,Batch Overview,MEDIUM,Job·Schedule·Execution·Instance·Worker·Lock 핵심 상태를 요약하는 Batch 운영 Dashboard.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 7개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-overview,/batch-overview,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-033,"ADM-BATCH, ADM-AGENT",04 Batch·대량처리,batch-runtime,/batch-runtime,Runtime Topology,HIGH,Batch Runtime Topology와 Instance 상태를 보고 Drain/Command 등 Runtime 제어를 승인된 절차로 수행.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 4개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-runtime,/batch-runtime,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-034,ADM-BATCH,04 Batch·대량처리,batch-scheduler,/batch-scheduler,Scheduler HA,MEDIUM,"Schedule 조회, 시뮬레이션, Enable/Disable, Run Once와 Scheduler HA 상태를 관리.",페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 6개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-scheduler,/batch-scheduler,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-035,"ADM-BATCH, ADM-AGENT",04 Batch·대량처리,batch-worker-pools,/batch-worker-pools,Worker Pools,MEDIUM,Worker Pool/Worker 상태와 처리 Capability를 조회하고 Runtime Command 상태를 추적.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 5개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-worker-pools,/batch-worker-pools,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-036,"ADM-TIMELINE, ADM-RECOVERY",04 Batch·대량처리,file-jobs,/file-jobs,대량파일 Job,MEDIUM,대량파일 Job의 Upload→Apply→Retry/Cancel→Rollback→UNKNOWN Resolve→Artifact 조회 전체 Lifecycle을 제공.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 10개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,file-jobs,/file-jobs,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-037,ADM-AGENT,04 Batch·대량처리,workers,/workers,Agent / Worker,MEDIUM,Agent/Worker/Instance 관계와 가용상태를 단순 운영뷰로 제공.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 3개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,workers,/workers,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-038,ADM-AUDIT,05 로그·감사·Incident,auditLogs,/auditLogs,감사 로그,MEDIUM,"플랫폼 Audit Log, Delivery, Retry, 정책변경 Audit를 통합 조회.",페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 4개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,auditLogs,/auditLogs,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-039,"ADM-INCIDENT, ADM-RECOVERY",05 로그·감사·Incident,incidents,/incidents,Error·Unknown Result,HIGH,Alert/Signal을 Incident로 연결하고 Acknowledge→Escalate→Runbook→Resolve/Reopen→Timeline까지 운영.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 20개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,incidents,/incidents,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-040,"ADM-LOG, ADM-APPROVAL",05 로그·감사·Incident,logLevel,/logLevel,동적 로그,HIGH,동적 Log Level Rule을 조회·등록·해제하고 만료·적용대상·Audit를 관리.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 3개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,logLevel,/logLevel,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-041,ADM-LOG,05 로그·감사·Incident,logPolicies,/logPolicies,로그 정책,MEDIUM,"Log Policy, 배포상태, Cache, Trace Boost/Override와 Runtime 적용상태를 관리.",페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 13개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,logPolicies,/logPolicies,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-042,"ADM-RECOVERY, ADM-INCIDENT",05 로그·감사·Incident,reliability,/reliability,Analysis Center,MEDIUM,Unknown/DLQ/Outbox/Inbox/Idempotency/File/Batch Recovery 상태를 한 화면에서 분석하는 Reliability Center.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 8개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,reliability,/reliability,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-043,ADM-LOG,05 로그·감사·Incident,remoteLogs,/remoteLogs,원격 로그,MEDIUM,다중 Instance 원격 로그 검색·Preview·Bundle 생성·Download·진단을 제공.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 9개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,remoteLogs,/remoteLogs,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-044,"ADM-BATCH, ADM-RECOVERY, ADM-APPROVAL",06 복구·변경·배포,batch-deployment,/batch-deployment,Deployment / Rollback,HIGH,Batch Deployment Plan과 Runtime Command 결과를 추적하고 실패 시 Rollback 경로를 제공.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 3개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-deployment,/batch-deployment,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-045,"ADM-RECOVERY, ADM-BATCH",06 복구·변경·배포,batch-recovery,/batch-recovery,Recovery / Unknown,MEDIUM,Batch Ghost/Unknown 후보를 식별하고 Recovery/Reconcile/Action을 실행.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 6개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-recovery,/batch-recovery,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-046,"ADM-EXS, ADM-RECOVERY, ADM-APPROVAL",06 복구·변경·배포,integrationClosure,/integrationClosure,통합 운영 정정 승인,CRITICAL,Crypto/Time/Data Quality/Webhook DLQ 상태를 검증하고 Correction Approval→Execute→Replay를 수행.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 8개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,integrationClosure,/integrationClosure,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-047,"ADM-SERVICE, ADM-APPROVAL",06 복구·변경·배포,maintenance,/maintenance,점검·Drain,HIGH,점검/Drain 등 운영 Action을 조회하고 대상·영향·사유·승인 후 Owner Command로 실행.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 2개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,maintenance,/maintenance,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-048,ADM-RECOVERY,06 복구·변경·배포,recoveryCenter,/recoveryCenter,복구 센터,MEDIUM,"Transaction Log Recovery, Poison Retry, Unknown Resolve, DLQ Replay를 Runbook 중심으로 수행.",페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 5개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,recoveryCenter,/recoveryCenter,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-049,"ADM-SERVICE, ADM-RECOVERY, ADM-APPROVAL",06 복구·변경·배포,runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,HIGH,Deployment/Promotion/Rollback Change를 Preview→Create→Execute/Cancel→Verify/Audit로 관리.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 16개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,runtimeControl,/runtimeControl,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-050,"ADM-BATCH, ADM-AUDIT",07 기준정보·플랫폼설정,businessCalendar,/businessCalendar,영업일 · 휴일,MEDIUM,영업일/휴일 조회·날짜해석·등록·삭제를 제공하고 Batch/Schedule 영향도를 확인.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 4개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,businessCalendar,/businessCalendar,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-051,"ADM-SERVICE, ADM-APPROVAL",07 기준정보·플랫폼설정,cache,/cache,캐시,HIGH,Cache Summary를 조회하고 Refresh/Evict/Reconcile 위험조치를 Namespace/Key 범위별로 안전하게 수행.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 5개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,cache,/cache,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-052,ADM-AUDIT,07 기준정보·플랫폼설정,codes,/codes,코드,MEDIUM,플랫폼 공통 Code를 조회·등록·수정·삭제하고 사용처·Version·Audit를 연결.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 5개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,codes,/codes,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-053,"ADM-AUDIT, ADM-APPROVAL",07 기준정보·플랫폼설정,configs,/configs,설정,HIGH,설정 목록·상세·등록·수정·삭제와 Parameter Reference를 제공하고 Version/Scope/Runtime 반영/Audit를 관리.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 6개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,configs,/configs,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-054,"ADM-APPROVAL, ADM-AUDIT",07 기준정보·플랫폼설정,featureFlags,/featureFlags,Feature Flag,CRITICAL,Feature Flag 평가·Override 요청/승인/회수와 Kill Switch를 관리하는 CRITICAL 운영화면.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 7개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,featureFlags,/featureFlags,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-055,ADM-SERVICE,07 기준정보·플랫폼설정,openApiOperations,/openApiOperations,OpenAPI 운영,HIGH,OpenAPI 상태와 Refresh를 관리하고 Frontend Generated Client 계약과 Runtime API 정합성을 진단.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 2개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,openApiOperations,/openApiOperations,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-056,"ADM-APPROVAL, ADM-EXS",07 기준정보·플랫폼설정,resiliencePolicies,/resiliencePolicies,Resilience 정책,CRITICAL,Retry/Timeout/Circuit 등 Resilience Policy를 조회하고 변경 요청→승인/반려로 관리.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 5개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,resiliencePolicies,/resiliencePolicies,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-057,ADM-UX,07 기준정보·플랫폼설정,responseCodes,/responseCodes,응답코드,MEDIUM,표준 응답코드를 조회·등록·수정·삭제하고 사용처와 Error UX 연결성을 확인.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 5개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,responseCodes,/responseCodes,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-058,ADM-APPROVAL,08 보안·권한·승인,approvals,/approvals,위험조치 승인,HIGH,위험조치 정책/요청/결재/실행/Reconcile을 ALL/ANY/N_OF_M·SoD·Expiry 기준으로 관리.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 12개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,approvals,/approvals,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-059,"ADM-APPROVAL, ADM-AUDIT",08 보안·권한·승인,breakGlass,/breakGlass,Break-glass,HIGH,긴급 Break-glass Session의 Open→Review→Close와 유효시간·사유·Audit를 관리.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 4개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,breakGlass,/breakGlass,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-060,"ADM-AUTH, ADM-RBAC",08 보안·권한·승인,operators,/operators,운영자,HIGH,운영자 계정·조직·연락처·인증·Role·Session·Audit을 통합 관리하고 알림/Incident/Approval Owner Contact의 실사용 원천을 제공.,ID/이름/부서/직위·직책/Email/Mobile/Office Phone/상태/유효기간; 목록 Email/Mobile masking; Raw Contact 권한+사유; Overview/Role-Permission/Authentication/Session/Audit tabs,Search/Page→Create/Detail/Update→Contact masking/raw permission→Role/Permission→MFA/OIDC/SSO/IP→Session revoke→notification consumer→Audit; High-risk Impact/Diff→Reason→Approval/SoD→Confirm→Result→Recovery,self-lockout/last-admin 제거 방지; contact 변경 Audit; incident/security/approval/break-glass notification 실제 consumer; 401/403/404/409/429/500/503; Desktop/Narrow E2E,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,operators,/operators,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-061,ADM-AUTH,08 보안·권한·승인,password,/password,비밀번호,HIGH,Password Policy/검증/변경/Reset/Session Revoke를 관리.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 5개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,password,/password,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
