requirement_id,priority,codex_stage,category,canonical_requirement,owner,title,requirement,source_basis,development_status,verification_status,acceptance_criteria,verification_method,required_evidence,regression_guard,protected_owner_action
QA38-GROUP-006,P0,03_CORE_STARTER,Starter Group/Generator,ARCH-STARTER,Starter Architecture/Generator,Named Binding,복수 Provider 이름·Default 최대 하나,Git 반영 개발 입력 + QA 독립 판단 group design + QA extension,완료,미검증,Profile/Build/Manifest/Artifact/Runtime 양방향 일치,fresh generated domain+dependency report+negative combinations,resolved manifest/POM/JAR/test hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,Mega Starter·silent transitive change 금지,
QA38-GROUP-007,P0,03_CORE_STARTER,Starter Group/Generator,ARCH-STARTER,Starter Architecture/Generator,Conflict Gate,모호한 Bean/상호 배타 설정 fail-closed,Git 반영 개발 입력 + QA 독립 판단 group design + QA extension,완료,미검증,Profile/Build/Manifest/Artifact/Runtime 양방향 일치,fresh generated domain+dependency report+negative combinations,resolved manifest/POM/JAR/test hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,Mega Starter·silent transitive change 금지,
QA38-GROUP-008,P0,03_CORE_STARTER,Starter Group/Generator,ARCH-STARTER,Starter Architecture/Generator,BOM,"Version 정렬만, Runtime 비활성",Git 반영 개발 입력 + QA 독립 판단 group design + QA extension,완료,미검증,Profile/Build/Manifest/Artifact/Runtime 양방향 일치,fresh generated domain+dependency report+negative combinations,resolved manifest/POM/JAR/test hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,Mega Starter·silent transitive change 금지,
QA38-GROUP-009,P0,03_CORE_STARTER,Starter Group/Generator,ARCH-STARTER,Starter Architecture/Generator,Publication,POM/Sources/JavaDoc/SBOM/Signature/Artifact Catalog,Git 반영 개발 입력 + QA 독립 판단 group design + QA extension,완료,미검증,Profile/Build/Manifest/Artifact/Runtime 양방향 일치,fresh generated domain+dependency report+negative combinations,resolved manifest/POM/JAR/test hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,Mega Starter·silent transitive change 금지,
QA38-GROUP-010,P0,03_CORE_STARTER,Starter Group/Generator,ARCH-STARTER,Starter Architecture/Generator,Optional Removal,Leaf/Profile 제거 Compile·Runtime,Git 반영 개발 입력 + QA 독립 판단 group design + QA extension,완료,미검증,Profile/Build/Manifest/Artifact/Runtime 양방향 일치,fresh generated domain+dependency report+negative combinations,resolved manifest/POM/JAR/test hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,Mega Starter·silent transitive change 금지,
QA38-GROUP-011,P0,03_CORE_STARTER,Starter Group/Generator,ARCH-STARTER,Starter Architecture/Generator,Footprint,JAR/Dependency/Startup/Memory/Thread Budget,Git 반영 개발 입력 + QA 독립 판단 group design + QA extension,완료,미검증,Profile/Build/Manifest/Artifact/Runtime 양방향 일치,fresh generated domain+dependency report+negative combinations,resolved manifest/POM/JAR/test hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,Mega Starter·silent transitive change 금지,
QA38-GROUP-012,P0,03_CORE_STARTER,Starter Group/Generator,ARCH-STARTER,Starter Architecture/Generator,Upgrade,Profile/Starter Mixed Version·Migration·Rollback,Git 반영 개발 입력 + QA 독립 판단 group design + QA extension,완료,미검증,Profile/Build/Manifest/Artifact/Runtime 양방향 일치,fresh generated domain+dependency report+negative combinations,resolved manifest/POM/JAR/test hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,Mega Starter·silent transitive change 금지,
QA38-GROUP-013,P0,03_CORE_STARTER,Starter Group/Generator,ARCH-STARTER,Starter Architecture/Generator,Generator,Build/Config/Test/Operations/Manifest 원자 생성,Git 반영 개발 입력 + QA 독립 판단 group design + QA extension,완료,미검증,Profile/Build/Manifest/Artifact/Runtime 양방향 일치,fresh generated domain+dependency report+negative combinations,resolved manifest/POM/JAR/test hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,Mega Starter·silent transitive change 금지,
QA38-GROUP-014,P0,03_CORE_STARTER,Starter Group/Generator,ARCH-STARTER,Starter Architecture/Generator,Legacy Removal,기존 Core/Common/Product Bean·Dependency·Config·SQL 제거,Git 반영 개발 입력 + QA 독립 판단 group design + QA extension,완료,미검증,Profile/Build/Manifest/Artifact/Runtime 양방향 일치,fresh generated domain+dependency report+negative combinations,resolved manifest/POM/JAR/test hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,Mega Starter·silent transitive change 금지,
QA38-STARTER-001,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,CpfDataSourceConfig MOVE,"`cpf-core`의 `CpfDataSourceConfig`를 `cpf-starter-data-persistence-jdbc` 기준으로 MOVE하고, 남길 계약은 `DB-neutral datasource contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=ADM/BZA/REF/Generated,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Canonical DB/3 Vendor)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-002,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,CpfMyBatisConfig+dependency/resources MOVE,"`cpf-core`의 `CpfMyBatisConfig+dependency/resources`를 `cpf-starter-data-persistence-mybatis` 기준으로 MOVE하고, 남길 계약은 `Persistence-neutral SPI`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=REF/Generated/Product DB,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Mapper/Runtime Query/3 Vendor)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-003,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,CpfAopConfig+ServiceAccessAspect+AspectJ MOVE,"`cpf-core`의 `CpfAopConfig+ServiceAccessAspect+AspectJ`를 `cpf-starter-aop-service-access` 기준으로 MOVE하고, 남길 계약은 `Service access/audit contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Service/ADM/BZA,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Audit metadata)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-004,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,CpfOpenApiAutoConfiguration+Springdoc+Scalar MOVE,"`cpf-core`의 `CpfOpenApiAutoConfiguration+Springdoc+Scalar`를 `cpf-starter-profile-web-api` 기준으로 MOVE하고, 남길 계약은 `OpenAPI metadata contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=ADM/BZA/REF/Domain,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(없음)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-005,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,CpfSecurityAutoConfiguration SPLIT_MOVE,"`cpf-core`의 `CpfSecurityAutoConfiguration`를 `cpf-starter-security-resource-server` 기준으로 SPLIT_MOVE하고, 남길 계약은 `Security principal/permission contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=API Domain/Gateway,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Security metadata)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-006,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,BFF/JDBC Security Runtime SPLIT_MOVE,"`cpf-starters/security/session-jdbc`의 `BFF/JDBC Security Runtime`를 `cpf-starter-security-session-jdbc` 기준으로 SPLIT_MOVE하고, 남길 계약은 `Generic session contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=ADM/BZA,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Session Schema 3 Vendor)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-007,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Broker Worker/Bridge/JDBC Reliability Repository MOVE,"`cpf-core`의 `Broker Worker/Bridge/JDBC Reliability Repository`를 `cpf-starter-messaging-reliability-jdbc` 기준으로 MOVE하고, 남길 계약은 `Provider-neutral message contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Kafka/Rabbit/JMS/Batch,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Outbox/Inbox/DLQ/Replay 3 Vendor)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-008,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,JdbcCpfChannelRegistryAdapter MOVE,"`cpf-core`의 `JdbcCpfChannelRegistryAdapter`를 `cpf-starter-platform-operations-channel-registry-jdbc` 기준으로 MOVE하고, 남길 계약은 `Channel registry SPI`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Runtime/Gateway/Agent,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Registry schema 3 Vendor)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-009,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Logging+OTel SDK/Exporter Runtime SPLIT_MOVE,"`cpf-core`의 `Logging+OTel SDK/Exporter Runtime`를 `cpf-starter-platform-operations-observability + cpf-starter-platform-operations-otlp` 기준으로 SPLIT_MOVE하고, 남길 계약은 `Trace/metric/log contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=모든 Runtime,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Log DB 선택)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-010,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Remote HTTP Runtime MOVE,"`cpf-core`의 `Remote HTTP Runtime`를 `cpf-starter-integration-http-client` 기준으로 MOVE하고, 남길 계약은 `Typed remote client contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=ADM/Gateway/Batch/Domain,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(없음)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-012,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Fixed-length Spring Component SPLIT,"`cpf-core`의 `Fixed-length Spring Component`를 `cpf-starter-integration-fixedlength-core + cpf-starter-integration-fixedlength` 기준으로 SPLIT하고, 남길 계약은 `Pure codec contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=TCP/REF/EDU,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Layout metadata)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-013,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,FileExchange/SFTP Planned Runtime MOVE_IMPLEMENT,"`cpf-core`의 `FileExchange/SFTP Planned Runtime`를 `cpf-starter-file-sftp` 기준으로 MOVE_IMPLEMENT하고, 남길 계약은 `File transfer SPI`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Batch/Institution/REF,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Transfer Ledger)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-015,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Redis/Valkey Connection·Template·Listener MOVE,"`cpf-common`의 `Redis/Valkey Connection·Template·Listener`를 `cpf-starter-data-cache-valkey` 기준으로 MOVE하고, 남길 계약은 `Business cache abstraction`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Common/ADM/BZA/Domain,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Cache metadata optional)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-016,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Caffeine Runtime MOVE,"`cpf-common`의 `Caffeine Runtime`를 `cpf-starter-data-cache-caffeine` 기준으로 MOVE하고, 남길 계약은 `Business cache abstraction`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Common/Domain,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(없음)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-018,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Service Identity Runtime MOVE,"`cpf-core`의 `Service Identity Runtime`를 `cpf-starter-security-service-identity` 기준으로 MOVE하고, 남길 계약은 `Identity/mTLS/OIDC contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Gateway/Batch/Agent,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Identity metadata)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-019,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Registry/Health technical client MOVE,"`cpf-core`의 `Registry/Health technical client`를 `cpf-starter-runtime-registry-client` 기준으로 MOVE하고, 남길 계약은 `Registry/health contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Gateway/Runtime/Agent,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Registry metadata)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-020,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Secret Provider Runtime EXPAND,"`cpf-starters/security/secret`의 `Secret Provider Runtime`를 `cpf-starter-security-secret + provider plugins` 기준으로 EXPAND하고, 남길 계약은 `Secret registry contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=모든 Secret Consumer,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Secret reference metadata)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-022,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,CircuitBreaker-only Runtime EXPAND,"`cpf-starters/resilience`의 `CircuitBreaker-only Runtime`를 `cpf-starter-resilience` 기준으로 EXPAND하고, 남길 계약은 `Deadline/retry/unknown-result contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Gateway/Batch/Domain,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(없음)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-023,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Kafka Producer/Consumer Runtime EXPAND_MIGRATE,"`cpf-starters/messaging/kafka`의 `Kafka Producer/Consumer Runtime`를 `cpf-starter-messaging-kafka` 기준으로 EXPAND_MIGRATE하고, 남길 계약은 `Provider-neutral message port`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Batch/Domain/REF,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Reliability Ledger)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-024,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,RabbitMQ/AMQP NEW,"`누락`의 `RabbitMQ/AMQP`를 `cpf-starter-messaging-rabbitmq` 기준으로 NEW하고, 남길 계약은 `Provider-neutral MQ+AMQP extension`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Domain/Batch/Bridge/REF,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Reliability Ledger)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-025,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Jakarta JMS NEW,"`누락`의 `Jakarta JMS`를 `cpf-starter-messaging-jms` 기준으로 NEW하고, 남길 계약은 `Provider-neutral MQ+JMS extension`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Domain/Batch/REF,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Reliability Ledger)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-026,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,IBM MQ Provider NEW_PLUGIN,"`누락`의 `IBM MQ Provider`를 `cpf-starter-messaging-ibm-mq` 기준으로 NEW_PLUGIN하고, 남길 계약은 `JMS+IBM MQ extension SPI`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Institution Domain,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Reliability Ledger)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-027,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,TCP Transport Runtime NEW,"`누락`의 `TCP Transport Runtime`를 `cpf-starter-integration-tcp` 기준으로 NEW하고, 남길 계약은 `TCP transport contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=Institution/Batch/REF,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Request/Reconcile Ledger optional)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-028,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Notification Email/SMS Worker NEW_SPLIT,"`누락/부분`의 `Notification Email/SMS Worker`를 `cpf-starter-notification-dispatch + email + sms-spi` 기준으로 NEW_SPLIT하고, 남길 계약은 `Notification contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=ADM/BZA/Domain,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Outbox/Delivery/Result)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-030,P0,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Public API/SPI·Identifiers·Context·Error·Masking·업무 Common KEEP,"`cpf-core/common`의 `Public API/SPI·Identifiers·Context·Error·Masking·업무 Common`를 `cpf-core / cpf-common` 기준으로 KEEP하고, 남길 계약은 `Topology-independent contract and business common`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=모든 Consumer,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(공통 Metadata만)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-VERIFY-004,P0,03_CORE_STARTER,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,03_CORE_STARTER,30 Migration·7 Existing Starter·Group/Generator,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,미검증,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,QA38 구조/SQL/중복 Gate + JDK Harness 구현 완료; Java25/실 Provider/DB lifecycle은 Codex Stage에서 실행,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
QA38-STARTER-011,P1,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Validation Runtime Provider MOVE,"`cpf-core/common`의 `Validation Runtime Provider`를 `cpf-starter-validation` 기준으로 MOVE하고, 남길 계약은 `Validation API/values`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=ADM/BZA/Domain,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(없음)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-014,P1,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Commons Compress/Archive Runtime MOVE,"`cpf-core`의 `Commons Compress/Archive Runtime`를 `cpf-starter-file-archive` 기준으로 MOVE하고, 남길 계약은 `Archive/file contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=File/Attachment,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(없음)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-017,P1,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,POI/XLSX Runtime MOVE,"`cpf-common`의 `POI/XLSX Runtime`를 `cpf-starter-file-tabular-poi` 기준으로 MOVE하고, 남길 계약은 `Tabular contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=ADM/BZA/Domain,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(없음)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
