id,requirement_id,root_cause,priority,source_identity,scope,codex_status,source_changed,test_or_verifier,runtime,evidence,blocked_external,rerun_condition,final_note
CX-F-055,TEST-EVIDENCE,GATEWAY_DIRECT_HANDLER_AND_RESILIENCE_TESTS_OMIT_MANAGED_CONTEXT,P0,6496844a33830d983719209458a4fd6f5b24a9e2d973779a285feb80f1da5df2,"Gateway resilience lineage and direct primary-handler channel-policy harnesses",CLOSED,true,"Canonical Gateway test Context binding/cleanup; complete Gateway tests","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-COMPILE-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-RERUN3.json",false,"Reopen if direct tests omit Context or leak lexical state","All managed paths and complete 102-test suite pass with 0 skip"
CX-F-056,TEST-EVIDENCE,GATEWAY_CONTROL_CONNECTOR_TEST_ASSUMES_STRING_ADDRESS_PROPERTY,P0,6496844a33830d983719209458a4fd6f5b24a9e2d973779a285feb80f1da5df2,"Gateway dedicated control listener typed address/TLS assertions",CLOSED,true,"Typed Tomcat address/TLS assertions; complete control-listener and Gateway tests","Java 25.0.3; Gradle 9.1.0; Tomcat via Spring Boot 4.1; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-RERUN2.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-CONTROL-TYPED-TLS-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-RERUN3.json",false,"Reopen if dedicated bind/port/TLS assertion regresses","Typed InetAddress/Boolean and all listener checks pass in complete suite"
CX-F-057,GATEWAY,GATEWAY_RATE_POLICY_IDEMPOTENT_REPLAY_RETURNS_UNINSTALLED_EQUAL_SNAPSHOT,P0,6496844a33830d983719209458a4fd6f5b24a9e2d973779a285feb80f1da5df2,"Gateway header/CORS/rate immutable runtime policy same-version replay semantics",CLOSED,true,"All replace loops; stale/conflict/CAS and replay identity regressions; complete Gateway tests","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-RERUN3.json",false,"Reopen if identical replay returns an uninstalled snapshot or weakens conflict/stale/CAS behavior","Header/CORS/rate replay and complete 102-test suite pass"
CX-F-058,TEST-EVIDENCE,GATEWAY_EXECUTION_MISMATCH_TEST_USES_TRANSACTION_CONTEXT_HEADER_INSTEAD_OF_ROUTE_SELECTOR,P0,6496844a33830d983719209458a4fd6f5b24a9e2d973779a285feb80f1da5df2,"Gateway /cpf/execute/{id} route-selector mismatch rejection harness",CLOSED,true,"Gateway selector catalog; pre-snapshot mismatch regression; complete Gateway tests","Java 25.0.3; Gradle 9.1.0; Spring MVC test; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-RERUN3.json",false,"Reopen if URI/selector mismatch is not rejected before downstream interaction","Exact rejection and all 102 tests pass"
CX-F-059,TEST-EVIDENCE,GATEWAY_RATE_LIMIT_HASH_TEST_USES_LEGACY_FOUNDATION_IDEMPOTENCY_HEADER,P0,6496844a33830d983719209458a4fd6f5b24a9e2d973779a285feb80f1da5df2,"Gateway opaque stable rate-limit request-id harness",CLOSED,true,"Canonical Web header; stable/opaque/fallback regressions; complete Gateway tests","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-RERUN3.json",false,"Reopen if canonical Idempotency-Key does not yield an opaque stable route-scoped hash","Stable hash and invalid fallback pass in complete suite"
CX-F-060,TEST-EVIDENCE,GATEWAY_DUPLICATE_HEADER_TEST_ASSUMES_REFLECTION_EXCEPTION_WRAPPING,P0,6496844a33830d983719209458a4fd6f5b24a9e2d973779a285feb80f1da5df2,"Gateway duplicate trusted-header rejection assertion",CLOSED,true,"Direct SecurityException assertion; complete policy and Gateway tests","Java 25.0.3; Gradle 9.1.0; Spring Test; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-GATEWAY-TEST-RERUN3.json",false,"Reopen if duplicate trusted headers are accepted or exact rejection changes","Exact rejection and complete 102-test suite pass"
CX-F-061,REL-BUILD,COMMON_STARTER_SOURCESET_ROOTED_INCLUDES_EXCLUDE_ALL_MAIN_JAVA,P0,124fba3156a903f053b0f37e0ff3a869fce94f3bfba02ac819fadd126eceb5d6,"cpf-starter-common maintained runtime classes and its direct Admin consumer",VERIFICATION_PENDING,true,"SourceSet/jar inventory; common tests and Admin compile","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-COMMON-ADMIN-COMPILE-RERUN3.json",false,"Reopen if common maintained runtime classes disappear from compilation/artifact","Canonical Common sources compile and all 5 tests pass; direct Admin consumer reaches only independent F074/F075 errors"
CX-F-062,REL-BUILD,ADMIN_RUNTIME_COMPOSITION_OMITS_THREE_DIRECT_INTERNAL_PROVIDER_SURFACES,P0,c79de203c77426c6da82a00e352525d9064d8e35b930aee1bce7cc6b22180387,"ADM product-internal cache messaging and resilience provider composition",VERIFICATION_PENDING,true,"CompileClasspath/import owners; Admin compile/test","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-COMMON-ADMIN-COMPILE-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-00-ROOT-HYGIENE-PARTIAL-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-COMMON-ADMIN-COMPILE-RERUN3.json",false,"Reopen if internal provider leaves leak outside central composition or are unavailable to ADM","Catalog-owned composition resolves; Admin reaches only independent F074/F075 errors"
CX-F-063,PUBLIC-API,ADMIN_CONTROLLERS_DRIFT_FROM_SHARED_BASE_CONTROLLER_CONTRACT,P0,124fba3156a903f053b0f37e0ff3a869fce94f3bfba02ac819fadd126eceb5d6,"ADM OpenAPI/platform/batch/governance shared controller base boundary",VERIFICATION_PENDING,true,"Complete base/consumer search; Admin compile/test","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-COMMON-ADMIN-COMPILE-RERUN3.json",false,"Reopen if controllers shadow or omit the canonical shared validation/operator boundary","Shared-base errors clear; independent F074/F075 block complete Admin compile"
CX-F-064,PUBLIC-API,ADMIN_BATCH_CONSUMERS_RETAIN_RAW_MAP_GENERICS_AFTER_CPFDATAROW_CURRENTIZATION,P0,124fba3156a903f053b0f37e0ff3a869fce94f3bfba02ac819fadd126eceb5d6,"ADM batch controller/workbench/download/observability response and internal projection contracts",VERIFICATION_PENDING,true,"All affected Batch consumers; Admin compile/test/OpenAPI contract","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-COMMON-ADMIN-COMPILE-RERUN3.json",false,"Reopen if named rows regress to raw public types or Map-compatible JSON changes","Named rows/wildcards clear current compilation; OpenAPI/tests remain"
CX-F-065,PUBLIC-API,ADMIN_SYSTEM_INFO_USES_REMOVED_STATIC_PLATFORM_VERSION_ACCESSORS,P0,124fba3156a903f053b0f37e0ff3a869fce94f3bfba02ac819fadd126eceb5d6,"ADM system version endpoint and Foundation version-loader boundary",VERIFICATION_PENDING,true,"Current value/loader API; Admin compile/test","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-COMMON-ADMIN-COMPILE-RERUN3.json",false,"Reopen if version metadata bypasses Foundation loader or value accessors","Loader/value accessors clear current compilation; independent errors block completion"
CX-F-066,PUBLIC-API,ADMIN_HEALTH_USES_REMOVED_GLOBAL_CONTEXT_MISSING_COUNTER,P0,124fba3156a903f053b0f37e0ff3a869fce94f3bfba02ac819fadd126eceb5d6,"ADM health response Context diagnostics",VERIFICATION_PENDING,true,"Context facade and anomaly-monitor owner search; Admin compile/test","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-COMMON-ADMIN-COMPILE-RERUN3.json",false,"Reopen if health reads/fabricates the metric outside observability ownership","Actual anomaly monitor owner clears current compilation; independent errors block completion"
CX-F-067,REL-BUILD,ADMIN_BROKER_APPROVAL_ADAPTER_OMITS_SET_IMPORT_AND_KEY_NORMALIZER,P0,124fba3156a903f053b0f37e0ff3a869fce94f3bfba02ac819fadd126eceb5d6,"ADM broker replay reconciliation and case/underscore-insensitive approval-row lookup",VERIFICATION_PENDING,true,"Compiler/sibling snapshot contract; Admin tests","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-COMMON-ADMIN-COMPILE-RERUN3.json",false,"Reopen if reconciliation state/key normalization regresses","Set/normalizer clear current compilation; Admin tests remain"
CX-F-068,REL-BUILD,ROOT_GRADLE_DEFAULTS_LEAVE_PROJECT_CACHE_AND_ROOT_BUILD_OUTPUT_IN_REPOSITORY_ROOT,P0,ae727793d4fcf4b58f1c64fdac9e42a8e6c6eb21443745dec7d5a8fb95bcd0a0,"Repository-root and Generated Domain Gradle project cache/build output hygiene",VERIFICATION_PENDING,true,"IDE import receives an Evidence-owned project cache without disabling automatic synchronization or Build Server; root cache deleted; wrapper help did not regenerate root garbage; 168 Generated Domain files/755 directories/2802400 bytes deleted with zero empty dirs remaining","Java 25.0.3; Gradle 9.1.0; VS Code Java 1.55.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-00-ROOT-HYGIENE-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-00-ROOT-HYGIENE-SOURCE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-00-SOURCE-IDENTITY-GARBAGE-FIX.json; cpf-docs/work/evidence/codex/current/CX-00-VSCODE-RELOAD-OBSERVATION.json; cpf-docs/work/evidence/codex/current/CX-05-F132-FRESH-SAMPLE-JAVA25-RERUN2.json; cpf-docs/work/evidence/codex/current/CX-00-F068-IDE-TOOLING-ROOT-GRADLE-RECURRENCE.json; cpf-docs/work/evidence/codex/current/CX-00-F068-GENERATED-DOMAIN-OUTPUT-CLEANUP.json",false,"Observe next automatic VS Code Java Gradle import and prove only the IDE Evidence cache is created; rerun Generated Domain build with managed output and clean it after evidence capture","Automatic Java synchronization and Gradle Build Server remain enabled; no user-facing feature reduction"
CX-F-069,REL-RUNTIME,JVM_CRASH_AND_OOM_ARTIFACT_PATHS_ARE_NOT_BOUND_TO_MANAGED_EVIDENCE,P0,dddb36f7cbe993e4b44a087a6a7e0ce100c4aa3b61145d5daeb5905dd8ef25dd,"Gradle client/daemon, Test and runtime JVM fatal-error/heap-dump artifact routing",CLOSED,true,"Root crash artifact inventory; JVM-argument inspection; deliberate argument/regression verification","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-00-ROOT-HYGIENE-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-00-ROOT-HYGIENE-SOURCE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-00-ROOT-HYGIENE-GRADLE-HELP-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-00-WINDOWS-JVM-OPTION-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-00-ROOT-HYGIENE-GRADLE-HELP-RERUN2.json; cpf-docs/work/evidence/codex/current/CX-01-COMMON-ADMIN-COMPILE-RERUN2.json",false,"Reopen if hs_err_pid*.log or heap dumps can be created at repository root","Gradle client and actual Test worker parse managed fatal-artifact paths; post-run Root has no Gradle/build/crash/heap garbage"
CX-F-070,TEST-EVIDENCE,VSCODE_JDT_INDEX_CORRUPTION_CAUSES_IMPOSSIBLE_ALLOCATIONS_AND_HEAP_EXHAUSTION,P0,189e12be28f21a631126f9abc533ac2f544f79e1e8a5baf15cba83b9688b5132,"Current Windows VS Code renderer extension-host and Java language-server execution stability",CLOSED,false,"VS Code/JDT logs; live process command lines; 12 GiB renderer and 16 GiB JDT ceilings; detached high-value build/test observation with normal GPU/functions preserved","VS Code 1.134.0; Red Hat Java 1.55.0; Windows 10.0.26200; Intel Arc 140V","cpf-docs/work/evidence/codex/current/CX-00-VSCODE-OOM-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-00-VSCODE-FULL-RESTART-MEMORY-VERIFICATION.json; cpf-docs/work/evidence/codex/current/CX-00-VSCODE-GPU-ENABLED-RECHECK.json; cpf-docs/work/evidence/codex/current/CX-00-VSCODE-JDT-OOM-RELOAD-OBSERVATION.json; cpf-docs/work/evidence/codex/current/CX-00-VSCODE-JDT-STABILITY-RERUN1.json",false,"Reopen on any new JDT/renderer/extension-host OOM or abnormal memory-driven reload under the preserved normal-function configuration","Single 16 GiB JDT survived five high-value executions after automatic index repair; GPU and normal functions remain enabled"
CX-F-071,TEST-EVIDENCE,CANONICAL_SOURCE_IDENTITY_INCLUDES_IGNORED_JVM_CRASH_AND_OOM_GARBAGE,P0,6321bb0848dd5540deb16e17a9d66385902857851561277c962b737be1e4f9c4,"Git-independent canonical Product Source identity stability against automatic JVM artifacts",CLOSED,true,"Before/after official source-state identity; exact legacy hs_err size; invariant regression","Python 3.13.14; Windows x64","cpf-docs/work/evidence/codex/current/CX-00-ROOT-HYGIENE-IDE-CACHE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-00-SOURCE-IDENTITY-GARBAGE-FIX.json; cpf-docs/work/evidence/codex/current/CX-00-ROOT-HYGIENE-CONTRACT-TEST.json",false,"Reopen if any hs_err/replay/heap-dump/stackdump or nested managed-generated artifact changes identity","Explicit Git-independent patterns preserve both identities; all 9 source-state/resource-policy contract tests pass"
CX-F-072,TEST-EVIDENCE,ROOT_PYTEST_CONFIGURATION_HAS_NO_TESTING_OWNER_AND_RELIES_ON_ROOT_AUTO_DISCOVERY,P0,c39d029c9f6033ee54626a102ee04bdb6ceef05d82396d206f4b47be84c0ad92,"Repository Root canonical ownership and every Python test entrypoint",CLOSED,true,"All 28 Root items; exact config paths; pytest invocations; CI/full-local/VS Code/README consumers","Python 3.13.14; pytest 9.1.1; VS Code 1.134.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-00-ROOT-CANONICAL-OWNERSHIP-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-00-ROOT-CANONICAL-OWNERSHIP-INVENTORY.csv; cpf-docs/work/evidence/codex/current/CX-00-ROOT-DELETE-MANIFEST.csv; cpf-docs/work/evidence/codex/current/CX-00-PYTEST-OWNERSHIP-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-00-PYTEST-RUNNER-TEST-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-00-PYTEST-DUPLICATE-OPTIONS-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-00-PYTEST-CANONICAL-OWNERSHIP-VERIFICATION.json",false,"Reopen if test configuration returns to Root, any consumer bypasses the canonical config, or multiple pytest configs appear","Sole Testing-owned config; 2 runner contracts and 811-test collection pass; CI/full-local/VS Code/README consumers aligned; Root remains cache-free"
CX-F-073,TEST-EVIDENCE,COMMON_CACHE_LISTENER_TEST_REFLECTS_REMOVED_LOCAL_INSTANCE_ID_AFTER_CANONICAL_IDENTITY_MIGRATION,P0,eb9319665174901a13ee2e9450be2fd8202e93e33f566deca6f7d41997bc156f,"Durable Common cache bootstrap gap replay retry and consumer checkpoint identity",CLOSED,true,"All listener tests; CpfCommonCacheRefreshListener current identity owner; complete Common test and Admin compile continuation","Java 25.0.3; Gradle 9.1.0; JUnit 5; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-COMMON-ADMIN-COMPILE-RERUN2.json; cpf-docs/work/evidence/codex/current/CX-01-COMMON-CACHE-IDENTITY-TEST-FIX.json; cpf-docs/work/evidence/codex/current/CX-01-COMMON-ADMIN-COMPILE-RERUN3.json",false,"Reopen if listener tests bypass CpfInstanceIdentity or leak process identity state","All 5 complete Common tests pass with the actual canonical process identity"
CX-F-074,PUBLIC-API,ADMIN_DYNAMIC_LOG_BROADCAST_CALLS_REMOVED_COMMON_CACHE_PUBLISHER_CONVENIENCE_API,P0,09d065fef72f4a769a4a3b0fc465e3bd4058f6eb223d79d625f3a8df5d31b650,"ADM dynamic log-level durable cache invalidation after-commit publication",CLOSED,true,"Current publisher API and all consumers; transaction/after-commit semantics; Admin compile/test","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-RERUN3-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-FULL-TEST-RERUN11.json",false,"Reopen if ADM bypasses durable out-of-band publication or invents a publisher API outside its owner","Complete Admin 266/266 and frontend gates pass"
CX-F-075,REL-BUILD,ADMIN_RUNTIME_CONTROL_RECONCILE_USES_UNDEFINED_COMMAND_ID_VARIABLE,P0,09d065fef72f4a769a4a3b0fc465e3bd4058f6eb223d79d625f3a8df5d31b650,"ADM runtime-control approved reconciliation terminal lookup",CLOSED,true,"Adapter request/ledger identifiers; control-plane API; reconcile tests; Admin compile/test","Java 25.0.3; Gradle 9.1.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-COMPILE-RERUN3-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-FULL-TEST-RERUN11.json",false,"Reopen if reconciliation queries a non-canonical identifier or can cross approval/command ownership","Complete Admin 266/266 and frontend gates pass"
CX-F-076,TEST-EVIDENCE,ADMIN_APPROVAL_TESTS_DRIFT_FROM_CURRENT_GATEWAY_SNAPSHOT_AND_MOCKITO_CONTRACTS,P0,09d065fef72f4a769a4a3b0fc465e3bd4058f6eb223d79d625f3a8df5d31b650,"Approval data-quality gateway snapshot integrity and fenced repository fixtures",CLOSED,true,"Three affected test classes; current adapter/integrity/JDBC contracts; complete Admin tests","Java 25.0.3; Gradle 9.1.0; JUnit 5; Mockito; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-TEST-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-FULL-TEST-RERUN11.json",false,"Reopen if fixtures bypass the current Approval gateway/hash/fence boundary","Complete Admin 266/266 passes"
CX-F-077,TEST-EVIDENCE,ADMIN_BATCH_CLIENT_AND_CONTROLLER_TESTS_RETAIN_REMOVED_CALLER_OWNED_AUTH_ARGUMENTS,P0,09d065fef72f4a769a4a3b0fc465e3bd4058f6eb223d79d625f3a8df5d31b650,"ADM remote Batch client CenterCut audit and notification server-owned authentication fixtures",CLOSED,true,"Batch client and three controller paths; current constructors/methods; complete Admin tests","Java 25.0.3; Gradle 9.1.0; JUnit 5; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-TEST-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-FULL-TEST-RERUN11.json",false,"Reopen if tests reintroduce caller-controlled operator/base URL or omit audit ownership","Complete Admin 266/266 passes"
CX-F-078,TEST-EVIDENCE,ADMIN_BATCH_OPERATION_TESTS_RETAIN_RAW_MAP_AND_UNFENCED_RISK_COMMAND_CONTRACTS,P0,09d065fef72f4a769a4a3b0fc465e3bd4058f6eb223d79d625f3a8df5d31b650,"ADM Batch typed rows approval routing and fence-version protected risk actions",CLOSED,true,"AdmBatchOperationService tests and current Batch port/service APIs; complete Admin tests","Java 25.0.3; Gradle 9.1.0; JUnit 5; Mockito; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-TEST-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-FULL-TEST-RERUN11.json",false,"Reopen if tests use raw Map rows or invoke dangerous Batch actions without approval/fence inputs","Complete Admin 266/266 passes"
CX-F-079,TEST-EVIDENCE,ADMIN_OPERATION_SERVICE_TESTS_OMIT_CURRENT_DEPENDENCIES_AND_METHOD_ARGUMENTS,P0,09d065fef72f4a769a4a3b0fc465e3bd4058f6eb223d79d625f3a8df5d31b650,"ADM log policy reliability session and transaction timeline service fixtures",CLOSED,true,"Four affected service test classes; current constructors/methods; complete Admin tests","Java 25.0.3; Gradle 9.1.0; JUnit 5; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-TEST-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-FULL-TEST-RERUN11.json",false,"Reopen if current security/distribution/subject-timeline arguments are omitted or weakened","Complete Admin 266/266 passes"
CX-F-080,TEST-EVIDENCE,ADMIN_TYPED_HEALTH_AND_GENERIC_ASSERTION_FIXTURES_DRIFT_FROM_CURRENT_APIS,P0,09d065fef72f4a769a4a3b0fc465e3bd4058f6eb223d79d625f3a8df5d31b650,"ADM runtime health observed-time and secret-safe typed projection assertions",CLOSED,true,"Health registry integration closure and transaction freshness fixtures; complete Admin tests","Java 25.0.3; Gradle 9.1.0; JUnit 5; AssertJ; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-TEST-COMPILE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-FULL-TEST-RERUN11.json",false,"Reopen if tests omit current health freshness or weaken secret/failure-source assertions","Complete Admin 266/266 passes"
CX-F-081,TEST-EVIDENCE,ADMIN_APPROVAL_EXECUTION_IDEMPOTENCY_AND_PROOF_FIXTURES_DRIFT_FROM_CURRENT_SECURITY_CONTRACTS,P0,09d065fef72f4a769a4a3b0fc465e3bd4058f6eb223d79d625f3a8df5d31b650,"Approval owner routing immutable keys capability proof and data-quality gateway tests",CLOSED,true,"17 failing tests in five Approval classes; current four-axis routing/key/proof contracts; complete Admin tests","Java 25.0.3; Gradle 9.1.0; JUnit 5; Mockito; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-AFFECTED-TEST-RERUN10.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-FULL-TEST-RERUN11.json",false,"Reopen if fixtures bypass action/target routing canonical key bounds or nonce/proof verification","Affected 68/68 and complete Admin 266/266 pass"
CX-F-082,TEST-EVIDENCE,ADMIN_INTEGRATION_CLOSURE_FIXTURES_DRIFT_FROM_CURRENT_PROVIDER_AND_APPROVAL_INPUT_CONTRACTS,P0,09d065fef72f4a769a4a3b0fc465e3bd4058f6eb223d79d625f3a8df5d31b650,"Integration Closure provider precedence ephemeral defaults and approval payload validation",CLOSED,true,"Five failing tests in configuration/service classes; current bean graph and canonical key/reason contracts; complete Admin tests","Java 25.0.3; Gradle 9.1.0; Spring ApplicationContextRunner; JUnit 5; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-AFFECTED-TEST-RERUN10.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-FULL-TEST-RERUN11.json",false,"Reopen if provider precedence is weakened or approval inputs evade production validation","Affected 68/68 and complete Admin 266/266 pass"
CX-F-083,TEST-EVIDENCE,ADMIN_BATCH_REMOTE_AND_RUNTIME_ENDPOINT_FIXTURES_RETAIN_LEGACY_UNFENCED_ERROR_CONTRACTS,P0,09d065fef72f4a769a4a3b0fc465e3bd4058f6eb223d79d625f3a8df5d31b650,"Batch remote risk command identity and runtime owner error status matrix",CLOSED,true,"Two failing tests; current CpfBatchRiskCommand and endpoint exception mapping; complete Admin tests","Java 25.0.3; Gradle 9.1.0; JUnit 5; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-AFFECTED-TEST-RERUN10.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-FULL-TEST-RERUN11.json",false,"Reopen if remote mutation accepts ambient identity or typed owner errors lose status semantics","Affected 68/68 and complete Admin 266/266 pass"
CX-F-084,TEST-EVIDENCE,ADMIN_MESSAGE_AND_REFERENCE_AUTH_FIXTURES_OMIT_MANAGED_CPF_CONTEXT_AND_CURRENT_VALIDATION_ORDER,P0,09d065fef72f4a769a4a3b0fc465e3bd4058f6eb223d79d625f3a8df5d31b650,"Message and reference controller server-owned authentication and managed execution Context",CLOSED,true,"Seven failing tests in two controller classes; current Context/auth/validation order; complete Admin tests","Java 25.0.3; Gradle 9.1.0; JUnit 5; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-AFFECTED-TEST-RERUN10.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-FULL-TEST-RERUN11.json",false,"Reopen if tests reintroduce caller actor ownership or bypass managed Context cleanup","Affected 68/68 and complete Admin 266/266 pass"
CX-F-085,SEC-BOUNDARY,ADMIN_BATCH_RUNTIME_OPERATION_PERMISSION_IS_NOT_RESOLVED_AS_INDEPENDENT_IDENTITY,P0,09d065fef72f4a769a4a3b0fc465e3bd4058f6eb223d79d625f3a8df5d31b650,"Batch runtime endpoint permission separation from broader Batch prefix permission",CLOSED,true,"AdmApiAuthFilter focused permission test; filter/OpenAPI operation resolver; complete security tests","Java 25.0.3; Gradle 9.1.0; Spring mock web; Windows x64","cpf-docs/work/evidence/codex/current/CX-01-ADMIN-EXACT-TEST-RERUN8.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-AFFECTED-TEST-RERUN10.json; cpf-docs/work/evidence/codex/current/CX-01-ADMIN-FULL-TEST-RERUN11.json",false,"Reopen if prefix permissions can authorize an independently governed runtime endpoint","Exact permission affected 68/68 and complete Admin 266/266 pass"
