work_item_id,priority,work_package,source_requirement_ids,developer_status,verification_status,overall_status,development_completion_reason,current_static_evidence,physical_verification_reason,runtime_acceptance,source_identity
WP-R04.06,P0,WP-R04 Generator / Generated Domain / Idempotency / Consumer Closure,GEN-PUBLIC-BOUNDARY;GEN-DOMAIN;GEN-SETUP,완료,미검증,미검증,Generator/Generated Domain Source와 dynamic domain contract가 유지되고 Domain 0/add/sync/remove/recreate targeted mutation을 닫았다. Full Java25 generated build는 물리 검증 대기다.,Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,isolated public binary workspace build/runtime,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R04.07,P0,WP-R04 Generator / Generated Domain / Idempotency / Consumer Closure,GEN-DB3;DB-BINDING,완료,미검증,미검증,Generator/Generated Domain Source와 dynamic domain contract가 유지되고 Domain 0/add/sync/remove/recreate targeted mutation을 닫았다. Full Java25 generated build는 물리 검증 대기다.,Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,Oracle/PostgreSQL/MariaDB actual domain CRUD/transaction/rollback,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R05.01,P0,WP-R05 Standalone Runtime Shell — Every Executable Role,REOPEN-07;REOPEN-08,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,각 role Orchestrator 없이 직접 start→readiness→operation→stop→rerun→kill→recovery,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R05.02,P0,WP-R05 Standalone Runtime Shell — Every Executable Role,REOPEN-07;REOPEN-10,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,control-plane direct start/readiness/real operation/stop/rerun/process-kill/recovery,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R05.03,P0,WP-R05 Standalone Runtime Shell — Every Executable Role,REOPEN-07;REOPEN-10,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,scheduler direct start/readiness/real operation/stop/rerun/process-kill/recovery,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R05.04,P0,WP-R05 Standalone Runtime Shell — Every Executable Role,REOPEN-07;REOPEN-10,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,worker direct start/readiness/real operation/stop/rerun/process-kill/recovery,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R05.05,P0,WP-R05 Standalone Runtime Shell — Every Executable Role,REOPEN-07;REOPEN-10,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,agent direct start/readiness/real operation/stop/rerun/process-kill/recovery,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R05.06,P0,WP-R05 Standalone Runtime Shell — Every Executable Role,REOPEN-07;REOPEN-10,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,center-cut direct start/readiness/real operation/stop/rerun/process-kill/recovery,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R05.07,P0,WP-R05 Standalone Runtime Shell — Every Executable Role,SHELL-WIN-LINUX-PARITY;REOPEN-07,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,Windows PowerShell + Linux Bash 동일 시나리오,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R05.08,P1,WP-R05 Standalone Runtime Shell — Every Executable Role,SHELL-GARBAGE;GOV-GARBAGE-ZERO,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,fresh replay에서 retired shell 재생성 0,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R06.01,P0,WP-R06 Batch Dev/Test/Prod Profile & Effective Configuration,REOPEN-09,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,각 role dev/test 실제 기동 + prod-safe config validation,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R06.02,P0,WP-R06 Batch Dev/Test/Prod Profile & Effective Configuration,REOPEN-09;REOPEN-10,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,control-plane dev/test real runtime; prod profile startup/preflight without dev/test fallback,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R06.03,P0,WP-R06 Batch Dev/Test/Prod Profile & Effective Configuration,REOPEN-09;REOPEN-10,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,scheduler dev/test real runtime; prod profile startup/preflight without dev/test fallback,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R06.04,P0,WP-R06 Batch Dev/Test/Prod Profile & Effective Configuration,REOPEN-09;REOPEN-10,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,worker dev/test real runtime; prod profile startup/preflight without dev/test fallback,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R06.05,P0,WP-R06 Batch Dev/Test/Prod Profile & Effective Configuration,REOPEN-09;REOPEN-10,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,agent dev/test real runtime; prod profile startup/preflight without dev/test fallback,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R06.06,P0,WP-R06 Batch Dev/Test/Prod Profile & Effective Configuration,REOPEN-09;REOPEN-10,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,center-cut dev/test real runtime; prod profile startup/preflight without dev/test fallback,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R06.07,P0,WP-R06 Batch Dev/Test/Prod Profile & Effective Configuration,BATCH-PROFILE-ZERO-IMPACT;REOPEN-09,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,dev↔test↔prod switch regression,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R07.01,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,REOPEN-01;REL-PUBLIC-WORKSPACE,완료,미검증,미검증,"Unified Java cpf CLI, thin wrappers, doctor, capability/Gradle grouping, dynamic domain discovery, Open Git binary/source/Git-boundary Source와 Consumer를 현행화했다. Open Git/Public contract 48 PASS, Unified CLI Gate PASS.",verify-cpf-unified-cli=PASS; OpenGit/Public pytest=48 PASS; requirement projection=218/218 PASS,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,fresh clone-equivalent public workspace bootstrap/build/test/start/health/stop/reset,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R07.02,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,REOPEN-02;DEVEX-BOOTSTRAP,완료,미검증,미검증,"Unified Java cpf CLI, thin wrappers, doctor, capability/Gradle grouping, dynamic domain discovery, Open Git binary/source/Git-boundary Source와 Consumer를 현행화했다. Open Git/Public contract 48 PASS, Unified CLI Gate PASS.",verify-cpf-unified-cli=PASS; OpenGit/Public pytest=48 PASS; requirement projection=218/218 PASS,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,각 명령 fresh workspace 실제 실행,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R07.03,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,REL-PUBLIC-BINARY,완료,미검증,미검증,"Unified Java cpf CLI, thin wrappers, doctor, capability/Gradle grouping, dynamic domain discovery, Open Git binary/source/Git-boundary Source와 Consumer를 현행화했다. Open Git/Public contract 48 PASS, Unified CLI Gate PASS.",verify-cpf-unified-cli=PASS; OpenGit/Public pytest=48 PASS; requirement projection=218/218 PASS,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,"isolated cache, no mavenLocal/private repo consumer build",b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R07.04,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,OPEN-GIT-GRADLE;REOPEN-02,완료,미검증,미검증,"Unified Java cpf CLI, thin wrappers, doctor, capability/Gradle grouping, dynamic domain discovery, Open Git binary/source/Git-boundary Source와 Consumer를 현행화했다. Open Git/Public contract 48 PASS, Unified CLI Gate PASS.",verify-cpf-unified-cli=PASS; OpenGit/Public pytest=48 PASS; requirement projection=218/218 PASS,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,public root + standalone domain build/run,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R07.05,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,OPEN-GIT-SOURCE-ALLOWLIST;REOPEN-01,완료,미검증,미검증,"Unified Java cpf CLI, thin wrappers, doctor, capability/Gradle grouping, dynamic domain discovery, Open Git binary/source/Git-boundary Source와 Consumer를 현행화했다. Open Git/Public contract 48 PASS, Unified CLI Gate PASS.",verify-cpf-unified-cli=PASS; OpenGit/Public pytest=48 PASS; requirement projection=218/218 PASS,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,actual release output inspect + build consumers,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R07.06,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,OPEN-GIT-FRESH-GENERATION;REOPEN-01,완료,미검증,미검증,"Unified Java cpf CLI, thin wrappers, doctor, capability/Gradle grouping, dynamic domain discovery, Open Git binary/source/Git-boundary Source와 Consumer를 현행화했다. Open Git/Public contract 48 PASS, Unified CLI Gate PASS.",verify-cpf-unified-cli=PASS; OpenGit/Public pytest=48 PASS; requirement projection=218/218 PASS,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,generated domain compile/test/runtime,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R07.07,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,OPEN-GIT-EDU-BACKOFFICE;REOPEN-01,완료,미검증,미검증,"Unified Java cpf CLI, thin wrappers, doctor, capability/Gradle grouping, dynamic domain discovery, Open Git binary/source/Git-boundary Source와 Consumer를 현행화했다. Open Git/Public contract 48 PASS, Unified CLI Gate PASS.",verify-cpf-unified-cli=PASS; OpenGit/Public pytest=48 PASS; requirement projection=218/218 PASS,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,EDU/backoffice representative E2E,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R07.08,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,OPEN-GIT-RESET-RERUN;REOPEN-02,완료,미검증,미검증,"Unified Java cpf CLI, thin wrappers, doctor, capability/Gradle grouping, dynamic domain discovery, Open Git binary/source/Git-boundary Source와 Consumer를 현행화했다. Open Git/Public contract 48 PASS, Unified CLI Gate PASS.",verify-cpf-unified-cli=PASS; OpenGit/Public pytest=48 PASS; requirement projection=218/218 PASS,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,bootstrap→run→stop→reset→bootstrap→run 동일 결과,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R07.09,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,OPEN-GIT-WIN-LINUX;REOPEN-02,완료,미검증,미검증,"Unified Java cpf CLI, thin wrappers, doctor, capability/Gradle grouping, dynamic domain discovery, Open Git binary/source/Git-boundary Source와 Consumer를 현행화했다. Open Git/Public contract 48 PASS, Unified CLI Gate PASS.",verify-cpf-unified-cli=PASS; OpenGit/Public pytest=48 PASS; requirement projection=218/218 PASS,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,Windows + Linux fresh workspace,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R07.10,P1,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,OPEN-GIT-GARBAGE;GOV-GARBAGE-ZERO,완료,미검증,미검증,"Unified Java cpf CLI, thin wrappers, doctor, capability/Gradle grouping, dynamic domain discovery, Open Git binary/source/Git-boundary Source와 Consumer를 현행화했다. Open Git/Public contract 48 PASS, Unified CLI Gate PASS.",verify-cpf-unified-cli=PASS; OpenGit/Public pytest=48 PASS; requirement projection=218/218 PASS,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,fresh release 두 번 실행 후 stale/residue 0,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R08.01,P0,WP-R08 Domain / Optional Capability Zero-Impact Mutation,REOPEN-03;REOPEN-04,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,각 mutation build/test/start/operation/stop,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R08.02,P0,WP-R08 Domain / Optional Capability Zero-Impact Mutation,REOPEN-05;REOPEN-06,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,remove/re-add runtime,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R08.03,P0,WP-R08 Domain / Optional Capability Zero-Impact Mutation,OPTIONAL-BATCH;REOPEN-05,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,online-only vs batch-enabled runtime,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R08.04,P0,WP-R08 Domain / Optional Capability Zero-Impact Mutation,OPTIONAL-BACKOFFICE;REOPEN-05,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,on/off full business/admin regression,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R08.05,P0,WP-R08 Domain / Optional Capability Zero-Impact Mutation,OPTIONAL-PERSISTENCE;REOPEN-05,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,DB3 CRUD/tx for each supported provider,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R08.06,P0,WP-R08 Domain / Optional Capability Zero-Impact Mutation,OPTIONAL-CACHE;REOPEN-05,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,TTL/invalidation/multi-instance/provider down/reconnect/swap runtime,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R08.07,P0,WP-R08 Domain / Optional Capability Zero-Impact Mutation,OPTIONAL-MESSAGING;REOPEN-05,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,publish/consume/duplicate/out-of-order/poison/DLQ/restart/provider swap,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
WP-R08.08,P0,WP-R08 Domain / Optional Capability Zero-Impact Mutation,OPTIONAL-ZERO-FOOTPRINT;REOPEN-05,완료,미검증,미검증,"Canonical Inventory의 요구 Source/Consumer 구현을 Current Source에 유지·현행화했다. 이번 Closure에서 신규 Source 미완료를 남기지 않았으며, exact-source Physical Acceptance는 검증 상태에서 별도 관리한다.",Current Source/Consumer mapping + canonical/targeted static verification; row runtime acceptance retained as 미검증,해당 Requirement의 runtime_high_intensity_acceptance를 Current exact Source에서 전부 실행하지 못함. Java25/Docker/pwsh/DB3/Browser/Performance/Windows-Linux 환경이 필요한 항목은 PASS로 승계하지 않음.,application runtime with each optional feature OFF,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
