work_item_id,priority,work_package,developer_status,verification_status,overall_status,development_completion_reason,verification_incomplete_reason,current_source_identity
WP-R08.08,P0,WP-R08 Domain / Optional Capability Zero-Impact Mutation,완료,미검증,미검증,metadata만으로 zero-impact 완료 금지,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R09.01,P0,WP-R09 Security Context / Session / System6 / Auth-Audit Closure,완료,미검증,미검증,SESSION_REQUEST_SCOPE_MISSING:CpfHashes.sha256(session.getId()),Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R09.02,P0,WP-R09 Security Context / Session / System6 / Auth-Audit Closure,완료,미검증,미검증,Security context 수정이 System6/operation/txid에 미치는 회귀 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R09.03,P0,WP-R09 Security Context / Session / System6 / Auth-Audit Closure,완료,미검증,미검증,IDE/Runtime 수정 후 auth boundary 전수 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R09.04,P0,WP-R09 Security Context / Session / System6 / Auth-Audit Closure,완료,미검증,미검증,로그/Evidence/raw payload secret 노출 0 재검증,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R09.05,P0,WP-R09 Security Context / Session / System6 / Auth-Audit Closure,완료,미검증,미검증,ADM/Backoffice session/CSRF runtime full closure 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R09.06,P0,WP-R09 Security Context / Session / System6 / Auth-Audit Closure,완료,미검증,미검증,위험조치 audit/reason/result lineage 전체 확인 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.01,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,20260827 Oracle Physical FreshInstall은 provision/install/productSeed PASS 후 Verify bat_spring_batch_6_sequence_contract에서 실패,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.02,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,mariadb 전체 lifecycle current source 재실행 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.03,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,postgresql 전체 lifecycle current source 재실행 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.04,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,oracle 전체 lifecycle current source 재실행 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.05,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,baseline commit unavailable 상태를 복구/re-anchor하면 안 됨,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.06,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,Generated Domain DB binding/runtime까지 연결 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.07,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,정상 lifecycle만으로 완료 금지,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.08,P1,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,검증 DB/schema/container/temp output 잔존 금지,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R11.01,P0,WP-R11 Kafka-free Batch Maximum Runtime / Two Worker / Kill / UNKNOWN,완료,미검증,미검증,BATCH_TWO_WORKER_CRASH_UNKNOWN mandatory stage SKIP_ENV,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R11.02,P0,WP-R11 Kafka-free Batch Maximum Runtime / Two Worker / Kill / UNKNOWN,완료,미검증,미검증,Batch dedicated Kafka coupling 제거 후 physical runtime 재검증 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R11.03,P0,WP-R11 Kafka-free Batch Maximum Runtime / Two Worker / Kill / UNKNOWN,완료,미검증,미검증,multi-worker fencing runtime 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R11.04,P0,WP-R11 Kafka-free Batch Maximum Runtime / Two Worker / Kill / UNKNOWN,완료,미검증,미검증,UNKNOWN/reconcile current source actual closure 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R11.05,P0,WP-R11 Kafka-free Batch Maximum Runtime / Two Worker / Kill / UNKNOWN,완료,미검증,미검증,center-cut execution/recovery full runtime 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R11.06,P0,WP-R11 Kafka-free Batch Maximum Runtime / Two Worker / Kill / UNKNOWN,완료,미검증,미검증,management path Runtime closure 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R11.07,P0,WP-R11 Kafka-free Batch Maximum Runtime / Two Worker / Kill / UNKNOWN,완료,미검증,미검증,profile/shell requirement를 runtime과 별개로 닫으면 안 됨,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R11.08,P0,WP-R11 Kafka-free Batch Maximum Runtime / Two Worker / Kill / UNKNOWN,완료,미검증,미검증,MariaDB 단일 테스트로 DB-neutrality 완료 금지,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R11.09,P0,WP-R11 Kafka-free Batch Maximum Runtime / Two Worker / Kill / UNKNOWN,완료,미검증,미검증,kill/retry에서도 Context/instance lineage 유지 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R11.10,P0,WP-R11 Kafka-free Batch Maximum Runtime / Two Worker / Kill / UNKNOWN,완료,미검증,미검증,test residue로 다음 run false result 금지,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R12.01,P0,WP-R12 One-WAS / Logging / Runtime OpenAPI / Browser / Performance,완료,미검증,미검증,One-WAS compile blocker로 start 실패,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R12.02,P0,WP-R12 One-WAS / Logging / Runtime OpenAPI / Browser / Performance,완료,미검증,미검증,LOCAL_FILE_LOG_STANDARD 미실행,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R12.03,P0,WP-R12 One-WAS / Logging / Runtime OpenAPI / Browser / Performance,완료,미검증,미검증,LOCAL_DB_LOG_POLICY_RUNTIME 미실행,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R12.04,P0,WP-R12 One-WAS / Logging / Runtime OpenAPI / Browser / Performance,완료,미검증,미검증,LOCAL_INTEGRATED_LOG_CORRELATION 미실행,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R12.05,P0,WP-R12 One-WAS / Logging / Runtime OpenAPI / Browser / Performance,완료,미검증,미검증,ADM/Backoffice Runtime OpenAPI release 미실행,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R12.06,P0,WP-R12 One-WAS / Logging / Runtime OpenAPI / Browser / Performance,완료,미검증,미검증,Browser E2E 미실행,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R12.07,P0,WP-R12 One-WAS / Logging / Runtime OpenAPI / Browser / Performance,완료,미검증,미검증,Performance Live 미실행; 이전 일부 DRY_RUN contract만 PASS,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R12.08,P0,WP-R12 One-WAS / Logging / Runtime OpenAPI / Browser / Performance,완료,미검증,미검증,One-WAS 이후 same-host multi-instance closure 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R13.01,P0,WP-R13 ADM / Backoffice Frontend Build & Runtime Quality,완료,미검증,미검증,ADM vue-tsc가 Node heap 약 750MB 근처 OOM(rc=134); npm engine도 required npm 10.9.2 vs current 11.6.1 warning,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R13.02,P0,WP-R13 ADM / Backoffice Frontend Build & Runtime Quality,완료,미검증,미검증,OpenAPI/consumer contract는 PASS했으나 full physical verify 실패,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R13.03,P0,WP-R13 ADM / Backoffice Frontend Build & Runtime Quality,완료,미검증,미검증,Backoffice frontend runtime full closure 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R13.04,P0,WP-R13 ADM / Backoffice Frontend Build & Runtime Quality,완료,미검증,미검증,source contract만으로 완료 금지,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R13.05,P0,WP-R13 ADM / Backoffice Frontend Build & Runtime Quality,완료,미검증,미검증,관리 화면 401/403/404/409/429/500/503 요구,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R13.06,P1,WP-R13 ADM / Backoffice Frontend Build & Runtime Quality,완료,미검증,미검증,a11y/responsive physical validation 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R13.07,P1,WP-R13 ADM / Backoffice Frontend Build & Runtime Quality,완료,미검증,미검증,generated client/cache/node build output stale 위험,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R14.01,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,미검증,Runtime 로그에 mojibake가 실제 존재,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R14.02,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,미검증,정상 출력뿐 아니라 throw/native output에서 깨짐 관측,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R14.03,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,미검증,Codex CX-F-258 IN_PROGRESS; 과거 long path 대량 issue,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R14.04,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,미검증,Managed State After FAIL,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R14.05,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,미검증,중복 current narrative docs 존재,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R14.06,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,미검증,runtime/build/generated temp residue가 source/managed identity에 영향 가능,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R14.07,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,미검증,삭제는 제품/보호경로 오삭제 위험,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.01,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,모든 테스트는 정적/Runtime 구분 없이 최대강도,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.02,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,현재 컨테이너는 Java21이고 Gradle9.1 distribution cache/외부망이 없어 Java25 Root Gradle 최종 compile/build는 BLOCKED_EXTERNAL,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.03,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,사용자 Full Runtime 20260827 결과 PASS=129 / FAIL=18 / SKIP_ENV=1 / NOT_EXECUTED=7 / ExitCode=1,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.04,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,보정 Source에서 동일 Windows Java25/Docker/Browser Fresh Replay는 아직 미실행,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.05,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,"Runtime Source b9aac7877adce6b7cce5a0ae556fcaa0b9f775a1f11c8268cebd9533244c9c09 (8,435 files)와 이번 입력/보정 Source가 달라 과거 Runtime PASS 자동 승계 금지",Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.06,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,이번 DevGPT 수정 종료 후 기존 Codex active WP를 끊지 않는 LONG-TURN 후속 독립검증 요청서 생성,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.07,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,Codex가 Source만 고치고 정본을 stale하게 두는 것 금지,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.08,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,Codex carry-over 최신 대조: IN_PROGRESS 2 / SOURCE_FIXED 11 / VERIFICATION_PENDING 94; Codex-owned 상태는 DevGPT가 수정하지 않음,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.09,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,최종 산출물에 stale 문서/build/temp/evidence duplicate 금지,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.10,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,최종 완료는 하나의 Gate,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R00.08,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,미검증,Runtime Source b9aac…/8435와 최신 입력 Source 7d255…가 다름,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R00.09,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,미검증,PASS129/FAIL18/SKIP1/NOT_EXECUTED7을 현재 Source 기준으로 재분류 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R00.10,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,미검증,209 Development Requirement Review가 이전 개발완료 관찰을 유지,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R00.11,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,미검증,Coverage 29/Phase Gate 16의 미검증 상태를 Final Gate와 연결해야 함,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R00.12,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,미검증,OPEN_ISSUES의 Source/Static FAIL 0 문구가 최신 Runtime/VSCode 이전 상태,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R00.13,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,미검증,최종 Package/Change Manifest가 이전 79264c… identity를 참조,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R00.14,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,미검증,Developer/Codex/QA 원장 역할경계 유지 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R01.11,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,미검증,AdmCapabilityManagementController IssueView list에 InstanceView Comparator가 적용되는 실제 type 오류,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R01.12,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,미검증,Logging/Masking Policy Store의 Comparator lambda가 Object로 추론되어 version() compile blocker 발생,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R01.13,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,미검증,BatchOutboundHttpPolicy에서 Map type unresolved,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R01.14,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,미검증,CpfRuntimeLoggingLifecycle Map.Entry generic inference/getKey 오류,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
