id_type,exact_id,work_item_id,development_status,verification_status,qa_status,evidence_path,final_completion
CPF-FR,CPF-FR-008706,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008706,false
CPF-FR,CPF-FR-008707,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008707,false
CPF-FR,CPF-FR-008708,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008708,false
CPF-FR,CPF-FR-008709,CPF-WP-API-PAGING-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008709,false
CPF-FR,CPF-FR-008710,CPF-WP-API-PAGING-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008710,false
CPF-FR,CPF-FR-008711,CPF-WP-API-PAGING-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008711,false
CPF-FR,CPF-FR-008712,CPF-WP-API-PAGING-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008712,false
CPF-FR,CPF-FR-008713,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008713,false
CPF-FR,CPF-FR-008714,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008714,false
CPF-FR,CPF-FR-008715,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008715,false
CPF-FR,CPF-FR-008716,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008716,false
CPF-FR,CPF-FR-008717,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008717,false
CPF-FR,CPF-FR-008718,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008718,false
CPF-FR,CPF-FR-008719,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008719,false
CPF-FR,CPF-FR-008720,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008720,false
CPF-FR,CPF-FR-008721,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008721,false
CPF-FR,CPF-FR-008722,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008722,false
CPF-FR,CPF-FR-008723,CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008723,false
CPF-FR,CPF-FR-008724,CPF-WP-API-ASYNC-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008724,false
CPF-FR,CPF-FR-008725,CPF-WP-API-ASYNC-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008725,false
CPF-FR,CPF-FR-008726,CPF-WP-API-ASYNC-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008726,false
CPF-FR,CPF-FR-008727,CPF-WP-API-ASYNC-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008727,false
CPF-FR,CPF-FR-008728,CPF-WP-API-ASYNC-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008728,false
CPF-FR,CPF-FR-008729,CPF-WP-API-ASYNC-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008729,false
CPF-FR,CPF-FR-008730,CPF-WP-API-ASYNC-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008730,false
CPF-FR,CPF-FR-008731,CPF-WP-API-ASYNC-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008731,false
CPF-FR,CPF-FR-008732,CPF-WP-API-ASYNC-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008732,false
CPF-FR,CPF-FR-008733,CPF-WP-API-ASYNC-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008733,false
CPF-FR,CPF-FR-008734,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008734,false
CPF-FR,CPF-FR-008735,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008735,false
CPF-FR,CPF-FR-008736,CPF-WP-API-ASYNC-02-IMPLEMENTATION_CONSUMER,미완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008736,false
CPF-FR,CPF-FR-008737,CPF-WP-API-ASYNC-02-IMPLEMENTATION_CONSUMER,미완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008737,false
CPF-FR,CPF-FR-008738,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008738,false
CPF-FR,CPF-FR-008739,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008739,false
CPF-FR,CPF-FR-008740,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008740,false
CPF-FR,CPF-FR-008741,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008741,false
CPF-FR,CPF-FR-008742,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008742,false
CPF-FR,CPF-FR-008743,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008743,false
CPF-FR,CPF-FR-008744,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008744,false
CPF-FR,CPF-FR-008745,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008745,false
CPF-FR,CPF-FR-008746,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008746,false
CPF-FR,CPF-FR-008747,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008747,false
CPF-FR,CPF-FR-008748,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008748,false
CPF-FR,CPF-FR-008749,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008749,false
CPF-FR,CPF-FR-008750,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008750,false
CPF-FR,CPF-FR-008751,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,미완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008751,false
CPF-FR,CPF-FR-008752,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,미완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008752,false
CPF-FR,CPF-FR-008753,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,미완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008753,false
CPF-FR,CPF-FR-008754,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008754,false
CPF-FR,CPF-FR-008755,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,미완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008755,false
CPF-FR,CPF-FR-008756,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,미완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008756,false
CPF-FR,CPF-FR-008757,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,미완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008757,false
CPF-FR,CPF-FR-008758,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008758,false
CPF-FR,CPF-FR-008759,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008759,false
CPF-FR,CPF-FR-008760,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008760,false
CPF-FR,CPF-FR-008761,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008761,false
CPF-FR,CPF-FR-008762,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008762,false
CPF-FR,CPF-FR-008763,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008763,false
CPF-FR,CPF-FR-008764,CPF-WP-API-ASYNC-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008764,false
CPF-FR,CPF-FR-008765,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008765,false
CPF-FR,CPF-FR-008766,CPF-WP-API-ASYNC-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008766,false
CPF-FR,CPF-FR-008767,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008767,false
CPF-FR,CPF-FR-008768,CPF-WP-API-ASYNC-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008768,false
CPF-FR,CPF-FR-008769,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008769,false
CPF-FR,CPF-FR-008770,CPF-WP-API-ASYNC-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008770,false
CPF-FR,CPF-FR-008771,CPF-WP-API-ASYNC-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008771,false
CPF-FR,CPF-FR-008772,CPF-WP-API-ASYNC-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008772,false
CPF-FR,CPF-FR-008773,CPF-WP-API-ASYNC-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008773,false
CPF-FR,CPF-FR-008774,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008774,false
CPF-FR,CPF-FR-008775,CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008775,false
CPF-FR,CPF-FR-008776,CPF-WP-API-ASYNC-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008776,false
CPF-FR,CPF-FR-008777,CPF-WP-API-ASYNC-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008777,false
CPF-FR,CPF-FR-008778,CPF-WP-API-ASYNC-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008778,false
CPF-FR,CPF-FR-008779,CPF-WP-API-ASYNC-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008779,false
CPF-FR,CPF-FR-008780,CPF-WP-API-ASYNC-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008780,false
CPF-FR,CPF-FR-008781,CPF-WP-API-ASYNC-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008781,false
CPF-FR,CPF-FR-008782,CPF-WP-API-ASYNC-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008782,false
CPF-FR,CPF-FR-008783,CPF-WP-API-ASYNC-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008783,false
CPF-FR,CPF-FR-008784,CPF-WP-API-ASYNC-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008784,false
CPF-FR,CPF-FR-008785,CPF-WP-API-FILE-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008785,false
CPF-FR,CPF-FR-008786,CPF-WP-API-FILE-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008786,false
CPF-FR,CPF-FR-008787,CPF-WP-API-FILE-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008787,false
CPF-FR,CPF-FR-008788,CPF-WP-API-FILE-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008788,false
CPF-FR,CPF-FR-008789,CPF-WP-API-FILE-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008789,false
CPF-FR,CPF-FR-008790,CPF-WP-API-FILE-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008790,false
CPF-FR,CPF-FR-008791,CPF-WP-API-FILE-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008791,false
CPF-FR,CPF-FR-008792,CPF-WP-API-FILE-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008792,false
CPF-FR,CPF-FR-008793,CPF-WP-API-FILE-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008793,false
CPF-FR,CPF-FR-008794,CPF-WP-API-FILE-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008794,false
CPF-FR,CPF-FR-008795,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008795,false
CPF-FR,CPF-FR-008796,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008796,false
CPF-FR,CPF-FR-008797,CPF-WP-API-FILE-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008797,false
CPF-FR,CPF-FR-008798,CPF-WP-API-FILE-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008798,false
CPF-FR,CPF-FR-008799,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008799,false
CPF-FR,CPF-FR-008800,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008800,false
CPF-FR,CPF-FR-008801,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008801,false
CPF-FR,CPF-FR-008802,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008802,false
CPF-FR,CPF-FR-008803,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008803,false
CPF-FR,CPF-FR-008804,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008804,false
CPF-FR,CPF-FR-008805,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008805,false
CPF-FR,CPF-FR-008806,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008806,false
CPF-FR,CPF-FR-008807,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008807,false
CPF-FR,CPF-FR-008808,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008808,false
CPF-FR,CPF-FR-008809,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008809,false
CPF-FR,CPF-FR-008810,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008810,false
CPF-FR,CPF-FR-008811,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008811,false
CPF-FR,CPF-FR-008812,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008812,false
CPF-FR,CPF-FR-008813,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008813,false
CPF-FR,CPF-FR-008814,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008814,false
CPF-FR,CPF-FR-008815,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,미완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008815,false
CPF-FR,CPF-FR-008816,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008816,false
CPF-FR,CPF-FR-008817,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008817,false
CPF-FR,CPF-FR-008818,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,미완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008818,false
CPF-FR,CPF-FR-008819,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008819,false
CPF-FR,CPF-FR-008820,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008820,false
CPF-FR,CPF-FR-008821,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008821,false
CPF-FR,CPF-FR-008822,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008822,false
CPF-FR,CPF-FR-008823,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008823,false
CPF-FR,CPF-FR-008824,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,미완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008824,false
CPF-FR,CPF-FR-008825,CPF-WP-API-FILE-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008825,false
CPF-FR,CPF-FR-008826,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008826,false
CPF-FR,CPF-FR-008827,CPF-WP-API-FILE-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008827,false
CPF-FR,CPF-FR-008828,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008828,false
CPF-FR,CPF-FR-008829,CPF-WP-API-FILE-04-FAILURE_RECOVERY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008829,false
CPF-FR,CPF-FR-008830,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008830,false
CPF-FR,CPF-FR-008831,CPF-WP-API-FILE-01-CONTRACT_OWNERSHIP,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008831,false
CPF-FR,CPF-FR-008832,CPF-WP-API-FILE-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008832,false
CPF-FR,CPF-FR-008833,CPF-WP-API-FILE-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008833,false
CPF-FR,CPF-FR-008834,CPF-WP-API-FILE-02-IMPLEMENTATION_CONSUMER,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008834,false
CPF-FR,CPF-FR-008835,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008835,false
CPF-FR,CPF-FR-008836,CPF-WP-API-FILE-05-OPERATIONS_SECURITY,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008836,false
CPF-FR,CPF-FR-008837,CPF-WP-API-FILE-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008837,false
CPF-FR,CPF-FR-008838,CPF-WP-API-FILE-03-VERIFICATION_EVIDENCE,완료,완료,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008838,false
CPF-FR,CPF-FR-008839,CPF-WP-API-FILE-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008839,false
CPF-FR,CPF-FR-008840,CPF-WP-API-FILE-03-VERIFICATION_EVIDENCE,완료,미검증,미검수,evidence/ATOMIC_REQUIREMENT_EVIDENCE.jsonl#CPF-FR-008840,false
