id,area,status,severity,title,requirement,validation,evidence
CPF-QA-RTF-042,RTF,미구현,P1,Batch Worker Pool Runtime Control 연결,"Batch Worker Pool(capability·concurrency·zone) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Batch Worker Pool을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-043,RTF,미구현,P1,Scheduler Runtime Control 연결,"Scheduler(enabled·lease·polling·claim) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Scheduler을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-044,RTF,미구현,P1,Center-Cut Runtime Control 연결,"Center-Cut(TPS·concurrency·claim·lease) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Center-Cut을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-045,RTF,미구현,P1,Host Agent Runtime Control 연결,"Host Agent(script catalog·path alias·capability) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Host Agent을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-046,RTF,미구현,P1,File Watch Runtime Control 연결,"File Watch(path·pattern·stability·window) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",File Watch을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-047,RTF,미구현,P1,Deployment Desired Version Runtime Control 연결,"Deployment Desired Version(artifact·commit·hash·cell) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Deployment Desired Version을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-048,RTF,미구현,P1,DB Read Routing Runtime Control 연결,"DB Read Routing(primary·replica·lag·read-after-write) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",DB Read Routing을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-049,RTF,미구현,P1,Connection Pool Runtime Control 연결,"Connection Pool(size·timeout·validation·drain) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Connection Pool을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-050,RTF,미구현,P1,SLO Threshold Runtime Control 연결,"SLO Threshold(latency·error·availability) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",SLO Threshold을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-051,RTF,미구현,P1,Alert Threshold Runtime Control 연결,"Alert Threshold(queue·disk·memory·thread·pool) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Alert Threshold을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-052,RTF,미구현,P1,Sampling 정책 Runtime Control 연결,"Sampling 정책(trace·log·metric·head·tail) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Sampling 정책을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-053,RTF,미구현,P1,Download 정책 Runtime Control 연결,"Download 정책(permission·approval·watermark·expiry) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Download 정책을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-054,RTF,미구현,P1,API Client 정책 Runtime Control 연결,"API Client 정책(key·quota·IP·cert·expiry) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",API Client 정책을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-055,RTF,미구현,P1,Webhook Callback Runtime Control 연결,"Webhook Callback(endpoint·signature·retry·idempotency) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Webhook Callback을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-056,RTF,미구현,P1,Attachment 정책 Runtime Control 연결,"Attachment 정책(scan·download·retention·watermark) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Attachment 정책을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-057,RTF,미구현,P1,Approval 정책 Runtime Control 연결,"Approval 정책(version·quorum·expiry·delegation) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Approval 정책을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-058,RTF,미구현,P1,Audit 정책 Runtime Control 연결,"Audit 정책(retention·tamper·export·access) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Audit 정책을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-059,RTF,미구현,P1,Data Quality Rule Runtime Control 연결,"Data Quality Rule(count·hash·balance·duplicate) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Data Quality Rule을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-RTF-060,RTF,미구현,P1,Feature Edition Capability Runtime Control 연결,"Feature Edition Capability(license·plugin·tenant) 변경을 공통 Target Selector, Version, Durable Delivery, Instance ACK, Desired/Actual, Drift, Rollout, Rollback, Permission, Approval, Audit 계약에 연결한다.",Feature Edition Capability을 단일·그룹·전체 대상과 Offline·Partial Failure·Restart 시나리오로 검증한다.,
CPF-QA-ADM-001,ADM,부분 구현,P0,운영자 Directory Adapter,cpf-admin 플랫폼 Control Plane 책임으로 운영자 Directory Adapter을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-002,ADM,부분 구현,P0,Identity Profile 분리,cpf-admin 플랫폼 Control Plane 책임으로 Identity Profile 분리을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-003,ADM,부분 구현,P0,운영자 생성 Transaction Saga,cpf-admin 플랫폼 Control Plane 책임으로 운영자 생성 Transaction Saga을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-004,ADM,부분 구현,P0,운영자 생성 결과 조회,cpf-admin 플랫폼 Control Plane 책임으로 운영자 생성 결과 조회을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-005,ADM,부분 구현,P0,운영자 생성 payload hash,cpf-admin 플랫폼 Control Plane 책임으로 운영자 생성 payload hash을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-006,ADM,부분 구현,P0,계정 상태 State Machine,cpf-admin 플랫폼 Control Plane 책임으로 계정 상태 State Machine을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-007,ADM,부분 구현,P1,Role 존재 활성 유효기간 검증,cpf-admin 플랫폼 Control Plane 책임으로 Role 존재 활성 유효기간 검증을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-008,ADM,부분 구현,P0,Role 변경 CAS,cpf-admin 플랫폼 Control Plane 책임으로 Role 변경 CAS을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-009,ADM,부분 구현,P0,Permission Projection Version,cpf-admin 플랫폼 Control Plane 책임으로 Permission Projection Version을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-010,ADM,부분 구현,P0,Session DB Canonical,cpf-admin 플랫폼 Control Plane 책임으로 Session DB Canonical을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-011,ADM,부분 구현,P0,Session 최대 수,cpf-admin 플랫폼 Control Plane 책임으로 Session 최대 수을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-012,ADM,부분 구현,P1,Session Idle Absolute Timeout,cpf-admin 플랫폼 Control Plane 책임으로 Session Idle Absolute Timeout을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-013,ADM,부분 구현,P1,Session Device Metadata,cpf-admin 플랫폼 Control Plane 책임으로 Session Device Metadata을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-014,ADM,부분 구현,P0,Session revoke 결과 조회,cpf-admin 플랫폼 Control Plane 책임으로 Session revoke 결과 조회을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-015,ADM,부분 구현,P1,Session 대량 폐기,cpf-admin 플랫폼 Control Plane 책임으로 Session 대량 폐기을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-016,ADM,부분 구현,P0,MFA Enrollment,cpf-admin 플랫폼 Control Plane 책임으로 MFA Enrollment을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-017,ADM,부분 구현,P0,MFA Risk Step-up,cpf-admin 플랫폼 Control Plane 책임으로 MFA Risk Step-up을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-018,ADM,부분 구현,P1,IP Allowlist CIDR,cpf-admin 플랫폼 Control Plane 책임으로 IP Allowlist CIDR을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-019,ADM,부분 구현,P1,Password Algorithm Rotation,cpf-admin 플랫폼 Control Plane 책임으로 Password Algorithm Rotation을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-020,ADM,부분 구현,P0,Password Reset Approval,cpf-admin 플랫폼 Control Plane 책임으로 Password Reset Approval을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-021,ADM,부분 구현,P1,Credential Stuffing 방어,cpf-admin 플랫폼 Control Plane 책임으로 Credential Stuffing 방어을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-022,ADM,부분 구현,P0,Bootstrap 종료,cpf-admin 플랫폼 Control Plane 책임으로 Bootstrap 종료을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-023,ADM,부분 구현,P0,API Permission Canonical Manifest,cpf-admin 플랫폼 Control Plane 책임으로 API Permission Canonical Manifest을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-024,ADM,부분 구현,P0,Default Deny,cpf-admin 플랫폼 Control Plane 책임으로 Default Deny을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-025,ADM,부분 구현,P1,Deny 우선 정책,cpf-admin 플랫폼 Control Plane 책임으로 Deny 우선 정책을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-026,ADM,부분 구현,P0,Permission 실시간 적용,cpf-admin 플랫폼 Control Plane 책임으로 Permission 실시간 적용을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-027,ADM,부분 구현,P0,Approval Runtime,cpf-admin 플랫폼 Control Plane 책임으로 Approval Runtime을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-028,ADM,부분 구현,P0,Approval Target Snapshot,cpf-admin 플랫폼 Control Plane 책임으로 Approval Target Snapshot을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-029,ADM,부분 구현,P0,Approval 실행 Unknown,cpf-admin 플랫폼 Control Plane 책임으로 Approval 실행 Unknown을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-030,ADM,부분 구현,P0,Break-glass Runtime,cpf-admin 플랫폼 Control Plane 책임으로 Break-glass Runtime을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-031,ADM,부분 구현,P0,Immutable Audit Chain,cpf-admin 플랫폼 Control Plane 책임으로 Immutable Audit Chain을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-032,ADM,부분 구현,P0,Audit Availability 정책,cpf-admin 플랫폼 Control Plane 책임으로 Audit Availability 정책을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-033,ADM,부분 구현,P0,Audit PII Redaction,cpf-admin 플랫폼 Control Plane 책임으로 Audit PII Redaction을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-034,ADM,부분 구현,P0,Raw PII 최소 Projection,cpf-admin 플랫폼 Control Plane 책임으로 Raw PII 최소 Projection을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-035,ADM,부분 구현,P0,Raw PII Browser Zeroization,cpf-admin 플랫폼 Control Plane 책임으로 Raw PII Browser Zeroization을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-036,ADM,부분 구현,P0,Raw PII Cache 방지,cpf-admin 플랫폼 Control Plane 책임으로 Raw PII Cache 방지을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-037,ADM,부분 구현,P0,Download Control,cpf-admin 플랫폼 Control Plane 책임으로 Download Control을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-038,ADM,부분 구현,P0,Service Catalog CRUD 메뉴,cpf-admin 플랫폼 Control Plane 책임으로 Service Catalog CRUD 메뉴을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-039,ADM,부분 구현,P0,Endpoint Registry 메뉴,cpf-admin 플랫폼 Control Plane 책임으로 Endpoint Registry 메뉴을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-040,ADM,부분 구현,P0,Runtime Instance Registry 메뉴,cpf-admin 플랫폼 Control Plane 책임으로 Runtime Instance Registry 메뉴을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-041,ADM,부분 구현,P0,Instance Group Cell Zone 메뉴,cpf-admin 플랫폼 Control Plane 책임으로 Instance Group Cell Zone 메뉴을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-042,ADM,부분 구현,P0,Runtime Change Center,cpf-admin 플랫폼 Control Plane 책임으로 Runtime Change Center을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-043,ADM,부분 구현,P0,Delivery ACK Monitor,cpf-admin 플랫폼 Control Plane 책임으로 Delivery ACK Monitor을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-044,ADM,부분 구현,P0,Desired Actual Drift 메뉴,cpf-admin 플랫폼 Control Plane 책임으로 Desired Actual Drift 메뉴을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-045,ADM,부분 구현,P1,Config Catalog Console,cpf-admin 플랫폼 Control Plane 책임으로 Config Catalog Console을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-046,ADM,부분 구현,P1,Log Trace Console,cpf-admin 플랫폼 Control Plane 책임으로 Log Trace Console을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-047,ADM,부분 구현,P1,Transaction Timeline,cpf-admin 플랫폼 Control Plane 책임으로 Transaction Timeline을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-048,ADM,부분 구현,P0,Reliability Unknown Console,cpf-admin 플랫폼 Control Plane 책임으로 Reliability Unknown Console을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
CPF-QA-ADM-049,ADM,부분 구현,P0,Incident Console,cpf-admin 플랫폼 Control Plane 책임으로 Incident Console을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,Backend/API/DB/Frontend/Permission/Browser/Fault/Multi-instance로 검증한다.,
