persona,lifecycle,feature,intent,owner_document,owner_section,completion_contract,status
아키텍트,Upgrade,BZA,Restart,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,BZA,Reprocess,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,BZA,Reconcile,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,BZA,Compensation,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,BZA,Rollback,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,BZA,권한,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,BZA,보안,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,BZA,감사,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,BZA,LogMetricTrace,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,BZA,Test,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,BZA,Source,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,BZA,인계,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,BZA,완료판정,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,무엇,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,왜,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,언제,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,어디,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,선택,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,비선택,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,선행조건,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,입력,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,기본값,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,범위,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,순서,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,정상결과,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,상태변화,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,오류,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,Timeout,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,동시성,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,중복,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,부분실패,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,Retry,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,Restart,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,Reprocess,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,Reconcile,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,Compensation,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,Rollback,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,권한,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,보안,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,감사,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,LogMetricTrace,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,Test,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,Source,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,인계,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Gateway,완료판정,91,2~30,route/security/resilience/publish/LKG/drift/recovery,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,무엇,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,왜,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,언제,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,어디,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,선택,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,비선택,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,선행조건,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,입력,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,기본값,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,범위,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,순서,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,정상결과,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,상태변화,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,오류,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,Timeout,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,동시성,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,중복,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,부분실패,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,Retry,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,Restart,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,Reprocess,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,Reconcile,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,Compensation,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,Rollback,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,권한,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,보안,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,감사,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,LogMetricTrace,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,Test,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,Source,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,인계,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,Upgrade,Artifact·Evidence·인수,완료판정,산출물목록,2~13,artifact/source/test/config/docs/evidence/rollback,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,무엇,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,왜,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,언제,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,어디,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,선택,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,비선택,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,선행조건,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,입력,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,기본값,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,범위,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,순서,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,정상결과,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,상태변화,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,오류,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,Timeout,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,동시성,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,중복,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,부분실패,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,Retry,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,Restart,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,Reprocess,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,Reconcile,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,Compensation,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,Rollback,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,권한,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,보안,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,감사,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,LogMetricTrace,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,Test,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,Source,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,인계,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,제품 가치·도입 판단,완료판정,00,11/14/15/16,도입 적합성·범위·완료 수용,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,무엇,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,왜,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,언제,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,어디,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,선택,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,비선택,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,선행조건,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,입력,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,기본값,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,범위,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,순서,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,정상결과,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,상태변화,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,오류,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,Timeout,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,동시성,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,중복,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,부분실패,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,Retry,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,Restart,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,Reprocess,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,Reconcile,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,Compensation,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,Rollback,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,권한,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,보안,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,감사,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,LogMetricTrace,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,Test,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,Source,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,인계,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Architecture·Topology,완료판정,아키텍처설계서,3~7/13~21,Owner/Topology/Consistency/Security/Operations,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,무엇,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,왜,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,언제,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,어디,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,선택,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,비선택,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,선행조건,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,입력,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,기본값,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,범위,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,순서,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,정상결과,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,상태변화,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,오류,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,Timeout,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,동시성,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,중복,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,부분실패,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,Retry,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,Restart,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,Reprocess,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,Reconcile,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,Compensation,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,Rollback,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,권한,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,보안,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,감사,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,LogMetricTrace,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,Test,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,Source,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,인계,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Starter·Capability Profile,완료판정,01,18/23/29,Profile/Leaf/Provider/Conflict/Config,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,무엇,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,왜,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,언제,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,어디,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,선택,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,비선택,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,선행조건,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,입력,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,기본값,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,범위,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,순서,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,정상결과,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,상태변화,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,오류,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,Timeout,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,동시성,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,중복,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,부분실패,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,Retry,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,Restart,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,Reprocess,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,Reconcile,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,Compensation,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,Rollback,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,권한,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,보안,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,감사,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,LogMetricTrace,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,Test,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,Source,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
아키텍트,인계,Generator·신규 Domain,인계,01,5/14/24/29,DryRun/Apply/Manifest/DB/OpenAPI/Test/인계,ROUTED+CONTRACT
