scenario_id,linked_requirement_id,canonical_requirement_ids,priority,area,scenario_type,title,actor,preconditions,test_data,steps,expected_result,failure_criteria,environment,topology,required_evidence,execution_status,baseline_sha,evidence_path,open_issue,next_action,execution_phase_id,execution_phase_name,execution_order,work_package_id,predecessor_phase_ids,blocking_phase_gate_id,feature_key,QA_검수여부,QA_검수회차,QA_검수결과,QA_검사내용,QA_미통과사유,QA_판정상태,QA_검수evidence
CPF-SC-000785,CPF-FR-003966,EVENT-OUTBOX,P0,MESSAGING,DUPLICATE,[EVENT-OUTBOX] 중복 요청,Messaging 개발자·운영자,최신 exact SHA; 같은 operationId,동일/상이 payload,동시·순차 중복,"동일 replay, 다른 payload conflict",side effect 2회,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000785,P05-MESSAGING-EVENT-OUTBOX,P03;P04,CPF-GATE-05,EVENT-OUTBOX,예,QA-12B-1,,"[EVENT-OUTBOX] 중복 요청의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox
CPF-SC-000786,CPF-FR-003966,EVENT-OUTBOX,P0,MESSAGING,TIMEOUT_PRE,[EVENT-OUTBOX] Side effect 전 Timeout,Messaging 개발자·운영자,최신 exact SHA; dependency delay,connect/header timeout,timeout 주입,retryable failure·side effect 0,UNKNOWN/성공 오인,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000786,P05-MESSAGING-EVENT-OUTBOX,P03;P04,CPF-GATE-05,EVENT-OUTBOX,예,QA-12B-1,,"[EVENT-OUTBOX] Side effect 전 Timeout의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox
CPF-SC-000787,CPF-FR-003966,EVENT-OUTBOX,P0,MESSAGING,RESPONSE_LOSS,[EVENT-OUTBOX] Side effect 후 응답 유실,Messaging 개발자·운영자,최신 exact SHA; Owner commit,commit 후 reset,응답 차단,UNKNOWN·blind retry 금지·reconcile,자동 실패/무조건 retry,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000787,P05-MESSAGING-EVENT-OUTBOX,P03;P04,CPF-GATE-05,EVENT-OUTBOX,예,QA-12B-1,,"[EVENT-OUTBOX] Side effect 후 응답 유실의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox
CPF-SC-000788,CPF-FR-003966,EVENT-OUTBOX,P0,MESSAGING,PARTIAL,[EVENT-OUTBOX] 부분 실패,Messaging 개발자·운영자,최신 exact SHA; 다중 대상/항목,일부 target failure,group 실행,개별 성공/실패/unknown 보존,전체 성공/실패로 축약,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000788,P05-MESSAGING-EVENT-OUTBOX,P03;P04,CPF-GATE-05,EVENT-OUTBOX,예,QA-12B-1,,"[EVENT-OUTBOX] 부분 실패의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox
CPF-SC-000789,CPF-FR-003966,EVENT-OUTBOX,P0,MESSAGING,PROCESS_KILL,[EVENT-OUTBOX] Process Kill·Restart,Messaging 개발자·운영자,최신 exact SHA; durable state,worker kill,claim/apply 후 종료·재기동,lease 회수·stale fencing·복구,고아 상태·중복,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000789,P05-MESSAGING-EVENT-OUTBOX,P03;P04,CPF-GATE-05,EVENT-OUTBOX,예,QA-12B-1,,"[EVENT-OUTBOX] Process Kill·Restart의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox
CPF-SC-000790,CPF-FR-003966,EVENT-OUTBOX,P0,MESSAGING,MULTI_INSTANCE,[EVENT-OUTBOX] 다중 Instance,Messaging 개발자·운영자,최신 exact SHA; 2개 이상,공유 DB/queue,동시 처리·failover·rejoin,version/state 일치·중복 0,local state 의존,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000790,P05-MESSAGING-EVENT-OUTBOX,P03;P04,CPF-GATE-05,EVENT-OUTBOX,예,QA-12B-1,,"[EVENT-OUTBOX] 다중 Instance의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox
CPF-SC-000791,CPF-FR-003966,EVENT-OUTBOX,P0,MESSAGING,ROLLBACK,[EVENT-OUTBOX] Rollback/Forward Recovery,Messaging 개발자·운영자,최신 exact SHA; 변경 전 snapshot,적용 후 결함,rollback/forward fix,데이터 보존·actual 일치·audit,부분 rollback·drift,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000791,P05-MESSAGING-EVENT-OUTBOX,P03;P04,CPF-GATE-05,EVENT-OUTBOX,예,QA-12B-1,,"[EVENT-OUTBOX] Rollback/Forward Recovery의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox
CPF-SC-000792,CPF-FR-003966,EVENT-OUTBOX,P0,MESSAGING,SECURITY_LEAK,[EVENT-OUTBOX] 민감정보 누출,Messaging 개발자·운영자,최신 exact SHA; PII/Secret fixture,오류·Log·UI·Download,정상/실패 실행,원문 0 또는 승인 범위,Log/DOM/Storage/Evidence 원문,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000792,P05-MESSAGING-EVENT-OUTBOX,P03;P04,CPF-GATE-05,EVENT-OUTBOX,예,QA-12B-1,,"[EVENT-OUTBOX] 민감정보 누출의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-outbox
CPF-SC-000793,CPF-FR-004027,EVENT-BROKER,P0,MESSAGING,POSITIVE,[EVENT-BROKER] 정상 수직 흐름,Messaging 개발자·운영자,최신 exact SHA; 유효 입력과 권한,정상 데이터,요청→검증→처리→저장/전달→응답→감사,정상 상태·side effect·tracking 일치,Mock-only 또는 Consumer 미호출,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,재확인 필요,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_BROKER_SOURCE_REVIEW.md,"QA 직접보완 Source/Test는 Java 21 독립 compile/harness에서 정상·UNKNOWN·Provider 예외·입력 경계와 Controller→Sample→CpfBrokerClient 호출까지 성공했으나, 개발GPT 교차검토·Codex 독립검토·QA exact-SHA 독립 재검수와 Java25 Gradle Module Test가 완료되지 않았다.",Java25 Gradle·Spring context 실행 및 개발GPT/Codex 교차검토 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000793,P05-MESSAGING-EVENT-BROKER,P03;P04,CPF-GATE-05,EVENT-BROKER,예,QA-12B-R2-1,미통과,"[EVENT-BROKER] 정상 수직 흐름에 대해 QA 직접보완 후 독립 Harness를 실행했다. 정상 enqueue, UNKNOWN passthrough, provider exception, blank tracking/idempotency 사전 차단과 Controller→Sample→CpfBrokerClient 호출이 성공했다. 다만 Java25 Gradle/Spring context 및 독립 교차검토가 미완료다.","QA 직접보완 Source/Test는 Java 21 독립 compile/harness에서 정상·UNKNOWN·Provider 예외·입력 경계와 Controller→Sample→CpfBrokerClient 호출까지 성공했으나, 개발GPT 교차검토·Codex 독립검토·QA exact-SHA 독립 재검수와 Java25 Gradle Module Test가 완료되지 않았다.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_BROKER_SOURCE_REVIEW.md
CPF-SC-000794,CPF-FR-004027,EVENT-BROKER,P0,MESSAGING,INVALID,[EVENT-BROKER] 입력·경계 오류,Messaging 개발자·운영자,최신 exact SHA; 유효 Session,invalid/empty/oversize/unknown enum,각 invalid 제출,표준 field/path 오류·side effect 0,500/raw exception/부분 저장,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,재확인 필요,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_BROKER_SOURCE_REVIEW.md,"QA 직접보완 Source/Test는 Java 21 독립 compile/harness에서 정상·UNKNOWN·Provider 예외·입력 경계와 Controller→Sample→CpfBrokerClient 호출까지 성공했으나, 개발GPT 교차검토·Codex 독립검토·QA exact-SHA 독립 재검수와 Java25 Gradle Module Test가 완료되지 않았다.",Java25 Gradle·Spring context 실행 및 개발GPT/Codex 교차검토 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000794,P05-MESSAGING-EVENT-BROKER,P03;P04,CPF-GATE-05,EVENT-BROKER,예,QA-12B-R2-1,미통과,"[EVENT-BROKER] 입력·경계 오류에 대해 QA 직접보완 후 독립 Harness를 실행했다. 정상 enqueue, UNKNOWN passthrough, provider exception, blank tracking/idempotency 사전 차단과 Controller→Sample→CpfBrokerClient 호출이 성공했다. 다만 Java25 Gradle/Spring context 및 독립 교차검토가 미완료다.","QA 직접보완 Source/Test는 Java 21 독립 compile/harness에서 정상·UNKNOWN·Provider 예외·입력 경계와 Controller→Sample→CpfBrokerClient 호출까지 성공했으나, 개발GPT 교차검토·Codex 독립검토·QA exact-SHA 독립 재검수와 Java25 Gradle Module Test가 완료되지 않았다.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_BROKER_SOURCE_REVIEW.md
CPF-SC-000795,CPF-FR-004027,EVENT-BROKER,P0,MESSAGING,UNAUTHORIZED,[EVENT-BROKER] 미인증·권한 부족,Messaging 개발자·운영자,최신 exact SHA; 권한 없는 principal,401/403 대상,UI 직접 URL/API/Method 호출,Server 거부·Audit·민감정보 0,버튼만 숨김/default allow,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000795,P05-MESSAGING-EVENT-BROKER,P03;P04,CPF-GATE-05,EVENT-BROKER,예,QA-12B-1,,"[EVENT-BROKER] 미인증·권한 부족의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker
CPF-SC-000796,CPF-FR-004027,EVENT-BROKER,P0,MESSAGING,CONFLICT,[EVENT-BROKER] Version·Hash 충돌,Messaging 개발자·운영자,최신 exact SHA; 기존 version,stale expectedVersion/다른 hash,동시/재시도 요청,409·기존 결과 보존·lost update 0,후행 요청 덮어씀,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000796,P05-MESSAGING-EVENT-BROKER,P03;P04,CPF-GATE-05,EVENT-BROKER,예,QA-12B-1,,"[EVENT-BROKER] Version·Hash 충돌의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker
CPF-SC-000797,CPF-FR-004027,EVENT-BROKER,P0,MESSAGING,DUPLICATE,[EVENT-BROKER] 중복 요청,Messaging 개발자·운영자,최신 exact SHA; 같은 operationId,동일/상이 payload,동시·순차 중복,"동일 replay, 다른 payload conflict",side effect 2회,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000797,P05-MESSAGING-EVENT-BROKER,P03;P04,CPF-GATE-05,EVENT-BROKER,예,QA-12B-1,,"[EVENT-BROKER] 중복 요청의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker
CPF-SC-000798,CPF-FR-004027,EVENT-BROKER,P0,MESSAGING,TIMEOUT_PRE,[EVENT-BROKER] Side effect 전 Timeout,Messaging 개발자·운영자,최신 exact SHA; dependency delay,connect/header timeout,timeout 주입,retryable failure·side effect 0,UNKNOWN/성공 오인,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000798,P05-MESSAGING-EVENT-BROKER,P03;P04,CPF-GATE-05,EVENT-BROKER,예,QA-12B-1,,"[EVENT-BROKER] Side effect 전 Timeout의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker
CPF-SC-000799,CPF-FR-004027,EVENT-BROKER,P0,MESSAGING,RESPONSE_LOSS,[EVENT-BROKER] Side effect 후 응답 유실,Messaging 개발자·운영자,최신 exact SHA; Owner commit,commit 후 reset,응답 차단,UNKNOWN·blind retry 금지·reconcile,자동 실패/무조건 retry,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000799,P05-MESSAGING-EVENT-BROKER,P03;P04,CPF-GATE-05,EVENT-BROKER,예,QA-12B-1,,"[EVENT-BROKER] Side effect 후 응답 유실의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker
CPF-SC-000800,CPF-FR-004027,EVENT-BROKER,P0,MESSAGING,PARTIAL,[EVENT-BROKER] 부분 실패,Messaging 개발자·운영자,최신 exact SHA; 다중 대상/항목,일부 target failure,group 실행,개별 성공/실패/unknown 보존,전체 성공/실패로 축약,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000800,P05-MESSAGING-EVENT-BROKER,P03;P04,CPF-GATE-05,EVENT-BROKER,예,QA-12B-1,,"[EVENT-BROKER] 부분 실패의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker
CPF-SC-000801,CPF-FR-004027,EVENT-BROKER,P0,MESSAGING,PROCESS_KILL,[EVENT-BROKER] Process Kill·Restart,Messaging 개발자·운영자,최신 exact SHA; durable state,worker kill,claim/apply 후 종료·재기동,lease 회수·stale fencing·복구,고아 상태·중복,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,미검증,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker,"실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다",목표 환경 scenario 실행 Evidence 반영 후 QA 재검수,P05,Starter·Capability·Provider 기본 구현,05-00000801,P05-MESSAGING-EVENT-BROKER,P03;P04,CPF-GATE-05,EVENT-BROKER,예,QA-12B-1,,"[EVENT-BROKER] Process Kill·Restart의 요구 경로에 대응하는 Source/contract/Test 후보는 확인했다. 그러나 실제 Kafka/JMS/IBM MQ/RabbitMQ, ACK/NACK, rebalance, broker kill, duplicate/order/DLQ replay 실행은 최신 SHA에서 수행되지 않았다. 제품 실패로 단정하지 않고 환경차이 미검증으로 유지한다.",,검수 후 환경차이 미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md#event-broker
