path,finding_id,qa_change_type,decision,requirement_ids,scenario_ids,actual_consumer,source_acceptance_test_basis,before_sha256,qa_after_sha256,development_review,final_status
cpf-admin/frontend/openapi/cpf-openapi.json,QA12B-EVENT-DLQ-002,MODIFY,OUT_OF_SCOPE_NO_MODIFICATION,CPF-FR-004424|CPF-FR-004439|CPF-FR-004440|CPF-FR-004448|CPF-FR-004453,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,72dfbea60e1c528d86b967de3dd675ccd52df3af99fa1ac5750b7f27fa07e0ea,21cbd0f0db26663eff17976b8e6db089d00a1c22b5703b7d7d7efad4684e42ca,DEVGPT-6A ownership confirmed. Contract impact was reviewed only; no frontend/OpenAPI/generated source was placed in this overlay.,CROSS_SESSION_REVIEWED
cpf-admin/frontend/src/generated/orval/cpf-api.ts,QA12B-EVENT-DLQ-002,MODIFY,OUT_OF_SCOPE_NO_MODIFICATION,CPF-FR-004424|CPF-FR-004439|CPF-FR-004440|CPF-FR-004448|CPF-FR-004453,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,0bf166d632cc8475ca0054a6bf3862a5f09ed1c2da4b06437a207d7e422a89d5,ab54d9c35508d48a2e256fba1eff6a33e8c23f93e1d715385b4addc6c3e7236f,DEVGPT-6A ownership confirmed. Contract impact was reviewed only; no frontend/OpenAPI/generated source was placed in this overlay.,CROSS_SESSION_REVIEWED
cpf-admin/frontend/src/generated/orval/model/admReliabilityActionRequest.ts,QA12B-EVENT-DLQ-002,ADD,OUT_OF_SCOPE_NO_MODIFICATION,CPF-FR-004424|CPF-FR-004439|CPF-FR-004440|CPF-FR-004448|CPF-FR-004453,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,,b312d47209aacd20f7cdc80a2b8e8fe327b23c851564566274e91f20458a6f85,DEVGPT-6A ownership confirmed. Contract impact was reviewed only; no frontend/OpenAPI/generated source was placed in this overlay.,CROSS_SESSION_REVIEWED
cpf-admin/frontend/src/generated/orval/model/index.ts,QA12B-EVENT-DLQ-002,MODIFY,OUT_OF_SCOPE_NO_MODIFICATION,CPF-FR-004424|CPF-FR-004439|CPF-FR-004440|CPF-FR-004448|CPF-FR-004453,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,9345df579393b8c962bf186aea559b24e7602fa47ffd3e81a35dcb4e7b05971b,b12bac60f8eb89cf4dba259671565764fd7ec1b8dafc8bc20f394e16f780877a,DEVGPT-6A ownership confirmed. Contract impact was reviewed only; no frontend/OpenAPI/generated source was placed in this overlay.,CROSS_SESSION_REVIEWED
cpf-admin/frontend/src/generated/.cpf-openapi-source.json,QA12B-EVENT-DLQ-002,MODIFY,OUT_OF_SCOPE_NO_MODIFICATION,CPF-FR-004424|CPF-FR-004439|CPF-FR-004440|CPF-FR-004448|CPF-FR-004453,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,67f5ca459578c3e354314d75918c5039b67dd17824e417d0a5add50d62c41b8a,60773fb43d21a9b8ee50e0dd4b023a32314714d444fff0044ff0258c46f372b0,DEVGPT-6A ownership confirmed. Contract impact was reviewed only; no frontend/OpenAPI/generated source was placed in this overlay.,CROSS_SESSION_REVIEWED
cpf-tools/scripts/verify-event-dlq-contract.py,QA12B-EVENT-DLQ-002,ADD,OUT_OF_SCOPE_NO_MODIFICATION,CPF-FR-004424|CPF-FR-004439|CPF-FR-004440|CPF-FR-004448|CPF-FR-004453,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,,c495d533b8e6a82f16d9b4d5406385f5ca25a582d19397f124271a43510b596c,Root verification script is DEVGPT-6F ownership; behavior reviewed and cross-session request recorded.,CROSS_SESSION_REVIEWED
cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java,DEV6D-GWY-TRUST-001|DEV6D-GWY-RESILIENCE-001|DEV6D-API-LIMIT-001,DEVGPT_FIX,KEEP_AFTER_FIX,CPF-FR-003234..CPF-FR-003477,CPF-SC-000649|CPF-SC-000650|CPF-SC-000651|CPF-SC-000652|CPF-SC-000653|CPF-SC-000654|CPF-SC-000655|CPF-SC-000656|CPF-SC-000657|CPF-SC-000658|CPF-SC-000659|CPF-SC-000660|CPF-SC-000661|CPF-SC-000662|CPF-SC-000663|CPF-SC-000664|CPF-SC-000665|CPF-SC-000666|CPF-SC-000667|CPF-SC-000668|CPF-SC-000669|CPF-SC-000670|CPF-SC-000671|CPF-SC-000672|CPF-SC-000673|CPF-SC-000674|CPF-SC-000675|CPF-SC-000676|CPF-SC-000677|CPF-SC-000678|CPF-SC-000679|CPF-SC-000680|CPF-SC-000681|CPF-SC-000682|CPF-SC-000683|CPF-SC-000684,External request → CpfScgPrimaryHandler authN/authZ → trusted-header regeneration → backend,Gateway Rate R5 + Semantic Contract R5 16/16 + repository JUnit sources,,,"Reject duplicated/spoofed trusted headers, regenerate forwarding metadata, use server transaction ID for quota dedupe, classify connect failure separately from UNKNOWN, and emit bounded 429 Retry-After/scope/degraded headers.",DEVGPT reviewed; Codex/QA revalidation required
cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayRuntimePolicy.java,DEV6D-API-LIMIT-001,DEVGPT_FIX,REPLACE_IMPLEMENTATION,CPF-FR-003234..CPF-FR-003477,CPF-SC-000649|CPF-SC-000650|CPF-SC-000651|CPF-SC-000652|CPF-SC-000653|CPF-SC-000654|CPF-SC-000655|CPF-SC-000656|CPF-SC-000657|CPF-SC-000658|CPF-SC-000659|CPF-SC-000660|CPF-SC-000661|CPF-SC-000662|CPF-SC-000663|CPF-SC-000664|CPF-SC-000665|CPF-SC-000666|CPF-SC-000667|CPF-SC-000668|CPF-SC-000669|CPF-SC-000670|CPF-SC-000671|CPF-SC-000672|CPF-SC-000673|CPF-SC-000674|CPF-SC-000675|CPF-SC-000676|CPF-SC-000677|CPF-SC-000678|CPF-SC-000679|CPF-SC-000680|CPF-SC-000681|CPF-SC-000682|CPF-SC-000683|CPF-SC-000684,CpfScgPrimaryHandler → CpfGatewayRuntimePolicy.acquire → CounterPort.consumeAtomically → 429/Retry-After or proxy,Rate-limit Java21 R5 Harness + Runtime Applier range Harness + Semantic Contract R5 + repository JUnit sources,,,"Replaced single-JVM boolean window with typed atomic multi-scope quota/burst/abuse, stable replay, strict provider-result validation, bounded inputs, health and fail-closed/degraded decisions.",DEVGPT reviewed; Codex/QA revalidation required
cpf-gateway/src/main/java/com/cpf/gateway/runtime/JdbcCpfGatewayRateLimitCounterAdapter.java,DEV6D-API-LIMIT-002,DEVGPT_FIX,KEEP_VERIFIED,CPF-FR-003234..CPF-FR-003477,CPF-SC-000649|CPF-SC-000650|CPF-SC-000651|CPF-SC-000652|CPF-SC-000653|CPF-SC-000654|CPF-SC-000655|CPF-SC-000656|CPF-SC-000657|CPF-SC-000658|CPF-SC-000659|CPF-SC-000660|CPF-SC-000661|CPF-SC-000662|CPF-SC-000663|CPF-SC-000664|CPF-SC-000665|CPF-SC-000666|CPF-SC-000667|CPF-SC-000668|CPF-SC-000669|CPF-SC-000670|CPF-SC-000671|CPF-SC-000672|CPF-SC-000673|CPF-SC-000674|CPF-SC-000675|CPF-SC-000676|CPF-SC-000677|CPF-SC-000678|CPF-SC-000679|CPF-SC-000680|CPF-SC-000681|CPF-SC-000682|CPF-SC-000683|CPF-SC-000684,CpfScgPrimaryHandler → CpfGatewayRuntimePolicy.acquire → CounterPort.consumeAtomically → 429/Retry-After or proxy,JDBC batch R2 + request-hash R3 Harness + Java21 compile -Xlint:all -Werror + repository JUnit source,,,Distributed JDBC provider uses ordered row locking/transactional multi-scope consume and deterministic SHA-256 request_hash journal; same request with changed payload fails closed.,DEVGPT reviewed; Codex/QA revalidation required
cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfGatewayLedgerCompletionFilter.java,DEV6D-API-LIMIT-003,DEVGPT_FIX,KEEP_AFTER_FIX,CPF-FR-003234..CPF-FR-003477,CPF-SC-000649|CPF-SC-000650|CPF-SC-000651|CPF-SC-000652|CPF-SC-000653|CPF-SC-000654|CPF-SC-000655|CPF-SC-000656|CPF-SC-000657|CPF-SC-000658|CPF-SC-000659|CPF-SC-000660|CPF-SC-000661|CPF-SC-000662|CPF-SC-000663|CPF-SC-000664|CPF-SC-000665|CPF-SC-000666|CPF-SC-000667|CPF-SC-000668|CPF-SC-000669|CPF-SC-000670|CPF-SC-000671|CPF-SC-000672|CPF-SC-000673|CPF-SC-000674|CPF-SC-000675|CPF-SC-000676|CPF-SC-000677|CPF-SC-000678|CPF-SC-000679|CPF-SC-000680|CPF-SC-000681|CPF-SC-000682|CPF-SC-000683|CPF-SC-000684,External request → CpfScgPrimaryHandler authN/authZ → trusted-header regeneration → backend,Gateway Java21 Harness + Semantic Gate + repository Test source,,,Preserve Gateway-generated Retry-After/rate headers only for actual denied decision while stripping upstream spoofing.,DEVGPT reviewed; Codex/QA revalidation required
