legacy_work_item_id,v8_entity_id,v8_entity_type,canonical_requirement_id,markdown_file,ledger_part,v8_owner,v8_owner_module,v8_owner_package,v8_work_target_status,v8_assigned_session_id,continuity_result,development_status,evidence_path
CPF-WP-EXS-RECON-02-IMPLEMENTATION_CONSUMER,CPF-WP-EXS-RECON-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,EXS-RECON,30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,generated domain / customer adapter,generated domain,customer adapter,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EXS-RECON-03-VERIFICATION_EVIDENCE,CPF-WP-EXS-RECON-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,EXS-RECON,30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,generated domain / customer adapter,generated domain,customer adapter,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EXS-RECON-04-FAILURE_RECOVERY,CPF-WP-EXS-RECON-04-FAILURE_RECOVERY,WORK_PACKAGE,EXS-RECON,30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,generated domain / customer adapter,generated domain,customer adapter,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EXS-TCP-01-CONTRACT_OWNERSHIP,CPF-WP-EXS-TCP-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,EXS-TCP,30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,cpf-starter-integration-tcp + generated/customer adapter,cpf-starter-integration-tcp + generated,customer adapter,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EXS-TCP-02-IMPLEMENTATION_CONSUMER,CPF-WP-EXS-TCP-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,EXS-TCP,30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,cpf-starter-integration-tcp + generated/customer adapter,cpf-starter-integration-tcp + generated,customer adapter,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EXS-TCP-03-VERIFICATION_EVIDENCE,CPF-WP-EXS-TCP-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,EXS-TCP,30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,cpf-starter-integration-tcp + generated/customer adapter,cpf-starter-integration-tcp + generated,customer adapter,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EXS-TCP-04-FAILURE_RECOVERY,CPF-WP-EXS-TCP-04-FAILURE_RECOVERY,WORK_PACKAGE,EXS-TCP,30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,cpf-starter-integration-tcp + generated/customer adapter,cpf-starter-integration-tcp + generated,customer adapter,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-CORE-01-CONTRACT_OWNERSHIP,CPF-WP-EVENT-CORE-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,EVENT-CORE,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-CORE-02-IMPLEMENTATION_CONSUMER,CPF-WP-EVENT-CORE-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,EVENT-CORE,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-CORE-03-VERIFICATION_EVIDENCE,CPF-WP-EVENT-CORE-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,EVENT-CORE,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-CORE-04-FAILURE_RECOVERY,CPF-WP-EVENT-CORE-04-FAILURE_RECOVERY,WORK_PACKAGE,EVENT-CORE,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-CORE-05-GENERATION_COMPATIBILITY,CPF-WP-EVENT-CORE-05-GENERATION_COMPATIBILITY,WORK_PACKAGE,EVENT-CORE,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,미완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-OUTBOX-01-CONTRACT_OWNERSHIP,CPF-WP-EVENT-OUTBOX-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,EVENT-OUTBOX,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-OUTBOX-02-IMPLEMENTATION_CONSUMER,CPF-WP-EVENT-OUTBOX-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,EVENT-OUTBOX,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-OUTBOX-03-VERIFICATION_EVIDENCE,CPF-WP-EVENT-OUTBOX-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,EVENT-OUTBOX,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-OUTBOX-04-FAILURE_RECOVERY,CPF-WP-EVENT-OUTBOX-04-FAILURE_RECOVERY,WORK_PACKAGE,EVENT-OUTBOX,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-BROKER-01-CONTRACT_OWNERSHIP,CPF-WP-EVENT-BROKER-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,EVENT-BROKER,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + Starter Provider owner,cpf-core contract + Starter Provider owner,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-BROKER-02-IMPLEMENTATION_CONSUMER,CPF-WP-EVENT-BROKER-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,EVENT-BROKER,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + Starter Provider owner,cpf-core contract + Starter Provider owner,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-BROKER-03-VERIFICATION_EVIDENCE,CPF-WP-EVENT-BROKER-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,EVENT-BROKER,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + Starter Provider owner,cpf-core contract + Starter Provider owner,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-BROKER-04-FAILURE_RECOVERY,CPF-WP-EVENT-BROKER-04-FAILURE_RECOVERY,WORK_PACKAGE,EVENT-BROKER,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + Starter Provider owner,cpf-core contract + Starter Provider owner,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-BROKER-05-OPERATIONS_SECURITY,CPF-WP-EVENT-BROKER-05-OPERATIONS_SECURITY,WORK_PACKAGE,EVENT-BROKER,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + Starter Provider owner,cpf-core contract + Starter Provider owner,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-BROKER-06-DATA_MIGRATION,CPF-WP-EVENT-BROKER-06-DATA_MIGRATION,WORK_PACKAGE,EVENT-BROKER,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + Starter Provider owner,cpf-core contract + Starter Provider owner,,작업 대상,,EXACT_1_TO_1_MATCH,미완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-MQ-01-CONTRACT_OWNERSHIP,CPF-WP-EVENT-MQ-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,EVENT-MQ,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + Starter Provider owner,cpf-core contract + Starter Provider owner,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-MQ-02-IMPLEMENTATION_CONSUMER,CPF-WP-EVENT-MQ-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,EVENT-MQ,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + Starter Provider owner,cpf-core contract + Starter Provider owner,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-MQ-03-VERIFICATION_EVIDENCE,CPF-WP-EVENT-MQ-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,EVENT-MQ,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + Starter Provider owner,cpf-core contract + Starter Provider owner,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-MQ-04-FAILURE_RECOVERY,CPF-WP-EVENT-MQ-04-FAILURE_RECOVERY,WORK_PACKAGE,EVENT-MQ,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + Starter Provider owner,cpf-core contract + Starter Provider owner,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-JMS-01-CONTRACT_OWNERSHIP,CPF-WP-EVENT-JMS-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,EVENT-JMS,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-starter-messaging-jms,cpf-starter-messaging-jms,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-JMS-02-IMPLEMENTATION_CONSUMER,CPF-WP-EVENT-JMS-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,EVENT-JMS,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-starter-messaging-jms,cpf-starter-messaging-jms,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-JMS-03-VERIFICATION_EVIDENCE,CPF-WP-EVENT-JMS-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,EVENT-JMS,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-starter-messaging-jms,cpf-starter-messaging-jms,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-JMS-04-FAILURE_RECOVERY,CPF-WP-EVENT-JMS-04-FAILURE_RECOVERY,WORK_PACKAGE,EVENT-JMS,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-starter-messaging-jms,cpf-starter-messaging-jms,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-IBM-MQ-01-CONTRACT_OWNERSHIP,CPF-WP-EVENT-IBM-MQ-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,EVENT-IBM-MQ,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-starter-messaging-ibm-mq,cpf-starter-messaging-ibm-mq,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-IBM-MQ-02-IMPLEMENTATION_CONSUMER,CPF-WP-EVENT-IBM-MQ-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,EVENT-IBM-MQ,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-starter-messaging-ibm-mq,cpf-starter-messaging-ibm-mq,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-IBM-MQ-03-VERIFICATION_EVIDENCE,CPF-WP-EVENT-IBM-MQ-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,EVENT-IBM-MQ,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-starter-messaging-ibm-mq,cpf-starter-messaging-ibm-mq,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-IBM-MQ-04-FAILURE_RECOVERY,CPF-WP-EVENT-IBM-MQ-04-FAILURE_RECOVERY,WORK_PACKAGE,EVENT-IBM-MQ,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-starter-messaging-ibm-mq,cpf-starter-messaging-ibm-mq,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-AMQP-01-CONTRACT_OWNERSHIP,CPF-WP-EVENT-AMQP-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,EVENT-AMQP,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-starter-messaging-rabbitmq,cpf-starter-messaging-rabbitmq,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-AMQP-02-IMPLEMENTATION_CONSUMER,CPF-WP-EVENT-AMQP-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,EVENT-AMQP,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-starter-messaging-rabbitmq,cpf-starter-messaging-rabbitmq,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-AMQP-03-VERIFICATION_EVIDENCE,CPF-WP-EVENT-AMQP-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,EVENT-AMQP,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-starter-messaging-rabbitmq,cpf-starter-messaging-rabbitmq,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-AMQP-04-FAILURE_RECOVERY,CPF-WP-EVENT-AMQP-04-FAILURE_RECOVERY,WORK_PACKAGE,EVENT-AMQP,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-starter-messaging-rabbitmq,cpf-starter-messaging-rabbitmq,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-DLQ-01-CONTRACT_OWNERSHIP,CPF-WP-EVENT-DLQ-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,EVENT-DLQ,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-DLQ-02-IMPLEMENTATION_CONSUMER,CPF-WP-EVENT-DLQ-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,EVENT-DLQ,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-DLQ-03-VERIFICATION_EVIDENCE,CPF-WP-EVENT-DLQ-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,EVENT-DLQ,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
CPF-WP-EVENT-DLQ-04-FAILURE_RECOVERY,CPF-WP-EVENT-DLQ-04-FAILURE_RECOVERY,WORK_PACKAGE,EVENT-DLQ,31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,cpf-core contract + owning business adapter,cpf-core contract + owning business adapter,,작업 대상,,EXACT_1_TO_1_MATCH,미완료,cpf-docs/evidence/development/DEVGPT-6D_09dd686/V8_SCOPE_CONTINUITY.txt
