new_id,kind,source_set,area,section,title,requirement_or_setup,validation_or_expected,root_cause_key,dedup_status,merged_into,match_score,dedup_reason,closing_status,closing_evidence
CPF-QA-NQA-REQ-118,REQUIREMENT,NQA20260729,GEN,4. ACC·MBR·EXS Generated Domain 표준 > 4.2 Normalized Tree Parity,Generator가 생성한 결과를 수동 복사·치환해야 Build됨,Generator가 생성한 결과를 수동 복사·치환해야 Build됨,4. ACC·MBR·EXS Generated Domain 표준 > 4.2 Normalized Tree Parity 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|3eed3f4c35,UNIQUE,,0.0526,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-119,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙,Controller와 Endpoint,Controller와 Endpoint,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|8c0529fdf8,UNIQUE,,0.0526,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-120,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙,Service Method,Service Method,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|ba04f8fe56,UNIQUE,,0.1000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-121,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙,Domain Model,Domain Model,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|c4585d040c,UNIQUE,,0.0769,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-122,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙,Repository,Repository,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|7d98ad90ac,UNIQUE,,0.2000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-123,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙,Table,Table,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|c3ee137d4f,UNIQUE,,0.0294,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-124,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙,Event,Event,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|5006ed0248,UNIQUE,,0.2000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-125,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙,Batch Consumer,Batch Consumer,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|345247d508,UNIQUE,,0.0870,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-126,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙,External Consumer,External Consumer,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|6e16d99e41,UNIQUE,,0.0625,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-127,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙,ADM/BZA Consumer,ADM/BZA Consumer,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|3cf93db1c0,UNIQUE,,0.1000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-128,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙,Test,Test,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|a94a8fe5cc,UNIQUE,,0.2000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-129,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙,Guide,Guide,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|4956faddb7,UNIQUE,,0.0500,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-130,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙,Generator Capability,Generator Capability,5. Generated Domain 내부 업무 기능별 세분화 > 5.1 기능 경계 도출 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|4e2293f911,UNIQUE,,0.1429,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-131,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준,독립된 업무 목적,독립된 업무 목적,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|3e50ee9f60,UNIQUE,,0.0513,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-132,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준,독립된 상태 전이,독립된 상태 전이,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|12bedc903b,UNIQUE,,0.1250,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-133,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준,독립된 Transaction 경계,독립된 Transaction 경계,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|206ab354b6,UNIQUE,,0.1429,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-134,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준,독립된 권한,독립된 권한,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|02eba77ec0,UNIQUE,,0.1000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-135,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준,독립된 API,독립된 API,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|cdb8ef76e6,UNIQUE,,0.0769,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-136,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준,독립된 DB Aggregate,독립된 DB Aggregate,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|9a028b0544,UNIQUE,,0.0833,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-137,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준,독립된 운영·복구 절차,독립된 운영·복구 절차,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|c7d039e713,UNIQUE,,0.0606,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-138,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준,독립된 Batch 또는 Event Consumer,독립된 Batch 또는 Event Consumer,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|16fc5ca2d4,UNIQUE,,0.1154,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-139,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준,독립된 감사 정책,독립된 감사 정책,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|267e605e0a,UNIQUE,,0.1250,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-140,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준,독립된 변경 주기,독립된 변경 주기,5. Generated Domain 내부 업무 기능별 세분화 > 5.2 기능별 분리 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|b69eb9eb44,UNIQUE,,0.1250,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-141,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙,모든 업무가 하나의 `controller` Package에 집중,모든 업무가 하나의 `controller` Package에 집중,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|0cd86f11ed,UNIQUE,,0.1000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-142,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙,모든 업무가 하나의 `service` Package에 집중,모든 업무가 하나의 `service` Package에 집중,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|544e22b808,UNIQUE,,0.1000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-143,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙,모든 Entity와 DTO가 하나의 `model` Package에 집중,모든 Entity와 DTO가 하나의 `model` Package에 집중,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|127f1a7739,UNIQUE,,0.0909,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-144,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙,하나의 Service가 무관한 여러 업무 기능 처리,하나의 Service가 무관한 여러 업무 기능 처리,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|625e9cf738,UNIQUE,,0.0909,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-145,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙,하나의 Repository가 무관한 여러 Aggregate 처리,하나의 Repository가 무관한 여러 Aggregate 처리,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|a3fb49cd72,UNIQUE,,0.0909,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-146,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙,API DTO와 DB Entity를 동일 객체로 사용,API DTO와 DB Entity를 동일 객체로 사용,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|f4cfa6ebfa,UNIQUE,,0.0811,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-147,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙,업무 규칙이 Controller나 Mapper에 존재,업무 규칙이 Controller나 Mapper에 존재,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|644b963309,UNIQUE,,0.1000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-148,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙,"`common`, `util`, `helper`, `manager`에 업무 규칙 은닉","`common`, `util`, `helper`, `manager`에 업무 규칙 은닉",5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|8cde8066aa,UNIQUE,,0.0769,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-149,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙,기능 간 직접 Repository 참조,기능 간 직접 Repository 참조,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|a450630bf0,UNIQUE,,0.1429,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-150,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙,업무 기능 간 순환 의존,업무 기능 간 순환 의존,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|dbc03f8c21,UNIQUE,,0.0714,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-151,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙,하나의 대형 Facade가 모든 업무를 switch문으로 분기,하나의 대형 Facade가 모든 업무를 switch문으로 분기,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|abc2ec281d,UNIQUE,,0.0909,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-152,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙,DomainName이나 URL 문자열로 업무 기능을 추론,DomainName이나 URL 문자열로 업무 기능을 추론,5. Generated Domain 내부 업무 기능별 세분화 > 5.3 권장 구조 원칙 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|ec274f6819,UNIQUE,,0.0645,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-153,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.4 Local·Remote Parity,동일 JVM 호출이 HTTP Loopback 사용,동일 JVM 호출이 HTTP Loopback 사용,5. Generated Domain 내부 업무 기능별 세분화 > 5.4 Local·Remote Parity 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|3b366f25cd,UNIQUE,,0.2000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-154,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.4 Local·Remote Parity,내부 호출이 Gateway를 재경유,내부 호출이 Gateway를 재경유,5. Generated Domain 내부 업무 기능별 세분화 > 5.4 Local·Remote Parity 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|084f6b37a2,UNIQUE,,0.1000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-155,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.4 Local·Remote Parity,Local과 Remote가 서로 다른 DTO·Error 사용,Local과 Remote가 서로 다른 DTO·Error 사용,5. Generated Domain 내부 업무 기능별 세분화 > 5.4 Local·Remote Parity 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|b6b7b71dc6,UNIQUE,,0.1429,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-156,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.4 Local·Remote Parity,Remote에만 Retry·Timeout이 있고 Local은 다른 규칙 사용,Remote에만 Retry·Timeout이 있고 Local은 다른 규칙 사용,5. Generated Domain 내부 업무 기능별 세분화 > 5.4 Local·Remote Parity 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|e882e22d98,UNIQUE,,0.1000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-157,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.4 Local·Remote Parity,URL·Port·Package 이름으로 Domain 판별,URL·Port·Package 이름으로 Domain 판별,5. Generated Domain 내부 업무 기능별 세분화 > 5.4 Local·Remote Parity 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|0d44a77aae,UNIQUE,,0.0588,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-158,REQUIREMENT,NQA20260729,GEN,5. Generated Domain 내부 업무 기능별 세분화 > 5.4 Local·Remote Parity,특정 ACC·MBR 이름을 Platform Source에 하드코딩,특정 ACC·MBR 이름을 Platform Source에 하드코딩,5. Generated Domain 내부 업무 기능별 세분화 > 5.4 Local·Remote Parity 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,GEN|generated-domain-parity|dc4fe41e2c,UNIQUE,,0.0833,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-159,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,Public API: 고객과 다른 Module이 안정적으로 사용하는 계약,Public API: 고객과 다른 Module이 안정적으로 사용하는 계약,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|410e0ca01e,UNIQUE,,0.0938,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-160,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,SPI: 고객·업무 Domain·Provider가 확장하는 계약,SPI: 고객·업무 Domain·Provider가 확장하는 계약,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|dee2e0ab7b,UNIQUE,,0.0789,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-161,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,Internal: 제품 내부 구현,Internal: 제품 내부 구현,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|acf92bc27a,UNIQUE,,0.1000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-162,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,Public API에 Internal 구현 타입 노출 금지,Public API에 Internal 구현 타입 노출 금지,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|0606b5f25c,UNIQUE,,0.0909,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-163,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,Public API에 특정 DB Vendor 타입 노출 금지,Public API에 특정 DB Vendor 타입 노출 금지,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|46fd753a9d,UNIQUE,,0.1053,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-164,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,Public API에 특정 Provider 구현 타입 노출 금지,Public API에 특정 Provider 구현 타입 노출 금지,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|b570075895,UNIQUE,,0.1053,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-165,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,외부 Module의 Internal Package import 금지,외부 Module의 Internal Package import 금지,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|156e687535,UNIQUE,,0.1818,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-166,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,SPI에 실제 기본 구현 또는 명확한 필수 Adapter 존재,SPI에 실제 기본 구현 또는 명확한 필수 Adapter 존재,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|0b408ce0b7,UNIQUE,,0.1071,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-167,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,SPI에 실제 Consumer 존재,SPI에 실제 Consumer 존재,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|9a53920d04,UNIQUE,,0.0606,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-168,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,Consumer 없는 Interface·SPI 탐지,Consumer 없는 Interface·SPI 탐지,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|c990e00de1,UNIQUE,,0.5319,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-169,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,Public DTO와 Persistence Entity 분리,Public DTO와 Persistence Entity 분리,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|f8a05684d5,UNIQUE,,0.0556,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-170,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,호환성 대상 API 식별,호환성 대상 API 식별,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|4f1b35aa59,UNIQUE,,0.0714,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-171,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,Public API와 SPI에 한글 JavaDoc,Public API와 SPI에 한글 JavaDoc,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|bca5f6d690,UNIQUE,,0.2000,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-172,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,실패 조건·멱등성·동시성 계약 명시,실패 조건·멱등성·동시성 계약 명시,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|163268f8e3,UNIQUE,,0.1250,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-173,REQUIREMENT,NQA20260729,ARC,6. Public API·SPI·Internal 경계,Local·Remote 구현이 동일 Public Contract 사용,Local·Remote 구현이 동일 Public Contract 사용,6. Public API·SPI·Internal 경계 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|210479d7bf,UNIQUE,,0.1176,,미검증,latest master exact-SHA execution evidence required
