entry_id,kind,path,symbol,classification,canonical_replacement,owner,public_surface,notes
SCRIPT:cpf-tools/db/generator/generate-official-db-vendor-source.ps1,SCRIPT,cpf-tools/db/generator/generate-official-db-vendor-source.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/generator,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/generator/generate-platform-schema-comment-migration.ps1,SCRIPT,cpf-tools/db/generator/generate-platform-schema-comment-migration.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/generator,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/render_generated_domain_template.py,SCRIPT,cpf-tools/db/render_generated_domain_template.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/render_generated_domain_template.py,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/render_vendor_pack.py,SCRIPT,cpf-tools/db/render_vendor_pack.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/render_vendor_pack.py,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/run_db3_lifecycle.py,SCRIPT,cpf-tools/db/tests/run_db3_lifecycle.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_admin_data_safety_gate_contract.py,SCRIPT,cpf-tools/db/tests/test_admin_data_safety_gate_contract.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_canonical_vendor_render.py,SCRIPT,cpf-tools/db/tests/test_canonical_vendor_render.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_cmn_calendar_durable_outbox.py,SCRIPT,cpf-tools/db/tests/test_cmn_calendar_durable_outbox.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_cmn_code_message_durable_cache.py,SCRIPT,cpf-tools/db/tests/test_cmn_code_message_durable_cache.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_cmn_extension_contract.py,SCRIPT,cpf-tools/db/tests/test_cmn_extension_contract.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_cmn_template_persistence.py,SCRIPT,cpf-tools/db/tests/test_cmn_template_persistence.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_data_safety_schema_contract_currentization.py,SCRIPT,cpf-tools/db/tests/test_data_safety_schema_contract_currentization.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_database_artifact_sync_order.py,SCRIPT,cpf-tools/db/tests/test_database_artifact_sync_order.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_generated_domain_verify_renderer.py,SCRIPT,cpf-tools/db/tests/test_generated_domain_verify_renderer.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_immutable_baseline_registry.py,SCRIPT,cpf-tools/db/tests/test_immutable_baseline_registry.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_immutable_migration_generation.py,SCRIPT,cpf-tools/db/tests/test_immutable_migration_generation.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_mariadb_profile_verify_contract.py,SCRIPT,cpf-tools/db/tests/test_mariadb_profile_verify_contract.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_migration_lifecycle_simulator.py,SCRIPT,cpf-tools/db/tests/test_migration_lifecycle_simulator.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_official_vendor_source_type_contract.py,SCRIPT,cpf-tools/db/tests/test_official_vendor_source_type_contract.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_oracle_lifecycle_process_contract.py,SCRIPT,cpf-tools/db/tests/test_oracle_lifecycle_process_contract.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_runtime_query_module_contract_currentization.py,SCRIPT,cpf-tools/db/tests/test_runtime_query_module_contract_currentization.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_runtime_query_sync_resource_mode.py,SCRIPT,cpf-tools/db/tests/test_runtime_query_sync_resource_mode.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_v135_current_edge_migration.py,SCRIPT,cpf-tools/db/tests/test_v135_current_edge_migration.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_v136_backoffice_permission_identity_migration.py,SCRIPT,cpf-tools/db/tests/test_v136_backoffice_permission_identity_migration.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_v137_generic_runtime_application_role.py,SCRIPT,cpf-tools/db/tests/test_v137_generic_runtime_application_role.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_vendor_renderer.py,SCRIPT,cpf-tools/db/tests/test_vendor_renderer.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tests/test_verify_migration_lifecycle.py,SCRIPT,cpf-tools/db/tests/test_verify_migration_lifecycle.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tests,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/apply-cpf-runtime-migrations.ps1,SCRIPT,cpf-tools/db/tools/apply-cpf-runtime-migrations.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/backup-cpf-database.ps1,SCRIPT,cpf-tools/db/tools/backup-cpf-database.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/build-all-install-sql.ps1,SCRIPT,cpf-tools/db/tools/build-all-install-sql.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/build-official-db-vendor-packs.ps1,SCRIPT,cpf-tools/db/tools/build-official-db-vendor-packs.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/build-standard-execution-alias-sql.ps1,SCRIPT,cpf-tools/db/tools/build-standard-execution-alias-sql.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/cpf-backup-crypto.py,SCRIPT,cpf-tools/db/tools/cpf-backup-crypto.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/cpf-backup-lifecycle-common.ps1,SCRIPT,cpf-tools/db/tools/cpf-backup-lifecycle-common.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/database-profile-common.ps1,SCRIPT,cpf-tools/db/tools/database-profile-common.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/generate-cpf-data-retention-sql.py,SCRIPT,cpf-tools/db/tools/generate-cpf-data-retention-sql.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/generate-database-schema-manifest.ps1,SCRIPT,cpf-tools/db/tools/generate-database-schema-manifest.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/generate-database-schema-manifest.py,SCRIPT,cpf-tools/db/tools/generate-database-schema-manifest.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/generate-migration-checksums.ps1,SCRIPT,cpf-tools/db/tools/generate-migration-checksums.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/initialize-cpf-database.ps1,SCRIPT,cpf-tools/db/tools/initialize-cpf-database.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/initialize-databases.ps1,SCRIPT,cpf-tools/db/tools/initialize-databases.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/invoke-cpf-backup-retention.ps1,SCRIPT,cpf-tools/db/tools/invoke-cpf-backup-retention.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/invoke-cpf-db-operability-gate.ps1,SCRIPT,cpf-tools/db/tools/invoke-cpf-db-operability-gate.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/invoke-cpf-db-performance-gate.ps1,SCRIPT,cpf-tools/db/tools/invoke-cpf-db-performance-gate.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/invoke-cpf-pitr-restore.ps1,SCRIPT,cpf-tools/db/tools/invoke-cpf-pitr-restore.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/invoke-db-lifecycle-docker-client.ps1,SCRIPT,cpf-tools/db/tools/invoke-db-lifecycle-docker-client.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/invoke-official-db-vendor-sql.ps1,SCRIPT,cpf-tools/db/tools/invoke-official-db-vendor-sql.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/invoke-platform-database-migration.ps1,SCRIPT,cpf-tools/db/tools/invoke-platform-database-migration.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/normalize-cpf-db-operation-evidence.py,SCRIPT,cpf-tools/db/tools/normalize-cpf-db-operation-evidence.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/register-cpf-backup-replica.ps1,SCRIPT,cpf-tools/db/tools/register-cpf-backup-replica.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/replicate-cpf-backup-artifact.ps1,SCRIPT,cpf-tools/db/tools/replicate-cpf-backup-artifact.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/reset-cpf-databases.ps1,SCRIPT,cpf-tools/db/tools/reset-cpf-databases.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/restore-cpf-database.ps1,SCRIPT,cpf-tools/db/tools/restore-cpf-database.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/run-db-vendor-lifecycle.ps1,SCRIPT,cpf-tools/db/tools/run-db-vendor-lifecycle.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/select-db-vendor-resources.ps1,SCRIPT,cpf-tools/db/tools/select-db-vendor-resources.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/set-cpf-backup-legal-hold.ps1,SCRIPT,cpf-tools/db/tools/set-cpf-backup-legal-hold.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/simulate-cpf-migration-lifecycle.py,SCRIPT,cpf-tools/db/tools/simulate-cpf-migration-lifecycle.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/sync-canonical-seed-bundles.py,SCRIPT,cpf-tools/db/tools/sync-canonical-seed-bundles.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/sync-database-artifacts.ps1,SCRIPT,cpf-tools/db/tools/sync-database-artifacts.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/sync-platform-seed-currentization.ps1,SCRIPT,cpf-tools/db/tools/sync-platform-seed-currentization.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/sync_adm_menu_catalog.py,SCRIPT,cpf-tools/db/tools/sync_adm_menu_catalog.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/tools/sync_platform_seed_currentization.py,SCRIPT,cpf-tools/db/tools/sync_platform_seed_currentization.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/tools,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-canonical-db-lifecycle-contract.ps1,SCRIPT,cpf-tools/db/verification/check-canonical-db-lifecycle-contract.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-canonical-ddl-safety.ps1,SCRIPT,cpf-tools/db/verification/check-canonical-ddl-safety.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-database-performance-baseline.ps1,SCRIPT,cpf-tools/db/verification/check-database-performance-baseline.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-database-profile-standard.ps1,SCRIPT,cpf-tools/db/verification/check-database-profile-standard.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-database-schema-drift.ps1,SCRIPT,cpf-tools/db/verification/check-database-schema-drift.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-db-vendor-pack-parity.ps1,SCRIPT,cpf-tools/db/verification/check-db-vendor-pack-parity.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-legacy-batch-migration.ps1,SCRIPT,cpf-tools/db/verification/check-legacy-batch-migration.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-migration-checksums.ps1,SCRIPT,cpf-tools/db/verification/check-migration-checksums.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-notification-portable-sql.ps1,SCRIPT,cpf-tools/db/verification/check-notification-portable-sql.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-official-db-vendor-readiness.ps1,SCRIPT,cpf-tools/db/verification/check-official-db-vendor-readiness.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-offline-db-resource-pack.ps1,SCRIPT,cpf-tools/db/verification/check-offline-db-resource-pack.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-platform-database-migration-tool.ps1,SCRIPT,cpf-tools/db/verification/check-platform-database-migration-tool.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-query-contract-integrity.ps1,SCRIPT,cpf-tools/db/verification/check-query-contract-integrity.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-security-seed-standard.ps1,SCRIPT,cpf-tools/db/verification/check-security-seed-standard.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-sql-canonical.ps1,SCRIPT,cpf-tools/db/verification/check-sql-canonical.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/check-sql-standard.ps1,SCRIPT,cpf-tools/db/verification/check-sql-standard.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/cleanup-cpf-db-verifier-owned.ps1,SCRIPT,cpf-tools/db/verification/cleanup-cpf-db-verifier-owned.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/cleanup-cpf-local-runtime-db.ps1,SCRIPT,cpf-tools/db/verification/cleanup-cpf-local-runtime-db.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/invoke-cpf-db-runtime-matrix.ps1,SCRIPT,cpf-tools/db/verification/invoke-cpf-db-runtime-matrix.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/invoke-cpf-db-verifier-owned-lifecycle.ps1,SCRIPT,cpf-tools/db/verification/invoke-cpf-db-verifier-owned-lifecycle.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/prepare-cpf-local-backoffice-bootstrap.ps1,SCRIPT,cpf-tools/db/verification/prepare-cpf-local-backoffice-bootstrap.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/prepare-cpf-local-runtime-db.ps1,SCRIPT,cpf-tools/db/verification/prepare-cpf-local-runtime-db.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/smoke-data-safety-migration-recovery.ps1,SCRIPT,cpf-tools/db/verification/smoke-data-safety-migration-recovery.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/smoke-mariadb-full-install.ps1,SCRIPT,cpf-tools/db/verification/smoke-mariadb-full-install.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/smoke-platform-runtime-query-packs-official-db.ps1,SCRIPT,cpf-tools/db/verification/smoke-platform-runtime-query-packs-official-db.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/smoke-platform-schema-comment-migration.ps1,SCRIPT,cpf-tools/db/verification/smoke-platform-schema-comment-migration.ps1,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/tests/test_backup_lifecycle_contract.py,SCRIPT,cpf-tools/db/verification/tests/test_backup_lifecycle_contract.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/tests/test_backup_operational_safety.py,SCRIPT,cpf-tools/db/verification/tests/test_backup_operational_safety.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/tests/test_backup_replica_contract.py,SCRIPT,cpf-tools/db/verification/tests/test_backup_replica_contract.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/tests/test_cpf_backup_crypto.py,SCRIPT,cpf-tools/db/verification/tests/test_cpf_backup_crypto.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/tests/test_dr_restore_vendor_contract.py,SCRIPT,cpf-tools/db/verification/tests/test_dr_restore_vendor_contract.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/tests/test_migration_lifecycle_state_model.py,SCRIPT,cpf-tools/db/verification/tests/test_migration_lifecycle_state_model.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/tests/test_official_vendor_physical_target_dedup.py,SCRIPT,cpf-tools/db/verification/tests/test_official_vendor_physical_target_dedup.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/tests/test_oracle_sqlplus_secret_transport.py,SCRIPT,cpf-tools/db/verification/tests/test_oracle_sqlplus_secret_transport.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
SCRIPT:cpf-tools/db/verification/tests/test_pitr_lifecycle_contract.py,SCRIPT,cpf-tools/db/verification/tests/test_pitr_lifecycle_contract.py,,CANONICAL_ENGINE,cpf bootstrap / future cpf db namespace,cpf-tools/db/verification,NO,Canonical DB tooling engine; CLI consumer does not copy it
