id,area,work_package,title,setup,steps,expected,evidence,environment
CPF-QA-EXEC-346,INSLOG,WP11,Sensitive log,PII/token fixture,download,masked or approved raw flow,ADM/Agent/file/audit evidence,WAS+MariaDB+local files
CPF-QA-EXEC-347,INSLOG,WP11,Disconnected instance,agent unavailable,download,clear partial/stale response,ADM/Agent/file/audit evidence,WAS+MariaDB+local files
CPF-QA-EXEC-348,INSLOG,WP11,Client disconnect,mid-download close,observe server,resource/temp cleanup,ADM/Agent/file/audit evidence,WAS+MariaDB+local files
CPF-QA-EXEC-349,INSLOG,WP11,Download approval,raw audit log,request without/with approval,fail-closed then audited download,ADM/Agent/file/audit evidence,WAS+MariaDB+local files
CPF-QA-EXEC-350,DOCVAL,WP12-WP15,JavaDoc build,all public API/SPI,generate javadoc with doclint,errors/warnings policy pass,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-351,DOCVAL,WP12-WP15,OpenAPI snapshot,all controllers,generate spec,operation/headers/errors/examples complete,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-352,DOCVAL,WP12-WP15,OpenAPI negative examples,selected APIs,validate examples,examples conform to schemas,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-353,DOCVAL,WP12-WP15,package-info coverage,public/major packages,scan,required Korean responsibility docs present,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-354,DOCVAL,WP12-WP15,EDU command execution,all reference guides,execute commands,all commands and expected results valid,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-355,DOCVAL,WP12-WP15,EDU requirement trace,all examples,matrix scan,each feature has examples and each example maps feature,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-356,DOCVAL,WP12-WP15,Reference CI,cpfIncludeReferenceDomains=true,clean build/test/run,required matrix pass,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-357,DOCVAL,WP12-WP15,Generator new domain,random DomainName/SystemCode,generate/build/run,no hard-coded domain assumptions,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-358,DOCVAL,WP12-WP15,Generator regeneration,user extension present,regenerate,user code preserved,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-359,DOCVAL,WP12-WP15,Generator client gate,generated domain,source scan,raw client usage 0,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-360,DOCVAL,WP12-WP15,MariaDB fresh install,empty schemas,install/seed/verify,canonical match,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-361,DOCVAL,WP12-WP15,MariaDB upgrade,prior supported baseline,migrate,data/constraints preserved,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-362,DOCVAL,WP12-WP15,MariaDB rollback/reapply,latest migration,rollback/reapply,documented recovery and final parity,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-363,DOCVAL,WP12-WP15,MariaDB query registry,all runtime queries,prepare/execute,parameter/result/dialect pass,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-364,DOCVAL,WP12-WP15,PostgreSQL static pack,generated/vendor pack,parse/check parity,no MariaDB syntax leakage,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-365,DOCVAL,WP12-WP15,Oracle static pack,generated/vendor pack,parse/check parity,no PostgreSQL/Maria syntax leakage,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-366,DOCVAL,WP12-WP15,Secret scan,source/config/evidence,scan,real secrets/PII 0,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-367,DOCVAL,WP12-WP15,Repository hygiene,clean clone,run hygiene gate,build/tmp/overlay debris policy pass,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-368,DOCVAL,WP12-WP15,Protected regression selection,change common header,impact analyzer,gateway/message/TCP/generator/EDU tests selected,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-369,DOCVAL,WP12-WP15,Release gate with deferred providers,external providers uninstalled,run release evaluation,real integration stays 미검증 and GA policy explicit,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-370,ADMRT,WP16,공통코드 — 정상 실시간 적용,"2개 Instance, 공통코드 v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-371,ADMRT,WP16,공통코드 — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, 공통코드 v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-372,ADMRT,WP16,공통코드 — 중복·역전·응답 유실,공통코드 v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-373,ADMRT,WP16,공통코드 — 실패·Rollback·감사,공통코드 v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-374,ADMRT,WP16,메시지·응답코드 — 정상 실시간 적용,"2개 Instance, 메시지·응답코드 v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-375,ADMRT,WP16,메시지·응답코드 — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, 메시지·응답코드 v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-376,ADMRT,WP16,메시지·응답코드 — 중복·역전·응답 유실,메시지·응답코드 v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-377,ADMRT,WP16,메시지·응답코드 — 실패·Rollback·감사,메시지·응답코드 v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-378,ADMRT,WP16,설정·Parameter·Feature Flag — 정상 실시간 적용,"2개 Instance, 설정·Parameter·Feature Flag v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-379,ADMRT,WP16,설정·Parameter·Feature Flag — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, 설정·Parameter·Feature Flag v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-380,ADMRT,WP16,설정·Parameter·Feature Flag — 중복·역전·응답 유실,설정·Parameter·Feature Flag v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-381,ADMRT,WP16,설정·Parameter·Feature Flag — 실패·Rollback·감사,설정·Parameter·Feature Flag v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-382,ADMRT,WP16,Cache — 정상 실시간 적용,"2개 Instance, Cache v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-383,ADMRT,WP16,Cache — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, Cache v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-384,ADMRT,WP16,Cache — 중복·역전·응답 유실,Cache v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-385,ADMRT,WP16,Cache — 실패·Rollback·감사,Cache v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-386,ADMRT,WP16,온라인 거래 — 정상 실시간 적용,"2개 Instance, 온라인 거래 v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-387,ADMRT,WP16,온라인 거래 — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, 온라인 거래 v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-388,ADMRT,WP16,온라인 거래 — 중복·역전·응답 유실,온라인 거래 v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-389,ADMRT,WP16,온라인 거래 — 실패·Rollback·감사,온라인 거래 v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-390,ADMRT,WP16,Local·Remote Service Call — 정상 실시간 적용,"2개 Instance, Local·Remote Service Call v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-391,ADMRT,WP16,Local·Remote Service Call — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, Local·Remote Service Call v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-392,ADMRT,WP16,Local·Remote Service Call — 중복·역전·응답 유실,Local·Remote Service Call v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-393,ADMRT,WP16,Local·Remote Service Call — 실패·Rollback·감사,Local·Remote Service Call v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-394,ADMRT,WP16,Gateway — 정상 실시간 적용,"2개 Instance, Gateway v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-395,ADMRT,WP16,Gateway — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, Gateway v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-396,ADMRT,WP16,Gateway — 중복·역전·응답 유실,Gateway v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-397,ADMRT,WP16,Gateway — 실패·Rollback·감사,Gateway v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-398,ADMRT,WP16,로그·추적 — 정상 실시간 적용,"2개 Instance, 로그·추적 v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-399,ADMRT,WP16,로그·추적 — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, 로그·추적 v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-400,ADMRT,WP16,로그·추적 — 중복·역전·응답 유실,로그·추적 v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-401,ADMRT,WP16,로그·추적 — 실패·Rollback·감사,로그·추적 v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-402,ADMRT,WP16,Batch·Scheduler·Worker·Center-Cut·Agent — 정상 실시간 적용,"2개 Instance, Batch·Scheduler·Worker·Center-Cut·Agent v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-403,ADMRT,WP16,Batch·Scheduler·Worker·Center-Cut·Agent — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, Batch·Scheduler·Worker·Center-Cut·Agent v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-404,ADMRT,WP16,Batch·Scheduler·Worker·Center-Cut·Agent — 중복·역전·응답 유실,Batch·Scheduler·Worker·Center-Cut·Agent v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-405,ADMRT,WP16,Batch·Scheduler·Worker·Center-Cut·Agent — 실패·Rollback·감사,Batch·Scheduler·Worker·Center-Cut·Agent v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-406,ADMRT,WP16,Security Runtime Policy — 정상 실시간 적용,"2개 Instance, Security Runtime Policy v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-407,ADMRT,WP16,Security Runtime Policy — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, Security Runtime Policy v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-408,ADMRT,WP16,Security Runtime Policy — 중복·역전·응답 유실,Security Runtime Policy v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-409,ADMRT,WP16,Security Runtime Policy — 실패·Rollback·감사,Security Runtime Policy v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-410,ADMRT,WP16,외부연계·Messaging·File — 정상 실시간 적용,"2개 Instance, 외부연계·Messaging·File v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-411,ADMRT,WP16,외부연계·Messaging·File — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, 외부연계·Messaging·File v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-412,ADMRT,WP16,외부연계·Messaging·File — 중복·역전·응답 유실,외부연계·Messaging·File v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-413,ADMRT,WP16,외부연계·Messaging·File — 실패·Rollback·감사,외부연계·Messaging·File v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-414,ADMRT,WP16,인스턴스·그룹 관리 — 정상 실시간 적용,"2개 Instance, 인스턴스·그룹 관리 v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-415,ADMRT,WP16,인스턴스·그룹 관리 — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, 인스턴스·그룹 관리 v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-416,ADMRT,WP16,인스턴스·그룹 관리 — 중복·역전·응답 유실,인스턴스·그룹 관리 v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-417,ADMRT,WP16,인스턴스·그룹 관리 — 실패·Rollback·감사,인스턴스·그룹 관리 v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-418,ADMRT,WP16,인스턴스별 로그 다운로드 — 정상 실시간 적용,"2개 Instance, 인스턴스별 로그 다운로드 v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-419,ADMRT,WP16,인스턴스별 로그 다운로드 — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, 인스턴스별 로그 다운로드 v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-420,ADMRT,WP16,인스턴스별 로그 다운로드 — 중복·역전·응답 유실,인스턴스별 로그 다운로드 v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-421,ADMRT,WP16,인스턴스별 로그 다운로드 — 실패·Rollback·감사,인스턴스별 로그 다운로드 v2가 Canary에서 오류 발생,Wave 중단→Rollback/Forward Recovery→감사·알림·최종 상태 조회,"비정상 Wave 확산 0, Last Good 복원 또는 승인된 Forward Recovery, 실패 원인 보존",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-422,ADMRT,WP16,관제·알림 — 정상 실시간 적용,"2개 Instance, 관제·알림 v1 적용 상태",ADM에서 대상 Preview→사유/승인→v2 적용→대상별 ACK/Actual 조회,"모든 대상 v2, 동일 Hash, Drift 0, 감사 전후값 기록",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-423,ADMRT,WP16,관제·알림 — 부분 실패·Offline 복귀,"3개 대상 중 1개 Offline, 관제·알림 v1",v2 적용 후 Online 2개 ACK 확인→Offline Instance 재접속,"초기 PARTIAL, 재접속 후 v2 Reconcile, 전체 성공 조기 판정 없음",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
CPF-QA-EXEC-424,ADMRT,WP16,관제·알림 — 중복·역전·응답 유실,관제·알림 v2 적용 직후 응답 유실,같은 operationId 재시도→v1 지연 Delivery→Controller/Consumer 재시작,"Side Effect 1회, v1 거부, 최종 v2 유지, 결과 조회 가능",API/DB/ADM 화면/Runtime log/ACK·Drift/Audit/Transaction ID,WAS 2+·MariaDB; 외부 Provider는 Simulator 병행
