partition_id,logical_order,requirement_id,baseline_sha,assignment_status,review_status,notes
QA-B,12626,CPF-FR-012626,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12627,CPF-FR-012627,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12628,CPF-FR-012628,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12629,CPF-FR-012629,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12630,CPF-FR-012630,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12631,CPF-FR-012631,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12632,CPF-FR-012632,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12633,CPF-FR-012633,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12634,CPF-FR-012634,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12635,CPF-FR-012635,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12636,CPF-FR-012636,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12637,CPF-FR-012637,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12638,CPF-FR-012638,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12639,CPF-FR-012639,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12640,CPF-FR-012640,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12641,CPF-FR-012641,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12642,CPF-FR-012642,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12643,CPF-FR-012643,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12644,CPF-FR-012644,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12645,CPF-FR-012645,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12646,CPF-FR-012646,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12647,CPF-FR-012647,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12648,CPF-FR-012648,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12649,CPF-FR-012649,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12650,CPF-FR-012650,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12651,CPF-FR-012651,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12652,CPF-FR-012652,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12653,CPF-FR-012653,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12654,CPF-FR-012654,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12655,CPF-FR-012655,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12656,CPF-FR-012656,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12657,CPF-FR-012657,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12658,CPF-FR-012658,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12659,CPF-FR-012659,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12660,CPF-FR-012660,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12661,CPF-FR-012661,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12662,CPF-FR-012662,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12663,CPF-FR-012663,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12664,CPF-FR-012664,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12665,CPF-FR-012665,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12666,CPF-FR-012666,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12667,CPF-FR-012667,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12668,CPF-FR-012668,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12669,CPF-FR-012669,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12670,CPF-FR-012670,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12671,CPF-FR-012671,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12672,CPF-FR-012672,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12673,CPF-FR-012673,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12674,CPF-FR-012674,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12675,CPF-FR-012675,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12676,CPF-FR-012676,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12677,CPF-FR-012677,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12678,CPF-FR-012678,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12679,CPF-FR-012679,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12680,CPF-FR-012680,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12681,CPF-FR-012681,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12682,CPF-FR-012682,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12683,CPF-FR-012683,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12684,CPF-FR-012684,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12685,CPF-FR-012685,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12686,CPF-FR-012686,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12687,CPF-FR-012687,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12688,CPF-FR-012688,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12689,CPF-FR-012689,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12690,CPF-FR-012690,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12691,CPF-FR-012691,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12692,CPF-FR-012692,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12693,CPF-FR-012693,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12694,CPF-FR-012694,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12695,CPF-FR-012695,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12696,CPF-FR-012696,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12697,CPF-FR-012697,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12698,CPF-FR-012698,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12699,CPF-FR-012699,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12700,CPF-FR-012700,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12701,CPF-FR-012701,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12702,CPF-FR-012702,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12703,CPF-FR-012703,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12704,CPF-FR-012704,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12705,CPF-FR-012705,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12706,CPF-FR-012706,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12707,CPF-FR-012707,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12708,CPF-FR-012708,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12709,CPF-FR-012709,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12710,CPF-FR-012710,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12711,CPF-FR-012711,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12712,CPF-FR-012712,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12713,CPF-FR-012713,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12714,CPF-FR-012714,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12715,CPF-FR-012715,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12716,CPF-FR-012716,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12717,CPF-FR-012717,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12718,CPF-FR-012718,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12719,CPF-FR-012719,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12720,CPF-FR-012720,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12721,CPF-FR-012721,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12722,CPF-FR-012722,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12723,CPF-FR-012723,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12724,CPF-FR-012724,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12725,CPF-FR-012725,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12726,CPF-FR-012726,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12727,CPF-FR-012727,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12728,CPF-FR-012728,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12729,CPF-FR-012729,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12730,CPF-FR-012730,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12731,CPF-FR-012731,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12732,CPF-FR-012732,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12733,CPF-FR-012733,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12734,CPF-FR-012734,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12735,CPF-FR-012735,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12736,CPF-FR-012736,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12737,CPF-FR-012737,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12738,CPF-FR-012738,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12739,CPF-FR-012739,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12740,CPF-FR-012740,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12741,CPF-FR-012741,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12742,CPF-FR-012742,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12743,CPF-FR-012743,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12744,CPF-FR-012744,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,12745,CPF-FR-012745,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
