path,change_type,owner,purpose,delete
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/source/com/cpf/starter/security/resource/CpfAudienceValidator.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/source/com/cpf/starter/security/resource/CpfResourceServerAutoConfiguration.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/source/com/cpf/starter/security/resource/CpfResourceServerConfigurationHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/source/com/cpf/starter/security/resource/CpfResourceServerProperties.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stub-sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/boot/actuate/health/Health.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/boot/actuate/health/HealthIndicator.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/boot/autoconfigure/AutoConfiguration.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/boot/autoconfigure/condition/ConditionalOnProperty.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/boot/context/properties/ConfigurationProperties.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/boot/context/properties/EnableConfigurationProperties.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/context/annotation/Bean.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/config/Customizer.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/config/annotation/web/builders/HttpSecurity.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/oauth2/core/DelegatingOAuth2TokenValidator.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/oauth2/core/OAuth2Error.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/oauth2/core/OAuth2TokenValidator.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/oauth2/core/OAuth2TokenValidatorResult.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/oauth2/jwt/Jwt.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/oauth2/jwt/JwtDecoder.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/oauth2/jwt/JwtDecoders.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/oauth2/jwt/JwtIssuerValidator.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/oauth2/jwt/JwtTimestampValidator.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/oauth2/jwt/NimbusJwtDecoder.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/stubs/org/springframework/security/web/SecurityFilterChain.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/secret-registry/compile.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/secret-registry/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/secret-registry/run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/secret-registry/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/result.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/src/com/cpf/core/api/security/secret/CpfRotatableSecretProvider.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/src/com/cpf/core/api/security/secret/CpfSecretMetadata.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/src/com/cpf/core/api/security/secret/CpfSecretProvider.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/src/com/cpf/core/api/security/secret/CpfSecretReference.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/src/com/cpf/core/api/security/secret/CpfSecretValue.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/src/com/cpf/starter/security/CpfServerSessionProperties.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/src/com/cpf/starter/security/identity/CpfSecurityContractHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/src/com/cpf/starter/security/identity/CpfServiceIdentityProperties.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/src/com/cpf/starter/security/identity/CpfServiceIdentityTokenService.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/src/com/cpf/starter/security/secret/CpfSecretProviderRegistry.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/src/org/springframework/boot/context/properties/ConfigurationProperties.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-contract/src/org/springframework/boot/context/properties/bind/ConstructorBinding.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-policy-access-java21/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-policy-access-java21/result.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-policy-access-java21/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-policy-access-java21/sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-policy-access-java21/stubs/com/cpf/core/api/error/CpfValidationException.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-replay-gap-before/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-replay-gap-before/result.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-replay-gap-before/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-replay-gap-before/sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-replay-gap-before/src/com/cpf/starter/security/identity/CpfServiceIdentityProperties.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-replay-gap-before/src/com/cpf/starter/security/identity/CpfServiceIdentityReplayGapHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-replay-gap-before/src/com/cpf/starter/security/identity/CpfServiceIdentityTokenService.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/security-replay-gap-before/src/org/springframework/boot/context/properties/ConfigurationProperties.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/service-identity-replay/compile.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/service-identity-replay/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/service-identity-replay/run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/service-identity-replay/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/service-identity-replay/stubs/org/springframework/boot/context/properties/ConfigurationProperties.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/source-consumer-gate/full_assignment_equivalent_run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/source-consumer-gate/full_assignment_equivalent_run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/source-consumer-gate/full_assignment_run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/source-consumer-gate/full_assignment_run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/source-consumer-gate/source_consumer_gate.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/source-consumer-gate/source_consumer_gate.json,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/source-consumer-gate/source_consumer_gate.py,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/source-consumer-gate/source_consumer_gate_recheck.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/source-consumer-gate/source_consumer_gate_recheck.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/source-harnesses/CpfCoreSafetyHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/source-harnesses/CpfIdempotencySafetyHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/source-harnesses/CpfStateReconciliationHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/state-reconciliation-java21/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/state-reconciliation-java21/result.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/state-reconciliation-java21/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/state-reconciliation-java21/sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/state-reconciliation-java21/stubs/com/cpf/core/api/error/CpfValidationException.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-context-sampling/compile.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-context-sampling/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-context-sampling/run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-context-sampling/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-context-sampling/source/CpfTraceContextHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-context-sampling/source/CpfTraceSamplingPolicyHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-context-sampling/stubs/com/cpf/core/api/error/CpfValidationException.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-context-sampling/stubs/com/cpf/core/common/logging/TransactionLogRecord.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-contract/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-contract/result.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-contract/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-contract/sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-contract/src/com/cpf/core/api/error/CpfValidationException.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-contract/src/com/cpf/core/api/observability/CpfTraceContext.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-contract/src/com/cpf/core/api/security/CpfSensitiveData.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-contract/src/com/cpf/core/common/logging/CpfTraceContextHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-contract/src/com/cpf/core/common/logging/CpfTransactionTraceEnricher.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/trace-contract/src/com/cpf/core/common/logging/TransactionLogRecord.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/transaction-log-async-consumer/compile.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
